item1	CCL2_BacillusS	CCL2_BacteroidesV	CCL2_CandidaA	CCL2_CD3.CD28	CCL2_ClostridiumP	CCL2_PBS	CCL2_PseudomonasA	CCL2_StaphA	IL.1a_BacillusS	IL.1a_BacteroidesV	IL.1a_CandidaA	IL.1a_CD3.CD28	IL.1a_ClostridiumP	IL.1a_PBS	IL.1a_PseudomonasA	IL.1a_StaphA	IL.5_BacillusS	IL.5_BacteroidesV	IL.5_CandidaA	IL.5_CD3.CD28	IL.5_ClostridiumP	IL.5_PBS	IL.5_PseudomonasA	IL.5_StaphA	IFN.y_BacillusS	IFN.y_BacteroidesV	IFN.y_CandidaA	IFN.y_CD3.CD28	IFN.y_ClostridiumP	IFN.y_PBS	IFN.y_PseudomonasA	IFN.y_StaphA	TNF.a_BacillusS	TNF.a_BacteroidesV	TNF.a_CandidaA	TNF.a_CD3.CD28	TNF.a_ClostridiumP	TNF.a_PBS	TNF.a_PseudomonasA	TNF.a_StaphA	CXCL1_BacillusS	CXCL1_BacteroidesV	CXCL1_CandidaA	CXCL1_CD3.CD28	CXCL1_ClostridiumP	CXCL1_PBS	CXCL1_PseudomonasA	CXCL1_StaphA	IL.1b_BacillusS	IL.1b_BacteroidesV	IL.1b_CandidaA	IL.1b_CD3.CD28	IL.1b_ClostridiumP	IL.1b_PBS	IL.1b_PseudomonasA	IL.1b_StaphA	IL.10_BacillusS	IL.10_BacteroidesV	IL.10_CandidaA	IL.10_CD3.CD28	IL.10_ClostridiumP	IL.10_PBS	IL.10_PseudomonasA	IL.10_StaphA	CCL3_BacillusS	CCL3_BacteroidesV	CCL3_CandidaA	CCL3_CD3.CD28	CCL3_ClostridiumP	CCL3_PBS	CCL3_PseudomonasA	CCL3_StaphA	CCL4_BacillusS	CCL4_BacteroidesV	CCL4_CandidaA	CCL4_CD3.CD28	CCL4_ClostridiumP	CCL4_PBS	CCL4_PseudomonasA	CCL4_StaphA	IL.17_BacillusS	IL.17_BacteroidesV	IL.17_CandidaA	IL.17_CD3.CD28	IL.17_ClostridiumP	IL.17_PBS	IL.17_PseudomonasA	IL.17_StaphA	IL.6_BacillusS	IL.6_BacteroidesV	IL.6_CandidaA	IL.6_CD3.CD28	IL.6_ClostridiumP	IL.6_PBS	IL.6_PseudomonasA	IL.6_StaphA	IL.13_BacillusS	IL.13_BacteroidesV	IL.13_CandidaA	IL.13_CD3.CD28	IL.13_ClostridiumP	IL.13_PBS	IL.13_PseudomonasA	IL.13_StaphA
CCL2_BacillusS	0.548865009924213	0.605639470038586	0.524808254094448	0.648534381384249	0.634995163285543	0.485845984549278	0.554785051237334	0.513297402478248	0.566352126648087	0.532672807107616	0.490311399108782	0.495166066188143	0.606005255683267	0.397085639869186	0.632763382622973	0.593603344078862	0.591230700648098	0.549037887284031	0.46251279159084	0.414867346750984	0.604357666143358	0.360385183649089	0.58503072729459	0.612078564244996	0.260668997408136	0.236646143121021	0.344776135630813	0.34151258431559	0.374106719559781	0.25732552216595	0.243566535951977	0.430012923606413	0.604422547659123	0.559534557804422	0.480483851317934	0.368065022148232	0.593933634125577	0.397522250833176	0.570374352174648	0.51630044257843	0.530125373486275	0.550635507069289	0.532649306843454	0.567771659478299	0.557781968381085	0.470688277485421	0.509722002508661	0.472170833529369	0.408134149586994	0.476187429730074	0.275974630549455	0.526643805872757	0.48401374377554	0.323476932594808	0.460707010236188	0.518573308764204	0.418493073363728	0.592941312812674	0.288486269830445	0.563039780586974	0.251672341295809	0.293492359409149	0.520493166681721	0.548944452252138	0.479692970314684	0.568290319671122	0.410474810723746	0.333332973929453	0.48211986462563	0.390251012589807	0.420140259008734	0.161396443553236	0.450249639180614	0.56777619093349	0.434337742155442	0.475569007455048	0.44655811728523	0.457252612488878	0.507321510213135	0.595577162963489	0.429068812922167	0.428126486138741	0.554292986669438	0.426882116590787	0.370467779741774	0.203296472790021	0.40444050863453	0.514761938776149	0.553847532538057	0.263107387134267	0.457414842073608	0.425152319405587	0.435411477886585	0.434133345709525	0.407836120577409	0.324799921649417	0.408630537596758	0.485073301630956	0.444572970019868	0.586453149949664	0.489643503820899	0.445158581332117	0.519035004324489	0.355167358290265
CCL2_BacteroidesV	0.605639470038585	0.691584335247127	0.58113471527165	0.73125809708647	0.669589801032963	0.501623957531997	0.655040616755173	0.582776442174916	0.644108136371563	0.594781140921953	0.539049609269217	0.594481544937428	0.667457905773977	0.494111627356869	0.66659009616781	0.686077498485837	0.603171689756093	0.527982652668267	0.490959229323086	0.442537304046703	0.61205847912387	0.451383313235301	0.582790948254063	0.667160028834281	0.245269573036566	0.227084502050226	0.258684580430231	0.378287480839125	0.422042463732749	0.329717862466395	0.243907400754265	0.37231171469321	0.639230487771596	0.605600911672054	0.439815392158254	0.43462261602119	0.608369280033643	0.452856286248888	0.61036089316881	0.55685689180186	0.597153200421289	0.623061618949158	0.593254882156732	0.65642611480761	0.604471812931048	0.555028125348869	0.578079485395672	0.539577571828791	0.48672215353586	0.562605149482207	0.323753276323438	0.632839130426667	0.570427247346082	0.428825497339816	0.538642856204519	0.623383596635629	0.480258390848926	0.643952783809831	0.351726633351234	0.651285204052854	0.291791554442791	0.396843513492331	0.583662631768218	0.642230860121379	0.425024344854539	0.566434611323613	0.33439252785057	0.384333746713626	0.429710549421398	0.316610417654389	0.422775042812805	0.17684339471002	0.406539928746049	0.541707427376363	0.387926602302967	0.519940121901464	0.393254819619693	0.45662626616945	0.46966197676551	0.59516436628664	0.422638353956967	0.44455518209432	0.575524394563855	0.44817159396529	0.290216343288656	0.270982738759856	0.381553261379686	0.485088626499068	0.601333833580676	0.231019363054694	0.521857085312351	0.477557019142093	0.482285657238649	0.51775928965807	0.371558961118702	0.364927176101074	0.472508516763231	0.563897978056488	0.48816754769779	0.676620363901681	0.557621970939828	0.552059814023481	0.616204786916466	0.422131779290318
CCL2_CandidaA	0.524808254094448	0.58113471527165	0.501984607885737	0.621478833041458	0.604440517308716	0.461531762113915	0.534223293552885	0.492234469374594	0.543208067512372	0.509939590354052	0.468647684166422	0.477675183178814	0.579336109690033	0.384581649585647	0.602259518697555	0.570307011584109	0.561006705588795	0.518155609817279	0.440542158945296	0.395348645026994	0.573068037140038	0.349294331926582	0.553892683225084	0.584530212222074	0.245533696821276	0.223292672263078	0.319001199422566	0.326670983612795	0.358518711634958	0.250055918957822	0.230714318444673	0.402216316947791	0.575503547980122	0.533975673425047	0.451509611107482	0.354427469968687	0.563785166488744	0.381343758611011	0.543709684144374	0.492545620304587	0.507957741383703	0.527855893274966	0.509785720378553	0.545507015575963	0.532370383023911	0.45318043223141	0.48874994319286	0.453101563482577	0.393430999739326	0.458570719454278	0.265563004191096	0.50809062796348	0.465982735744346	0.315594954504406	0.443166200614001	0.500325671566034	0.401768704520094	0.566048664337127	0.278767059153852	0.540989579292337	0.241875228327162	0.287021310676875	0.498497057546815	0.528081236302799	0.449534415062742	0.538071301705761	0.382101734630352	0.320169899373337	0.452030824510053	0.363161404323175	0.398150078755657	0.154213148553443	0.422608111285131	0.535463768840221	0.407301190769553	0.454302534466355	0.418271618528969	0.433013972736035	0.477191368014938	0.564041333360634	0.405812467237249	0.406922000017334	0.526836263797582	0.40616915492446	0.343845511334893	0.19847226852496	0.38104544058767	0.484937716053522	0.528713791061251	0.246381522694025	0.438866373996143	0.407255938156861	0.416488129844113	0.418496342076433	0.383088763159883	0.311135844279038	0.39261282001835	0.466321619587491	0.424877847031335	0.563332942991507	0.469700188368323	0.430976926202481	0.500093787643134	0.342247585099315
CCL2_CD3.CD28	0.648534381384249	0.73125809708647	0.621478833041458	0.776801510027509	0.729435273130077	0.550927024283954	0.68430678703389	0.617506184024138	0.682067437862735	0.634106735603068	0.578019112964378	0.617370238488176	0.71522354014739	0.50675281249506	0.72643769042966	0.722255117664328	0.665555305167519	0.596480390800384	0.533481133444383	0.479970829831465	0.677308123443374	0.461889824540438	0.649140580766407	0.717701083153738	0.279566532748113	0.256768267743163	0.325651717361694	0.404501105339222	0.448242955112575	0.334781763928445	0.271112256832423	0.4395062726224	0.695577011458767	0.653212319858863	0.507071610511146	0.454024310798897	0.670236019701246	0.479251021396633	0.661186523346989	0.601430595081016	0.634576001804855	0.661010235908118	0.633071813694592	0.690962188723553	0.651681713696256	0.580094190080553	0.612776900208712	0.57037600171666	0.506663229345507	0.587604946485265	0.33899952519978	0.656996693162457	0.596306180770552	0.430475470920974	0.564694546992317	0.64709129890711	0.506891052565734	0.693685373128141	0.363293680584885	0.685425033045458	0.306829946228023	0.395787174418602	0.621273429033069	0.673132820586473	0.496793864609709	0.630780496168959	0.405437865057615	0.404953802272121	0.50100959548375	0.384584971468777	0.46902926993301	0.18986703705692	0.471404957868703	0.613954736259307	0.451895040621414	0.558691721215407	0.460859343559594	0.508114750854362	0.538939073895985	0.662096272886981	0.472873792428612	0.487170890812923	0.630711448390086	0.489049952069779	0.358145186253995	0.271534015435198	0.434436062136182	0.552575040880006	0.647840668974472	0.271075515303037	0.551975035986771	0.508013473665769	0.515710655048449	0.538960249192962	0.429223997257361	0.388164457451428	0.497340603967521	0.592390272046698	0.523698080772853	0.712754377502789	0.590192093166983	0.566846463325931	0.642475784396991	0.439953224270014
CCL2_ClostridiumP	0.634995163285543	0.669589801032963	0.604440517308716	0.729435273130077	0.776127441369517	0.608095157169187	0.584638880338821	0.571983264354079	0.629641825773976	0.606909273656322	0.569894554985188	0.508689326342439	0.702746619658333	0.384734537721297	0.774262121881942	0.645290654971268	0.74968403944242	0.739077296518869	0.560974494045578	0.500311840957624	0.772341115300505	0.345252771036319	0.76057857901519	0.719113194127003	0.358104645253672	0.319205965150184	0.561353475700288	0.393170661077715	0.420485303345075	0.236623040410547	0.314953378663901	0.633846543493272	0.736252575682177	0.663100987250879	0.676475225648973	0.38781201251108	0.749855278213466	0.440934913753325	0.685251140504891	0.614467239545112	0.597045737901648	0.616401850675364	0.608884167555369	0.616936849372434	0.659999454412395	0.496975565901532	0.568849913265408	0.521491458634574	0.423646079702307	0.501323958499593	0.293618085155592	0.540270980606521	0.511464326401523	0.27830851727699	0.492595943043886	0.531668266519634	0.459509136842712	0.699762393403389	0.28918754548008	0.611355093054357	0.272368635965095	0.242145182736711	0.589721155425294	0.586375406334965	0.694133307803885	0.738387952292645	0.633073776550461	0.363594982434059	0.694261141112718	0.603626562433424	0.540547718347452	0.188388614202112	0.641381551378389	0.770032800153194	0.624381193733285	0.556631371491051	0.649403157278978	0.592958376843532	0.707213645046317	0.771797782071826	0.564206743652816	0.532482533132335	0.689453869124041	0.524384756223166	0.586829826630839	0.172937659900576	0.554274572559129	0.706191629998397	0.653841713116018	0.383532020453351	0.506338991860965	0.480623662762834	0.501288925123272	0.450591148554772	0.576539642631335	0.367054991927562	0.443918376447255	0.522963165608695	0.517529063527956	0.639109909723832	0.543354886811409	0.433809117733741	0.542461860487498	0.370567207622139
CCL2_PBS	0.485845984549278	0.501623957531997	0.461531762113915	0.550927024283954	0.608095157169187	0.481085731518453	0.427645605859138	0.430116213759463	0.472951958160569	0.461140733663306	0.436944719293275	0.367136714986597	0.53824934149132	0.268691742839153	0.60691442243655	0.479464727495352	0.596180931897492	0.601204286674729	0.43811193045487	0.389792589661814	0.616085120268094	0.239507586645159	0.610729608898373	0.553983631676523	0.293431977035433	0.259850733577622	0.485373251186838	0.300156908092224	0.317481406318565	0.160039070691755	0.252381366384942	0.531856964596751	0.576037118764959	0.512770507497425	0.559052526112554	0.283650392121705	0.595295485045957	0.33084425327888	0.533022460073551	0.476036193373256	0.451215558675946	0.46452161698332	0.463340240381092	0.458297384827942	0.510028168013551	0.363884539832451	0.428063785296027	0.39048283502585	0.3074490381741	0.366519092572434	0.215827103705698	0.389637482554766	0.374651094170723	0.179950203927599	0.362998543214132	0.383307886159764	0.343099912817386	0.540137269081362	0.20593593270719	0.453989775327841	0.20193002848315	0.151774303188052	0.446924729764864	0.431895070681791	0.578949987015001	0.592780305248178	0.538773121584189	0.270611705287889	0.5781262245217	0.514162115035868	0.432316369896714	0.144712072169882	0.532162196359625	0.628078983915054	0.519639281428007	0.428101047551264	0.542526813266727	0.475674794894129	0.582464182751573	0.618975849758999	0.455002040427635	0.42019479323744	0.54408118908638	0.411709426198512	0.503405211284124	0.110907215373444	0.453785529760379	0.578370625111345	0.504764531860246	0.320660831856021	0.379549358843222	0.363866568183685	0.382702780361871	0.326987448109079	0.477126561543484	0.27784369436852	0.329733528401948	0.386981765680746	0.397068232199249	0.475454955780596	0.407777947902695	0.30398983343826	0.395094297716846	0.269657185304871
CCL2_PseudomonasA	0.554785051237334	0.655040616755174	0.534223293552885	0.68430678703389	0.584638880338821	0.427645605859138	0.639649312722392	0.548980513341706	0.607739371765285	0.551314684374456	0.491957554333015	0.589004980100793	0.610273971225889	0.504321906998574	0.581394796455852	0.657179729777436	0.507048515836822	0.411716820593133	0.431812368201428	0.391292796669331	0.510016453518216	0.463119410245567	0.475868495292197	0.603533568912087	0.185530850790177	0.176563024036209	0.124460107018948	0.347862204848335	0.395140588588535	0.344328404931363	0.200461923245203	0.246632311419593	0.559947994241763	0.543835518599666	0.319382308742522	0.424448688355632	0.513856422192324	0.427965096273366	0.541541928857155	0.49822552331237	0.558276720825234	0.585037388655084	0.548530261660737	0.62895765090662	0.543544852964082	0.541366302020745	0.543983354368462	0.511425000648669	0.47945997958637	0.54970146980269	0.314338825555968	0.627490182512791	0.556114828956462	0.459243385053844	0.52139350295014	0.618320196316527	0.457004497628973	0.580343399984307	0.353054270442132	0.624322733480504	0.280306263618943	0.430967150315554	0.543274399060728	0.622033822829832	0.292972505647526	0.462840496880721	0.196780236237819	0.367327464205854	0.299120887029617	0.184680388589192	0.349553146966198	0.160841149141226	0.288980544429807	0.417865590133979	0.270954843235876	0.471826477083341	0.268299203620613	0.374001438428038	0.346937882781979	0.487883070427303	0.340198153078508	0.381486871390832	0.493837664601331	0.38940997759815	0.156284950584905	0.291340764632805	0.289710589247582	0.367737398183579	0.541782351197251	0.15682367424175	0.493863612425472	0.445244141970463	0.443484890582567	0.510061110649919	0.267858498219601	0.340318749175335	0.45280014838317	0.543020369215468	0.444966845974654	0.647068464678674	0.526812498852629	0.56193434725999	0.60464012905433	0.41461535062595
CCL2_StaphA	0.513297402478248	0.582776442174916	0.492234469374594	0.617506184024138	0.571983264354079	0.430116213759463	0.548980513341706	0.4915561941364	0.543134178509914	0.503083299984808	0.457146154354282	0.496900681566845	0.565868188112242	0.41070061607655	0.569518423003056	0.576987427087417	0.518307567416594	0.458714110720036	0.418901248483346	0.377263117738047	0.526647162547961	0.374809112220039	0.502987984531515	0.566625721197507	0.213986076324849	0.197372749773464	0.236811732876135	0.320400778140273	0.356360448702938	0.272840521860587	0.21030504834886	0.330289705841179	0.545765739732558	0.514969123511626	0.385796631416196	0.364245247195581	0.522393052111902	0.381758027270802	0.520042442106466	0.473806870067342	0.504345800113976	0.525831132013735	0.502006243044503	0.552022606607228	0.513896051890005	0.465258319601704	0.487683854656337	0.454629041147682	0.407263271976159	0.471462322237552	0.271615394943552	0.528886969713186	0.478209206239607	0.353069077745733	0.452146415113832	0.52095252052068	0.404367120383699	0.547258537289417	0.293279315641293	0.547653926201171	0.245269383748024	0.325804067846802	0.493325122256211	0.539042315655666	0.375269156058148	0.488820216075351	0.300512776194757	0.323350328933966	0.378951065808742	0.28478772167459	0.364205216754114	0.150060080641803	0.357582256074411	0.471349389252519	0.341959216534754	0.441360410256588	0.347651957268127	0.393919643079345	0.41105889774584	0.51336861166507	0.365530723074534	0.380793314535436	0.492983753210877	0.383138361677051	0.263076599936527	0.222933396010417	0.332716949684132	0.423092109914327	0.511062869666495	0.204353109394137	0.439817922548276	0.403527731891865	0.408486558240787	0.433229270641556	0.326229289594751	0.308344335296513	0.397346813345537	0.473786316087285	0.414081615790306	0.569198385489928	0.470100503223689	0.459105993144702	0.515977658882373	0.353407677975567
IL.1a_BacillusS	0.566352126648087	0.644108136371563	0.543208067512372	0.682067437862735	0.629641825773976	0.472951958160569	0.607739371765285	0.543134178509914	0.600174447088135	0.55541187757146	0.504303966990306	0.550522332521676	0.624298706959224	0.455782002706127	0.626896961216669	0.63808635263811	0.569565768756515	0.502466283260077	0.461287042083728	0.415540415419809	0.578504101642624	0.416075791817187	0.552026050945793	0.624805391289451	0.234111681664016	0.216172567694935	0.255563187622514	0.353585728329105	0.393628505270611	0.303194037794466	0.230873560044987	0.359623543957374	0.600873186109801	0.56764118847305	0.421423161130017	0.403233363999083	0.574177695279266	0.421885198683937	0.572900256842901	0.522175578442434	0.557048601517125	0.580908758249712	0.554152942327367	0.610487183913743	0.566495048303215	0.515024233130091	0.538826242092491	0.502492813409231	0.451068581759612	0.521940447963958	0.300594105353369	0.58598515178036	0.529346426370713	0.392943056648846	0.50030447710133	0.577204718754684	0.447031605136997	0.603338100555188	0.32516345066884	0.60567073645507	0.271282981978646	0.362911843609191	0.544754233602691	0.596474640943697	0.409153047487294	0.536493384271645	0.325999519879594	0.357548907505942	0.413309960852041	0.308862308922675	0.399929911630007	0.165511699046405	0.390296583271296	0.516080641904256	0.373009101780635	0.486752946791881	0.378906700015482	0.432381759407951	0.449307499858424	0.563514239236027	0.400922698260829	0.418842378035762	0.54224102778983	0.421664442323191	0.28469246814681	0.248169989775759	0.364063190234568	0.462923832623236	0.563425618268469	0.222686401489467	0.486083180169852	0.445632880618907	0.450794277657978	0.479828884122955	0.356258782614878	0.34052206418477	0.439432997111588	0.524104364332231	0.456768856152207	0.629418527407143	0.519505308898894	0.509421133167121	0.571354111120822	0.391357485931119
IL.1a_BacteroidesV	0.532672807107616	0.594781140921953	0.509939590354052	0.634106735603068	0.606909273656322	0.461140733663306	0.551314684374456	0.503083299984808	0.55541187757146	0.519066795252254	0.475251101189313	0.495026972377738	0.587756598462125	0.40220339026493	0.604581763196307	0.58543889046534	0.558982753792258	0.509421185340602	0.4430331297154	0.398042344170899	0.570038366361258	0.365914304863618	0.548892527199243	0.59154505915389	0.240234608365151	0.21942423129711	0.297976417295435	0.331873424908475	0.365849304409691	0.263504788044099	0.228904147947835	0.386587030704559	0.578254130256384	0.539474180012443	0.43912249967005	0.3657759865558	0.562272320253401	0.390071069635169	0.547827839074103	0.497203323402507	0.518153749812797	0.539044566652391	0.518592634836035	0.56002400986084	0.538015400856351	0.467527802499574	0.499387234404741	0.46382638762088	0.40703532258602	0.473318697610838	0.273618693163414	0.526666249930547	0.480669314392266	0.335560557124643	0.456225038727363	0.518668314308979	0.411705411916553	0.57234349937874	0.290023330829188	0.555455924344601	0.248485364087179	0.306792745852551	0.507944708193553	0.543731563234527	0.434167799464104	0.533282460734171	0.362703613079078	0.32846932411837	0.437127259322783	0.34444032476294	0.395464117993901	0.156259646052388	0.409806157044648	0.525515325558756	0.394046145798685	0.460088606883634	0.403452312140443	0.42934566415413	0.465238462411678	0.559349264133588	0.401124268913605	0.407115935742815	0.527079091131783	0.407409300383722	0.323867562772053	0.21133520461854	0.373038121330559	0.474630401839238	0.534559072619486	0.237504642318067	0.449073071515876	0.415144960148928	0.423118428575171	0.432974051647921	0.372199716841992	0.317182390896069	0.403076306120214	0.479381645337745	0.430737929560093	0.578028126944073	0.480411866662498	0.450332999005722	0.516803478524527	0.353782563814074
