alpha	lambda	MSE	num	Log2_MSE	combo
0.062	1.76774141414141	7.61023495431883	5	3.10605260612453	0.062;1.768
0.062	1.71723737373737	7.61038287855742	5	3.10607739147979	0.062;1.717
0.062	1.81824545454545	7.61056303943176	5	3.10610757764973	0.062;1.818
0.062	1.91925353535354	7.61080515019946	5	3.1061481426037	0.062;1.919
0.062	1.66673333333333	7.61097012523725	5	3.1061757830374	0.062;1.667
0.062	1.86874949494949	7.61103046566325	5	3.1061858925288	0.062;1.869
0.062	1.96975757575758	7.61126680928445	5	3.10622548907795	0.062;1.97
0.062	2.02026161616162	7.61161070616442	5	3.10628310294914	0.062;2.02
0.062	1.61622929292929	7.61201638025418	5	3.10635106354706	0.062;1.616
0.062	2.07076565656566	7.61236395707474	5	3.10640928884697	0.062;2.071
0.062	1.56572525252525	7.61302463681525	5	3.10651995797708	0.062;1.566
0.062	2.1212696969697	7.61318725242929	5	3.10654719608856	0.062;2.121
0.062	2.17177373737374	7.6138869849092	5	3.10666439539535	0.062;2.172
0.062	1.51522121212121	7.61432742853741	5	3.10673816111745	0.062;1.515
0.062	2.22227777777778	7.61456537054076	5	3.10677801019565	0.062;2.222
0.062	2.27278181818182	7.61519243069402	5	3.10688302114059	0.062;2.273
0.062	1.46471717171717	7.61585195014341	5	3.10699345965127	0.062;1.465
0.062	2.32328585858586	7.61592635036986	5	3.1070059176618	0.062;2.323
0.062	2.3737898989899	7.61637095622879	5	3.10708036283374	0.062;2.374
0.062	2.42429393939394	7.61679906877932	5	3.10715204272233	0.062;2.424
0.062	1.41421313131313	7.61718809899878	5	3.10721717587614	0.062;1.414
0.062	2.47479797979798	7.61728398192455	5	3.10723322856645	0.062;2.475
0.062	2.52530202020202	7.61764511105768	5	3.10729368709306	0.062;2.525
0.062	2.57580606060606	7.61800381070696	5	3.107353736379	0.062;2.576
0.062	1.36370909090909	7.61819443544642	5	3.10738564751884	0.062;1.364
0.062	2.6263101010101	7.61836948087226	5	3.10741495001429	0.062;2.626
0.062	2.67681414141414	7.61883884276541	5	3.10749351796602	0.062;2.677
0.062	2.72731818181818	7.6195932369723	5	3.10761978940147	0.062;2.727
0.062	1.31320505050505	7.61968906055186	5	3.10763582767971	0.062;1.313
0.062	2.77782222222222	7.62073223411523	5	3.10781041521476	0.062;2.778
0.062	1.26270101010101	7.62098636212754	5	3.10785294336775	0.062;1.263
0.062	2.82832626262626	7.62174662628037	5	3.10798016558066	0.062;2.828
0.062	1.21219696969697	7.62262369882848	5	3.10812692051493	0.062;1.212
0.062	2.8788303030303	7.6228747407761	5	3.10816892300899	0.062;2.879
0.062	1.16169292929293	7.62366586306359	5	3.10830127977872	0.062;1.162
0.062	2.92933434343434	7.62371575519607	5	3.10830962645229	0.062;2.929
0.062	2.97983838383838	7.62458856052111	5	3.10845563407044	0.062;2.98
0.062	1.11118888888889	7.62474246272247	5	3.10848137813465	0.062;1.111
0.062	3.03034242424242	7.62574893806181	5	3.10864972545285	0.062;3.03
0.062	1.06068484848485	7.62616745240473	5	3.10871972214812	0.062;1.061
0.062	3.08084646464647	7.62673108322292	5	3.10881398426702	0.062;3.081
0.062	3.13135050505051	7.62744824756911	5	3.1089339145664	0.062;3.131
0.062	1.01018080808081	7.62778524260705	5	3.10899026628953	0.062;1.01
0.062	3.18185454545455	7.62810526842317	5	3.1090437784114	0.062;3.182
0.062	3.23235858585859	7.62924996279253	5	3.10923516867604	0.062;3.232
0.062	0.959676767676768	7.62989691994789	5	3.10934332719471	0.062;0.96
0.062	3.28286262626263	7.63079788299219	5	3.10949393699716	0.062;3.283
0.062	0.909172727272727	7.63231389132809	5	3.10974732557998	0.062;0.909
0.062	3.33336666666667	7.63253020313061	5	3.10978347672772	0.062;3.333
0.062	3.38387070707071	7.63394284664203	5	3.11001954274852	0.062;3.384
0.062	0.858668686868687	7.63521873870197	5	3.11023272312115	0.062;0.859
0.062	3.43437474747475	7.63548624203436	5	3.11027741449091	0.062;3.434
0.062	3.48487878787879	7.63677542006959	5	3.11049277606869	0.062;3.485
0.062	0.808164646464646	7.63789066925895	5	3.11067905630922	0.062;0.808
0.062	3.53538282828283	7.63837019345923	5	3.11075914391514	0.062;3.535
0.062	3.58588686868687	7.64016515219053	5	3.11105888900554	0.062;3.586
0.062	0.757660606060606	7.64055323227679	5	3.11112368737833	0.062;0.758
0.062	3.63639090909091	7.64227185290017	5	3.11141061332319	0.062;3.636
0.062	0.707156565656566	7.64308096093896	5	3.11154567520692	0.062;0.707
0.062	3.68689494949495	7.64446510497589	5	3.11177669674515	0.062;3.687
0.062	0.656652525252525	7.64591505070587	5	3.11201866129426	0.062;0.657
0.062	3.73739898989899	7.64656623067316	5	3.11212731592799	0.062;3.737
0.062	0.606148484848485	7.64875843197072	5	3.11249304227534	0.062;0.606
0.062	3.78790303030303	7.64891496474602	5	3.11251915319251	0.062;3.788
0.062	0.555644444444444	7.65077155142971	5	3.11282881064316	0.062;0.556
0.062	3.83840707070707	7.65124349482472	5	3.11290751481651	0.062;3.838
0.062	0.505140404040404	7.65270715999143	5	3.1131515772881	0.062;0.505
0.062	3.88891111111111	7.65348544388432	5	3.11328133735019	0.062;3.889
