condition	cor	iteration
IL_13_Bacillus.S.	0.623877000732597	1
IL_13_Bacteroides.V.	0.543122695410881	1
IL_13_Candida.A.	0.762191442705051	1
IL_13_CD3_CD28	0.545628438646592	1
IL_13_Clostridium.P.	0.618903979041818	1
IL_13_PBS	0.766158166282372	1
IL_13_Pseudomonas.A.	0.718027409021301	1
IL_13_Staph.A.	0.48545253429211	1
IL_13_Bacillus.S.	0.938134238983325	2
IL_13_Bacteroides.V.	0.938626699417745	2
IL_13_Candida.A.	0.953849066904591	2
IL_13_CD3_CD28	0.883322652778717	2
IL_13_Clostridium.P.	0.894561008492574	2
IL_13_PBS	0.870769984215153	2
IL_13_Pseudomonas.A.	0.648725930207987	2
IL_13_Staph.A.	0.601502022949518	2
IL_13_Bacillus.S.	0.799535289074569	3
IL_13_Bacteroides.V.	0.785876451743057	3
IL_13_Candida.A.	0.726814348887996	3
IL_13_CD3_CD28	0.711172826315991	3
IL_13_Clostridium.P.	0.632007358413565	3
IL_13_PBS	0.783170037210286	3
IL_13_Pseudomonas.A.	0.87091885202195	3
IL_13_Staph.A.	0.706325182119955	3
IL_13_Bacillus.S.	0.283232759402975	4
IL_13_Bacteroides.V.	0.63075910832615	4
IL_13_Candida.A.	0.549086463645877	4
IL_13_CD3_CD28	0.302703718957072	4
IL_13_Clostridium.P.	0.435128458469172	4
IL_13_PBS	0.527180446660359	4
IL_13_Pseudomonas.A.	0.774228202031814	4
IL_13_Staph.A.	0.629076400889571	4
IL_13_Bacillus.S.	0.636987353485022	5
IL_13_Bacteroides.V.	0.589310119619657	5
IL_13_Candida.A.	0.486723331236032	5
IL_13_CD3_CD28	0.52682744461288	5
IL_13_Clostridium.P.	0.325857394917176	5
IL_13_PBS	0.629410627738622	5
IL_13_Pseudomonas.A.	0.502846932787195	5
IL_13_Staph.A.	-0.000229341451033344	5
IL_13_Bacillus.S.	0.763141389797009	6
IL_13_Bacteroides.V.	0.735465083086698	6
IL_13_Candida.A.	0.793309522727722	6
IL_13_CD3_CD28	0.808586917834584	6
IL_13_Clostridium.P.	0.700512804904937	6
IL_13_PBS	0.810761537551107	6
IL_13_Pseudomonas.A.	0.768323473680684	6
IL_13_Staph.A.	0.829323644467887	6
IL_13_Bacillus.S.	0.596445653642956	7
IL_13_Bacteroides.V.	0.692484991364552	7
IL_13_Candida.A.	0.618098930075878	7
IL_13_CD3_CD28	0.527855394951832	7
IL_13_Clostridium.P.	0.339246197809439	7
IL_13_PBS	0.6466577553213	7
IL_13_Pseudomonas.A.	0.460846337721365	7
IL_13_Staph.A.	0.492826202323832	7
IL_13_Bacillus.S.	0.564141535637001	8
IL_13_Bacteroides.V.	0.740402328886001	8
IL_13_Candida.A.	0.608215219948074	8
IL_13_CD3_CD28	0.560265400820509	8
IL_13_Clostridium.P.	0.551226480904188	8
IL_13_PBS	0.440697317356414	8
IL_13_Pseudomonas.A.	0.642748934353013	8
IL_13_Staph.A.	0.509450055240411	8
IL_13_Bacillus.S.	0.716206833106611	9
IL_13_Bacteroides.V.	0.848068933424055	9
IL_13_Candida.A.	0.734173265161592	9
IL_13_CD3_CD28	0.821439405089909	9
IL_13_Clostridium.P.	0.825660289426193	9
IL_13_PBS	0.937009619607101	9
IL_13_Pseudomonas.A.	0.745967123748336	9
IL_13_Staph.A.	0.721606970063024	9
IL_13_Bacillus.S.	0.831688384388543	10
IL_13_Bacteroides.V.	0.808790165958741	10
IL_13_Candida.A.	0.760041072638041	10
IL_13_CD3_CD28	0.748573605419292	10
IL_13_Clostridium.P.	0.794771611147812	10
IL_13_PBS	0.543432373958184	10
IL_13_Pseudomonas.A.	0.690348817771414	10
IL_13_Staph.A.	0.729413850941427	10
