Feature	IL_17_Bacillus.S.	IL_17_Bacteroides.V.	IL_17_Candida.A.	IL_17_CD3_CD28	IL_17_Clostridium.P.	IL_17_PBS	IL_17_Pseudomonas.A.	IL_17_Staph.A.
Egr1	0.00274940540140761	0.00325184079075854	0.0052237682149445	0.00519848140692142	0.00291239475979272	0.00249645023460541	0.00562478402219668	0.0100786795003739
Eif2s3y	0.00766582534881554	0.0138880433576708	0.00681163543005208	0.00197619587000096	0.00529721958408612	0.0029318109418617	0.00893718634576877	0.00926062049372832
Eif3f	0.00831158210020492	0.022367588352346	0.0105654708823144	0.013258983650863	0.0252774361959252	0.0142553011022981	0.00874524190023484	0.00682506496003897
Eif4a2	0.00354782594105311	0.00272419499801405	0.00229598839052111	0.00367250626018561	0.00682265783475231	0.01597693282351	0.0123033397583549	0.0142693626070033
Elac2	0.0202903011422999	0.0121834457571691	0.0128431696155374	0.00497391999801556	0.00737124165460682	0.0328960674271786	0.017969649934711	0.00718790371477979
Entpd4	0.0166177093670766	0.0110048747231161	0.00574297679892022	0.0218623662947733	0.0249747234997271	0.0307352309081936	0.0262368207693606	0.00559419793535507
Epc1	0.00437774550691858	0.00872154431675038	0.022894150905459	0.00936477301959582	0.00917564274325274	0.0228871122790036	0.0100001128988371	0.0103702879737129
Ephb3	0.0757962954680953	0.117726290905587	0.0338053123972931	0.0374337939612506	0.0305638552654152	0.00569471095815491	0.0634091008788928	0.0130696001014952
Erdr1	0.0162019962720679	0.016762765840066	0.0188117015276662	0.0181386969946771	0.00957096161432693	0.0186781294899548	0.00843322839853164	0.0093140974224873
Evc2	0.0148344852892966	0.0928711390944062	0.0278878219911161	0.0050903658257965	0.0226355464188429	0.00509164394763749	0.0880319446112612	0.0126231565750605
F730043M19Rik	0.137957659366707	0.121423347771794	0.159567905925438	0.0459498814466391	0.0395560349420345	0.0192208466286642	0.0779003396082598	0.0356197970361099
Fam203a	0.0221549407229825	0.0213602326376868	0.008491407964132	0.023025810963472	0.0230060126590484	0.00374107273936596	0.0201813685726984	0.0112562121445937
Fbxo2	0.125867820516411	0.0355183428040744	0.0931117649468766	0.0448796104361503	0.0421501022563337	0.116093613513793	0.0471047209984833	0.109187352235169
Fgf1	0.00545436841526604	0.0210411175718459	0.0016583515211909	0.0129458319373112	0.00972557598210668	0.00725747592626883	0.0119309148347284	0.00301057330106607
Fos	0.00228519355763148	0.000669394683582811	0.00269556756070246	0.00198651803283024	0.000918942056614451	0.000655472181787271	0.000628380353411867	0.00125439533086906
Fosb	0.00207809186215006	0.00195900343609287	0.000790821436818968	0.00177472554006339	0.0011182818531813	0.000289237538348814	0.00348117307173682	0.00165817933417599
Foxo1	0.00500496397397023	0.0166347377055964	0.0341159482157798	0.0106286905778647	0.00790536600135246	0.00473585741106312	0.0137692884819182	0.00844037178584758
Gad1	0.0172234568968091	0.00459215680473649	0.0143024882510963	0.0063817432654879	0.0069624843751337	0.0403010821876631	0.00593059826666337	0.0127951334103196
Gas5	0.0144074176234195	0.0191524590180373	0.0250223931448929	0.0491382876074783	0.0104348911643582	0.00512546996614425	0.00817960680065466	0.0255759649193604
Gdf11	0.003723897885703	0.00729115785479803	0.00991054835830396	0.0338429838675405	0.00980256096945663	0.0359326209002223	0.00786092504987667	0.00741518249845539
Gimap1	0.027659994510725	0.0508055925559831	0.0575549451356704	0.0336926539356425	0.0123191281960769	0.0171732397163753	0.0456480599752399	0.0473777298382859
Gimap9	0.0036075394744837	0.00503604658389403	0.0219188843633201	0.0210097637536345	0.00356904386691628	0.0232595342157828	0.0103236202764644	0.00390021124057081
Gltscr2	0.0308007575766895	0.0419283220467953	0.025284993577439	0.0155728504716885	0.0227457198063953	0.036413255626924	0.0395173275820997	0.025648023358084
Gm10560	0.0139324051859845	0.0150935529719102	0.0317252141848562	0.0162519080959626	0.0722259604799776	0.00779635080735735	0.010781763272398	0.033775286183673
Gm10845	0.0291232751607076	0.015250638167889	0.0729393719629438	0.0176401862423066	0.0717234354427842	0.050638010253324	0.0239219516431786	0.0319000761031592
Gm10863	0.0694206172103624	0.0156098638580956	0.0397383913270322	0.012755413836049	0.0166715724404343	0.0119813861727809	0.0162707887594302	0.0385462177816006
Gm12216	0.00692469977488965	0.0115944123503643	0.0105652242580677	0.00926729284780545	0.00859192716047059	0.0220617261870962	0.00675454602617595	0.00791291710111468
Gm13826	0.147500894940227	0.140929439404519	0.170679844738698	0.18415413922446	0.031003195862823	0.0168871988982266	0.0264432153411093	0.120035394927672
Gm19705	0.00437446334517376	0.00655378638311543	0.010293610322869	0.0409123594975866	0.0163355445430893	0.00177962967695928	0.0201691743463582	0.0137322189697485
Gm20199	0.00454254678487597	0.00724588627910412	0.00161092371105842	0.00642731183535733	0.00773798976145418	0.0015717083789981	0.0131149590842489	0.00145582195055091
Gm3336	0.0910911170088874	0.0263361721757571	0.0100821331735749	0.0741163840555093	0.0688572842892002	0.0105117445526887	0.0520863424356622	0.054243428048527
Gm5129	0.0505902074118293	0.0178493853792033	0.016913415434186	0.0235358107620687	0.0218873360253095	0.00609501981269035	0.0123693579323792	0.0103170260492945
Gm5506	0.0185584627018837	0.019873852101918	0.0158937209813522	0.0109958304159735	0.0413552008534611	0.0165823886842107	0.0239496812004546	0.0173232328537142
Gnai2	0.0213192836788272	0.00502759618515733	0.00155092008281001	0.0303941802565592	0.0235320093707562	0.00327292509976635	0.0083476311358188	0.0111385085802388
H2-Q4	0.00715373674230606	0.0216817124023761	0.0197148585054155	0.00569081163336736	0.0390679523261145	0.00547254215231237	0.00920718438211873	0.00410529622476242
H2-T10	0.00850286403764135	0.0155087321930781	0.00822425950308841	0.00901504451903628	0.00923369145017436	0.017651867886127	0.0294311714884205	0.00343774178285436
Hcn1	0.0422459365071728	0.0107234040191165	0.00820019315216368	0.220542481309748	0.0120304406086281	0.00763293374876861	0.0250268567182276	0.0139457062498654
Hcst	0.0305439307361303	0.0225016306777157	0.0199301875406211	0.00633792169223389	0.0165221571223611	0.00506984680290938	0.0151453849465028	0.0114549258065431
Herc6	0.00586556671367897	0.00787936772233871	0.0114222795497677	0.00614910758031867	0.0152345293845564	0.026049115797616	0.0077182026981764	0.0199397979470241
Herpud1	0.00340750927515531	0.0033381545167005	0.00639517291719106	0.00583115641543065	0.0041254834029113	0.00658868574808921	0.0129314278517648	0.00536295837599111
Hes6	0.0252595434153595	0.0282311225299019	0.00513602860943177	0.00323644566756854	0.014755669686466	0.00274615683631929	0.029106091157519	0.00247335065881351
Hist1h1c	0.00387628323112416	0.000613567316168013	0.000980161075765062	0.00146446277454264	0.000991441430836922	0.000889841751497868	0.00317944291529268	0.00170257320256957
Hist1h3d	0.0412270863583648	0.054881407242356	0.0258070715315107	0.0215591428809391	0.0298799875066681	0.0110118558699958	0.0163802086817634	0.00826427300986261
Hoxc6	0.0177756544587722	0.0355435651030732	0.00715581239268969	0.0471373125438203	0.0455343718168758	0.0164659914745667	0.0745794982232574	0.0142149664964823
Hoxc8	0.0048108866355583	0.00780687808676696	0.0160656279881975	0.0058857180317753	0.0159576377944498	0.00424581472513838	0.0405711951850674	0.0183790819098437
Hspa1a	0.00611732823965412	0.00318319293925021	0.00977805681723187	0.00715294325264047	0.0119523808807428	0.00464970074014988	0.00399081826526939	0.00826350639735863
Hspa1b	0.00344516308876768	0.00245072508011137	0.00948390812885846	0.007859642012071	0.0109744632315046	0.00612309775483837	0.00572515008130018	0.00925909505557591
Hspa5	0.0114991466702184	0.003353188701836	0.0193520908798343	0.0163297420209428	0.0126163012087206	0.00829653472661978	0.00229125264536013	0.00517643871526575
Hspe1	0.00321782993448663	0.0166491765014649	0.00876576261282704	0.0227475102195807	0.0377404648092237	0.0196143225089603	0.00967594949818336	0.0182044818797885
Hvcn1	0.00353746908012199	0.00432589696114151	0.00207192494617514	0.0119640469484085	0.00286990587765554	0.00142638277792402	0.00441589734550221	0.0189899798916625
Ier2	0.00120880417436843	0.00427717189488239	0.00378657783606627	0.00151763825907654	0.000947926208727135	0.000787393243373462	0.000709932951936268	0.00198561981675385
Ifi27l2a	0.00478355458365882	0.00346111352894968	0.0121568074496842	0.0143967144786291	0.0143444891201207	0.00339499775990905	0.00972529001842713	0.00783248027604003
Ifng	0.0210848064291699	0.0229260530277506	0.0386208974498453	0.00497734968863619	0.0143425945566199	0.0191658593836965	0.0171406256550478	0.0227507518561081
Ikbke	0.00647877425273107	0.0237664058390343	0.00455149605444587	0.0419026226949083	0.01885306024632	0.0116800274278093	0.0262836279629573	0.00744275636458771
Incenp	0.00519891543535448	0.00370151997228643	0.00172406847229416	0.0267192219399603	0.00759304827657506	0.00201710762492814	0.00337391139450205	0.00354055969308807
Insig1	0.00569539233028376	0.00478636957338706	0.0320265739578277	0.0276781050988747	0.0149562691822373	0.0101929515389386	0.0197688809835985	0.0152588878817332
Iqgap1	0.019907244909853	0.0072133486304786	0.0160126979350004	0.0441492747868351	0.0275542555269188	0.0345070121803491	0.0227219319448828	0.0237253627715596
Irf7	0.00280023207654403	0.00834621748384835	0.0041700545701206	0.0197563934701955	0.00268875134431484	0.00211794051439115	0.00541838948143081	0.0109394147964056
Itpripl1	0.0113029380542084	0.0436268209365532	0.00453066160119343	0.00571734409924564	0.005520057141334	0.0313451223215171	0.0419946300785539	0.0122488670758801
Jak1	0.0310564317737336	0.0260427775822481	0.0110732288597479	0.0376032917435353	0.0476527953858854	0.0420010951354237	0.0241589204200299	0.0117376567082699
Kcna2	0.0129895185691627	0.00458613930341999	0.0113653292354265	0.0372510785305125	0.0178624674342481	0.0252587218176881	0.00538003364805487	0.00900468753770153
Keap1	0.00734273101909714	0.00833288212329192	0.0120819582296813	0.0147493921716725	0.0152376569444576	0.0147755009281843	0.00662691866685089	0.0121359501630818
Kif14	0.0404659634807152	0.0277178284903177	0.0300981896578502	0.0143822538996263	0.0492174519268647	0.023765648412537	0.016088746581048	0.0128807082254905
Klf2	0.00225626407419738	0.00233118846411659	0.00326441681754169	0.00255078509993523	0.000965238309445964	0.000585113811952193	0.00355522091249096	0.00270354979719739
Klf4	0.00105885178256517	0.00533744591666063	0.0024607858635245	0.00216314071633358	0.00176892108803767	0.0019878888599197	0.00109571759059668	0.00243557453831375
Krt20	0.0641581502300726	0.0832230121767279	0.0371775167474948	0.00965535623914464	0.00656458786356623	0.00831026772326841	0.0526497350058402	0.0341010081814216
Lclat1	0.034069098074354	0.00885154054065366	0.018786110710827	0.00706108925403538	0.0223517062209452	0.00840477955234331	0.0138990172715491	0.00278087994923023
Lgr6	0.119573651988827	0.00938845276828254	0.0261530800254618	0.0236752324988169	0.154136767466093	0.026174822657144	0.129786224680228	0.0524608913530399
Lipa	0.00689182689627154	0.0133378365818303	0.0239050413563787	0.0328034153225518	0.0125604146854507	0.00846547145111683	0.0526821102020881	0.0176244133635802
Lmna	0.011259270172866	0.00201632936202816	0.00387636184376041	0.00940551230326201	0.00782855588968236	0.0202096413913088	0.0153487556328062	0.00217336881600756
Lrrn4	0.0245609966139749	0.00992491482773763	0.0155456305734119	0.0624651452776332	0.010139206225991	0.00635290792372719	0.0155386101813966	0.0499702280764609
Maff	0.00686139039342064	0.00344028428563339	0.00260788842343154	0.00633797513374821	0.00163740215276057	0.00417450975825479	0.00268142641531296	0.00247518989469757
Man2b1	0.0128884675742469	0.00757086294695522	0.0116181207368279	0.0117013200269976	0.00585058408987013	0.00399936487028148	0.014746840190545	0.0244223421083255
Map2k2	0.0219402195841128	0.0324885263421082	0.00846859284392627	0.00508439289019495	0.00720385853702481	0.00850861978971039	0.010292332311564	0.00860922551387866
Map3k8	0.00438821795644555	0.00255540423512523	0.00490455339531446	0.00228697135998284	0.0044447807340692	0.00115293728854789	0.0126979579026195	0.00312099806380104
Marcksl1-ps4	0.12956879284959	0.0450845626652898	0.0354899795751045	0.0504258488839817	0.0147172563076211	0.00848484611941021	0.0465911468443423	0.0710617474473603
Mbnl1	0.0129103111098626	0.0490665589154982	0.00840601393406956	0.0270640530194279	0.0201519632286287	0.0107527838169858	0.0239708119649911	0.0290693834638658
Mcpt1	0.0569171348785373	0.112808985719979	0.237692582450211	0.069211205494453	0.0323182636591967	0.0121059416559892	0.0311170207593913	0.106659597798473
Mff	0.0327594914524778	0.0232586239409033	0.00963632208287473	0.0781995642621816	0.00380958884115449	0.00774765603316124	0.0360384695823733	0.0216013554088388
Mir22hg	0.00807642336984345	0.0118407062415099	0.00434352320493035	0.00239237627900924	0.0137116695886107	0.00224908563584973	0.00565584305910162	0.0125578041120339
MLN_Treg_cells	0.00721185555002159	0.00532800959443771	0.00621610048909363	0.00116962426898452	0.00553878659836462	0.00681814076968596	0.00446305973531518	0.00893919891984544
Mmrn1	0.0386677034022717	0.0270277296462948	0.0241925644829986	0.013551734792612	0.0789617019195186	0.00475259519772145	0.0508664957309619	0.0159008973412531
Mrps17	0.0157143981038955	0.00635273635664985	0.00762576200549722	0.0169748591318452	0.00410167414069724	0.0197064081277736	0.00789293078861724	0.00750240920693012
Ms4a6b	0.0171482640275753	0.016714217154979	0.00760766705780594	0.00598095155687817	0.00526556362175967	0.0182342828991684	0.00366493241462737	0.0118542384716345
Myh7b	0.0232763642961877	0.0165884710960792	0.00559074886242042	0.0750089543760677	0.00659153200562557	0.00929483457313486	0.00743433990649175	0.00567444779728682
Ncl	0.0206028969646312	0.0509554069699047	0.0181981025792998	0.0255309279929804	0.00979313309216477	0.0228166725836593	0.0252909535454873	0.00898187692951116
Ncoa6	0.00426227796288564	0.0020016958766273	0.00257063983330929	0.0022742874088989	0.00353420884830803	0.0179307814084732	0.00727025388005848	0.00299623472440515
Ndrg3	0.00396275788944681	0.00237796527975612	0.00232574226634511	0.00810368996422419	0.0113197244351075	0.0309067483469841	0.0101660376728401	0.00756432125696922
Ndufa3	0.00574924726804307	0.00292966595971885	0.00685309416916768	0.00282767860677628	0.00405720122943103	0.00351195998223324	0.00848119104593164	0.00243634066099449
