Feature	IL_17_Bacillus.S.	IL_17_Bacteroides.V.	IL_17_Candida.A.	IL_17_CD3_CD28	IL_17_Clostridium.P.	IL_17_PBS	IL_17_Pseudomonas.A.	IL_17_Staph.A.
Ndufa7	0.0333632790084277	0.0259800354822224	0.0570224564756013	0.0121404540109954	0.047429830495472	0.00449890166819304	0.011682175527869	0.0344233639889347
Nfasc	0.0354798656345744	0.0153513611750543	0.0189397252727317	0.00582805064457148	0.0625522111462858	0.043281289276917	0.0183692930508887	0.0501128542140944
Nfkbia	0.00100411798728046	0.000577716319330431	0.00212837066934453	0.00556115721463639	0.00484247558904672	0.00163012288275655	0.00248219366441646	0.00322004832506869
Nfkbid	0.00558673720072835	0.00150986688245383	0.00504337991839809	0.0113830321130383	0.00935420389439844	0.00581194267899336	0.00428910594053483	0.00263536700335042
Nkd1	0.0157827364131668	0.00651002181984884	0.0074570083002268	0.0301090965352443	0.0192259611014395	0.012322103048738	0.0149293337655101	0.0622345427166078
Nlrc3	0.0100518411273878	0.0262139514281808	0.00428193405278095	0.00802130295023959	0.0184891284383223	0.00509011946855633	0.00589628349600252	0.0253403576326571
Nr4a2	0.00175526323537745	0.00137859504032931	0.00625484128910626	0.00517026593194217	0.00758430482676863	0.00808361170346716	0.0101501407998014	0.00250300233910755
Nrp	0.0104534995394728	0.0108265637537267	0.00557887276212614	0.00261359398842909	0.00821986502544101	0.00451336217951316	0.00840287494713717	0.00143274826790108
Numbl	0.00644734780555235	0.00561186492576283	0.0147646800294523	0.0273633925970628	0.0428682492703665	0.0083099979453963	0.00976288943968213	0.0295468399363309
Oas2	0.0173361718596934	0.00223310905763861	0.00958689388126779	0.0040547254668294	0.0054665391143539	0.00833363511489366	0.0109626452526964	0.0114136622274733
Oxsm	0.0350394101558506	0.0163971187022941	0.0180306193944457	0.00998532329608944	0.0410248011550294	0.0032336027496724	0.0135688360132657	0.0348542376442867
Oxt	0.0562737868563079	0.0384835863909748	0.0087619227189633	0.0197815284134388	0.106704896325663	0.00941080474829776	0.015386621265629	0.0643224079472195
Pdss2	0.0102845737163167	0.0392665296790767	0.0452135245185321	0.0178250006468163	0.050566199073173	0.123275352544315	0.0175584429174188	0.00658117895495272
Per1	0.00344276472305864	0.0102527200966216	0.0127321448426412	0.00380163065968881	0.00279910821928507	0.00441708853096651	0.00233296857451523	0.00529884264124281
Pex12	0.0104485200066071	0.00648455763442321	0.00241661186171536	0.0523507614681452	0.00555287859276257	0.00482421883587007	0.00449817185373144	0.00211252937563888
Phip	0.0112820777045866	0.0634585417118168	0.0221880056825426	0.0119845654370411	0.060720353499147	0.0107579454554049	0.0203326430863169	0.020618651451475
Phlda1	0.00123342259919624	0.00329367044498174	0.00400028467200755	0.0047704020364358	0.00301011242781264	0.00451571189723222	0.00205637377662599	0.00120663968929366
Plk2	0.00842096343940981	0.00956268444425541	0.00336287755062855	0.0142364869585579	0.0108343294039465	0.012525276582065	0.0117129258405123	0.00575849057374936
Plod2	0.0140991810517924	0.00459982973079389	0.0183730185363465	0.032638141611558	0.0423899348822176	0.00244876858794826	0.0120811383754013	0.0185297724505861
Pmaip1	0.00280034462706918	0.000527613383224152	0.0015819162872102	0.00037583827637869	0.00271104455407915	0.0010100026794974	0.000501524249832399	0.00180383404802407
Pnldc1	0.232788031825211	0.235273787759491	0.138190496886653	0.0862157428847908	0.148221772494033	0.0133372094307949	0.306260040671574	0.0572207551938631
Pnpla6	0.00773998791774345	0.0134077325971453	0.0119262559457817	0.0162322399051792	0.00331269226127527	0.0241187717108056	0.00767035645265811	0.0068717104766454
Pnrc1	0.00758638124492891	0.00401830167232317	0.00596521121997911	0.0145516351498223	0.00235472866991841	0.00628234760675107	0.0157572345978668	0.0045700725880124
Ppp1r15a	0.00280966929255521	0.00103986707935598	0.000415460411469719	0.00259059408056427	0.000676754351714942	0.000575563702774283	0.00111820040621582	0.00192813152274279
Prr7	0.00452538333210304	0.0117441469127301	0.0291106896029277	0.0178854501697809	0.0137333741501804	0.00300232693944133	0.0172806515579192	0.00772798217102665
Prrg3	0.0309976079745085	0.048724438021529	0.0339350057169393	0.0634599775814175	0.0179939750218023	0.0205157999047384	0.139764557166581	0.0151812343764694
Ptbp2	0.00353454978323673	0.0051765922413216	0.00345817496918282	0.0128337091090762	0.00179192649132905	0.00277879666165985	0.00212812164283479	0.00243587421991739
Rbmx	0.021300638702492	0.0118502638279203	0.0263769096030968	0.0210444194175682	0.0222043199248349	0.0104418598047519	0.0169018979515824	0.0408334738606923
Rbpms	0.0106609398309856	0.00381109007669094	0.00287987849796541	0.00599955588906502	0.00521895335354126	0.0263375731575532	0.0190046487004637	0.0149650882225258
Ribc1	0.0203962030740237	0.00542522347720994	0.00682043963166803	0.0154146215609683	0.00430850387671311	0.0335656767960441	0.0284026729728511	0.00414531914905383
Rin3	0.0305918292589352	0.0278139058776191	0.00490775611700614	0.0079890603552696	0.0181684671373393	0.00373015392298484	0.00718754758590044	0.00533425406505131
Rn4.5s	0.00658621713548708	0.00193017237172244	0.00970606938263562	0.00597183733289055	0.00515712914014413	0.00927999987984129	0.0096071981756841	0.00859581574287516
Rpl17	0.0265837509002978	0.0285749921349057	0.0136594061287315	0.0148456333834989	0.00432391623978585	0.00267510578249388	0.0174210592226162	0.00617730670562131
Rpl35	0.0051276085100327	0.00892518437802979	0.00417229653228985	0.0116914711328689	0.00928447795977693	0.00289261841507033	0.00790600169730996	0.00481085807949969
Rpl38	0.00385083359415834	0.0062454844882691	0.00178642249945243	0.0123451510346337	0.00613937642149457	0.00516929323071175	0.00854745573997865	0.00259157503408497
Rpl39	0.00551823161251165	0.037781869112964	0.0143104820222827	0.0184129194170608	0.00493162551006987	0.010492679371269	0.00706785018087109	0.00305276075030801
Rps15a	0.0162457812021568	0.0128363869740165	0.0195722244421547	0.0213305362848191	0.00760236684021821	0.00483833083096926	0.0206074413577634	0.0262005619596659
Rps21	0.00551507470900331	0.00223533743811051	0.00351038070379401	0.00431137746083019	0.00346755972437753	0.00158705699156215	0.00349754615548965	0.00236465200803483
Rrp1	0.0151959705552978	0.0169991382524872	0.0433255828430025	0.0781479870859756	0.0222287597949874	0.017161953050315	0.0208377343127152	0.0406882161098064
Rufy3	0.0145336988390814	0.018637641502326	0.0184248107682551	0.0795146727518061	0.027225969073354	0.00658050009620153	0.00817604254323815	0.011953936785705
Saa3	0.0243060221904768	0.0296903819993048	0.00331724519426854	0.0237176990585041	0.00700465750229575	0.00297909539226723	0.0340662314692975	0.0222095889003306
Sbno2	0.00598180921833403	0.00384435872729653	0.00644551375954615	0.003213047440329	0.00134675194449691	0.0109856123705558	0.00185505213733365	0.00380061065674566
Sdcbp2	0.00343325569363561	0.0186763716261578	0.0114102558840855	0.0302400336969838	0.00989842090100635	0.00924279947025237	0.0130235748567461	0.00272259280402804
Sec11c	0.00506926799812036	0.0135246393723283	0.0187199945089051	0.016614835852102	0.0128920982528303	0.00299022703633905	0.0161696823631686	0.00841751876938633
Sec61a1	0.00849066874259952	0.0124363152378632	0.0059889256482958	0.0187677158771425	0.00843840066447467	0.00506387533316922	0.0188342552177559	0.0379278840790347
Sell	0.025049253284038	0.0201195603270418	0.00911285428463094	0.00274531950925208	0.0114661827741045	0.00807461718698272	0.0165976800292185	0.0113553216970656
Serp1	0.0392680050777268	0.0722998304132713	0.0730511106568053	0.0753934170673338	0.064916150813123	0.0180348344497152	0.0513873181768544	0.0338420332120688
Sik1	0.00366325045867668	0.00169548130677581	0.00702637953809344	0.01383834418523	0.00250726641606429	0.00093014424777206	0.00455774976840346	0.00190454342523635
Slc38a2	0.00302620405606442	0.0135345907229384	0.00303195852840547	0.00817297890847495	0.00289378096243736	0.0047917171871223	0.0101393821655512	0.00297391570988923
Slfn9	0.0101886656485838	0.0132033151154871	0.0187443281431232	0.0103896337422567	0.0143355294565537	0.0520143605598255	0.0105068971947965	0.0210507316144346
Smarca4	0.0128543060136241	0.0212117572545511	0.0246385558027997	0.0367998361916711	0.0133992061092665	0.0763152653266065	0.013196652957758	0.04853131544225
Snhg12	0.00129786092993917	0.0015118510903137	0.00252632434170565	0.00228796491157354	0.00217952295394837	0.00924284461205806	0.0013378345338571	0.000533118827863244
Snhg6	0.00310428739618207	0.0121572958996151	0.00645981653447152	0.0339766224755197	0.00294880972929961	0.00787062477917218	0.00847252143159345	0.00204785594903957
Snhg9	0.0017018328874861	0.00228946825266979	0.00457277006726309	0.00183885547223133	0.000959078973585514	0.00735151310065707	0.00416738346549943	0.000708946929158748
Snord104	0.0163041475631808	0.00226268806854328	0.0039266389080202	0.0173897383774682	0.0103348860076132	0.00738712687076429	0.00955269014436782	0.00820420028170558
Snx8	0.00993291548292707	0.00271318162651587	0.00641190760169627	0.0267429797959742	0.00996504919805538	0.0343389548042521	0.0135090726736435	0.00630835988076028
Sowahc	0.0104583796444513	0.0168051354229334	0.0249594083359407	0.0427729787515402	0.0201386949536626	0.0109701443344768	0.0177491507719786	0.0257243152246006
Sp1	0.0305481013880167	0.0417938245024326	0.044599756604081	0.0333670809116123	0.0266374981264762	0.00983830021660678	0.0262308190548211	0.0522027484235831
Srf	0.0077539334750669	0.00331314743768042	0.00464015484682814	0.0169121672885563	0.0171421401164096	0.00361186113731004	0.0118251768757528	0.00351588216381951
Sri	0.0202891103768083	0.0162267079298052	0.0186115186195721	0.0268080769368107	0.0549876668822215	0.0140206208544822	0.0686841462183036	0.0145303341936122
Srp9	0.00510038203415441	0.00364284995276461	0.00328743842544361	0.0180783188682833	0.003427828957039	0.0112343210904787	0.00773912034117588	0.00701784863337099
Srsf5	0.00557746092276598	0.00548466890333732	0.00171557929606463	0.00216926512273568	0.00240740644888396	0.00187277987696051	0.0101582147531319	0.00220446638229721
Sspo	0.129142933587978	0.06363945487513	0.064020473031978	0.0748518376630028	0.0766205016708438	0.00614625723300706	0.10848125433337	0.0468443301762482
Taz	0.0181645554625925	0.00588117697818534	0.00505818627261669	0.0276736005809442	0.0200531767344644	0.0352970616190054	0.0150905193331917	0.00729886411732366
Tcap	0.00827137955365701	0.00524084860966562	0.00655781021561285	0.0023064937868631	0.00223792302351348	0.0173491682443741	0.00376350193117021	0.0105841498460791
Timm50	0.00534693378696129	0.00491553181856501	0.00447712835349512	0.060051270207265	0.0128108496141655	0.00879609408053524	0.0067237492861881	0.0056433642780857
Tln1	0.022757464883793	0.0192825841944559	0.0160952358284852	0.0238935779545233	0.0112348863972873	0.00437658414592468	0.0356896068047329	0.0160643984566876
Tma16	0.0132306581131014	0.0078764423331047	0.00666125698923354	0.0189751140794929	0.0020244340178874	0.00252687107795871	0.0110243093819354	0.00661452199631496
Tmcc2	0.0133382025992244	0.0246230806481582	0.0138914602488179	0.0211972864998437	0.0331447102349546	0.00754109702608211	0.00756737151538869	0.00624142381746678
Tmem189	0.0110443139391114	0.00490110500640581	0.00268949798078427	0.0358976947560012	0.00891875576056878	0.00619596996650696	0.00555458525880754	0.00358496939461167
Tmem258	0.0129060443569278	0.00306867440505312	0.00349805386388005	0.0146693767994214	0.00499174716641832	0.00445886777622323	0.0622933597480049	0.0141421348345015
Tmprss11d	0.0145557767045201	0.020198956629741	0.0195212927756578	0.0170941515520978	0.0052269629419417	0.0206763832937021	0.0107375917683113	0.0153591567263381
Tnfsf8	0.0267069735683435	0.0279342676472435	0.0210913818549195	0.0108241314785742	0.0258067530979344	0.0149669582661427	0.0194835733209939	0.0201821226775367
Tomm20	0.00882890624666162	0.00849176217049426	0.0136445274295976	0.0166472555388346	0.0110656568879982	0.0187281435005382	0.0166461697656013	0.0176499149870935
Trappc1	0.00328700200376063	0.0148069477783359	0.00354831460386587	0.0519392519510572	0.0155376637292083	0.0156994430545298	0.0084169101910253	0.00467622848662779
Triobp	0.0105244371227791	0.0323665448811857	0.0470997029377099	0.0605490840452557	0.0391233173686983	0.00648470090364251	0.00986934672744241	0.0264386956990742
Tsix	0.0145741091330337	0.00887317737225468	0.00363844150264501	0.00589256461022245	0.00318574671858248	0.00125068215450798	0.0101443256753202	0.0141421065966157
Ubr3	0.017761519152307	0.0383211107957779	0.0320335837639881	0.0205557564556869	0.0403508698274495	0.00474187595267586	0.0641446116880325	0.0230539855614584
Ubtf	0.0034480523584863	0.0160283216199421	0.0158741289569096	0.00830835957919767	0.00540230826367527	0.0315330501904293	0.0154194712286371	0.00364326556457379
Ubxn10	0.0261867245760868	0.00795548770428888	0.0366104334060289	0.00476766608876633	0.0302255324267564	0.0450216025899519	0.0162228042949093	0.0152900989839112
Uqcrb	0.00904334664082008	0.00195370626537365	0.00316570502967873	0.00215716268005444	0.00361086169805852	0.0138533558683721	0.005721638988265	0.00267135464923986
Usp53	0.0406445818411807	0.0178312414834823	0.0470927101028134	0.0268251147943842	0.0251078583012751	0.0132446229590825	0.0169305775864886	0.0481721675718407
Uty	0.0187939048373749	0.021353052190178	0.0177664165319221	0.00514397665014514	0.014289460664952	0.00312795686909925	0.0146074536790149	0.0254914435201865
Vamp2	0.00497901579638044	0.00224824751997726	0.00572354817503615	0.00849949486385681	0.00424286441382661	0.0126825855788052	0.0197632423283801	0.0164369152708414
Vmp1	0.00271579828088833	0.00948154989693977	0.00189561577874619	0.0126200224786184	0.00170968580355878	0.00358710520438088	0.0117827663937692	0.0041458222422433
Vps16	0.00377233634097535	0.00138752199498398	0.00116136500414912	0.0193472722311399	0.00177346165128958	0.0101819279763041	0.00659149754578381	0.00449152482942554
Xist	0.00334590674879528	0.00378651182355802	0.00192166970161883	0.000572874551032658	0.00107222043881204	0.000600871871689851	0.00304565154064141	0.00474593037078003
Xpo4	0.0272325795075412	0.0192464863137177	0.00705527005475184	0.043184853729428	0.0253062258879454	0.0100063529848421	0.0191174976716137	0.00708458464867831
Yrdc	0.0124605390060083	0.00551832019212895	0.00542690351020739	0.0184732943815888	0.00864408750107432	0.0304362483747343	0.00610093121563213	0.0266253997540975
Zer1	0.0265484041151327	0.0214173157395175	0.00800422873253056	0.00902210138199831	0.0125492042279978	0.0262363090151769	0.0765705062505401	0.027754647069093
Zfp36	0.00454025478843331	0.00393287757599838	0.00671374882685145	0.00533304889745812	0.00290895531201757	0.00165772949046745	0.00183584864400138	0.00155861894146402
Zfp719	0.00646765680584707	0.00375196941932517	0.00441626698625145	0.038641090210616	0.00397452451852321	0.00368961078188792	0.0035114349544827	0.00814152560692556
