ID	02-3_AtgE_NYU	02-4_AtgE_NYU	02-7_AtgE_NYU	02-8_AtgE_NYU	02-9_AtgE_NYU	30-10_AtgH_NYU	30-21_AtgH_NYU	30-33_AtgH_NYU	30-36_AtgH_NYU	30-9_AtgH_NYU	31-27_AtgW_NYU	31-29_AtgW_NYU	31-31_AtgW_NYU	31-80_AtgW_NYU	31-90_AtgW_NYU	32-1_AtgW_NYU	32-2_AtgW_NYU	32-5_AtgW_NYU	32-8_AtgW_NYU	50_48_48_NOD2_SF	50_48_49_B6_SF	50_48_51_NOD2_SF	50_48_52_AtgE_SF	50_48_53_AtgH_SF	50_48_57_NOD2_SF	50_49_48_AtgH_SF	50_49_49_AtgW_SF	50_49_50_AtgE_SF	50_49_51_AtgH_SF	50_49_54_AtgW_SF	50_50_48_AtgW_SF	50_50_49_AtgW_SF	50_50_50_NOD2_SF	50_50_54_AtgE_SF	50_50_55_AtgH_SF	50_50_57_NOD2_SF	50_51_48_B6_SF	50_51_49_AtgH_SF	50_51_50_B6_SF	50_51_52_AtgH_SF	50_51_53_NOD2_SF	50_51_54_NOD2_SF	50_51_55_NOD2_SF	50_52_48_NOD2_SF	50_52_52_AtgE_SF	50_52_53_AtgE_SF	50_53_49_AtgE_SF	50_53_50_AtgE_SF	50_53_52_NOD2_SF	50_53_55_AtgH_SF	50_53_56_AtgE_SF	50_53_57_AtgE_SF	50_54_49_AtgE_SF	50_54_52_AtgW_SF	50_54_53_AtgW_SF	50_54_54_AtgE_SF	50_55_48_AtgH_SF	50_55_50_AtgE_SF	50_55_51_B6_SF	50_55_53_AtgH_SF	50_55_54_AtgH_SF	50_55_56_AtgE_SF	50_55_57_AtgE_SF	50_56_48_AtgH_SF	50_56_50_AtgW_SF	50_56_51_AtgE_SF	50_56_52_AtgW_SF	50_56_54_AtgW_SF	50_56_56_AtgH_SF	50_57_48_AtgE_SF	50_57_49_AtgW_SF	50_57_50_NOD2_SF	50_57_51_AtgH_SF	50_57_52_NOD2_SF	50_57_56_AtgH_SF	51_48_49_AtgW_SF	51_48_51_NOD2_SF	51_48_55_NOD2_SF	51_48_56_AtgE_SF	51_48_57_AtgW_SF	51_49_49_NOD2_SF	51_49_51_AtgH_SF	51_49_57_AtgH_SF	51_50_48_NOD2_SF	51_50_50_NOD2_SF	51_50_54_AtgH_SF	51_50_55_NOD2_SF	51_50_56_AtgH_SF	51_50_57_AtgE_SF	51_51_49_AtgH_SF	51_51_50_AtgE_SF	51_51_52_NOD2_SF	51_51_55_AtgH_SF	51_51_57_AtgW_SF	51_52_49_NOD2_SF	51_52_50_NOD2_SF	51_52_51_NOD2_SF	51_52_53_NOD2_SF	51_52_54_AtgE_SF	51_52_55_B6_SF	51_52_56_AtgE_SF	51_53_50_AtgH_SF	51_53_53_AtgW_SF	51_53_56_NOD2_SF	51_53_57_AtgE_SF	51_54_50_NOD2_SF	51_54_53_NOD2_SF	51_54_55_AtgW_SF	51_55_50_AtgE_SF	51_55_53_B6_SF	51_55_55_NOD2_SF	51_56_49_AtgE_SF	51_56_51_AtgW_SF	51_56_52_AtgH_SF	51_56_53_AtgE_SF	51_56_54_B6_SF	51_56_56_AtgH_SF	51_57_48_AtgW_SF	51_57_49_AtgE_SF	51_57_50_AtgW_SF	51_57_53_NOD2_SF	51_57_56_AtgE_SF	51_57_57_AtgH_SF	57-1_B6_NYU	57-2_B6_NYU	57-3_B6_NYU	57-4_B6_NYU	57-5_B6_NYU	59-1_B6_NYU	59-2_B6_NYU	59-3_B6_NYU	59-4_B6_NYU	59-5_B6_NYU	61-1_NOD2_NYU	61-2_NOD2_NYU	61-3_NOD2_NYU	61-4_NOD2_NYU	64-1_NOD2_NYU	64-2_NOD2_NYU	64-3_NOD2_NYU	64-4_NOD2_NYU	64-5_NOD2_NYU	65-1_NOD2_NYU	65-2_NOD2_NYU	65-3_NOD2_NYU	65-4_NOD2_NYU	65-5_NOD2_NYU	66-1_NOD2_NYU	66-2_NOD2_NYU	66-3_NOD2_NYU	66-4_NOD2_NYU	66-5_NOD2_NYU	70-1_AtgE_NYU	70-2_AtgE_NYU	70-3_AtgE_NYU	70-7_AtgE_NYU	70-9_AtgE_NYU	71-3_AtgE_NYU	71-6_AtgE_NYU	71-7_AtgE_NYU	71-8_AtgE_NYU	71-9_AtgE_NYU	76-1_AtgE_NYU	76-2_AtgE_NYU	76-3_AtgE_NYU	76-4_AtgE_NYU	76-5_AtgE_NYU	77-76_AtgH_NYU	77-77_AtgH_NYU	77-78_AtgH_NYU	77-79_AtgH_NYU	77-80_AtgH_NYU	78-84_AtgH_NYU	78-85_AtgH_NYU	82-5_AtgH_NYU	82-7_AtgH_NYU	82-8_AtgH_NYU	82-92_AtgH_NYU	82-94_AtgH_NYU	86-3_AtgH_NYU	86-6_AtgH_NYU	86-7_AtgH_NYU	86-8_AtgH_NYU	86-9_AtgH_NYU
D_0__Bacteria|D_1__Firmicutes|D_2__Clostridia|D_3__Clostridiales|D_4__Ruminococcaceae|D_5__Oscillospira	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000842686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000695576	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria|D_1__Firmicutes|D_2__Clostridia|D_3__Clostridiales|D_4__Ruminococcaceae|D_5__Ruminiclostridium	0.004987749	0.003674908	0.023891075	0.001806822	0.005854223	0.00348987	0.007293995	0.001185898	0.000321279	0.003492036	0.003641062	0.000411607	0.004429439	0.003185347	0.012366052	0.016436814	0.001210565	0	0.005374882	0.00745304	0.000868307	0.012759924	0	0.000978341	0.000540249	0.00993207	0.005643244	0.007722623	0.006101884	0.009380863	0.004343337	0.004188631	0.005530591	0.019420598	0.003695601	0	0	0.010102805	0.001914475	0	0.001389649	0.002653103	0	0	0.002115787	0.000259314	0.000608985	0.002242224	0.000977087	0.001640768	0.007458257	0.004221318	0.005946107	0.001149359	0.017465366	0.002832303	0.007133604	0.002731084	0.003782779	0.002748671	0.010475307	0.01021438	0.005643121	0.004398314	0.000604612	0.000897968	0.002949663	0.00348682	0.003473076	0.004300733	0.00128323	0	0.001547681	0.000530698	0.003834089	0.003773965	0.001910101	0	0.000839631	0.003935136	0.010345694	0.005591278	0.003300215	0.003173001	0.00525783	0.002219101	0.000668944	0.00176963	0.00796749	0.001756275	0.001488401	0.00285609	0.001999082	0.002154789	0.001052372	0.018119623	0.008655338	0.003685558	0.00535871	0.003358717	0.002498857	0.002936008	0.005783889	0.000995711	0.010848528	0.001767766	0.000857985	0.002881036	0.002209559	0.002014843	0.009456097	0.001361177	0.001453404	0.001456664	0.00073513	0	0.00435503	0.001584844	0.007375189	0.008725443	0.002292279	0.003249127	0.003186127	0	0.0002647	0.008079962	0.005511352	0.001688077	0.00835847	0.001803514	0.000946654	0.009085117	0	0.003959544	0.002638894	0	0.000794764	0.003611935	0.001127472	0.002677087	0.002463054	0.002574274	0.001065938	0.012643165	0.002036708	0.001464563	0.004421806	0	0.005019191	0.000399533	0.00520013	0.000492545	0.0058619	0.001075458	0	0.002479621	0.003168034	0.002791685	0.003914492	0.006209744	0.010419191	0.014065464	0.002371259	0.000400802	0.005580109	0.000263033	0.003815366	0.012672406	0.000494836	0	0.001718147	0.003279145	0.00058872	0.004259466	0.003958903	0.002033652	0.002576849	0.001259998	0.002609577	0.001453569	0.001779993	0.001185536	0.001536996	0.014646577
D_0__Bacteria|D_1__Firmicutes|D_2__Clostridia|D_3__Clostridiales|D_4__Ruminococcaceae|D_5__Ruminiclostridium 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000260735	0	0	0	0.000288286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000105641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000186518	0	0	0	0	0	0	0	0	0	0.000118343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria|D_1__Firmicutes|D_2__Clostridia|D_3__Clostridiales|D_4__Ruminococcaceae|D_5__Ruminiclostridium 5	0.002245946	0.002074948	0.007680034	0.001458519	0.003484321	0.012295082	0.010545808	0.001389195	0.000267733	0.002776595	0.003141884	0.001800782	0.002075331	0.002886721	0.011175402	0.011314382	0.001064714	0.002477253	0.00976681	0.006297957	0.00199389	0.005119723	0.002022711	0.004157948	0.001560718	0.008338034	0.008221376	0.009545071	0.003330254	0.005816135	0.002670084	0.00983046	0.002510597	0.014942728	0.010140728	0.001453911	0.000519868	0.002868384	0.002253321	0.00343184	0.004442666	0.004376774	0.002681153	0.003145115	0.001883283	0.001901634	0.001475617	0.005925878	0.003664077	0.000627353	0.001264549	0.014510779	0.001252859	0.005373254	0.009810792	0.003842081	0.00346033	0.003641445	0.005289479	0.003948368	0.013527168	0.002871163	0.005794469	0.002785091	0.00054703	0.003591873	0.00239393	0.001972544	0.001997787	0.004778592	0.005305294	0	0.00062987	0.000248764	0.004260098	0.001912142	0.00242915	0.00037612	0.003190596	0.001478977	0.003139816	0.002061784	0.013791426	0.00295666	0.002906502	0.002668539	0.001194543	0.000513193	0.009727377	0.003495982	0.001334428	0.000644924	0.001431775	0.00336068	0.002037572	0.016426201	0.003462135	0.003795904	0.001478265	0.001207281	0.003282812	0.00447074	0.012678592	0.000459559	0.004991342	0.002878933	0.002946991	0.005556283	0.009565066	0.002082004	0.025986491	0.001361177	0.007441428	0.00539421	0.001502221	0.000602524	0.001372781	0.001013563	0.010117247	0.004683903	0.001537175	0.001482414	0.00180199	0.002908856	0.001096616	0.012359349	0.009856479	0.001063489	0.008818992	0.0057487	0.001893309	0.001935012	0.001676712	0.001269636	0.004310866	0.003112329	0.000981767	0.009018336	0.003404965	0.001360133	0.002621961	0.003840311	0.005746074	0.007387575	0.002960332	0.000526584	0.002340956	0.001070358	0.004871568	0.001905464	0.014675367	0.00877625	0.011545491	0.003423906	0.003898354	0.001983696	0.003091388	0.003022403	0.006385341	0.002180017	0.008319199	0.01023455	0.004301842	0.000551102	0.002765364	0.00291967	0.009313982	0.005184166	0.000494836	0.000902799	0.001240884	0.008207798	0.000925132	0.005631159	0.001390329	0.004164145	0.002069595	0.001990431	0.002736255	0.000956779	0.004568648	0.001354899	0.004589341	0.004304906
D_0__Bacteria|D_1__Firmicutes|D_2__Clostridia|D_3__Clostridiales|D_4__Ruminococcaceae|D_5__Ruminiclostridium 6	0	0	0	0	0	0.000196864	0	0	0.000892443	0	0.000616631	0.004501955	0	0	0	0.002401726	0	0.000833468	0.002279619	0.000220016	0.001382859	0	0.000390348	0.000597875	0	0.000196189	0	0.002186938	0	0	0	0.000883317	0.008332272	0.001583335	0	0	0.000406853	0.000329991	0.006438059	0	0.005348044	0	0	0	0.004045571	0	0.000398182	0.001761748	0	0.001495995	0.000258071	0.003467511	0	0	0	0.000172401	0.003052189	0.00016937	0.001538757	0.000622627	0.003361171	0	0	0.000745735	0	0.0004864	0	0	0	0.000796432	0	0	7.20E-05	0.000779462	0.001432942	0	0.000228382	0.000341927	0.0013644	0	0.008650193	0	0.000486348	0.001189875	0.004669998	0.000280899	0	0.000247748	0	0	0.000333607	0	0	0	0.001948008	0	0	0	0.001801635	0	0.000130659	0	0	0	0	0.003813324	0	0.000692197	0.002965461	0	0.000213295	0	0.000813906	0.000204843	0	0	0	0.000202713	0	0.000455008	0.000350584	0	0	0.00060024	0.000623936	0.006074934	0.010928653	0.001181654	0	0.008292942	0.000385674	0	0	0.001097482	0	0.001665753	0.003459561	0.006303633	0.00320202	0.006001857	0.00047672	0.009157664	0.001149215	0	0	0.001300005	0.000780319	0.000523286	0.001581678	0.005255394	0.008750219	0.010477768	0.003833638	0.005684562	0	0.002169668	0.008022278	0.001292019	0.014047751	0	0.008346122	0	0.003210643	0.000167001	0.000271598	0.00307749	0	0.009344299	0	0.000526633	0.002023596	0.00049684	0.001244723	0.000577555	0.002592139	0.004527297	0	0.004199993	0.000886749	0.00093838	0	0.00796003	0.000974152	0
D_0__Bacteria|D_1__Firmicutes|D_2__Clostridia|D_3__Clostridiales|D_4__Ruminococcaceae|D_5__Ruminiclostridium 9	0.004258546	0.006624834	0.018636315	0.000435379	0.004048583	0.011078102	0.01413635	0.00254121	0.000499768	0.010510178	0.007223397	0.00758901	0.006535745	0.008038025	0.011864725	0.008593677	0.00583405	0	0.009432187	0.009405682	0.002186847	0.014713296	0	0.006060277	0.004712168	0.008705888	0.010283881	0.013235529	0.009303225	0.004165103	0.005340169	0.014731443	0.01710117	0.013557309	0.004907758	0.002445991	0.001243163	0.012082752	0.008708322	0	0.012885838	0.00523861	0.003172464	0.002020696	0.002766798	0.002290604	0.002740432	0.003619591	0.005715961	0.004536242	0.015071357	0.009611036	0.007179079	0.005401988	0.01315293	0.007043814	0.003992689	0.006711267	0.010162211	0.00715262	0.016537787	0.007882648	0.009664656	0.007579101	0.002562405	0.001721106	0.005942075	0.008866485	0.006116302	0	0.004194438	0.009027457	0.005002969	0.006451292	0.004763565	0.00636542	0.00328039	0.001966081	0.004429051	0.006312064	0.010706773	0.009103299	0.030778851	0.007247422	0.012671043	0.006629213	0.00468261	0.008547311	0.007199539	0.004788336	0.003336071	0.004030772	0.003025637	0.009192448	0.003896017	0.016256858	0.01199809	0.00584834	0.019563912	0.0028789	0.003625792	0.005872017	0.007411805	0.002731822	0.01115412	0.006591242	0.004289924	0.005182123	0.003575997	0.006447497	0.012228937	0.002954749	0.004999709	0.005963219	0.004858248	0.003253628	0.006650888	0.005196816	0.012228946	0.011830202	0.006957741	0.014621071	0.008592097	0.00180072	0.003422197	0.012508978	0.011248425	0.003899458	0.01924981	0.009484549	0.004312536	0.007692852	0.018693071	0.007617818	0.004351154	0.002432877	0.00112202	0.009225389	0.004509888	0.003195233	0.008660416	0.006498987	0.007678087	0.012742327	0.007104796	0.002320262	0.006827788	0.002164502	0.004133451	0.004886594	0.010950274	0.004029911	0.011032853	0.00581625	0.003465204	0.005734123	0.01159909	0.010566874	0.010910605	0.009380677	0.015399941	0.015492667	0.00753347	0.000467602	0.004493716	0.003971803	0.002580983	0.008416269	0.004840792	0.002275805	0.002653583	0.009996423	0.002388522	0.00855503	0.010486379	0.006246217	0.004889926	0.005332165	0.002761591	0.00555668	0.00575531	0.003980015	0.009568342	0.012617828
D_0__Bacteria|D_1__Firmicutes|D_2__Clostridia|D_3__Clostridiales|D_4__Ruminococcaceae|D_5__Ruminococcaceae NK4A214 group	0.000525026	0.000899978	0.000808425	0.000239458	0.00045141	0.000859045	0.000993609	0	0.000571163	0.001294609	0.000381724	0.000231529	0.000557552	0.000920764	0.000396883	0.000506614	0.000437554	0.00048619	0.000313709	0.000880064	0.000482393	0.000598614	0	0.002418675	0.000390179	0.00107904	0.000658856	0.001070688	0.000580109	0	0.000890028	0.00076934	0.0010006	0.000865887	0.000709555	0	0	0.000685366	0.000626864	0	0.001031709	0.001402596	0	0.00052147	0.001627528	0.000626675	0.000421605	0.001345335	0.000732815	0.000265418	0.001238742	0.000678426	0	0.000862019	0.001293731	0.000270916	0.000550104	0.000995046	0	0.000698557	0.001113517	0.000261015	0	0.001308841	0.000403075	0	0.000555734	0	0.000553233	0.000517681	0.000689497	0	0	0.000364855	0	0	0.000290667	0.001692539	0.001238455	0	0.000863449	0	0.000833739	0.000396625	0.00084909	0	0	0	0.001599898	0.000397647	0.000564566	0.000368528	0	0	0.000358254	0.000812843	0.000378049	0.000750353	0.000716035	0.001826399	0.000881949	0.001089882	0.000325583	0.00025531	0.000432922	0	0.000634163	0.000561241	0.001075706	0.000436549	0.000710985	0	0.000319749	0.000455208	0.001310448	0.001170618	0.000189349	0.001732272	0	0.000535303	0.000728136	0.000142149	0.000731242	0.000207775	0.000661751	0	0.001279085	0.00065835	0.000161183	0.000322056	0.000473327	0	0	0.000451904	0.000181298	0.000306849	0.000490884	0	0.000586285	0.000302252	0.00047672	0	0.000549624	0.000421439	0.000521018	0.000444305	0.000953723	0	0	0.000399533	0.000300008	0.000582098	0	0.000241429	0	0	0.000996398	0.000715225	0	0	0	0.00093895	0.00209846	0.000167001	0.000617269	0.000447157	0	0.000704023	0	0.000714716	0.000419992	0.000357725	0.000420514	0	0.000801207	0.000314732	0.000507254	0.000383478	0	0.000570388	0.000474665	0.000402236	0.000259774	0.000445335
D_0__Bacteria|D_1__Firmicutes|D_2__Clostridia|D_3__Clostridiales|D_4__Ruminococcaceae|D_5__Ruminococcaceae UCG-003	0	0	0.000595681	0	0	0	0.00189689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003512917	0	0	0	0	0.000200521	0.00302982	0	0	0	0	0.000946022	0.000766928	0	0	0	0.000456911	0	0	0	0	7.02E-05	0	0	0	0.000327915	0	0	0	0	0.001394542	0	0.000689616	0.000781629	0	0.000319415	0.000571622	0	0.000485953	0.000371172	0.000400223	0	0.000791392	0	0	0.000192369	0	0	0	0	0	0	0	0	0	0	0	0.000524769	0	0.000753556	0	0.004759258	0.000324511	0	0.000308989	0	0.000530889	0.000415973	0	0	0	0	0	0	0	0	0	0.000692937	0	0.000293983	0.000645032	0	0	0.001247835	0	0	0.000467701	0	0	0.000799858	0	0	0.000637291	0	0	0.000307692	0	0.000693394	0	0.001105688	0	0	0	0	0	0.000470252	0	0.000460522	0	0	0	0	0.000559501	0.000483462	0	0	0.000437113	0	0	0	0	0	0.000272696	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000899799	0	0	0	0.001145518	0	0	0	0.00055237	0	0.001472047	0	0	0	0.000695576	0	0.000577555	0.000400603	0	0	0	0	0	0	0	0	0.000519558
D_0__Bacteria|D_1__Firmicutes|D_2__Clostridia|D_3__Clostridiales|D_4__Ruminococcaceae|D_5__Ruminococcaceae UCG-004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000673131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00189061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria|D_1__Firmicutes|D_2__Clostridia|D_3__Clostridiales|D_4__Ruminococcaceae|D_5__Ruminococcaceae UCG-005	0	0	0	0.000522455	0	0.000697974	0	0	0.000214186	0.000459927	0	0	0	0	0.001253316	0.000450324	0.000320873	0.000416734	0.002593328	0	0	0.000393825	0	0	0	0	0	0.000956785	0	0	0	0	0.001873852	0	0	0	0	0	0	0	0.000231608	0	0	0	0	0	0	0	0	0.001037545	0	0	0	0.000316074	0.000619913	0	0	0	0	0	0	0.000365421	0	0	0.000518239	0	0	0	0	0	0.000172374	0	0	0.000480945	0	0	0	0	0.000356843	0.000422565	0.000423875	0	0.000660043	0.000324511	0.000359231	0	0	0	0.001375912	0	0	0	0	0	0	0.000372553	0.000198973	0	0.000369566	0	0	0.000400365	0	0.000153186	0.000356524	0	0	0.000598657	0	0	0.000408816	0	0	0	0	0	0	0	0	0	0	0.000913817	0	0	0.000207979	0.001167106	0.001655287	0	0	0.001143299	0.000315551	0	0	0	0	0	0	0.000460119	0.000450989	0.000539735	0.000264845	0	0	0	0.000521018	0	0	0	0.00044287	0	0.000650016	0.001970179	0.000646369	0.00035117	0.000336895	0	0.000229938	0.000484507	0.000333148	0	0	0.00110796	0.001070214	0	0	0.00039455	0	0.001632052	0	0	0	0.001112922	0	0.000721943	0	0.000581043	0	0.000237391	0.000228021	0	0	0.000190533	0	0
D_0__Bacteria|D_1__Firmicutes|D_2__Clostridia|D_3__Clostridiales|D_4__Ruminococcaceae|D_5__Ruminococcaceae UCG-009	0.001283398	0	0	0	0	0	0	0	0	0	0.000734085	0	0.000743402	0	0.001211539	0.00080683	0	0	0.000878385	0.000357526	0	0.001086957	0	0	0	0	0.001002607	0	0	0.001050657	0	0	0.00152819	0	0	0	0	0.001726107	0.000592979	0	0	0	0	0	0.000255754	0	0	0	0	0	0	0	0	0	0	0	0	0.000381081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000315102	0.000503466	0	0.000311429	0	0	0	0	0	0	0	0	0.000365169	0	0	0	0.000265098	0	0	0	0	0	0	0	0	0	0	0.000228654	0	0.000497951	0	0.000687583	0	0	0	0	0	0.000266619	0	0	0.000273125	0	0	0	0.000128999	0	0.000749425	0	0.001116887	0	0	0	0.001945176	0.000996934	0	0	0.001046682	0	0.000943908	0	0	0	0	0	0	0	0	0.000450236	0	0	0	0	0	0	0	0.000695938	0	0.001125028	0	0	0	0	0.000619905	0	0	0.000777346	0	0	0	0	0	0	0	0	0.001440046	0	0	0	0.001252037	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria|D_1__Firmicutes|D_2__Clostridia|D_3__Clostridiales|D_4__Ruminococcaceae|D_5__Ruminococcaceae UCG-010	0.00093338	0.002024949	0.001510478	0	0.000352664	0.000805355	0.000180656	0.000254121	0.000392675	0.002452943	0.000469814	0.000951842	0.000960228	0.002861836	0.000480438	0.000356506	0.000145851	0.001597481	0	0.000880064	0	0.000677379	0	0.000815284	0.001860856	0.000441425	0.000429689	0.000250587	0.00042971	0.00108818	0.000462815	0.000341929	0.000454818	0.000296875	0	0	0.000632883	0.00012692	0.00105042	0	0.001158041	0.000152089	0	0.000570358	0.001604278	0	0.000304492	0.002562542	0.000879379	0.000579095	0	0.000452284	0.000616486	0.000976955	0.001805833	0.000344802	0.000408142	0.000232883	0	0.00088079	0.00028869	0.000643837	0	0.000715297	0.000604612	0.000149661	0	0.000179322	0	0.000716789	0.000114916	0	0	0.00023218	0.000503466	0	0.000332191	0.000615469	0.000566751	0.000554617	0.000957644	0.000489237	0	0.000432682	0.000195944	0	0	0.00014157	0	0.000497059	0.000975159	0.003593145	0	0	0.000291082	0	0.000994866	0.000308969	0	0	0.000636963	0	0.000268127	0.000612745	0.000280126	0.001515228	0.000410341	0.000505117	0.00156995	0.002887941	0.000337718	0	0	0.00059177	0.000575319	0	0.000402367	0.000313283	0.001292234	0.000240886	0.000296648	0.000243685	0	0.000392465	0.000926451	0	0	0.001299819	0.00041447	0.000466981	0.002226391	0.001392265	0	0.000430385	0	0.001753425	0.00172978	0	0	0.001295365	0.000768049	0.000548616	0.001265802	0.001289107	0.001941978	0	0.000303457	0.003020789	0	0	0	0.000358214	0	0	0.001299451	0.000681896	0.000715362	0.00103823	0.000138812	0.000957886	0.001023073	0.001445982	0.001804675	0	0	0	0.0006733	0.000512016	0	0.001128498	0	0	0	0	0.000612687	0.000798935	0.001582632	0.00217304	0.001494806	0.002079155	0.00077133	0.003556609	0.000346365	0.001682377
D_0__Bacteria|D_1__Firmicutes|D_2__Clostridia|D_3__Clostridiales|D_4__Ruminococcaceae|D_5__Ruminococcaceae UCG-013	0	0.000474988	8.51E-05	0	0.000239812	0	0	0	0.000803199	0.000425858	0	0.00028298	0	0	0.002255969	0.000600432	0	0.000324127	0	0	0	0.000724638	0.000106458	0.001059869	0	0.002207127	0.00363803	0	0.000214855	0	0.002776888	0	0	0.002523441	0	0	0	0.000659982	0	0	0	0	0	0.004709525	0.001674029	0.003392687	0	0.005125084	0.005129708	0	0.001264549	0.00109302	0	0.007643239	0.008301439	0.000369431	0.003087679	0	0	0.000136674	0.000268069	0	0	0.000837049	0.001180434	0.001870767	0	0	0.000368822	0.000915897	0.000248985	0	0	0	0.000348554	0	0.000166096	0.000854818	0.001406381	0.004146419	0.001946686	0	0.000625304	0.0015865	0	0	0	0.002088163	0.002431844	0.001623726	0.000564566	0.000783121	0.000459248	0	0.00322429	0	0	0	0.000207881	0	0.000163324	0.001267822	0	0.003395629	7.64E-05	0.000176777	0.001156414	0.000149664	0	0.000167904	0.003892641	0	0.001017383	0.00059177	0.001502221	0	0.005112426	0.001253133	0.000283661	0.000401477	0.004908174	0.000223377	0	0.001177394	0.000813008	0	0	0	0	0.000370364	0.001437512	0	0	0.000731655	0	0.002126027	0	0	9.02E-05	0.000151126	0.000158907	0	0.002098566	0	0.000142096	0.027102635	0.002666089	0.000380572	0	0	0	0	0	0.000219481	0.000192511	0	0.00132853	0.000115359	0.000360911	0	0	0	0.00132203	0.000167001	0.000197526	0	0	0.001952062	0	0.00210653	0	0.000755197	0	0	0	0.000677884	8.12E-05	0.000237391	0.0003547	0.000864781	0	0	0.000129887	0
