MIP_3a	KC	TNF_a	MCP_1	IP_10	MIP_1a	MIP_1b	IL_1a	IL_6
6.26792185534309	8.64151602412056	3.95515900384573	4.30580459800641	7.33223557235427	0	5.20505395714805	3.22095673358185	0
7.47297538172453	8.6332567345445	5.48933826862758	3.6210053661409	6.46460021869859	0	4.0873208193927	3.67968526835361	0
7.27541537013377	7.22663621333765	3.78364020652525	4.94199472318367	6.57851051518384	2.65566994473673	3.83617931061609	3.60732894360179	0
7.41908389309071	7.53112932463069	0	5.50711814926107	5.44148779799524	4.0392209903112	2.77693146872873	3.20550673863741	0
8.47273924750451	8.96098157549235	5.29703409903241	6.20855137113988	9.56272300956956	3.58027138785221	4.50467670522316	2.68348848170376	6.98757725065746
8.6596036113874	8.61980292481962	5.38621462391443	6.72344665600827	6.64658282668492	3.94004492151782	5.13160330501031	4.84182202623641	6.95967583789215
8.45621357567164	7.74306073823256	0	3.49354724304571	7.46021322784748	0	3.93129166118622	2.53209970815664	0
6.96196514233237	6.85705529398242	4.85100359829664	5.07759872250134	7.08705444806188	3.30390447945889	3.55447256273637	1.72769254245294	5.48025736304683
7.60825401164412	8.7125540939839	5.10560297592138	5.4800579713197	6.29004843205567	3.64764901503697	4.18676261151429	1.15508629361271	0
7.19236787026839	6.62703223338842	0	4.93024201078012	6.79154620787247	3.47352371165299	4.5636468642012	3.85657426011142	0
9.22528464047799	8.20490913180439	3.92809969857559	5.36042441102483	6.05771606239006	0	4.64968470426661	4.1195323166537	6.27477740847547
6.12192314550135	8.05144692725627	0	4.72567510212377	8.05235411320827	5.58717081994626	4.37242381865267	3.59649971170027	5.86710195382269
9.40302522682849	9.20054037023247	3.86267507458973	6.6106722079023	6.55784418672475	4.10497891156328	5.17021237218955	4.63532204688493	0
6.60999342669884	8.82933373206919	0	3.75801459593044	6.02361376553212	0	1.00000000000004	2.38746054951861	5.92602083945187
5.95611359037448	9.5694733897403	2.38680141217737	6.76149084076439	7.6417820929219	4.09267247642347	5.31777407643126	3.5289252658335	9.98455334397382
8.52933891883445	0	4.89598302016319	9.94290908397146	9.15187742662713	4.88030523952555	5.36043927528032	5.01124849449011	10.2271384679505
8.57911962863031	8.06885979476739	2.45676132869481	6.06193044024733	6.54480860035639	0	4.91424811389239	5.79896942427638	7.88933730994642
8.66190562002843	7.48688948875675	3.4815329653822	5.57898331144845	7.70630562919974	4.08958009741638	3.8274870549634	4.18142361038472	1.56874036422402
7.53520619754991	8.36523148955423	5.00827972810218	5.51867248964311	7.79085992650243	5.68253575445683	5.49124187103549	4.34549711475448	7.42815784212537
7.15152619494021	9.08379967809464	3.96405448694329	5.8012533789424	7.0421611127515	2.35215907584374	4.62487845270426	5.60777277210252	6.10526289730451
6.83037316258908	7.44214724905336	4.93731009106086	4.96322595134167	7.46021322784748	2.51459354214863	4.66793354259143	2.04821647288265	2.94654948137131
7.79369801404121	8.03705366813398	5.03851260953362	5.08104353332342	7.64726194893993	4.898050986924	5.37609997550291	4.46135669514715	5.13948478938935
6.00458622182183	7.17345813980869	0	1.79506692647834	6.31683971971124	0	4.53114760812572	5.57522031831732	3.82112434186886
5.05630359120783	6.70064289875457	0	3.78995246391743	6.78926196205583	2.57871618554715	1.00000000000004	4.25282678477295	0
0	6.80826538703074	2.45676132869481	0	6.11436209130139	0	3.15840684770234	4.27555868022555	0
5.20792704185443	7.1832303119555	0	0	6.38648342050707	2.70024482471496	1.00000000000004	1.43647795325924	3.51061053690079
6.82068139194827	7.67500557802669	5.07344014973391	6.77930494336518	7.02426895693433	4.41625378304547	5.42027588370215	5.4833885408442	10.5461014072912
8.10640184965603	7.53662377315565	4.08658620883864	3.70845152981962	6.10778249767594	0	4.26196069140699	2.79319191855138	5.54212006608369
6.98314445496782	7.35468110998613	4.50219904402405	4.99712048320247	5.90671171079684	4.09575852363763	4.54807647742669	4.7686554905562	3.6479622850568
7.61282019810174	9.88591744733086	4.13793606761475	6.62383446658726	7.34384280098923	3.18744455159921	5.36098292290754	3.6837191178682	8.41982586714952
7.24526770082276	6.55265052903099	5.63491940768062	4.91237855312805	5.8399374703825	3.23075872551706	5.77011261983677	3.37528710232431	7.15778813611252
6.76254337026984	6.68362824480892	4.62104990952662	5.57898331144845	7.4275818858914	4.2946469949679	3.74581867026484	3.62820724042832	0
8.06811977097802	10.1141660990964	2.83583836878649	5.13801982850061	6.68817043223908	2.14336177422087	4.07357002427203	3.73536751591618	8.45761254312794
7.10148307386805	6.77375082351324	3.76827324978555	4.5389203249533	6.41475821166117	2.43952004142838	4.28354176148912	3.09079101213794	0
5.66320311151354	8.74421014670938	4.57541705035083	4.73507680017474	7.39748127837957	0	4.63838371797382	3.62345568090493	6.75711135626286
9.06806306414543	9.10107936210703	4.97135018739942	6.54911146344339	4.8569275661025	1.07650686266216	3.76452853921973	2.74040036873408	7.56073870397647
7.07400989044736	7.92857446936302	3.79882857819862	2.75833888558393	0	0	4.73619349177352	4.93352026787783	5.58786199384777
7.10713670077375	8.52479818967773	4.21675834220008	3.6210053661409	7.60428466305908	3.67219232846936	5.01013486294203	5.47180329736216	4.34014513538381
7.22580804055746	7.71397069997273	5.41491172133094	5.50943906898417	8.43866466537355	5.72475605654887	4.82000494599919	5.50205930261774	0
6.63075693437312	8.2379111154618	0	5.55148716177593	7.23984059519983	5.37080781905275	4.71035645847611	3.83234042627363	4.657487110256
7.50738041768907	7.78288741041193	3.32541973722973	5.66044080712218	6.79154620787247	4.46747078394652	4.17423157140691	5.53508885915421	4.98481046488647
6.5675620198266	7.21937314446139	0	2.24505335545356	6.58364089115844	3.25199392641084	5.12022945224181	2.01127270519105	4.57173250749474
5.56953149036409	8.31775387100526	1.93220402159885	4.72803282179546	8.2222171509794	0	4.38027591258381	3.23919533666462	0
6.74360215978873	7.79878142298047	4.99674104356646	5.11491400832433	6.827700035985	4.36316448116287	4.87732687011926	5.21103983968679	0
8.62169964330952	8.39270796180734	3.97288918711905	5.63398204539247	6.86969443297643	4.70734487269887	4.67993560568848	2.26769682426158	0
7.17317856118642	6.65823961121761	5.34105155948423	5.53464062733195	8.07418646635788	4.89275145758628	5.4417334228483	3.42413785227051	0
7.58049168963754	7.89377404449132	2.96410299413368	0	6.77318963516766	2.02912723760828	3.99087725993383	2.91813243861031	0
7.6398623593705	9.58036132270957	5.92821106879834	5.59300393346769	8.01200608422357	5.25630710621294	4.47636225711331	1	7.13832657277818
6.7079617414608	8.84384166902828	2.08307050653764	4.31931138506743	6.26287473130919	3.62271761689389	3.79197719837623	5.90868613249869	5.04607977119303
4.60556949266318	7.99678109217675	0	0	5.10010109509782	0	1.00000000000004	1.99011851963307	0
4.79248030954402	7.4641643916919	0	0	4.48848477679712	0	5.31777407643126	5.4077027189853	0
8.5502003560647	7.11539009591294	3.26653898047325	0	5.89940116614203	0	4.82961909411136	4.89171071808039	0
7.15370737576201	7.27455710245749	0	4.5022256468603	6.60401968536816	1.58328235603563	4.18208046814429	2.89337422788301	0
8.41865261787898	7.95985490803227	0	0	4.87477511260861	0	4.46796527839831	4.28334021972683	0
9.25724601349083	8.2117264631852	0	3.57162859938539	5.53979064549397	2.74369032484608	4.25027343643213	4.3813152783023	0
8.4653890575693	4.85001734211794	0	0	4.97899240887692	0	4.38936624632613	4.16045623823585	0
6.90689694367122	7.15790620983091	0	0	4.97899240887692	0	4.56585347045621	4.7755887652271	0
7.35627814734495	7.66534697241116	0	0	4.18266766776909	0	4.60802840584723	7.07217694736353	0
6.25779059102784	7.07200611898791	0	2.06295767530247	4.07708948583174	0	1.00000000000004	2.85874859826985	0
5.65140468985857	7.41781795677733	0	0	6.61412442482923	0	1.00000000000004	2.55819905232549	0
5.35467381568812	7.01554106602415	0	3.25667691769027	5.61271245430377	0	4.07702428742039	4.84211012672803	0
7.85720752456553	7.3671731938826	0	5.275963340356	6.58620069698675	0	5.61369833573712	3.61212181865503	0
8.34108463496956	7.22207880529193	2.61144682813511	3.96093626234048	6.90215417243872	2.75082513099117	1.00000000000004	3.3189086413608	0
6.5492352353831	6.19517271297388	0	0	5.66679705751136	0	4.34044067483937	6.00286263617338	0
6.1174815215837	7.57967669291351	0	2.74595893784507	5.60002816956654	0	4.79605124279599	5.41670511466457	0
6.74360215978873	7.99658790230289	0	0	4.97899240887692	0	2.71080392432452	5.0863683078198	0
5.26439905061178	7.50084431575535	0	0	4.45321176120037	0	4.32271829901077	5.83735866239219	0
5.82285138736088	7.77104435026266	0	0	7.74016979179223	4.68490055820429	4.28354176148912	5.8445351704319	0
0	7.86485062188883	0	3.00300329875066	5.74732408543389	0	1.00000000000004	1.9826142164619	0
5.70958389398364	6.5916259615696	0	0	5.05682265989375	0	2.41145218631599	2.29345142755453	0
8.77907279657778	7.74967341902012	0	4.89219092148365	6.64658282668492	0	5.30414016457037	3.58803333388307	0
6.81371774281732	7.92088233309742	0	4.44037218673201	6.05771606239006	0	4.39966388662828	5.70011364653063	0
9.64768364835389	10.3207464186013	7.12434532528196	7.61275445114466	10.0032020398653	7.61073682848976	7.44183940068249	8.36648277076335	8.96283520661146
7.30487979822398	7.94693720221254	0	5.98049401603421	7.05398643509026	0	5.14154487645272	4.90503841458477	0
6.15266874300555	8.09785486953106	0	2.06295767530247	6.30795119899736	3.16535156667969	4.85372625148738	6.2619370042375	3.42168066911449
3.74512150556832	7.19062571256437	0	2.79474107157141	0	0	1.00000000000004	1.9826142164619	0
0	7.10492644616539	3.4879221768983	2.9303546639717	0	0	4.75495441321719	0	0
4.68868684309893	8.1669308705593	0	0	4.95624719429251	2.36998078887299	4.50700382754617	5.16438651651269	0
6.56590532730619	7.29390586788072	3.5802391166785	4.27831351548567	6.64905577447754	3.59312510760722	3.66229966488847	1.72360159077582	0
5.82285138736088	7.4529018067057	5.66664182393873	6.00956736896456	6.08457757861839	3.08560964294039	5.15531780133406	3.00868508229198	0
6.10408119438773	7.4411435742767	0	2.58666275511414	4.53012983548888	0	2.71763921624883	4.29474198232377	7.08132381167939
5.95365125971159	7.80230995920101	0	4.88401318881728	4.97332773821071	3.78568796630667	4.70938796560537	5.13125062953796	7.94680222215624
5.3686953953623	7.61042632866573	0	2.52856944005846	4.68325043810482	2.12311907573394	5.02046561656157	5.22515128439964	0
