CCL2_BacillusS	CCL2_BacteroidesV	CCL2_CandidaA	CCL2_CD3.CD28	CCL2_ClostridiumP	CCL2_PBS	CCL2_PseudomonasA	CCL2_StaphA	IL.1a_BacillusS	IL.1a_BacteroidesV	IL.1a_CandidaA	IL.1a_CD3.CD28	IL.1a_ClostridiumP	IL.1a_PBS	IL.1a_PseudomonasA	IL.1a_StaphA	IL.5_BacillusS	IL.5_BacteroidesV	IL.5_CandidaA	IL.5_CD3.CD28	IL.5_ClostridiumP	IL.5_PBS	IL.5_PseudomonasA	IL.5_StaphA	IFN.y_BacillusS	IFN.y_BacteroidesV	IFN.y_CandidaA	IFN.y_CD3.CD28	IFN.y_ClostridiumP	IFN.y_PBS	IFN.y_PseudomonasA	IFN.y_StaphA	TNF.a_BacillusS	TNF.a_BacteroidesV	TNF.a_CandidaA	TNF.a_CD3.CD28	TNF.a_ClostridiumP	TNF.a_PBS	TNF.a_PseudomonasA	TNF.a_StaphA	CXCL1_BacillusS	CXCL1_BacteroidesV	CXCL1_CandidaA	CXCL1_CD3.CD28	CXCL1_ClostridiumP	CXCL1_PBS	CXCL1_PseudomonasA	CXCL1_StaphA	IL.1b_BacillusS	IL.1b_BacteroidesV	IL.1b_CandidaA	IL.1b_CD3.CD28	IL.1b_ClostridiumP	IL.1b_PBS	IL.1b_PseudomonasA	IL.1b_StaphA	IL.10_BacillusS	IL.10_BacteroidesV	IL.10_CandidaA	IL.10_CD3.CD28	IL.10_ClostridiumP	IL.10_PBS	IL.10_PseudomonasA	IL.10_StaphA	CCL3_BacillusS	CCL3_BacteroidesV	CCL3_CandidaA	CCL3_CD3.CD28	CCL3_ClostridiumP	CCL3_PBS	CCL3_PseudomonasA	CCL3_StaphA	CCL4_BacillusS	CCL4_BacteroidesV	CCL4_CandidaA	CCL4_CD3.CD28	CCL4_ClostridiumP	CCL4_PBS	CCL4_PseudomonasA	CCL4_StaphA	IL.17_BacillusS	IL.17_BacteroidesV	IL.17_CandidaA	IL.17_CD3.CD28	IL.17_ClostridiumP	IL.17_PBS	IL.17_PseudomonasA	IL.17_StaphA	IL.6_BacillusS	IL.6_BacteroidesV	IL.6_CandidaA	IL.6_CD3.CD28	IL.6_ClostridiumP	IL.6_PBS	IL.6_PseudomonasA	IL.6_StaphA	IL.13_BacillusS	IL.13_BacteroidesV	IL.13_CandidaA	IL.13_CD3.CD28	IL.13_ClostridiumP	IL.13_PBS	IL.13_PseudomonasA	IL.13_StaphA
9.715038681	10.52599603	9.288237867	7.747849141	11.50736226	5.099854689	12.77374729	9.778128514	4.383196879	5.09019456	4.553031828	2.907191124	5.17716772	2.76104788	4.348487173	4.036896692	8.758133028	12.39298522	10.44418383	7.16673386	11.93449689	5.145127038	9.042265058	11.2710296	23.28632331	24.60305787	22.7550881	15.96092939	36.02377196	7.103571468	47.46339652	21.49433662	5.859071721	4.75927046	4.639343597	3.912799162	5.210500869	2.694052156	7.271352824	4.458983189	63.18055785	79.65922067	29.13523304	20.60949684	48.03859613	10.46064196	156.5594891	40.61021874	13.37076735	13.82718173	13.96079348	9.638517077	17.34215601	9.340310348	21.33776789	15.69701032	120.5018202	151.8989161	172.2909497	87.38137023	138.2097632	112.2912065	177.0106904	195.5371018	84.60842425	43.76917476	15.17158603	15.493281	20.85924409	10.24821041	136.3399693	21.37384563	47.64560086	38.49075014	46.98532928	22.54516021	41.19942735	1.941294977	63.4027847	56.80861956	13.92024967	16.32659197	13.84988155	7.862732587	12.47565528	6.110483924	12.12915761	10.00632724	92.20926985	98.17491164	75.17378118	79.61525504	82.59997666	58.51107097	122.8461374	86.65436975	8.634823841	9.943856028	7.363774695	3.981528681	8.794237375	1.995348603	9.045290008	5.243489141
9.991722995	12.37136976	0	13.12729891	11.46850564	9.482174768	13.54816696	15.09062585	3.584625522	3.889503699	1.91372434	6.032908845	4.153478647	3.552116175	3.797502864	4.620191435	7.617679808	10.98640882	4.927895001	218.1297268	9.760443518	10.10616925	8.293554175	11.3864746	18.46843381	624.1028466	4.848985186	2666.657403	52.66071565	29.49001284	766.099154	180.7299765	5.598791652	8.885816935	2.262469499	140.2011352	11.76482484	3.976710711	9.062640111	19.49798423	35.7455881	86.757475	9.773950092	40.0060294	57.59196555	24.73132888	69.08125375	86.77365976	12.20403908	18.08405103	1.72642842	11.5272781	12.78338128	13.4219738	13.80663686	14.36232912	142.5456622	302.9820181	1	255.0124194	201.3489191	126.7912286	228.3914161	205.3618874	73.50858601	145.8343871	15.66870228	447.6675788	32.7594824	18.32903135	121.8523586	89.94059221	52.36277145	81.48651208	0	319.2880828	36.15303785	41.46489044	95.77788986	73.43326683	8.584597449	10.39870183	24.61143651	165.3356784	13.76684263	11.91401015	11.20896179	26.68523995	87.90424329	188.3536395	54.28162974	136.0720347	83.11974807	75.21534944	124.9941236	87.73967923	9.228265355	11.40411871	4.118811004	15.68803526	12.97253562	9.075763738	12.11609648	10.61292671
7.704617319	10.66688963	7.632600534	4.930056273	7.474330163	3.520757989	5.786543667	6.030291266	2.707265073	3.623454183	3.15192938	3.368240351	3.731332063	1.870215916	2.140495839	2.649645542	3.971018472	10.6656657	10.02077922	56.32319565	4.503066008	2.004338803	4.684136865	3.875415275	92.14344146	107.9820734	11.55684763	841.9730117	6.95795812	3.999112543	401.305741	45.56808702	5.600335322	12.65991587	4.091940591	51.96807477	8.750615059	2.336465288	10.74212483	10.05876452	28.49653818	115.5228279	17.52760521	6.155660079	24.40261073	9.962495998	87.30778537	43.85051643	4.52651959	14.69769507	7.955468359	8.18339141	8.565943891	7.653552702	3.506462712	3.050752203	29.16090077	259.9677857	54.04120355	31.32637253	72.90876027	24.87641888	141.9288219	1	154.6063114	293.6371928	28.00173928	230.1700206	46.46057307	23.10356587	264.1709245	99.15079887	48.20464227	54.9648047	36.17380122	122.88096	26.97780011	21.51166575	56.98266226	33.92366723	10.4517571	12.46323304	12.99420762	66.528982	10.81944513	4.34417758	5.138717701	6.40928846	105.8243178	288.3296669	69.39618739	105.625964	24.46619568	43.01707791	164.6777304	71.28156177	5.370853991	6.550756962	7.681193251	6.492166743	7.464420077	3.838686569	2.777649235	3.579451866
9.685923319	1	11.05072154	9.055680996	4.642925634	1.730454563	8.065347645	1.220408698	3.453645869	4.146973824	3.783291402	0	2.937597177	1.609882827	1.216513076	2.859628212	2.762420257	4.185077516	6.076483216	24.9478153	2.062905176	1.537309608	2.634461827	3.513031612	1.19821294	10.53730428	11.48164405	559.8413325	6.056386191	0	16.9330002	0	4.973422761	16.87311819	3.255589649	112.0467488	8.502362056	1.762234351	7.335634181	5.809350225	33.68427076	46.04585417	20.06060715	1	43.88111526	2.440107082	30.85262863	27.76227978	3.708217102	5.834903574	7.377330108	7.61128377	4.83169807	2.009297638	14.9354152	2.102682915	1.593417372	97.89888978	72.3449712	1	1	1	43.34107026	1	21.96201705	113.5504348	8.60303501	418.0178922	19.82456193	2.162779127	110.5626638	42.20885123	0	65.64098917	0	6.95654005	35.46709596	0	48.80240492	0	7.965343314	6.32910951	10.59363515	58.2919503	1.635254071	0	11.49919052	5.208374628	20.33611258	161.4933866	85.36698052	46.27050135	77.47952493	1	131.9885789	20.25798135	2.215280209	1.86894521	4.691537373	1.048012053	2.400683329	1.769145149	4.23342779	0
9.012099436	5.894211937	12.67197811	3.469005745	15.42669898	1.676341241	4.273356324	4.010706461	4.33363861	8.273047069	8.202929389	1.115862755	4.236701982	1.175644162	2.991430472	2.765309332	6.341496497	3.516858411	24.29635303	17.34127811	7.220223766	1.062582329	0	3.647882196	15.19613637	6.849643859	0	2482.182283	15.0114404	0	534.2786436	675.4165995	6.441808347	8.286128509	10.5986132	193.7212001	13.6192542	1.066154387	1	18.49030344	223.601266	184.4113195	28.22777408	4.958593686	100.0038958	2.505394614	426.8258245	143.74444	3.043389433	6.877288958	31.22288498	0	8.985546737	1.022528466	5.279760097	3.743479109	54.3786511	105.415833	1	68.21362712	41.42528792	1	52.94244448	1	108.9244008	59.01642433	19.37327829	1	5.323889121	2.220144683	243.3635418	153.944695	1.525416596	13.63587621	0	745.9703355	11.30070701	0	0	9.943872293	2.164329682	2.285490559	4.931881682	0	40.49402569	0	0	20.97540759	86.74938277	1	1	1	1	1	1	20.64537476	3.576198001	16.00867854	12.82521636	6.342395823	2.894228758	1.005683291	4.591568549	3.621816192
6.705995789	4.97586615	5.132069993	1.985588084	4.994207245	0	2.312658485	3.115458572	2.559178219	2.34119172	2.599406287	1.433199761	1.714220188	0	1.625144207	1.054298487	3.23419242	5.132004976	3.364999444	12.21917922	2.651613171	0	1.421782803	0	268.3815254	1446.330025	4.848985186	2156.734767	10.14922268	0	2210.569544	534.4608616	5.000682816	18.40089321	3.755320703	67.51514569	13.70951795	0	9.629075165	22.49938376	30.89581907	79.70766866	8.619666803	5.096351234	22.23854702	0	25.41943355	15.68605879	2.803678037	3.338464084	2.897345561	0	1.34001677	0	1.320881587	0	1	3.777115972	1	1	1	1	1	1	208.7981942	266.8242046	12.42695471	186.2905075	33.1659107	6.571948403	326.8636444	236.2187876	75.95187432	92.24831452	2.463406597	130.2951835	1.19320198	0	74.57767974	90.09850782	6.580853771	6.769364635	7.446194066	233.7248939	4.090992602	0	1.701245335	14.33153922	107.8396065	626	22.40238808	121.263528	29.30644572	1	208.224031	72.74762738	1.956611008	2.863426351	2.968507624	1.945585641	1.106928721	0	2.003679427	0
11.40050304	15.36912362	9.254311276	12.74467309	8.963684613	9.569482347	14.3928777	9.215542865	3.342454685	3.378877136	3.754920793	4.024009476	2.759627896	3.208543903	3.587726741	3.143021232	8.136914214	9.42313157	5.837847674	99.17122075	6.076483216	8.466310682	10.89919475	7.01180174	18.4865844	471.0192647	10.10648558	6757.847427	17.76584108	20.42921051	106.6220534	76.7295179	7.128618445	11.76994782	9.108985377	185.4942929	11.12309646	7.540254408	12.16173865	13.3055641	67.35046682	101.4124227	86.59563026	79.54617928	81.38779242	47.80631476	181.4391004	70.71836297	11.50212159	8.83079339	10.16520789	9.218550988	8.806656345	14.54798937	11.74391682	10.38304253	143.1616517	171.9702715	105.415833	147.9239348	69.83877617	118.9875538	210.9924983	160.2061167	115.2679255	241.5971122	70.37117123	576.6587138	64.78141132	55.13132213	220.1125752	96.29333641	60.15414544	64.10066306	32.05791922	382.7567331	37.95440454	33.79820873	104.6309679	60.66965386	10.95082455	4.04445756	7.749838693	216.7121507	6.209517774	10.5285362	9.843724972	8.188265106	100.8178646	185.7475813	64.39627168	167.5967899	103.2107802	78.59289211	146.0110118	89.07888007	7.587662938	7.759865112	7.293055523	12.02315826	7.397303828	7.958834045	9.828788153	8.328209109
15.5465974	10.13254387	9.138022121	6.753508087	12.02203299	0	11.57535753	25.42155688	3.98221831	3.055878071	2.568868542	2.42078525	3.862463608	1.014669595	3.058818527	3.304654751	6.034964582	7.691960846	9.239999619	36.35642057	6.076483216	0	4.807629282	5.027431833	8.56696254	22.57898412	21.26443394	1908.746846	70.30921439	0	578.3509088	10.5228207	6.661669698	9.926435304	3.712195091	46.46423048	14.35356282	1.143421058	9.06594948	24.29475302	277.1221248	285.6963756	31.09753456	21.74521402	181.6560482	2.469684017	469.9613258	395.2640344	5.535944277	6.421232328	15.6139837	3.017664757	5.271129988	0	4.369840277	3.38402916	1	103.9976679	135.7825722	1	1	1	1	1	105.0463963	165.9483045	13.49043526	246.7232793	109.1207518	3.411841405	252.7366313	308.569937	32.62500929	50.96375884	31.25822814	146.2807956	16.51756155	0	46.84507666	88.931305	6.08581503	12.46944373	7.261794631	35.20497127	8.270327887	0	3.171302316	3.47114024	91.11776256	162.4830801	76.69825345	104.886428	78.19495365	1	141.5750748	111.0577821	7.081440239	4.478352861	5.282346472	9.587462816	7.669962278	0	4.16929239	14.99951474
85.52991617	41.88889122	14.28683441	17.98121209	41.07486899	12.13850476	1	73.8188224	6.323774548	5.748028446	4.244889651	2.384245481	0	4.584893774	9.346846131	4.04495797	9.591397344	21.33486439	12.04037045	63.0288523	11.19970745	0	23.80621141	2.910540916	10118.8355	2204.437187	25.45411123	5769.040839	1946.089361	17.30322709	0	7132.116892	22.61591098	38.19158324	8.119554139	128.581516	35.02788947	17.20501606	1	108.383005	746.0156124	775.728656	67.95912341	48.50359083	513.9943573	37.60419678	938.0975217	768.7265252	8.436468515	6.074994369	10.66127752	3.945150682	4.751750943	2.792935405	21.74677706	11.48200157	60.15384144	131.7309553	59.7382077	118.2646336	1	1	144.8682921	175.676281	276.516384	511.8759502	60.88486493	305.1358924	284.554978	17.63329784	543.6410376	559.3122098	171.0970299	187.9694743	1.581540702	258.7486013	0	0	265.1096579	307.7477694	79.6000371	22.14802328	39.57348807	317.6288261	30.12194808	4.93644294	54.65713969	43.13481601	172.7272759	626	1	155.7454128	151.6917374	1	1	1	17.2264531	5.623644258	20.45537107	4.464669789	16.20941183	0	0	1.74779286
12.49745693	14.45551834	10.21996385	6.558908451	10.42883444	9.404586153	13.5965057	11.04586302	3.502766554	3.922990799	3.253477701	2.871134058	3.508922769	3.101562219	5.407190605	3.615677435	8.086565222	8.187351345	8.706739455	9.45462137	8.096627947	8.011208004	6.595776903	7.65231833	13.03986592	299.3555269	16.23638584	633.0940814	110.710043	19.40262267	1133.882917	76.61829942	8.577889044	34.08499686	6.301622573	8.637058414	43.51370203	4.100716993	26.1714979	26.86552195	106.2022363	274.8904699	24.92355563	11.36029868	98.09312352	21.55927521	163.5625392	64.712039	7.340037569	7.172712021	11.65820689	5.750984146	9.184507237	8.565943891	7.195903118	10.91559234	9.272474902	135.3651492	77.3117738	1	123.014058	35.348499	108.7562244	190.1440099	141.1425863	448.315684	22.27522467	35.23359188	144.5494398	25.95838988	388.5146429	144.5738042	54.55556727	95.87855832	36.69244855	29.88617233	60.34518732	38.47013853	131.557557	71.11155432	7.110209183	14.90868516	9.953972831	15.86139139	14.27351008	9.664664291	9.971414922	5.08324706	91.82660984	222.5154501	67.234985	52.01125643	83.89333168	65.05846775	185.3682278	96.3120272	6.881749001	6.415388095	9.683173661	5.120209963	7.917490753	6.411735441	8.718291246	9.358059714
9.394888837	7.64220011	9.928606705	7.752653665	7.843976325	8.402885135	8.05571513	8.70242445	2.93179726	2.381546574	3.036788406	3.330343113	2.447976702	3.289574986	2.991430472	2.894192932	4.975416099	6.099587851	6.586304409	38.63351413	5.414333559	6.108837428	6.332138187	4.291536939	6.033733772	20.58015611	15.8581077	2831.146925	80.69908354	10.85807179	101.2390871	50.10676204	7.685735527	30.95296756	7.737555046	184.707352	35.30359855	3.787006381	13.41985805	29.98779917	40.27773694	199.3868459	29.67687794	16.23599825	140.9587913	17.15214459	81.09692265	23.35508122	7.024667097	6.602815635	7.554999032	8.97101851	5.30567202	8.609182665	8.412531724	7.714690827	60.31997207	63.71035318	135.5043337	57.15139301	63.71035318	71.94178769	101.6737685	147.5177185	107.6174184	239.607386	17.88199196	587.2131313	133.7741739	10.36231889	231.664804	135.8574973	34.11176673	49.00138111	14.30733255	403.3138802	35.88299216	21.12364037	67.93529851	60.80314637	6.012024609	5.628828881	8.567961968	215.8371318	6.58592402	8.07926843	7.382793951	5.739439612	76.06528054	174.3028592	73.69209599	129.9240942	70.2795483	62.75687959	129.9364107	64.63018635	6.400779388	5.774132823	5.828042841	9.358059714	5.321256586	5.928899484	6.459244642	6.671845105
13.48047952	12.58957448	9.152555586	11.79387602	11.23533786	6.454715777	9.982012353	6.734499467	3.825977943	4.267842092	4.254721549	5.676121474	4.299055235	2.60775641	3.852934728	2.97684825	10.1168561	13.33312849	8.116764015	142.7456609	9.375949183	5.98434185	9.375949183	5.062209594	20.391538	1256.078136	13.50219317	5221.814225	23.18761725	10.9168289	146.0025058	138.6055267	12.05723457	16.75081103	5.406378748	555.4211545	10.29211213	3.420128265	11.61977923	27.0817861	462.1451678	526.2748115	36.60594266	54.48600652	140.9747224	25.29525254	268.8385079	391.4221974	12.81395695	9.024308772	15.99303208	13.76042157	9.854561211	8.231030249	10.81575903	6.530045161	87.07033307	275.1421212	53.70345924	274.3718544	100.1677958	10.73672293	133.0622863	112.7310677	154.812653	329.4659237	24.41316169	1440.89749	38.47030508	12.16415996	122.3486789	180.8110963	53.42216036	98.03418126	56.11135251	711.6150979	41.076827	19.59089611	44.36949409	49.12070013	12.78733296	11.77322945	15.22239352	179.5909471	14.05485294	6.590995646	10.67072545	3.868744523	107.643391	179.4378516	62.8695527	134.1755087	116.5758476	62.70042259	121.5220074	81.6242818	9.41919068	10.05133542	6.444620743	9.380980051	6.335103689	4.750341706	9.102435629	3.994876193
7.73343675	4.4755536	6.620552594	1.253076633	3.642097797	0	4.059452866	4.389993144	2.317095184	2.6244844	2.907191124	1.309590063	1.604027228	0	1.376392519	1.562100392	3.717958481	4.816186269	6.425913718	20.28296128	3.061645845	0	1.74534907	1.424423819	7.349276602	103.0871379	11.42162874	2845.384056	1.492024392	0	705.0569168	36.75689771	4.01748184	6.715615251	3.621944487	46.7674774	5.123662027	0	4.374462458	6.994278971	25.95915521	37.84326218	15.20193789	3.719360338	14.23567615	0	17.86746216	18.79529637	4.52651959	5.13354325	7.827815597	0	1.864341396	0	0	2.018887435	1	1	1	1	1	1	1	1	57.12397513	75.73651527	8.873066926	240.5295447	11.42413523	1.917416732	74.41263637	72.60522082	11.97007475	14.84900437	13.98239657	134.9469831	0	0	9.900892672	15.17404934	5.538053744	4.585544305	6.928734442	71.25212371	1.326530526	0	1.220651173	2.005344651	78.49055818	215.3728576	1	92.50560499	68.23161104	1	155.1431683	52.97018112	2.710747868	1.86079013	4.512598698	0	3.736456409	0	0	1.488006396
4.925478682	6.753508087	11.63363503	8.258134474	6.303463081	9.016941452	7.776679213	8.774964674	2.418071942	2.581346157	2.782377646	3.24297444	2.758208163	2.895636196	4.3881626	3.665543454	4.238189438	5.062209594	8.573506409	14.60786136	4.83760132	8.502001042	3.189796234	5.615792639	8.251547276	9.557947663	8.134612238	25.35226864	5.447804969	5.687646663	7.686910522	20.6368659	10.72016117	7.069399593	4.763778006	4.932580147	25.28037837	4.029144896	7.731074968	17.78864107	20.93803567	29.37729064	12.47642837	18.08237541	25.01979888	16.79139888	28.25603934	21.7851104	3.841947683	5.950214141	5.79069867	7.559686186	4.509955221	8.676521658	6.530045161	7.209825354	1	1	1	22.75729565	1	80.80068705	17.43512547	14.49345003	199.2263632	141.2401514	13.10668881	22.05788886	42.51223783	15.59939141	185.3862112	77.80996222	47.88532365	28.33916429	15.21738999	43.27599299	15.54244918	11.99168219	90.49218246	47.46567721	4.099476297	8.358157121	4.413867167	25.82107982	4.392042488	8.090146372	5.152620827	10.58179001	81.8377911	92.44095424	85.30158355	65.77969505	1	48.864409	101.4395829	65.16482635	4.102014018	5.50589273	4.557199076	7.598879188	4.372540216	4.16929239	10.61677933	5.254081328
8.707259656	8.23884446	6.497320249	1.555591979	9.962591546	0	5.335198431	2.470952078	2.982678241	1.439939537	2.809475915	2.238729535	2.749695027	0	2.454791111	1.655825874	3.995049872	3.256477522	4.718094158	27.36913796	4.12003493	0	4.152511091	5.561836504	12.92925234	891.7850395	3.398693597	2314.637997	9.851683546	0	90.90582	64.09641842	8.430201881	8.279587629	3.192743791	123.2448121	4.918978678	1.04286141	7.624262868	3.417302119	20.72761615	12.12678591	9.659346567	6.911288343	6.592322039	0	27.29847382	11.9140891	10.59161742	7.126377432	5.431365057	5.374927823	5.180732927	0	4.551397441	4.882374128	181.367814	96.07507377	38.44414044	1	26.98053778	1	30.06495458	1	42.19740894	1	11.11800868	289.4572221	27.02089268	4.286304707	116.7459471	54.71713383	61.83076827	73.05072485	9.299914707	176.0907969	49.12070013	0	18.66113893	18.83418976	2.799078671	8.824181849	4.261988176	117.0739999	10.5285362	1.894307963	7.626822934	0	1	98.96225945	1	127.7300766	78.6439659	1	149.8184402	1	0	1.58771931	5.566497774	2.275639786	9.847959592	0	4.399795577	2.415346949
1.379721879	0	0	1.276110649	1.814389232	0	1.925551957	0	1.474949809	1.017621184	1.189207619	1.120968861	1.306337202	0	1.109747329	1.326990353	0	1.152075838	1.25986059	0	0	0	0	1.156878892	64.4440298	448.559571	0	1395.808201	0	0	326.9676161	51.16471885	3.743811237	7.924175826	1.991006865	14.46876704	9.157017705	0	5.985225272	9.702475353	9.083325475	20.87222075	0	0	4.316328305	0	6.129307482	2.363984104	0	0	2.154851376	1	1.741557453	0	0	0	1	1	1	1	1	1	1	1	36.84600929	70.52238153	6.083852951	151.8434242	16.65255667	3.297221916	81.18461014	42.55805968	0	0	6.303041467	22.65270676	0	0	0	0	0	1.056115203	2.602906602	9.791634764	2.315408071	0	1.450070189	0	65.55241276	130.9968055	1	1	1	1	62.24584234	57.34053357	0	0	0	0	0	0	0	0
1.524086798	1.184802316	0	2.656138776	0	2.10332898	1.342661735	4.507143243	1.009757732	1.513708077	1.169404272	1.542444919	1.258982541	1.517145882	1.517145882	1.171482818	1.069525011	0	1.844745869	2.939094869	0	2.262087951	0	2.056707071	78.56942785	74.64983352	0	200.0033324	0	0	5.233961386	41.86761458	3.938921388	4.640839388	3.005730068	15.16370158	10.44354367	1.18810737	5.271584532	9.137138339	14.93760646	27.97366092	2.843711485	3.863198521	37.54447063	0	87.87433924	48.17803439	2.549678122	0	2.853989163	3.150703583	0	1.811780645	1.266810029	2.200869258	1	1	4.592366645	1	1	1	1	1	67.35186059	88.73503278	8.974085624	64.94971999	25.96886501	4.399113947	98.21248319	49.96229076	0	1.884029811	0	27.68033238	0	0	2.443871341	0	13.68393813	1.567706041	0	23.97084292	0	1.789153781	1.38369743	6.657051717	65.12940483	149.4782359	1	49.35032468	1	1	100.0321254	92.26498695	0	1.351055298	0	0	0	0	0	1.510829499
1	2.076582118	0	4.046148003	1.20418097	1	2.340167827	0	0	1.358749252	1.211243603	2.029797191	1.346669376	0	1.946278076	1.229195464	0	1.234976454	1.785991051	9.771034527	2.252431711	0	1.567502832	0	0	300.7490011	0	403.2403709	91.19336735	0	1506.447789	29.34017143	0	5.407913697	1.673913662	21.7142074	6.688634411	0	9.719166874	12.22003044	0	41.41294555	1.060100275	4.766773019	26.52931298	1	84.24954421	37.24608311	1	1.471261398	0	2.122192811	2.034906921	1	2.374752499	1.459906767	1	1	1	1	1	1	1	1	10.51373033	141.9352151	6.83887128	122.5141093	20.72982646	1	137.2802906	36.21409024	0	3.941545511	0	42.54473753	0	0	31.3846158	0	0	1.485173055	0	18.44571738	1.509709883	0	1.974210626	1.60976589	1	162.0623976	1	71.93126131	21.9060971	1	119.0313434	90.47456297	0	0	0	1.758458819	0	0	2.252589953	0
5.04010226	1.697926126	0	2.246200128	1.785064846	18.42548826	2.741736077	2.696819402	1.866503481	1.553995782	1.025508453	1.59701092	1.486310371	5.29267029	1.343381938	1.517145882	3.947039137	2.019682455	0	16.42384307	1.464301139	17.31717219	1.071843933	1.865501777	85.44645076	577.297753	0	1307.532092	307.5871969	87.15457396	1084.580635	871.8273462	5.003713266	4.956776279	1.94595569	27.41477787	7.457988743	8.880865784	5.598791652	10.69651396	14.16487197	18.51432049	0	3.83424167	7.671271226	47.80631476	19.1545562	6.29695647	3.861731927	5.74216774	0	2.273871726	0	17.4883403	0	1.699320611	1	1	1	1	1	232.5141756	1	1	135.9918633	140.3009617	5.781871249	198.1429337	33.54018597	30.6818982	138.8184336	73.92108953	34.61284579	28.5302307	0	88.00087552	0	87.32693819	20.390066	22.6096907	5.009640947	3.290658482	0	85.40883411	0	15.83491016	1.655208539	2.997626217	96.85000947	178.2788113	1	81.1579563	83.78044659	89.06888953	137.3362757	78.50336355	1.726522373	1.275837821	0	2.287190207	1.85807422	11.48143804	0	1.541436415
2.28914556	4.304706773	1.080112075	2.367759813	2.559113615	2.068957112	3.834353722	3.891509017	1.3422868	2.043839055	1.28150074	1.308505435	1.344477413	1.573705487	1.536681492	1.641638843	1.707971749	1.488462401	1.387649309	1.979891304	1.751130404	2.878547158	1.156878892	1.665280046	2.265247745	905.0281891	0	305.9097054	0	0	1004.586513	6.285056955	5.07501768	9.135481974	2.139108122	14.00852728	12.30580992	1.528959142	7.284202648	10.70833679	47.75987595	83.42470785	1.857934929	6.966548245	38.63697526	1.103674715	156.4175099	71.39311315	6.066061169	1.465579836	1.005377007	3.338464084	4.033097332	1.089794668	3.743479109	1.999724314	1	1	1	1	1	1	1	1	44.85807789	150.0141078	8.015415372	105.2918355	17.6523956	4.064288877	98.54977233	48.01222431	2.210585923	21.89944323	0	33.12830551	0	0	4.823020175	0	9.561163397	1.879116157	1.750806602	30.81894199	2.817217452	1.632412733	3.228824721	4.589979731	82.48360388	167.8804753	1	12.32031528	33.92741615	1	134.8039178	104.6698707	0	1.536321373	0	0	2.169612067	0	1.001263862	4.375945172
11.25477008	13.16118229	12.12394715	10.02571146	9.365798624	7.086916672	11.45879125	12.64289638	4.12747908	6.078656167	3.92458775	3.651495946	3.363685147	3.077954747	5.014038992	4.215437815	9.417885978	12.87243347	10.3634478	18.48119507	9.465124153	6.795654709	9.021518051	9.099385591	18.0168642	1073.082253	28.9560291	301.8573279	38.74928497	17.62300202	3453.157117	38.07388288	7.239242445	27.27969085	6.375595004	41.53129018	22.20465845	2.894661501	30.70630764	19.38837381	37.60419678	102.4645888	32.99740112	21.55927521	40.85229319	13.49770115	91.40417488	50.02645967	18.09450904	15.38582043	11.34631347	9.140768495	13.72961963	11.05557478	10.94556755	15.39100329	173.3155993	221.7636359	172.6114013	90.3248472	77.94831025	102.274685	120.5018202	135.7130289	68.28078092	293.5232394	23.43582338	222.4034197	34.9336922	11.35261227	255.6935568	67.18306895	48.32429493	67.67512907	81.23896407	152.8896091	43.94472624	45.41865512	73.88797452	54.04805773	8.385665998	8.964446733	12.05526906	33.8771938	11.31754326	13.36634102	7.345895857	9.924923566	98.17491164	185.1095267	78.24651264	99.3191376	64.34209634	61.30115264	140.0474711	79.22690445	9.3962628	14.33719295	6.999989555	7.189000777	9.465059829	4.973014644	9.377159679	10.11278672
14.35914154	15.58495043	13.78978013	10.03542279	14.1180376	7.435997541	10.23453476	9.399737459	3.962977834	5.755234332	4.709655771	3.645258301	4.064326242	3.131156898	5.13710314	2.799481888	11.706791	12.56172449	14.56710463	42.75172869	13.51612361	7.420625478	10.13823848	7.776397126	439.9556424	9748.399972	29.019936	686.6402281	1015.25506	19.47662014	7876.571032	197.5765539	11.10952425	28.29509323	6.780752582	43.13160005	26.2839897	3.189956424	27.15760474	17.58380644	112.1820615	250.7008918	35.89366689	25.88981579	136.0609824	17.05241081	214.5991307	104.2285781	9.638517077	11.98634683	12.9618519	11.31618978	11.45183022	7.043136614	10.60653897	8.06927459	110.6745714	270.5532163	96.1512216	157.3657002	96.30347657	10.34740915	140.6237977	21.83105312	207.1387236	475.3497245	28.15081744	234.1595965	78.68035406	8.753130264	441.9679792	126.4093935	70.76250308	143.8566224	46.50417888	172.1408784	55.23729552	27.08432241	133.4338328	31.65830093	11.15478646	23.90551247	14.23485858	102.3683091	16.86228274	7.589515074	20.90477503	8.751525193	127.3124794	626	71.47906583	101.5148094	101.0007353	43.71867561	200.7284012	99.53188708	11.26499513	18.15905472	8.93870414	9.380980051	12.30589727	4.636327879	7.812365781	6.62043443
