CCL2_BacillusS	CCL2_BacteroidesV	CCL2_CandidaA	CCL2_CD3.CD28	CCL2_ClostridiumP	CCL2_PBS	CCL2_PseudomonasA	CCL2_StaphA	IL.1a_BacillusS	IL.1a_BacteroidesV	IL.1a_CandidaA	IL.1a_CD3.CD28	IL.1a_ClostridiumP	IL.1a_PBS	IL.1a_PseudomonasA	IL.1a_StaphA	IL.5_BacillusS	IL.5_BacteroidesV	IL.5_CandidaA	IL.5_CD3.CD28	IL.5_ClostridiumP	IL.5_PBS	IL.5_PseudomonasA	IL.5_StaphA	IFN.y_BacillusS	IFN.y_BacteroidesV	IFN.y_CandidaA	IFN.y_CD3.CD28	IFN.y_ClostridiumP	IFN.y_PBS	IFN.y_PseudomonasA	IFN.y_StaphA	TNF.a_BacillusS	TNF.a_BacteroidesV	TNF.a_CandidaA	TNF.a_CD3.CD28	TNF.a_ClostridiumP	TNF.a_PBS	TNF.a_PseudomonasA	TNF.a_StaphA	CXCL1_BacillusS	CXCL1_BacteroidesV	CXCL1_CandidaA	CXCL1_CD3.CD28	CXCL1_ClostridiumP	CXCL1_PBS	CXCL1_PseudomonasA	CXCL1_StaphA	IL.1b_BacillusS	IL.1b_BacteroidesV	IL.1b_CandidaA	IL.1b_CD3.CD28	IL.1b_ClostridiumP	IL.1b_PBS	IL.1b_PseudomonasA	IL.1b_StaphA	IL.10_BacillusS	IL.10_BacteroidesV	IL.10_CandidaA	IL.10_CD3.CD28	IL.10_ClostridiumP	IL.10_PBS	IL.10_PseudomonasA	IL.10_StaphA	CCL3_BacillusS	CCL3_BacteroidesV	CCL3_CandidaA	CCL3_CD3.CD28	CCL3_ClostridiumP	CCL3_PBS	CCL3_PseudomonasA	CCL3_StaphA	CCL4_BacillusS	CCL4_BacteroidesV	CCL4_CandidaA	CCL4_CD3.CD28	CCL4_ClostridiumP	CCL4_PBS	CCL4_PseudomonasA	CCL4_StaphA	IL.17_BacillusS	IL.17_BacteroidesV	IL.17_CandidaA	IL.17_CD3.CD28	IL.17_ClostridiumP	IL.17_PBS	IL.17_PseudomonasA	IL.17_StaphA	IL.6_BacillusS	IL.6_BacteroidesV	IL.6_CandidaA	IL.6_CD3.CD28	IL.6_ClostridiumP	IL.6_PBS	IL.6_PseudomonasA	IL.6_StaphA	IL.13_BacillusS	IL.13_BacteroidesV	IL.13_CandidaA	IL.13_CD3.CD28	IL.13_ClostridiumP	IL.13_PBS	IL.13_PseudomonasA	IL.13_StaphA
7.048743428	16.1737228	6.162004517	7.877638732	2.774511531	14.18074652	5.030918458	3.703065616	3.032388843	5.936271497	3.103039704	0	4.120987415	0	2.59662497	1.533227283	3.083471818	6.206223091	4.549152059	38.68722933	2.818490815	2.078434492	2.624192227	1.161691171	166.9146931	58.30905285	8.303754688	425.6552056	10.66803588	0	491.5972749	2.925749656	3.713631075	7.250478769	4.116816035	89.88208819	5.807797508	0	7.195925716	9.060985484	45.55329642	88.08478747	23.93871258	4.009390827	24.77249106	1	78.46449996	18.91057203	1.762820588	1.221556979	8.845281264	0	4.81062473	0	4.390368156	2.41893628	77.15248641	84.26059897	124.9423198	1	1	1	49.9684005	1	94.55870535	1	17.02980713	317.8852167	55.64063838	1.403832563	168.2973035	107.0897109	95.47566585	0	12.44562536	148.3917796	218.1737734	0	39.84808717	16.10587227	6.254269071	17.46312696	10.13465861	137.5026356	4.665635699	1.245470548	2.002221238	7.351163154	97.31539125	257.0643152	42.72571989	123.2749102	12.58569985	1	152.4352681	38.71440488	1.188002888	0	2.548444717	0	10.38960967	1.410275255	4.861427013	3.841994905
8.480137648	7.029663261	7.603806801	3.746732213	7.220654894	2.355924618	5.145885205	2.704973067	2.748277049	3.091226467	2.997270117	2.618904298	2.066891217	1.692682953	2.495815915	2.749695027	5.647344805	7.489423104	6.534280353	6.695488743	6.824356255	2.946250217	6.285411126	3.471038921	6.227524186	15.61920265	8.874094155	8.018415628	14.47924693	1.30110221	9.336723666	4.027107676	4.097791141	5.065905544	3.934565425	3.70071106	5.849743851	1.982227382	6.741023647	3.285002158	2.939367184	37.52954162	11.9587653	5.202738118	21.33403731	4.415653361	9.680148442	6.637532309	12.52890352	11.21084193	12.55432518	5.954659951	11.44680268	5.043766078	10.47732166	7.181986562	134.0407172	149.9495127	20.24935375	53.5344755	92.86452876	1	175.8035366	11.12523629	39.57260668	41.83721207	8.98187233	11.82639048	20.99883545	7.257310944	83.13686124	8.838189421	102.9021708	50.7266181	13.1595805	29.37826556	39.56066698	2.87671692	41.50571013	10.78319495	27.03381398	7.235580984	4.877272095	9.139352893	8.617899773	2.128881966	4.809337317	6.05625987	91.63871441	104.0493564	59.748792	1	84.64205167	27.59858945	129.4248419	26.46623576	5.27527756	5.088599202	5.713138342	5.749004027	10.30112997	3.478914162	3.411204329	2.713779242
13.87188173	12.35196862	9.598589402	11.00699457	8.852368723	8.654078907	13.22893867	14.54704115	3.224995322	2.759627896	2.71008668	3.786448	3.143021232	3.406280025	4.009527312	3.932575672	7.220223766	6.468251544	8.237876157	87.49155561	7.079460308	9.266102582	8.563281215	9.344529259	54.01412295	144.3414997	16.27094681	5848.999128	14.84431122	22.69633238	45.76400061	51.69589044	10.0872684	21.79225207	4.276960776	251.1523587	50.08058004	4.476813599	12.49131958	60.38900181	361.3502235	498.0626373	24.51206856	30.80945035	413.5370173	29.7340136	472.0240167	489.3720955	10.08123458	9.252616232	11.58264765	8.681335226	9.174784418	8.269179053	6.461988506	10.08123458	55.22097791	137.5176297	111.1160676	137.0324952	75.79605541	73.95374023	41.07586255	110.6009452	140.5510329	300.4702081	19.65257112	596.4639435	212.4917112	21.79573819	201.9325074	340.5501478	37.35508714	74.21489468	91.41426353	442.945855	55.00374831	38.28457252	59.21611632	101.1133117	8.958822556	6.85660103	9.264128969	181.656236	8.171884895	10.9867369	7.099795589	9.463732603	92.36694964	171.7270835	1	132.2326178	74.23444277	70.2795483	113.9560895	75.32599587	8.034066105	6.451932064	11.85669154	12.87561331	5.774132823	7.936280107	7.490541459	7.71115217
9.02662577	4.602124175	7.388102242	5.45571934	12.94330193	3.935580021	5.31668834	6.091404996	2.846702984	4.119365014	3.62967954	2.981220381	4.414676725	1.780643108	3.086800421	2.460247391	7.464831219	7.040774496	8.471406753	65.49625887	7.896051054	4.701105027	3.979023162	5.73780731	4.993019655	15.48332456	17.32093354	1710.979073	24.16131511	3.424555539	1859.367807	34.61641168	5.07805567	5.510916212	3.103795987	35.51143798	7.72783521	1.949700384	6.607788958	9.60906901	19.76167937	23.28744304	13.81248628	11.62503362	22.41253381	7.815258333	13.08153884	21.21503774	12.70188585	10.25918672	10.32356373	9.184507237	15.10613872	4.835915689	10.37312583	9.682644872	194.8664317	143.2300425	75.31624698	127.3585693	185.1230226	1	264.8186302	5.60231239	92.64708031	117.0280299	15.93750314	190.8720587	29.31693595	13.55249259	124.4621278	128.9310436	48.12484601	54.49705563	28.82725737	124.1600504	48.72277553	5.071242489	88.20790938	33.27496034	10.52262411	7.409188257	13.73494034	83.94035716	13.423359	5.724967356	7.889692414	10.10544845	108.5968212	211.8953292	34.94944829	106.9565028	75.73832502	61.02702004	133.2977236	73.49048351	5.053519885	5.734653135	6.855921524	8.418939872	8.505984755	2.602238656	1.256665164	4.812764457
3.065018898	4.394489569	4.354049181	0	2.80326413	1	2.758112448	2.559113615	1.586507792	1.540138587	1.604027228	1.135313797	1.960110267	0	4.68259056	1.278274563	1.230026846	1.83883381	3.127301427	17.11854122	1.264864574	0	3.733597116	0	0	0	2.272273175	1122.800545	0	0	0	0	2.691362586	2.618966467	1.735496322	40.34621052	2.938435514	0	5.015838164	2.45834629	7.873131359	8.669640626	3.81258596	0	3.501128272	0	6.529228994	3.016921718	1.645589266	0	1.681338123	0	1.494072303	0	0	1.166568353	1	1	1	1	1	1	1	1	28.27339528	90.57109763	4.431990853	229.3137033	7.747419426	2.727812731	79.58169266	19.94271418	0	0	0	113.4516769	0	0	13.63587621	0	1.444705427	1.220651173	2.365655204	88.49269185	4.04445756	0	4.107966986	1.490609107	32.68607809	161.3567675	1	111.4694094	1	1	133.4053642	1	0	1.162308105	0	0	0	0	1.616220387	0
6.820076499	12.73498121	5.362979545	6.658514653	5.875470381	8.997573966	9.545228165	5.59986623	2.184834885	2.963744921	2.183526197	3.336397067	2.354616462	3.058818527	4.117742819	2.93179726	4.616474839	5.241694785	5.454433315	41.48814897	3.983027675	7.312891933	6.709770482	7.361804341	6.494180066	104.0867544	7.423719498	4606.920877	6.193121165	15.99526092	898.3673726	108.4557509	10.17116022	34.15093235	3.586250206	242.0046563	34.06050913	3.022258679	23.30519912	87.79514832	119.552205	348.8215396	12.40850537	23.96594206	78.2869626	19.52856725	319.0454186	94.09271227	5.505390518	4.76435036	7.898683716	6.525503039	4.166061152	8.710226764	7.667652823	8.676521658	1	45.85106137	9.664113943	125.5120404	19.31462863	111.1896068	140.1420355	142.9564162	135.8147433	69.28312528	11.17233256	786.6278701	82.29470566	8.880823817	215.8894168	191.8039229	26.25272329	35.79985566	14.13402563	416.2061507	22.95372277	23.81280767	56.44083627	63.83681043	4.188976137	5.241001734	4.872731777	138.7211472	4.85458667	8.041233806	6.021844538	9.884298554	94.20693407	246.4055995	50.53701424	128.8745731	53.42847815	67.18450463	138.4673408	80.02477014	5.190587972	5.573635475	5.296489528	7.170440397	4.781532767	5.648677874	5.303563664	6.375226447
11.16732329	13.94430395	28.14119663	1.622737635	9.477324966	3.799259546	4.412482836	2.510931383	3.266998578	3.972594293	7.914275914	2.113271665	3.171259414	1.645181387	2.521920422	2.192692847	8.21765574	12.87243347	20.71759721	34.05203858	6.067249097	2.985724713	4.140321931	3.671186692	24.1413027	24.9868104	113.1799042	2412.095789	11.46662791	2.729451621	114.2835146	18.0348456	4.026228545	8.029925353	11.18928857	93.71293568	9.291347028	2.01991943	5.758145329	12.61860404	30.33529841	79.94992363	76.39959193	4.743016424	36.62080777	3.487247727	15.81997554	17.48995626	12.06729288	14.39841363	44.75097498	2.995671004	8.912946985	2.636957237	3.587529242	4.247242438	1	207.6817507	431.5963289	1	1	1	1	1	45.67861979	114.3417422	38.20537001	358.6635804	27.14243897	8.135546519	107.4885597	58.83763293	43.09334812	75.04857925	106.1552532	180.9605969	26.97780011	0	28.46655235	28.65755593	10.2341654	19.21152468	38.82006811	112.4271815	6.580853771	2.014728216	7.578867029	4.339836437	96.09157118	217.348333	114.4727761	98.73073123	51.58529558	1	139.5485383	37.85442524	6.295020264	11.98443942	22.65451134	6.426347964	6.164118674	1.480424056	2.959195774	1.518462434
18.77441302	12.97236052	11.50736226	12.39077008	9.215542865	8.760454572	16.36959259	13.42244966	5.809366125	4.210535583	3.663981745	4.299055235	3.380397587	3.042657844	5.206842749	3.504305272	8.03630483	8.066450407	6.248107146	284.7902099	5.481220128	7.891055034	7.841144651	6.929906982	50.03141985	810.7355295	15.87522661	7703.298636	63.2160087	16.61812266	1526.453593	33.18220423	13.31075701	42.77662327	6.604621534	369.8527777	33.08028218	4.497631665	27.86855064	46.67861139	244.9760133	374.484049	32.09548689	33.88938347	165.7117258	26.07018572	337.6415601	125.8246437	12.20403908	8.980703537	11.43172182	13.59109396	8.975860795	13.86828016	9.682644872	10.48725315	136.4079727	239.6003612	124.0149508	322.5438166	109.1996722	123.6577501	154.3071539	179.6047328	246.8396397	457.8559196	29.15589859	726.4190776	108.6237363	25.99505679	330.1175094	196.7610543	141.2410492	128.8181261	29.9918988	468.8107488	47.40567759	49.25984246	104.4357856	95.1394759	11.2451215	11.95695159	9.412278285	291.9262323	9.281185296	12.12915761	10.8432972	9.178996246	103.2324801	236.9685591	56.59862665	175.81979	100.3496407	67.55324094	203.0388849	99.27172033	9.874804042	4.564068713	7.516674252	15.89667932	7.722390369	9.614254606	12.60039642	7.793610751
7.954615055	5.866102204	6.920037824	3.860713662	8.359446243	5.362979545	0	9.007257516	1.995478085	2.901411702	3.562941766	3.734474414	4.024009476	1.613399966	6.425986473	2.475273915	2.262087951	6.397736255	5.312298135	24.85185963	6.234136019	2.153648566	4.945157632	3.871450052	13.92221615	16.49628797	1.193187014	2102.33267	24.30156504	0	1198.912499	33.6506909	5.149535852	6.396078547	3.776919079	90.83202975	10.31901378	1.382961703	1	8.595962889	16.74181283	28.17126178	19.83954621	5.194522614	28.07242389	3.161461662	48.2090277	19.41228786	3.403070969	12.51365337	7.223753257	1.601312118	10.73598671	0	9.898846297	14.46544847	14.01550115	131.2394556	177.8347946	1	30.15521956	1	1	1	44.56387849	87.49328646	9.067676608	298.1567721	14.60189836	2.514867844	138.2203512	53.97245398	16.49589508	38.47013853	30.66782648	148.0549825	0	0	0	0	3.918628328	7.771300136	10.16389452	66.9624204	47.3675885	0	4.714843825	3.020044622	93.3645827	198.8331165	35.7742124	99.696653	1	1	116.871776	74.53115053	3.563189625	6.712279876	0	2.611234487	3.482146502	2.409478455	0	35.72034772
24.71660644	21.33964011	9.865497564	11.87155567	19.26354783	10.56000397	29.15955135	22.76027521	2.498559309	4.685971017	3.791184509	3.356097701	4.895338406	3.055878071	6.841577334	4.76903215	5.294618091	8.136914214	8.476503674	186.9623017	10.17568549	5.815062652	9.79752515	9.8877327	27.37377435	1283.827382	21.97617341	3904.876621	411.9063809	11.55684763	19649.36995	1167.034358	10.75733356	61.50912596	6.309485733	170.1877528	84.92821032	4.231302051	40.06563617	111.5821999	357.5296687	714.8831989	56.02892669	43.51413348	382.2561872	27.45288603	657.4207341	315.2204809	4.663807837	13.54494939	10.9805532	10.95056455	14.34686674	10.07136247	11.47697228	15.65549322	108.4603407	190.8831875	142.7510864	159.217305	257.6831379	120.8615914	222.3387556	234.5898604	326.6836969	589.7558077	43.91299308	601.6866103	318.7370569	22.63009207	777.2367803	469.6056051	107.9125728	260.6874158	35.38385271	617.8340948	129.3859438	36.48509051	293.3262226	225.121368	8.863384537	11.84049938	12.68736261	221.5271618	26.87055138	7.446194066	15.07840185	15.27484098	114.1043026	201.1467974	86.39996783	171.1100604	115.5830465	74.92349695	209.2043793	116.5542525	7.928763753	16.21327088	7.70740654	13.82554274	9.132926138	7.155596697	9.304596786	6.701248689
54.95897214	16.92743236	18.05218509	22.08853276	54.22234242	31.04070498	16.8655324	26.9729746	5.431955371	5.825635748	6.199929054	3.764369901	8.666796183	1.801359672	14.04720589	5.076321481	33.54781759	52.95448935	19.70793528	260.1870238	34.10515721	5.901796757	42.56912846	20.90433488	2251.192505	3603.863794	3333.970813	3711.550945	0	5.233961386	10001	10001	30.90997751	48.33452689	57.44628339	117.8405784	128.1237132	4.478300036	49.28646503	85.39514919	633.3518225	629.0243554	151.7563289	72.82409642	848.357268	39.23780161	687.509963	302.2982257	12.01163529	11.68340735	8.618796675	11.95095404	14.53250991	3.637993857	14.1562853	9.501442431	267.225292	510.448573	64.94354557	323.9800417	270.0866552	1	390.0595259	204.7054436	2156.59878	1289.289945	730.9535357	424.7648263	1485.68342	333.7938306	1164.914832	782.0594765	1066.012437	720.9067096	452.0458833	587.010209	703.3854974	162.8125124	830.2461635	484.9918732	65.93213897	31.25963908	47.99245336	360.3644776	330.8781127	4.831941714	79.19801344	116.9928552	177.9669156	626	100.3033172	135.3362302	152.2396371	77.01781828	626	155.5104476	10.95609272	10.34728761	13.12762224	15.41353324	11.28817764	4.854469302	9.449768142	9.920834991
11.80844163	7.949802686	12.41501933	8.90076023	7.800709602	5.483581346	11.84242686	11.13817342	4.017570871	4.280975583	3.748625707	3.69995628	3.441401655	2.30107956	3.312203262	4.015961742	8.278358829	8.116764015	9.45462137	68.41854357	6.929906982	4.407231408	8.121800241	6.910679661	99.16304603	13.80862322	27.87684184	2076.90328	26.33575396	3.971211975	506.1628204	15.61920265	7.724595641	8.720972872	4.875195353	226.7044601	12.76325994	3.001600865	12.22860539	17.46813004	226.4930755	166.6519536	31.90699307	32.24062935	113.3929162	15.78341961	189.6737656	168.5774645	12.02681151	10.84569536	12.69170302	13.45783007	11.51721463	9.150485112	9.834889102	12.58992537	121.1491965	160.8641223	141.9974018	126.3652443	140.898857	111.7040334	187.0511641	139.1769466	132.1665789	179.8745156	36.73403164	478.453857	82.78897028	7.355142735	203.8633408	178.8354098	70.54181894	42.4633757	57.87050654	310.5170099	26.67939134	8.55089087	67.80524483	71.79000445	17.41568721	9.463732603	12.77482473	77.50799267	14.91520354	5.358148884	12.04296681	18.94164931	124.9488087	185.1846541	78.55454605	147.3687926	93.08317379	79.07560954	185.2889696	105.8856982	11.64386979	6.996290321	8.456774257	12.27103106	5.716723175	5.75977122	8.72967916	10.55899809
25.07402788	12.23554515	10.04027851	7.15376053	14.87911733	0	13.1030944	19.7184315	2.173066702	3.682736673	3.487391673	1.485172852	3.579975351	0	5.019220028	1.923719783	3.290013392	7.866088509	7.215356179	13.95292197	4.209561328	0	4.262782192	0	13.74388124	115.4185718	8.147568606	1412.568119	121.4786531	0	2872.654928	193.3254792	9.722505606	52.06162625	7.034222279	9.175245305	34.06427638	1.471718878	30.51581605	55.50532666	597.9935885	875.8007749	65.22314386	26.16742531	587.1334995	4.210435809	824.9759699	1034.496151	7.354017673	9.75135296	5.865895293	2.442843337	7.536256339	0	2.640468913	3.893448831	1	40.90102147	87.45909366	1	37.12083583	1	57.48613982	1	358.6747044	925.045134	44.39094615	114.2988045	231.8757463	11.15560862	612.8577207	580.4741453	46.86511693	0	29.56881171	170.5084165	78.92953275	0	132.8589006	182.5558172	0	64.76354287	4.813854947	272.2985668	8.155515501	0	39.47921559	9.618621033	124.13975	170.8727879	70.69874247	178.6094762	189.8902455	1	223.2368957	104.7398424	4.89972939	0	6.815363278	3.124814009	18.82827096	0	6.81167786	0
31.58177492	30.19261401	3.913533177	22.52137119	28.17658437	13.07888816	27.78684202	41.64228332	4.874785939	4.531272211	1.844285053	5.142323465	5.161478754	3.887911406	4.850842386	5.870901727	10.9427803	9.45462137	1.815266713	59.91072766	8.871489487	9.765738648	10.61694774	11.18874463	470.9269248	28.34069003	0	7986.076384	51.16471885	24.40191789	1086.2142	97.55986031	11.61807403	35.77420999	3.478165628	345.175328	48.71628243	4.658795435	31.91307051	73.77548792	522.9988296	745.5248611	20.78016962	117.1836818	508.118464	51.36752393	846.4406779	641.7408483	11.76409548	12.61536109	4.398586822	12.75790773	12.76300199	10.29879612	14.64089513	14.95092925	183.8747209	172.09857	1	242.4708454	155.6395112	86.44756873	227.0279257	177.137573	115.2311251	336.6417435	10.39499638	684.852822	195.8969223	15.77051227	419.9613877	477.471705	67.45192889	97.21733978	2.229943351	465.8248246	58.77471175	42.07660348	100.5199855	136.0732363	24.61873457	17.15194647	2.820851256	221.0038662	11.35380513	12.11683393	16.39999727	32.04462889	89.860911	177.8872406	1	143.0991397	95.21581961	81.40969204	154.0438387	116.7536285	10.88664421	12.30977142	2.802085682	13.3486343	11.98056772	8.676547814	13.56189371	13.30210476
11.7793101	18.45380668	9.045995545	9.831518874	14.45551834	7.096462646	16.81313929	9.676218638	3.902249679	4.611779455	3.864052501	3.022131587	4.416335549	2.658050978	3.743906662	3.8339	6.421214816	13.33312849	12.15205354	58.3323393	8.547949753	5.136377758	9.744562629	7.617679808	208.491907	111.2747126	15.0114404	1323.571159	21.34096825	6.494180066	51.3163341	40.72546293	6.276470518	16.17236796	3.581971508	55.03909456	23.52256249	2.948029462	14.99360117	19.99822509	244.1645013	482.202826	62.55921605	41.5191475	282.6917532	35.83442232	712.3182519	302.3405656	11.57257789	14.3262525	11.73382914	11.09561522	11.26600754	8.06927459	11.04056479	10.97555429	115.6521988	179.0365747	113.9749373	245.0501452	155.7060257	1.487144434	149.4776956	230.8243326	104.3898558	306.762836	19.4662642	284.2518203	104.4573499	10.73597323	304.3078392	183.9781164	50.41012046	89.85860466	34.86310073	170.6523965	61.94471109	11.04186566	70.98300853	52.53961471	9.463732603	11.78545215	11.63293179	99.11535477	11.79156486	6.23933919	14.40254794	5.236336037	101.7771026	195.8401401	76.09241167	90.65793605	83.64458862	56.42194204	145.7859392	81.49327273	6.609425474	8.203624258	9.18249197	7.099969593	9.442123035	4.468089736	7.330265147	5.634370578
3.944405069	6.682251287	3.829963662	9.797542505	10.90010459	0	6.596836777	12.5604869	3.776980788	4.711348981	1.857851526	3.075008092	2.808047451	1.36535542	2.749695027	3.423062404	7.811242024	8.604202206	6.178349369	15.57533892	8.840534639	2.0908929	2.081546184	9.649419584	9.823544282	19.16285752	7.486011987	1829.513426	11.42162874	0	2.45882632	6.389226929	5.818667906	6.803015793	3.387655614	58.56159831	4.34487481	1.33178925	5.125183413	8.551608781	117.8928575	57.4338922	24.90981365	9.545216672	25.3642247	1.904874576	56.50212495	61.66790781	1.047237151	5.422672739	11.21585546	0	4.651280922	3.013995536	13.28887861	6.2498053	97.36774599	1	122.512757	1	69.91986274	1	1	1	24.81695731	70.08091015	4.411057718	249.4618835	22.28534549	1.018526734	42.39198989	28.7808362	36.89967178	0	24.9273708	132.0018318	22.65270676	0	0	30.22439013	0	0	8.210122186	50.63570525	4.545700386	1.460828285	4.479594669	3.667744496	80.60124953	166.881881	42.26730183	82.62321303	48.31658886	1	103.9996256	58.53202741	0	2.777649235	7.18157586	2.765452622	2.937497981	1.086406222	7.576448724	6.37157731
9.588886807	8.799150419	7.082144082	6.601579291	10.3511103	3.464699998	8.557424455	8.499456194	2.952113991	3.492001787	3.704657108	2.171760518	4.011135606	2.16132108	3.294096497	3.205555766	8.593966908	8.696470705	7.391197742	47.77438944	6.505957032	3.524516639	6.067249097	5.365454494	27.33199203	100.6828238	20.56126558	2219.815825	14.49576223	5.458602282	1492.620788	19.99752719	11.94941063	23.19201964	4.315323295	87.49656004	17.26542743	3.095483632	30.88568091	24.59724658	52.13346826	69.03313873	19.47686464	8.689659345	30.80945035	9.483164838	66.00633673	38.39707425	12.77319118	7.084730939	9.491663794	10.20970769	22.3129969	7.284172634	10.42768522	9.374451285	134.6685719	240.7617325	45.16036873	153.6394922	245.4877527	88.31310725	125.7966251	1	224.0331571	303.865341	22.14880559	432.9662958	80.70906388	7.740020977	405.0935048	244.2141678	78.94737234	81.85741452	40.17623691	239.4021611	48.12484601	32.85577871	97.66773171	68.10241925	9.762732734	10.28109447	8.679062319	184.2007298	13.94586172	4.313825409	8.024951463	6.596068647	112.7529691	198.4520474	57.89832367	87.71906438	138.0987398	61.10553926	177.9539978	73.97842462	6.859610325	10.16657658	7.341432809	7.27074158	6.302305213	7.864907881	7.27074158	6.367928494
25.16437513	24.25836901	13.03531262	12.44896609	11.29363377	5.497519167	15.47466653	12.10453638	3.715633315	3.813313779	3.665543454	3.562941766	3.778558119	2.285103062	4.266201316	3.751772818	8.502001042	9.776331155	12.70838876	471.8907088	8.491799545	6.192281321	9.834643392	8.640052191	522.8759468	2931.692889	21.11166602	17546.57932	69.51874666	17.1441818	921.5809191	1546.454174	15.68395141	42.63469862	33.96445544	195.4503085	18.07221335	3.80431078	16.63921459	28.6107023	200.0440343	507.758418	167.3410568	34.94786666	71.63418215	17.2895471	230.9601587	64.66413819	9.491663794	13.41685226	12.44251432	11.60279057	10.0072305	7.470731904	10.9705557	12.26994569	149.0728856	244.721669	113.09728	278.6691303	83.71207043	21.64543899	118.6262427	161.9805348	259.5373184	483.0866975	112.4952759	503.5465662	50.03253147	24.103558	271.0686156	98.76441912	105.2157072	161.7384526	58.71708505	474.5936385	52.34311531	20.06618158	76.70833553	64.75918223	14.6550464	13.7413192	12.97536291	243.9982599	10.35161022	7.895088072	12.14148485	11.14877174	114.1782319	196.1063332	76.88496247	159.1429876	84.24138822	67.70312583	133.6314644	97.11654585	14.24418482	11.71350712	8.113144746	13.68209028	6.878058525	4.993991989	10.8557851	11.43117824
45.98234672	24.73472484	14.3109391	8.533268735	18.55759988	3.073413044	9.807249797	57.8004097	4.502867336	4.153478647	4.910770539	2.163929266	4.414676725	1.506841181	4.072405176	3.69525741	6.939526664	6.786095667	9.58612716	16.94434799	6.477671588	1.812329971	5.254909143	4.324482527	183.2386044	645.54124	18.94252679	2896.660974	43.74297024	0	830.0594644	1839.000156	8.722619315	23.38737504	5.254774785	59.02636385	25.73113986	1.765888407	8.600892989	54.25626452	719.1007669	1010.047763	74.07942047	40.91284694	539.4757127	12.41981757	435.0069088	1024.683258	16.18017654	7.63945781	14.59443606	4.848574435	5.23664571	1.448586165	4.113533659	5.026712588	126.5072848	1	131.3799397	1	1	1	1	1	174.1323935	410.170067	21.57952341	303.2354952	192.1443107	2.269222881	132.117668	510.7279611	101.5246074	101.0474484	49.5776266	183.5396128	52.95181562	0	59.50360801	180.0711224	20.9895402	12.80610168	8.690197796	98.0438605	7.889692414	2.97899846	6.012024609	27.04866473	115.1732679	626	78.41364405	73.49048351	81.07371087	22.88669808	127.4851052	86.83366251	45.65779653	24.30995223	7.185288191	3.998214639	5.324796467	0	5.190587972	2.747184871
16.87505682	1	9.66651418	17.17957711	11.67734046	2.856842435	26.55313418	7.853593225	0	0	3.635908411	0	2.57302542	1.45119879	3.04853111	3.99506207	13.67669498	97.02353563	8.861167928	14.23034012	5.396542545	2.672252952	6.771764751	5.114526258	0	6.706424566	7.788249067	10.75556873	0	0	22.11177851	8.927990195	1	1	3.283600355	1	44.52305136	1.658307214	11.72043624	9.802677759	751.6496782	378.0606984	36.24949717	27.01821604	647.4807084	12.07069424	1	120.6631846	11.88020747	10.96555744	13.28887861	7.279521248	11.8650543	1.505528354	1.855025824	6.625593443	90.17043718	55.55739429	94.6256787	1	59.32213388	1	1	1	159.0632606	56.63106005	23.82567597	5.642954226	1	4.467969415	215.8953211	26.84142553	0	183.9298249	0	0	0	0	0	13.57091426	0	0	7.319578697	5.264353582	18.48692943	2.849994103	0	12.09835509	1	1	67.75296462	1	1	1	100.326485	1	0	0	8.646201161	3.756192844	19.19064381	0	0	2.356845663
8.89108109	8.915279715	6.53047609	9.346406619	7.882448389	3.86950773	6.596836777	7.024893897	3.204062049	3.153414895	3.135604254	2.462977115	3.057348179	1.926221577	2.656649435	2.635656901	5.458894809	5.548373883	5.678953993	14.53800742	8.081535188	2.738028568	3.433026853	5.281370814	9.378032691	8.369217903	15.99526092	5316.667496	13.5182518	2.870098126	8.277632835	9.922182563	8.448234266	12.0332643	3.437094836	101.4591079	12.57386631	2.411000416	8.67982504	13.63487226	117.393231	130.0923199	22.39913827	50.89923246	87.38871816	16.55624035	199.0963539	99.21048301	8.898439504	10.83571527	10.45746288	8.093023526	12.79357227	6.00361604	4.509955221	8.18339141	1	89.08798666	100.6201417	1	40.37598232	1	61.14957643	111.9977189	128.3986799	168.3274811	19.17788658	436.2248816	33.56773613	7.925727874	184.5534478	74.26697244	14.37232672	29.25118102	21.46856387	140.7526313	24.09169266	8.892970818	19.43960866	34.13266013	3.08394755	7.76593291	11.11871251	177.061888	8.457327086	3.675863175	5.311173827	5.009640947	82.94719574	211.4570049	64.79132935	93.00113228	132.3110977	36.3778516	139.0243934	51.68596895	2.017587426	5.602202338	3.241789672	7.393577408	3.331025155	2.152558889	3.504793208	5.392135626
