Genes	module
Cluap1	14.2.2
Dst	14.2.2
Ercc3	14.2.2
Fam169b	14.2.2
Fbxl8	14.2.2
Fbxo22	14.2.2
Gm11648	14.2.2
Gtf3c1	14.2.2
Meis3	14.2.2
Mir142	14.2.2
Mrpl44	14.2.2
Piezo1	14.2.2
Prdm9	14.2.2
Rpain	14.2.2
Rreb1	14.2.2
Sirt6	14.2.2
Soat1	14.2.2
Socs7	14.2.2
Svil	14.2.2
Vps9d1	14.2.2
Xlr3a	14.2.2
Zbtb10	14.2.2
Zdhhc12	14.2.2
Zfp266	14.2.2
Zfp395	14.2.2
0610009D07Rik	15.1.1
1810037I17Rik	15.1.1
1810043H04Rik	15.1.1
2010016I18Rik	15.1.1
2310039H08Rik	15.1.1
3110062M04Rik	15.1.1
4930578M01Rik	15.1.1
A530032D15Rik	15.1.1
Abracl	15.1.1
Actn4	15.1.1
Agrn	15.1.1
Ankrd28	15.1.1
Ap1b1	15.1.1
Ap3d1	15.1.1
Armc3	15.1.1
B3gnt7	15.1.1
BC017612	15.1.1
Bambi-ps1	15.1.1
Becn1	15.1.1
Bzrap1	15.1.1
Cacybp	15.1.1
Cox14	15.1.1
Cox16	15.1.1
Cox17	15.1.1
Cry2	15.1.1
Cxcl1	15.1.1
Cyhr1	15.1.1
Cyp4f16	15.1.1
Def6	15.1.1
Dhx58	15.1.1
Dnaja4	15.1.1
Fam222b	15.1.1
Farp2	15.1.1
Fbxo33	15.1.1
Fiz1	15.1.1
Fnbp1l	15.1.1
Fopnl	15.1.1
Ftsj3	15.1.1
Gm12216	15.1.1
Gm4832	15.1.1
Gm4956	15.1.1
Gpr133	15.1.1
Hexim1	15.1.1
Higd1a	15.1.1
Hist1h3i	15.1.1
Hist1h4j	15.1.1
Hsf2	15.1.1
Il1r2	15.1.1
Jrkl	15.1.1
Katna1	15.1.1
Krtcap3	15.1.1
Lsm3	15.1.1
Lsm5	15.1.1
Lsm7	15.1.1
Mafg	15.1.1
Map2k2	15.1.1
Mdm4	15.1.1
Med28	15.1.1
Med31	15.1.1
Meg3	15.1.1
Mgst2	15.1.1
Mnf1	15.1.1
Mppe1	15.1.1
Naprt1	15.1.1
Nck2	15.1.1
Ndufa4	15.1.1
Ndufb3	15.1.1
Nlrc3	15.1.1
Nsmce4a	15.1.1
Pcnp	15.1.1
Pou2af1	15.1.1
Psme3	15.1.1
Ptpra	15.1.1
Rasgrp4	15.1.1
Rbm34	15.1.1
Romo1	15.1.1
S100a4	15.1.1
Samd3	15.1.1
Sertad3	15.1.1
Sh3bp1	15.1.1
Slc12a9	15.1.1
Snhg3	15.1.1
Snora78	15.1.1
Snx16	15.1.1
Sowahc	15.1.1
Strn3	15.1.1
Tgfb1	15.1.1
Timm10b	15.1.1
Tmem256	15.1.1
Tomm22	15.1.1
Tomm7	15.1.1
Tsen34	15.1.1
Ubap2l	15.1.1
Uqcrb	15.1.1
Usmg5	15.1.1
Utp14a	15.1.1
Xcl1	15.1.1
Zmpste24	15.1.1
2010107E04Rik	15.1.2
Arhgdia	15.1.2
Atp5l	15.1.2
Cd19	15.1.2
Cd4	15.1.2
Cox6b1	15.1.2
Csk	15.1.2
Cyba	15.1.2
Dazap2	15.1.2
Gm15421	15.1.2
Gm5506	15.1.2
Gm6251	15.1.2
Gm6525	15.1.2
Gnai2	15.1.2
Iqgap1	15.1.2
Itgb7	15.1.2
Kbtbd11	15.1.2
Minos1	15.1.2
Nop10	15.1.2
Pomp	15.1.2
Psmb1	15.1.2
Psme2	15.1.2
Ptpn18	15.1.2
Rhog	15.1.2
Rpl22l1	15.1.2
Rps12	15.1.2
Rps15a-ps4	15.1.2
Rps15a-ps6	15.1.2
Snrpe	15.1.2
Snrpg	15.1.2
Srgn	15.1.2
Srsf3	15.1.2
Sub1	15.1.2
Uqcrh	15.1.2
2700029M09Rik	16.1.1
A930005H10Rik	16.1.1
Aak1	16.1.1
Agpat3	16.1.1
B3gat3	16.1.1
B3gnt2	16.1.1
Brap	16.1.1
Brf1	16.1.1
C1d	16.1.1
Ccng1	16.1.1
Cdkn2d	16.1.1
Chchd3	16.1.1
Cmas	16.1.1
Cnot1	16.1.1
Cnot6	16.1.1
Commd8	16.1.1
Ctage5	16.1.1
Ddx39	16.1.1
Entpd5	16.1.1
Fam178a	16.1.1
Gbp7	16.1.1
Gprasp1	16.1.1
Hadh	16.1.1
Il2rb	16.1.1
Il6st	16.1.1
Lamtor1	16.1.1
Maea	16.1.1
Mark3	16.1.1
Mrpl35	16.1.1
Mrps36	16.1.1
Ms4a6c	16.1.1
Nhp2l1	16.1.1
Nt5c	16.1.1
Pkmyt1	16.1.1
Psat1	16.1.1
Raly	16.1.1
Rfc3	16.1.1
Rfx1	16.1.1
Rnf115	16.1.1
Slc12a7	16.1.1
Slc39a7	16.1.1
Tbc1d9b	16.1.1
Tfrc	16.1.1
Trabd	16.1.1
Traf3	16.1.1
Trappc2l	16.1.1
Tsta3	16.1.1
Txnl1	16.1.1
Txnrd1	16.1.1
Ube2m	16.1.1
Ufc1	16.1.1
Uhrf2	16.1.1
Yipf5	16.1.1
Aamdc	16.1.2
Ampd2	16.1.2
Armcx2	16.1.2
B4galt6	16.1.2
Braf	16.1.2
Cabp2	16.1.2
Cars	16.1.2
Cd59a	16.1.2
Clip1	16.1.2
Comt	16.1.2
Coq5	16.1.2
Cuedc2	16.1.2
Dact1	16.1.2
Ddx56	16.1.2
Diablo	16.1.2
Dnpep	16.1.2
Elavl4	16.1.2
Exoc1	16.1.2
Fam63a	16.1.2
Folr2	16.1.2
Gar1	16.1.2
Gm5523	16.1.2
Gpank1	16.1.2
Hnrpll	16.1.2
Itgb1bp2	16.1.2
Krt18	16.1.2
Lynx1	16.1.2
Mfap3l	16.1.2
Mlh1	16.1.2
Mtmr4	16.1.2
Mvd	16.1.2
Naaa	16.1.2
Ndfip1	16.1.2
Nmb	16.1.2
Nudt16	16.1.2
Nudt5	16.1.2
Odf2	16.1.2
Pabpc4	16.1.2
Pold3	16.1.2
Ppan	16.1.2
Ppm1h	16.1.2
Ppp1r16a	16.1.2
Ppp2r5e	16.1.2
Ptges2	16.1.2
Pvr	16.1.2
Pvrl2	16.1.2
Rai1	16.1.2
Rarg	16.1.2
Rbms2	16.1.2
Rcn3	16.1.2
Rdm1	16.1.2
Recql5	16.1.2
Rhot1	16.1.2
Rnf11	16.1.2
Rrp1b	16.1.2
Rsrc1	16.1.2
Rxra	16.1.2
Scly	16.1.2
Sgk3	16.1.2
Slc43a3	16.1.2
Snapin	16.1.2
Sox9	16.1.2
Telo2	16.1.2
Timm17a	16.1.2
Timm22	16.1.2
Tm9sf4	16.1.2
Tor1a	16.1.2
Vps4a	16.1.2
Wsb2	16.1.2
Zc3h12d	16.1.2
Zcchc24	16.1.2
Zfp628	16.1.2
Zfx	16.1.2
Znhit2	16.1.2
Zscan21	16.1.2
0610009B22Rik	2.1.1.1.1.1.1.1
1700067K01Rik	2.1.1.1.1.1.1.1
2610305D13Rik	2.1.1.1.1.1.1.1
2610528A11Rik	2.1.1.1.1.1.1.1
4732491K20Rik	2.1.1.1.1.1.1.1
6330418K02Rik	2.1.1.1.1.1.1.1
Ablim3	2.1.1.1.1.1.1.1
Amhr2	2.1.1.1.1.1.1.1
Aoah	2.1.1.1.1.1.1.1
Atcay	2.1.1.1.1.1.1.1
Atp6v0e2	2.1.1.1.1.1.1.1
Atp6v1g2	2.1.1.1.1.1.1.1
B9d1	2.1.1.1.1.1.1.1
Cd300a	2.1.1.1.1.1.1.1
Cdc42bpa	2.1.1.1.1.1.1.1
Clec1a	2.1.1.1.1.1.1.1
Clec4b1	2.1.1.1.1.1.1.1
Clnk	2.1.1.1.1.1.1.1
Clstn3	2.1.1.1.1.1.1.1
Cpeb1	2.1.1.1.1.1.1.1
Ctsk	2.1.1.1.1.1.1.1
D430019H16Rik	2.1.1.1.1.1.1.1
Dapk2	2.1.1.1.1.1.1.1
Dpysl3	2.1.1.1.1.1.1.1
Dram1	2.1.1.1.1.1.1.1
E130317F20Rik	2.1.1.1.1.1.1.1
Ecscr	2.1.1.1.1.1.1.1
Fam124a	2.1.1.1.1.1.1.1
Fam64a	2.1.1.1.1.1.1.1
Fzd5	2.1.1.1.1.1.1.1
Gm4980	2.1.1.1.1.1.1.1
Gpr153	2.1.1.1.1.1.1.1
Gpr19	2.1.1.1.1.1.1.1
H2-T24	2.1.1.1.1.1.1.1
Hes7	2.1.1.1.1.1.1.1
Hist1h3c	2.1.1.1.1.1.1.1
Hist2h4	2.1.1.1.1.1.1.1
Homez	2.1.1.1.1.1.1.1
Hyal3	2.1.1.1.1.1.1.1
Il13ra2	2.1.1.1.1.1.1.1
Irs3	2.1.1.1.1.1.1.1
Irx3	2.1.1.1.1.1.1.1
Islr	2.1.1.1.1.1.1.1
Itga5	2.1.1.1.1.1.1.1
Kcnj8	2.1.1.1.1.1.1.1
Kctd21	2.1.1.1.1.1.1.1
Kif18a	2.1.1.1.1.1.1.1
Klf15	2.1.1.1.1.1.1.1
Klhdc1	2.1.1.1.1.1.1.1
Klhdc8b	2.1.1.1.1.1.1.1
Klk1b24	2.1.1.1.1.1.1.1
Lif	2.1.1.1.1.1.1.1
Limch1	2.1.1.1.1.1.1.1
Lmod2	2.1.1.1.1.1.1.1
Lrp5	2.1.1.1.1.1.1.1
Lrrc20	2.1.1.1.1.1.1.1
Lrrc39	2.1.1.1.1.1.1.1
Lurap1l	2.1.1.1.1.1.1.1
Mcts2	2.1.1.1.1.1.1.1
Met	2.1.1.1.1.1.1.1
Mlf1ip	2.1.1.1.1.1.1.1
Mycl1	2.1.1.1.1.1.1.1
Mylk4	2.1.1.1.1.1.1.1
Myo5c	2.1.1.1.1.1.1.1
Neurl1b	2.1.1.1.1.1.1.1
Nr6a1	2.1.1.1.1.1.1.1
Odf2l	2.1.1.1.1.1.1.1
Pacsin3	2.1.1.1.1.1.1.1
Paqr9	2.1.1.1.1.1.1.1
Pcolce2	2.1.1.1.1.1.1.1
Pibf1	2.1.1.1.1.1.1.1
Prex2	2.1.1.1.1.1.1.1
Psg22	2.1.1.1.1.1.1.1
Ptprg	2.1.1.1.1.1.1.1
Rab25	2.1.1.1.1.1.1.1
Rasd1	2.1.1.1.1.1.1.1
Rilp	2.1.1.1.1.1.1.1
Rnd3	2.1.1.1.1.1.1.1
Rnf141	2.1.1.1.1.1.1.1
Sall2	2.1.1.1.1.1.1.1
Scg5	2.1.1.1.1.1.1.1
Slc38a3	2.1.1.1.1.1.1.1
Smc1b	2.1.1.1.1.1.1.1
Smo	2.1.1.1.1.1.1.1
Snx9	2.1.1.1.1.1.1.1
Srpx2	2.1.1.1.1.1.1.1
Tmem138	2.1.1.1.1.1.1.1
Tnfrsf13b	2.1.1.1.1.1.1.1
Trim45	2.1.1.1.1.1.1.1
Troap	2.1.1.1.1.1.1.1
Tspan10	2.1.1.1.1.1.1.1
Ttc30a1	2.1.1.1.1.1.1.1
Tubb3	2.1.1.1.1.1.1.1
Txlnb	2.1.1.1.1.1.1.1
Unc13b	2.1.1.1.1.1.1.1
Wdr62	2.1.1.1.1.1.1.1
Wfdc1	2.1.1.1.1.1.1.1
Zfp449	2.1.1.1.1.1.1.1
Zfp760	2.1.1.1.1.1.1.1
Zfp882	2.1.1.1.1.1.1.1
4933404O12Rik	2.1.1.1.1.1.1.2
Azi1	2.1.1.1.1.1.1.2
Coprs	2.1.1.1.1.1.1.2
Jup	2.1.1.1.1.1.1.2
Ltbp2	2.1.1.1.1.1.1.2
Mettl4	2.1.1.1.1.1.1.2
Mettl7a1	2.1.1.1.1.1.1.2
Pdzd2	2.1.1.1.1.1.1.2
Sfxn4	2.1.1.1.1.1.1.2
Sirt4	2.1.1.1.1.1.1.2
Wwc2	2.1.1.1.1.1.1.2
Zbtb42	2.1.1.1.1.1.1.2
4921531C22Rik	2.1.1.1.1.1.2
4931408D14Rik	2.1.1.1.1.1.2
6720489N17Rik	2.1.1.1.1.1.2
9130206I24Rik	2.1.1.1.1.1.2
Abhd15	2.1.1.1.1.1.2
Aifm2	2.1.1.1.1.1.2
C030039L03Rik	2.1.1.1.1.1.2
Ccdc176	2.1.1.1.1.1.2
Ccnjl	2.1.1.1.1.1.2
Cnih2	2.1.1.1.1.1.2
Dchs1	2.1.1.1.1.1.2
Epb4.1l1	2.1.1.1.1.1.2
Fam114a1	2.1.1.1.1.1.2
Lamb2	2.1.1.1.1.1.2
Nek1	2.1.1.1.1.1.2
P2ry6	2.1.1.1.1.1.2
Ppapdc1b	2.1.1.1.1.1.2
Ptprb	2.1.1.1.1.1.2
Rbp4	2.1.1.1.1.1.2
Stra6	2.1.1.1.1.1.2
Tbc1d20	2.1.1.1.1.1.2
Zfp40	2.1.1.1.1.1.2
1110051M20Rik	2.1.1.1.1.2
2510009E07Rik	2.1.1.1.1.2
2610301B20Rik	2.1.1.1.1.2
4932415G12Rik	2.1.1.1.1.2
5430417L22Rik	2.1.1.1.1.2
5830416I19Rik	2.1.1.1.1.2
6720456H20Rik	2.1.1.1.1.2
A530088E08Rik	2.1.1.1.1.2
A930006K02Rik	2.1.1.1.1.2
Acot10	2.1.1.1.1.2
Akap7	2.1.1.1.1.2
Alox15	2.1.1.1.1.2
Ankrd33b	2.1.1.1.1.2
Ap1m2	2.1.1.1.1.2
Ap1s2	2.1.1.1.1.2
Apol10b	2.1.1.1.1.2
Arl13b	2.1.1.1.1.2
Arl15	2.1.1.1.1.2
Atg9a	2.1.1.1.1.2
C2cd2	2.1.1.1.1.2
Cbfa2t2	2.1.1.1.1.2
Cdkn3	2.1.1.1.1.2
Cep128	2.1.1.1.1.2
Cgrrf1	2.1.1.1.1.2
Chaf1a	2.1.1.1.1.2
Crybg3	2.1.1.1.1.2
D17H6S53E	2.1.1.1.1.2
D930028M14Rik	2.1.1.1.1.2
Dcun1d4	2.1.1.1.1.2
Dis3l	2.1.1.1.1.2
Dolk	2.1.1.1.1.2
Dse	2.1.1.1.1.2
Efnb1	2.1.1.1.1.2
Eid2b	2.1.1.1.1.2
Entpd1	2.1.1.1.1.2
Evi5	2.1.1.1.1.2
Fanca	2.1.1.1.1.2
Fign	2.1.1.1.1.2
Gemin4	2.1.1.1.1.2
Gm3258	2.1.1.1.1.2
Gm6682	2.1.1.1.1.2
Gpr155	2.1.1.1.1.2
Gpt	2.1.1.1.1.2
Hdac11	2.1.1.1.1.2
Hells	2.1.1.1.1.2
Hist2h3c2	2.1.1.1.1.2
Ints6	2.1.1.1.1.2
Katnb1	2.1.1.1.1.2
Kcna2	2.1.1.1.1.2
Kdm4c	2.1.1.1.1.2
Kynu	2.1.1.1.1.2
Lyrm7	2.1.1.1.1.2
Map4k3	2.1.1.1.1.2
Mmaa	2.1.1.1.1.2
Msr1	2.1.1.1.1.2
Ncaph	2.1.1.1.1.2
Nid1	2.1.1.1.1.2
Nr2f6	2.1.1.1.1.2
Pex3	2.1.1.1.1.2
Pigl	2.1.1.1.1.2
Ppp1r35	2.1.1.1.1.2
Prg3	2.1.1.1.1.2
Prkar2a	2.1.1.1.1.2
Prkci	2.1.1.1.1.2
Rap1gap2	2.1.1.1.1.2
Rfx2	2.1.1.1.1.2
Rnasel	2.1.1.1.1.2
Rps6kc1	2.1.1.1.1.2
Scyl2	2.1.1.1.1.2
Sec22a	2.1.1.1.1.2
Selenbp1	2.1.1.1.1.2
Slc25a16	2.1.1.1.1.2
Slc25a33	2.1.1.1.1.2
Slc39a4	2.1.1.1.1.2
Slc41a1	2.1.1.1.1.2
Slco2b1	2.1.1.1.1.2
Smarca5-ps	2.1.1.1.1.2
Snx33	2.1.1.1.1.2
Sod3	2.1.1.1.1.2
Spon1	2.1.1.1.1.2
Src	2.1.1.1.1.2
St3gal5	2.1.1.1.1.2
Stk38l	2.1.1.1.1.2
Stx3	2.1.1.1.1.2
Stxbp1	2.1.1.1.1.2
Tbx6	2.1.1.1.1.2
Tm9sf1	2.1.1.1.1.2
Tmco3	2.1.1.1.1.2
Tmem120b	2.1.1.1.1.2
Tmem140	2.1.1.1.1.2
Trim2	2.1.1.1.1.2
Ttc19	2.1.1.1.1.2
Ttl	2.1.1.1.1.2
Unkl	2.1.1.1.1.2
Vcl	2.1.1.1.1.2
Vkorc1l1	2.1.1.1.1.2
Xcr1	2.1.1.1.1.2
Zdhhc24	2.1.1.1.1.2
2810025M15Rik	2.1.1.1.2
5031426D15Rik	2.1.1.1.2
AI607873	2.1.1.1.2
Aoc3	2.1.1.1.2
Arhgap28	2.1.1.1.2
Cald1	2.1.1.1.2
Cckar	2.1.1.1.2
Cdkl2	2.1.1.1.2
Clec1b	2.1.1.1.2
Coq3	2.1.1.1.2
Cxcr2	2.1.1.1.2
Ddr2	2.1.1.1.2
Ddx23	2.1.1.1.2
Dmwd	2.1.1.1.2
Edaradd	2.1.1.1.2
Fam129b	2.1.1.1.2
Gm13483	2.1.1.1.2
Igfals	2.1.1.1.2
Igsf6	2.1.1.1.2
Impa2	2.1.1.1.2
Kif15	2.1.1.1.2
Lepr	2.1.1.1.2
Mir5109	2.1.1.1.2
Ncapg2	2.1.1.1.2
Notch4	2.1.1.1.2
Nucb2	2.1.1.1.2
Pdia5	2.1.1.1.2
Pmp22	2.1.1.1.2
Postn	2.1.1.1.2
Rab38	2.1.1.1.2
Rcan1	2.1.1.1.2
Rdh10	2.1.1.1.2
Rgs9	2.1.1.1.2
Rundc3a	2.1.1.1.2
Scn1b	2.1.1.1.2
Sparcl1	2.1.1.1.2
Spry2	2.1.1.1.2
Svip	2.1.1.1.2
Tango6	2.1.1.1.2
Timd4	2.1.1.1.2
Tmem141	2.1.1.1.2
Trove2	2.1.1.1.2
Ttll5	2.1.1.1.2
Uchl1	2.1.1.1.2
Usp35	2.1.1.1.2
Zfp748	2.1.1.1.2
1300002E11Rik	2.1.1.2.1.1.1
1500011B03Rik	2.1.1.2.1.1.1
C230052I12Rik	2.1.1.2.1.1.1
Cdk1	2.1.1.2.1.1.1
Cdkn1a	2.1.1.2.1.1.1
Cdyl2	2.1.1.2.1.1.1
Chka	2.1.1.2.1.1.1
Ciao1	2.1.1.2.1.1.1
Cul5	2.1.1.2.1.1.1
Cwc25	2.1.1.2.1.1.1
Cwf19l1	2.1.1.2.1.1.1
Edem2	2.1.1.2.1.1.1
Eif2ak2	2.1.1.2.1.1.1
Eif2s3x	2.1.1.2.1.1.1
Gcc2	2.1.1.2.1.1.1
Grap2	2.1.1.2.1.1.1
Hist1h4n	2.1.1.2.1.1.1
Ifitm1	2.1.1.2.1.1.1
Ift46	2.1.1.2.1.1.1
Ipo13	2.1.1.2.1.1.1
Kdsr	2.1.1.2.1.1.1
Noa1	2.1.1.2.1.1.1
Pdcl	2.1.1.2.1.1.1
Pigyl	2.1.1.2.1.1.1
Plscr3	2.1.1.2.1.1.1
Pole3	2.1.1.2.1.1.1
Pyroxd1	2.1.1.2.1.1.1
Pyurf	2.1.1.2.1.1.1
Rell1	2.1.1.2.1.1.1
Ric8b	2.1.1.2.1.1.1
Rnf6	2.1.1.2.1.1.1
Sdf2l1	2.1.1.2.1.1.1
Smim13	2.1.1.2.1.1.1
Tmcc1	2.1.1.2.1.1.1
Tmem209	2.1.1.2.1.1.1
Tmem9	2.1.1.2.1.1.1
Trak1	2.1.1.2.1.1.1
Umps	2.1.1.2.1.1.1
Unc119b	2.1.1.2.1.1.1
Zbtb8os	2.1.1.2.1.1.1
Zfc3h1	2.1.1.2.1.1.1
Zfp787	2.1.1.2.1.1.1
2610524H06Rik	2.1.1.2.1.1.2
AK010878	2.1.1.2.1.1.2
Abhd10	2.1.1.2.1.1.2
Acap2	2.1.1.2.1.1.2
Acap3	2.1.1.2.1.1.2
Ado	2.1.1.2.1.1.2
Amz2	2.1.1.2.1.1.2
Anapc15	2.1.1.2.1.1.2
Apool	2.1.1.2.1.1.2
Armcx5	2.1.1.2.1.1.2
Arrb1	2.1.1.2.1.1.2
Arrdc3	2.1.1.2.1.1.2
Asb7	2.1.1.2.1.1.2
Atxn3	2.1.1.2.1.1.2
BC016423	2.1.1.2.1.1.2
Bag5	2.1.1.2.1.1.2
Bloc1s2a	2.1.1.2.1.1.2
Camsap1	2.1.1.2.1.1.2
Camta1	2.1.1.2.1.1.2
Ccnh	2.1.1.2.1.1.2
Coq9	2.1.1.2.1.1.2
Dennd3	2.1.1.2.1.1.2
Dnajc18	2.1.1.2.1.1.2
E030030I06Rik	2.1.1.2.1.1.2
E2f5	2.1.1.2.1.1.2
Esrra	2.1.1.2.1.1.2
Fam118a	2.1.1.2.1.1.2
Fes	2.1.1.2.1.1.2
Ggact	2.1.1.2.1.1.2
Glt8d1	2.1.1.2.1.1.2
Gm561	2.1.1.2.1.1.2
Grhpr	2.1.1.2.1.1.2
Herc6	2.1.1.2.1.1.2
Hist1h3a	2.1.1.2.1.1.2
Hyou1	2.1.1.2.1.1.2
Iffo1	2.1.1.2.1.1.2
Itgae	2.1.1.2.1.1.2
Kpna1	2.1.1.2.1.1.2
Lad1	2.1.1.2.1.1.2
Lrrc8a	2.1.1.2.1.1.2
Mcee	2.1.1.2.1.1.2
Mcoln2	2.1.1.2.1.1.2
Mier3	2.1.1.2.1.1.2
Mreg	2.1.1.2.1.1.2
Mrps27	2.1.1.2.1.1.2
Mtif2	2.1.1.2.1.1.2
Paxip1	2.1.1.2.1.1.2
Pde4d	2.1.1.2.1.1.2
Pnpla8	2.1.1.2.1.1.2
Ppm1d	2.1.1.2.1.1.2
Rcan3	2.1.1.2.1.1.2
Rfc4	2.1.1.2.1.1.2
Rmdn3	2.1.1.2.1.1.2
Rnf214	2.1.1.2.1.1.2
Rnf215	2.1.1.2.1.1.2
Rtn4ip1	2.1.1.2.1.1.2
Slc11a2	2.1.1.2.1.1.2
Sp100	2.1.1.2.1.1.2
Stk25	2.1.1.2.1.1.2
Surf6	2.1.1.2.1.1.2
Tet2	2.1.1.2.1.1.2
Tfb2m	2.1.1.2.1.1.2
Tjap1	2.1.1.2.1.1.2
Tmem175	2.1.1.2.1.1.2
Tmem55a	2.1.1.2.1.1.2
Tmem80	2.1.1.2.1.1.2
Trim30b	2.1.1.2.1.1.2
Vamp1	2.1.1.2.1.1.2
Xpc	2.1.1.2.1.1.2
Zc3h10	2.1.1.2.1.1.2
Zfand2a	2.1.1.2.1.1.2
Zfand2b	2.1.1.2.1.1.2
Zfp275	2.1.1.2.1.1.2
Zfp407	2.1.1.2.1.1.2
Zfp937	2.1.1.2.1.1.2
Zfp952	2.1.1.2.1.1.2
1700052N19Rik	2.1.1.2.1.2
A930024E05Rik	2.1.1.2.1.2
Acbd4	2.1.1.2.1.2
Acox1	2.1.1.2.1.2
Ap3s1	2.1.1.2.1.2
Aqr	2.1.1.2.1.2
Arid5b	2.1.1.2.1.2
Art4	2.1.1.2.1.2
Asb8	2.1.1.2.1.2
Atg10	2.1.1.2.1.2
B130006D01Rik	2.1.1.2.1.2
BC051142	2.1.1.2.1.2
BC053749	2.1.1.2.1.2
Bnip3	2.1.1.2.1.2
Car2	2.1.1.2.1.2
Ccdc88a	2.1.1.2.1.2
Cdc7	2.1.1.2.1.2
Cdca3	2.1.1.2.1.2
Cdk5rap2	2.1.1.2.1.2
Cdpf1	2.1.1.2.1.2
Ceacam16	2.1.1.2.1.2
Cebpa	2.1.1.2.1.2
Cenpv	2.1.1.2.1.2
Clec4n	2.1.1.2.1.2
Cpox	2.1.1.2.1.2
Crnkl1	2.1.1.2.1.2
Ctnnbip1	2.1.1.2.1.2
Dak	2.1.1.2.1.2
Dock9	2.1.1.2.1.2
Dusp22	2.1.1.2.1.2
E2f1	2.1.1.2.1.2
Ece2	2.1.1.2.1.2
Eftud1	2.1.1.2.1.2
Ept1	2.1.1.2.1.2
Espl1	2.1.1.2.1.2
Etaa1	2.1.1.2.1.2
Fabp5	2.1.1.2.1.2
Fam102b	2.1.1.2.1.2
Fam210a	2.1.1.2.1.2
Fam3a	2.1.1.2.1.2
Fbxo25	2.1.1.2.1.2
Gpr137b-ps	2.1.1.2.1.2
Gpsm1	2.1.1.2.1.2
Gtdc1	2.1.1.2.1.2
Hdhd2	2.1.1.2.1.2
Hist2h2ab	2.1.1.2.1.2
Hmgxb4	2.1.1.2.1.2
Hpse	2.1.1.2.1.2
Insl6	2.1.1.2.1.2
Itih5	2.1.1.2.1.2
Kctd18	2.1.1.2.1.2
Kctd20	2.1.1.2.1.2
Khnyn	2.1.1.2.1.2
Klhl22	2.1.1.2.1.2
Knstrn	2.1.1.2.1.2
Lyrm9	2.1.1.2.1.2
Mrpl3	2.1.1.2.1.2
Mrps22	2.1.1.2.1.2
Nck1	2.1.1.2.1.2
Nit1	2.1.1.2.1.2
Nudt13	2.1.1.2.1.2
Nup107	2.1.1.2.1.2
Pdcd7	2.1.1.2.1.2
Phldb3	2.1.1.2.1.2
Poc1b	2.1.1.2.1.2
Prrg2	2.1.1.2.1.2
Pus7l	2.1.1.2.1.2
Rab3gap2	2.1.1.2.1.2
Rbbp8	2.1.1.2.1.2
Rgl1	2.1.1.2.1.2
Rnmtl1	2.1.1.2.1.2
Rwdd1	2.1.1.2.1.2
Sav1	2.1.1.2.1.2
Sec24d	2.1.1.2.1.2
Sigmar1	2.1.1.2.1.2
Snora5c	2.1.1.2.1.2
Stard3nl	2.1.1.2.1.2
Tbccd1	2.1.1.2.1.2
Tbrg3	2.1.1.2.1.2
Tmem39b	2.1.1.2.1.2
Tpcn2	2.1.1.2.1.2
Trappc8	2.1.1.2.1.2
Tubb2b	2.1.1.2.1.2
Tubgcp5	2.1.1.2.1.2
Ubiad1	2.1.1.2.1.2
Ubxn8	2.1.1.2.1.2
Unk	2.1.1.2.1.2
Vamp4	2.1.1.2.1.2
Wdr12	2.1.1.2.1.2
Wrb	2.1.1.2.1.2
Xdh	2.1.1.2.1.2
Yipf2	2.1.1.2.1.2
Zbtb6	2.1.1.2.1.2
Zfp810	2.1.1.2.1.2
Zfp827	2.1.1.2.1.2
Zfp874a	2.1.1.2.1.2
2310022A10Rik	2.1.1.2.2
2410089E03Rik	2.1.1.2.2
2510003E04Rik	2.1.1.2.2
2810006K23Rik	2.1.1.2.2
5830418K08Rik	2.1.1.2.2
AU019823	2.1.1.2.2
Acadsb	2.1.1.2.2
Acot9	2.1.1.2.2
Actr1b	2.1.1.2.2
Adh1	2.1.1.2.2
Amer1	2.1.1.2.2
Ank1	2.1.1.2.2
Arhgap22	2.1.1.2.2
Asrgl1	2.1.1.2.2
Atp11a	2.1.1.2.2
BC052040	2.1.1.2.2
Bach1	2.1.1.2.2
C1galt1	2.1.1.2.2
Cadm1	2.1.1.2.2
Camk1	2.1.1.2.2
Camk2n1	2.1.1.2.2
Ccdc6	2.1.1.2.2
Cep68	2.1.1.2.2
Chpt1	2.1.1.2.2
Chst2	2.1.1.2.2
Cmpk2	2.1.1.2.2
Csrp2bp	2.1.1.2.2
Dclk1	2.1.1.2.2
Dnajc27	2.1.1.2.2
Dpp7	2.1.1.2.2
Ecm1	2.1.1.2.2
Fbxo45	2.1.1.2.2
G2e3	2.1.1.2.2
Gbp1	2.1.1.2.2
Gcdh	2.1.1.2.2
Hmox1	2.1.1.2.2
Id1	2.1.1.2.2
Ier3	2.1.1.2.2
Il33	2.1.1.2.2
Inpp5a	2.1.1.2.2
Insig2	2.1.1.2.2
Isoc1	2.1.1.2.2
Klhl2	2.1.1.2.2
Klhl36	2.1.1.2.2
Kptn	2.1.1.2.2
Lyar	2.1.1.2.2
Macrod1	2.1.1.2.2
Mapre3	2.1.1.2.2
Mpp5	2.1.1.2.2
Mul1	2.1.1.2.2
Mustn1	2.1.1.2.2
Naglu	2.1.1.2.2
Nagpa	2.1.1.2.2
Nanos1	2.1.1.2.2
Nat9	2.1.1.2.2
Ndufa4l2	2.1.1.2.2
