Module	30_10	30_21	30_33	30_36	30_9	32_1	32_2	32_5	32_8	504954	505048	505049	505050	505054	505057	505149	505150	505248	505349	505350	505449	505452	505551	505556	505748	505749	505750	505751	505756	514851	514855	514857	514957	515050	515055	515056	515057	515149	515152	515155	515157	515249	515250	515251	515255	515350	515353	515357	515450	515550	515652	515654	515749	515753	515757	59_1	59_2	59_3	59_4	59_5	61_1	61_2	61_3	61_4	66_1	66_2	66_3	66_4	66_5	71_3	71_6	71_7	71_8	71_9	76_1	76_2	76_3	76_4	76_5	78_84	78_85	86_3	86_6	86_7	86_8	86_9
13.1.1.1.1	0.768166940527416	5.95052563632233	0.648642927234979	1.17551202799372	0.934608270845178	1.1840299203758	1.04566134952845	1.27440920317991	1.30093325368773	0.790550763412904	0	1.16761500778271	1.40739424980611	1.0910440872053	0.469983084662351	1.18369862823426	1.27713751679591	0.900739943821062	0.973644829325718	1.1316500412792	1.2414729124209	1.21514310830501	1.14474500490993	0.978021151401528	0.99869561422149	1.03369369270954	1.16796597053942	1.36370615872601	0.600243571829393	1.36867665585119	0.815250403438478	1.28421745625909	1.26163769721848	1.04446498994412	1.21628730437866	0.879929731584354	1.12497262526436	1.09301502312068	1.08908834187485	0.90522015436192	1.28472290993874	1.0661149462582	1.00470783981822	0.17552953744861	1.12644981663787	0.646482517357632	1.08558123401606	0.60730854113772	1.60822369237244	1.09914709891115	1.18082555357744	1.07617365265493	1.35303057293202	0.825125798577959	1.30866387454702	1.08345097065995	0.849434473266579	1.29166000861555	2.22392599504889	0.973965908661343	1.34273426145136	0.665679734404061	1.1560627022004	1.05578019816	1.2746054531951	1.0337405424023	1.64447709599674	0	1.40397730930668	0.890889627821393	1.93549584566918	0	0	1.03422588910382	0.802759760074291	1.35613967395689	1.29633037937909	1.07727149681948	1.23484828056475	1.11588408156858	1.28769057491124	0.914402277894947	0.810667627293133	0.972032300185138	0.690133495637127	1.16560122705291
13.1.1.1.2	1.18414661593413	6.51596019904979	0.865652141861388	1.26318151747645	0.859376645328229	0.823311410831988	1.05809411901596	1.01094960829175	1.35286126171308	1.61397432733284	0	0.975142219222083	1.03696373236036	0.834944937776456	2.38216916441603	1.22547622687782	1.01965011421609	1.25673091426505	1.19701040781809	1.30069683537121	0.567039530932729	0.775498260900541	1.05259834816795	0.81364784864497	1.22780813748407	1.11108252531881	0.946626148954476	1.60722511564137	1.58131394763458	1.05823404447916	1.13530395056842	1.27296648980876	1.28653226086427	1.01374543141635	1.19268439731976	1.60457774583029	1.49298587902731	0.942993353280589	1.2284708721148	1.35783023154288	1.13536889982048	1.21471664592847	1.02933303197063	0.340733807988478	0.993926308798118	1.8039714363031	1.42014015651973	0.589446525221905	1.17550991021994	1.60022886459123	1.33028929223929	1.08130041197785	0.958307027410517	1.34337369104343	0.768789381409586	1.40666533585683	1.12731069651405	1.2339271735848	0.253943106701085	0.783923780142056	1.03409425698092	0.129220183737259	0.854106026252532	1.12720062332965	1.06486025203641	0.861840248586532	1.12067306479377	0	1.20045959010046	1.09025751128526	0.487036536328518	0	0	1.03422588910382	1.00423671946548	1.19501936439622	1.11017913112915	1.16176337892297	1.10974927174937	1.29967675382694	0.87040849260019	1.2696296334007	0.822589210047444	1.02206337445937	0.586106020191825	1.34888015302616
13.1.1.1.3	0.392407260640939	9.67261555863731	0.704118967064287	0.710941719937933	0.726198393274439	0.567832102426886	0.695546295207054	0.585286615326805	0.634047759248988	0.686530926121733	0	0.707428921484014	0.56203854117305	0.710614241008715	0.453492450112795	0.730985819541158	0.652933845068198	0.879999221430446	1.07100931225829	0.646545210564638	0.665898396522975	0.491489029386527	0.617401253340618	0.582400565345873	0.828742150046956	0.734466571135726	0.543741075812707	1.14197574006097	1.04252830896684	0.7453854579814	0.523290018683051	0.64067063467349	0.832126129411256	0.478713120391053	0.588015186218874	0.694681367040279	0.70779024194264	0.674984716032422	0.94578724425974	0.750379864800013	0.804464304132003	1.00634419984327	0.678618453210553	0.76216772839528	0.693655939719107	1.0526606779343	1.06570789334757	0.703199363422623	0.775897395442844	0.477261240316682	0.988830421275846	0.776616049562324	0.666892024923109	0.670327155551025	0.8673070138099	0.672065451725157	0.692503507206588	0.724250307358823	0.454424506728257	0.74266463381879	0.583029350367037	0.346854177400011	0.77918444500231	0.855737634298106	0.434350892278009	0.690555423062264	0.607701502440005	0	0.638651332428979	0.874580435550063	1.30730859751339	0	0	0.762061181444922	0.557706780683191	0.63533828908022	1.19198180394919	0.589034414927612	0.496466779466821	0.689107362652879	0.639004345444674	0.749970289326119	0.480000568791987	0.745651093431494	0.524410649645317	1.0900966941264
13.1.1.2	2.0037295746478	10.8568484566554	1.75589667411656	2.22966818256176	2.33344630780096	1.84065845364391	1.95018622701283	2.28727348876009	2.10820879950288	2.16464384680193	0	1.59613650409831	2.0446382246841	1.99063091872313	1.72327131042862	2.14298772486578	2.14551378199636	2.1480536550889	2.34283287056501	2.33402821013834	2.3346080687621	1.61360185015503	2.17463894847198	2.67995260147437	2.03692292983925	2.22009213547844	1.98674623854643	2.41083767346206	2.03386103133263	1.8659818390683	2.5952876294244	2.47963264160665	2.10805286117518	2.03453076166198	1.88790986871662	2.36481115363295	1.95327676803713	2.26686761565966	1.97305278152159	1.65485559469289	2.40568590948233	2.10325937767244	1.89952575965632	1.44811868395103	1.98536780182424	1.91671965107204	2.19033713656772	1.25257386609655	2.64128405032001	2.21546837124278	2.39196247739181	2.20397711523037	2.56435861964481	2.25079678523383	2.41500142638446	2.1040230903441	2.19888681568179	2.28646705265263	2.29342368239417	2.00880468661402	2.39311367861252	2.60863245919591	2.20644056781904	2.41344754673138	2.07980517975861	2.20042608244528	2.12885432573514	0	2.36137701464863	1.55784640082355	1.84812971374661	0	0	2.55324516372506	1.9500372505138	2.07937699185249	2.75231909592435	2.36588271436918	1.91015593399859	2.6850960712744	2.08674856559276	2.21337738881082	1.90000225146828	2.42248674811765	2.22406302304934	2.08043007472784
13.1.2	4.37060500644909	20.3138633791693	5.07451255573917	4.49068757492184	3.86225595773951	4.64532171025462	5.06336383484062	5.66131780643382	4.95471553058269	4.71510419652691	3.00167625486598	5.03656866628964	4.78117296492149	5.06163424011159	5.52635282309867	4.37016091251546	4.88728847848402	4.26007285930026	4.50562538260384	4.94763148718982	5.31843973840353	4.54602428803765	4.8403392240275	4.80145753441755	5.73274241083003	4.72453104692949	4.69968248152707	5.0433615697712	6.53762826263443	4.857162276054	5.2838493164386	4.91262642475049	5.48820658685263	3.99477845291844	4.3233760243449	4.06588220801046	4.61112108082495	4.22883743428071	5.4261568272721	5.19721226556067	4.970548637763	4.37794428455956	4.76370096465536	5.59273422767296	4.19505448954792	5.97717672298327	5.66634342762654	4.26163062488021	4.83494070478253	4.88930950894958	4.91889462435431	4.8639494956808	5.36798802327271	4.96727566396431	5.05533767145795	5.01162788891474	4.47791248363121	5.16173011316961	4.61475921487833	5.35230718855611	5.06544990311391	3.33298956674033	4.24107819932291	4.94578413517366	4.73679215561023	4.79578835188759	5.3352000869388	1.37126690010412	4.77386865886176	4.80439279051506	6.03637401676133	2.76573903926201	2.09823503569586	4.99281463705294	5.03431867927049	5.13720968142745	5.46667516983596	4.81263818119355	5.10025458409501	5.75642271043655	4.94539785450824	4.94250196758734	4.06731516452245	4.53503345569135	4.61378039540165	4.6423083353314
13.2	18.5461481560424	46.2596151631404	20.2346188160099	17.0147494319761	16.0804886863674	16.4383556949189	15.6473765508559	16.2762886934972	15.9621523390933	14.337251452844	9.97432005523174	12.601077663934	12.6492126439006	13.6747689199241	17.340417561188	14.9737876471634	14.7211985239948	15.0944310898139	13.6553687312932	15.7854013159357	16.9447359829507	13.0461426182747	14.6881327833936	15.8491820517301	16.0207421448031	14.7829944576699	15.0992714129529	17.2776699931447	17.5088906175592	15.45415728254	13.2323115753751	15.4413487227323	14.5258017465352	11.608793169483	13.8877753356277	15.8937307767424	14.4187339604195	13.7765435205836	14.9344918232096	16.6334203364003	15.2290377574186	17.5908966132604	14.7357149840006	15.5672758524736	13.5173977996544	16.3337848526139	16.0624723348299	17.5360341253517	16.0934051438103	14.220215592163	14.6127162255209	13.802211296088	16.2157971536363	14.9321152581366	13.9928023822865	16.6290376657541	14.9095252380375	16.8862933705079	19.1568331117631	15.335508949029	16.9474591328157	15.3772018647338	15.2315574681701	18.1099297115633	15.8730731319177	15.1433049649029	17.5359864797844	15.533882852742	16.2021488596329	16.6170282754512	21.8818558107598	16.709673362208	14.4515938083553	18.5514268857998	15.3795390700899	15.7517407524401	18.4012190984657	14.8947746539416	16.6961777934692	17.1334701690843	16.5991363172152	15.5067386293018	16.5680196328034	16.6733915491132	14.5898534312036	16.8283677155763
14.1	9.45523131208012	9.26908801042516	9.91207473180952	10.5481213226223	10.3298808882888	10.3911879579249	10.7291528895765	12.0578716916253	12.2360737406803	10.4475372440688	5.60540300624594	11.4249770819668	10.5862757257314	10.6848884886404	8.22470398159112	8.91719633269811	11.5792084940145	9.30999176308802	9.37133148226004	9.49245922783538	10.2695369593641	10.1997115015602	10.8088028358337	9.59857901446929	10.9690068295327	9.96318404233472	9.93373119273216	8.58404323126642	10.1612661802547	11.1349965221791	9.06523002953874	9.57015242669675	10.0970941021061	10.3358514629887	10.6550529576883	10.1991855251823	10.9770925807045	11.0485601920449	9.42650112122762	8.2395607232261	11.4560094219143	8.93450677788126	9.77497002489811	7.50388772592808	10.5374260120033	9.3335913443508	8.0356610909232	8.6541467112125	10.7810551229412	9.29278910897606	10.2478789114042	11.5328679994904	9.90089263841473	10.7199811412024	9.14342786032193	11.7666996651219	11.4283607449182	12.608940910875	34.0456906006749	10.796768426502	12.1174469627173	8.08800877300934	10.5727973249745	12.154669531317	10.7454079978219	12.0271736183344	9.52572105074708	5.64868467372438	11.8962005940361	12.520872704055	8.54843998503885	6.07624485898472	4.97853949378745	11.7290617877911	9.74015175556806	11.3219818832322	8.29270169161623	10.413624469255	11.3537439129703	12.0701461489668	11.2098063440933	11.2490530228535	10.6676490046074	10.4493472269902	8.54040200850944	9.6498332355053
14.2.1	1.42487436419399	1.17484736922261	1.54593230991003	1.70869069783373	1.5781762468219	1.59402237041638	1.44390258690205	1.73434021689163	1.83502387858606	1.65924792412869	0	1.75232763958707	1.47279870277763	1.44633280278241	1.16799499929051	1.35993820177136	1.61255777322322	1.5171838428736	1.45181262328346	1.50688137075598	1.98148813864826	1.27562283378686	1.61710294377802	1.62910380362026	1.64377900355567	1.47536281595816	1.32449749236429	1.48221871775815	1.54062516769544	1.47152072095187	1.19570059170977	1.50280766157979	1.52833832435201	1.48932970788328	1.44825962531686	1.44699555860538	1.55315098161498	1.79011571564432	1.64050063749077	1.56904826756066	1.57434903963546	1.44466300688612	1.28937506110005	0.193082491193471	1.29166245641142	1.71856602530904	1.40181576740334	1.15051229182201	1.46328501392406	1.26401916374782	1.68548790326113	1.65897473638144	1.35424951939412	1.42489465861957	1.35113805293144	1.61485787531697	1.75434221825669	1.85341345593208	9.59340625315208	1.48945518226991	1.93188324355918	0.829880735557062	1.3792230646152	1.6259015051664	1.56179503632007	1.70567189496379	1.25726688615921	0	1.75274310122175	1.43446141523126	1.26165655125102	0	0	1.67774422010176	1.30166008503898	1.65532311957107	1.48188355132943	1.4995353242765	1.48410469275282	1.64572237511337	1.56822316444547	1.49945040199255	1.13493467821039	1.44940816316495	1.10708914925122	1.16709558760041
14.2.2	3.55581348488483	1.93656159761969	3.19020055077589	3.86320402057003	3.05923395537784	3.76823299573102	3.67093878025945	4.4948374891741	4.43124007407999	4.35956243271997	0	3.5153775636821	4.0289722530244	3.24892270346785	2.78374596300007	3.57234175751725	3.4772683382241	3.28683469884705	3.83091792461619	3.43962052020388	3.47584327855399	3.25361289589361	3.5176577276382	4.32693753356325	4.16891399987843	3.19866754562218	3.14822865492742	3.09081753007956	3.1562258145095	2.82657604024547	3.05923395537784	3.50269785737443	3.42558589940967	3.46146410128915	3.43762724251034	3.51971892633741	3.52591498640548	4.069379009157	3.28764297796733	3.55124829788138	4.19667481734443	1.58847561390646	3.61308396242322	2.89623736790207	2.78146454723658	1.94877181915017	3.44463276178172	1.02775291577153	3.50281200233256	2.72673030306804	3.80037674729663	3.72259309806504	3.57385726176743	3.4120896856828	3.80280767593572	4.07187068094179	4.55454229739718	4.75042978335168	16.9360518084492	4.16082621767707	4.66813466481166	3.7175652859796	3.92012765895393	4.66776668378816	4.46422182584495	4.18848423911227	3.28626274011787	1.14711750297172	4.79435108645111	4.12967566608846	4.45825752485336	0	0	2.94356599206473	4.03026566724477	4.12195085110582	2.80676057254703	3.21570145524961	4.00534121772925	3.99715400500336	3.76490300645407	4.17489116942741	4.068927898529	3.72176213397809	2.08035433540615	2.95883388405737
15.1.1	10.6662700091361	8.73428802191739	10.0473465667622	10.5179195740896	10.3855959892898	10.3305979406776	10.0089269600543	11.5413308342532	11.0724266024249	11.8691099662439	5.92167424429343	12.481067400468	12.5674876519443	13.1554738976485	9.90001783440113	11.063153369599	12.4404250329698	12.1987647174823	12.5788950858091	13.3874442987527	11.6192475311662	12.6846061203676	12.3270962107669	12.2512118924543	13.2575144325974	12.5567893376915	11.2920168864323	12.4149940055155	10.5970115137402	12.0141499465706	12.6638697318507	11.1238436501018	12.0083725484801	12.1534514646218	13.2623425163856	12.0316922481942	13.3243191479015	12.0231652543275	11.4976011381603	12.0264963365226	12.1472552045792	9.30272793389812	12.0573484212199	10.1663842301868	11.9035860215324	9.74176589293757	9.23418322972042	11.3157693481375	12.7697580410978	12.1635207017259	12.1559621856617	12.4588985688865	11.7350961081465	11.8578562344026	12.1880744255946	10.8882084427547	10.4548366666961	9.89075730846027	9.25078460125379	10.7909508103228	10.8563996735825	9.01112995571864	11.1091885863595	10.9084718331317	10.9311164647819	11.8441999195026	11.6170203537868	7.40554088653171	11.5209027236365	9.11719212287314	9.7038125051577	7.22949133222059	8.81686926224037	9.28692635113638	10.3080906334437	10.527198092037	9.44936142087616	10.425838431804	9.86408566974936	10.5963441459972	10.5150447201298	10.3364002391126	10.1002568665808	10.7687292684796	10.486684098884	10.2351498642393
15.1.2	81.3114009608105	79.0800624157405	79.3252144542071	84.2868054483882	83.8369660664649	89.4665066437427	83.4814666146061	86.7632634410394	83.7614386894928	88.2658746882351	66.1398763020714	93.5082322648635	87.5835521639752	93.6971136270601	75.9253065594726	85.5024975794549	92.8481398121476	95.0744256878776	92.705306058122	91.3089178430592	85.5875292001589	94.1422576305718	90.4065025704252	87.0874413999665	93.4857423979098	87.4106864321708	83.0226192860815	89.9100638220556	81.4792818281185	82.497224233439	98.9778625995558	87.2512448223091	90.1967617586645	84.1127112122397	98.1530577998357	84.7320570943286	94.3255108346656	88.4763513715512	87.6785373609377	90.1759018477594	90.6982554654277	74.6825789718983	85.6242556331357	77.687308221373	91.2623136738431	70.3548860158208	73.3433674383252	95.7850603485595	90.8804055179875	93.3466837678217	84.5859329973077	94.5953965852732	92.2459246014791	88.559327171094	85.6030263386936	85.5197896420916	84.9016384270135	78.9812105268156	69.9613258961488	78.7843399042767	83.7333034659482	75.852247853771	90.2505367740174	82.1319363271557	84.4371541026517	86.5699234774233	80.7563802448362	80.9954927098267	84.1781731490715	75.9420749240077	78.5520356449852	86.4971326984882	85.9042108731953	78.4186571208722	85.7064096785198	82.2138684462156	82.3012795877077	82.485199903531	80.5677971290039	78.8470563988341	83.626169789049	83.3887812617064	83.1888044595807	84.2337461073671	79.7941481775441	85.6321335856605
15.2	396.441920748076	399.829549486734	436.617770395045	404.544067919554	425.701769892731	464.183909008223	437.976368655682	399.490523392963	377.595876882864	473.962443037189	278.291772780681	483.514805490297	433.313061728625	532.104299491731	371.834950482029	422.422583795867	415.955449623546	493.704007645298	501.037629171015	503.167344669824	483.517185478752	489.710995544922	429.640875263826	479.132562071609	487.330169886281	425.552898857741	404.989190062969	452.068591617673	397.061122765144	459.562184588813	517.754897522863	475.88453887099	457.016278244319	482.847460976249	497.900374043998	457.963428483675	481.42514739438	452.672171825431	477.815433882554	486.658698896163	393.733763398595	394.786999881788	461.3283497832	412.845472079131	485.489630518042	318.796691371982	330.630284534021	491.160782645131	491.282556099551	511.852819470214	431.644455259054	426.437599208363	503.766193857069	453.153765186766	484.808307735148	382.866245605938	395.559098183609	356.009975917943	349.483429163124	387.899739573928	365.274801396455	375.842778044533	475.659410620273	389.134186536822	398.886969865093	434.290305563858	449.047213830259	465.903511888786	382.157609388603	359.125355841132	378.81954801625	386.449173031428	364.539725156215	396.625628471316	427.496330898229	417.28060888792	395.53327516702	402.450676686811	383.283185750847	391.898489446886	433.181408847595	385.782511034387	418.691405232646	429.176561339243	421.973499238626	427.55149624629
16.1.1	13.7860814964798	13.0151554919271	14.0850363939916	13.4490774712207	13.200529728134	13.4241184439115	13.6448101832285	14.717900335055	13.8777067360563	13.1204680702016	7.39091983509453	14.0498053349825	14.0592114743749	13.7956111578122	12.8757629986742	13.0861977906301	14.6791139084316	12.6714353299686	12.9531503614635	13.8141093668566	12.6861721472356	12.9865475278635	14.2102983707806	15.397901739451	14.3297117879554	13.8245449777981	14.2970757619171	12.5848759054938	13.8816437905558	14.7617489271625	13.6392261917345	12.8107264434292	13.2051613190596	14.0542946288392	14.0219638116931	13.2321508692968	13.9876505799379	13.8909148252828	13.0673939806086	13.4502051237738	14.465954450063	12.1505618936548	13.4845693721515	8.63406611563257	13.8744611377585	13.132438495286	11.8140448322043	12.6045168915376	13.5738125482001	13.0964413766488	13.9825182211857	14.1516978318231	13.524785971756	13.8383088130345	12.951483787225	13.9826502628567	14.1721780100761	14.3433557189079	13.5212725869898	13.5929425273689	13.6402084028856	13.0146668073488	13.4615704515022	14.4402842574752	14.6769889455207	14.4573641024507	14.7270152779989	13.8808432435068	15.2356136044978	13.5540927297584	13.4794909838847	12.3588527509161	14.9251812916479	13.5815324304955	13.5732033898347	13.7990915284998	13.1992618206701	13.7007705145815	13.4836630384098	14.3436722384268	13.2291984535692	14.2098976628533	13.6742803547181	13.5671866804143	12.1929009807022	13.5380606959229
16.1.2	4.71202638577641	4.497987070738	4.31671868074879	4.23940016381451	4.55596937082528	4.61100129588737	4.86521753010386	4.83099119482352	4.85380851916716	4.55793405664268	13.3474537466374	4.56401698856087	4.43421645245481	4.38515796588284	5.65232989820586	4.629576857094	4.80821676081455	4.65682550955489	4.69816084977303	5.2282231907099	4.41818301185085	4.70942860550212	4.76647720149654	4.80739311106054	4.83368677283202	4.64974217411527	4.63044323330555	4.30736330991888	5.13122504832441	4.38904446249228	4.13296508873594	4.52044544603201	5.04527318107927	4.65947437180625	4.44684669716338	4.72815575771325	4.95493044866436	4.80392247272908	4.46820568369197	4.92439763972884	4.84056545666814	4.73169624843642	4.81366689477352	12.3572794363822	4.09126573402873	6.47128999874989	4.90116327566206	4.23091616992612	4.65630395475536	5.16599136488239	4.91729498382606	4.45505577448362	4.08688369813197	4.19270373522581	5.2732266439642	4.94672757461314	5.05708213349646	4.80619569819972	5.12287893918321	4.7139949979209	4.80348587096598	3.86626789741878	4.69188910421391	5.08674899473488	4.8344655442453	4.74089316446347	4.54155589490164	4.10922981064536	4.8096251253106	4.97658692967359	4.28963227425346	3.38649380140749	1.78489860369861	4.79880812544174	4.30136518553584	4.6872469678289	4.69729125704423	4.92432770879483	4.27623386047422	4.60438569479232	4.18867348438984	4.36982688580685	4.26411171956188	4.14863385719017	3.87164891052428	4.55660418144836
16.2	47.3616877533584	44.3564823073844	40.1347811226643	47.2034051853296	49.8188371139616	47.9872936599216	48.421430577708	46.3303763342849	46.7065380540454	50.3343281631123	50.4329256472323	44.078436323704	49.4950766099696	47.610286486728	47.5130518446747	52.7027722570969	45.9166249846198	49.4079986148634	46.6654057483969	47.3591287951881	45.9032001231257	44.3111089631225	47.1686584654691	46.0188891157421	44.8144841492723	46.9860769413427	50.8985464922848	47.8340808226599	42.9847896642723	46.1870376576223	46.9553850377952	47.7892836382373	48.2593530004747	46.549151992311	49.1423061978264	49.4436706318827	47.1537359575093	48.7987834211356	46.3472266569291	50.1104014021777	45.7960249324781	48.0745000610843	44.4702827195732	51.0289441011316	44.0280956903028	46.9854258150993	42.3882386810058	48.9895556517761	46.1137580080972	47.2633252531793	46.9528773051316	47.6493748762536	49.3621076588212	47.2222916706898	47.5153221818613	45.0184933931359	48.7619964391223	45.2778412243942	46.6650689885469	44.6463257642809	46.0762180804558	46.4454260404204	45.8234661703739	45.48653020406	49.1356944868229	47.7338215293896	47.7798071751758	42.1338079662946	45.2543910600162	53.68578365915	51.8180369263811	42.01289302498	45.7814901598021	49.1996030102248	51.3842699758029	47.9211837043527	46.4935971360501	48.9047060460908	50.8835894658109	50.1899862465513	48.2391226851314	50.4517828248069	49.2770107733183	50.4322758412722	50.4290404311986	51.7091445451932
17.1	20.205049850402	20.8115819690863	19.0863181338893	20.4811979591692	18.8434243870535	21.1693946510175	21.1078979864918	21.984784148318	21.8742634227209	20.3307848052877	11.6064815188151	20.3857434207643	20.4534449004669	19.3985540543396	18.5826089641219	20.5871495863899	20.9141567871434	19.0112424392733	21.31308531394	20.6049648305547	18.4559553995043	19.0702561921868	20.3198263345222	19.0574407215955	19.7741731615855	19.6636731999519	19.8939523353116	19.5545722403034	19.7137138805111	20.3120894892085	20.4308840235626	19.3711907577635	20.0792035026936	19.4676668959028	19.7377097507469	19.7984189606479	20.2351581141301	20.3792651060851	20.3011953889483	19.1454062647546	21.1681765360749	18.7636230541444	20.7988477117925	19.2117078737504	20.0395422379876	19.8672158615467	18.1067869956265	19.4844823615019	20.1693091098338	19.0702021661084	19.576400784666	19.2491088759032	19.2879993430539	20.6414534450712	19.7556587272078	21.614846864666	21.6718470766166	21.4969856473249	18.9229938343425	19.2322634061518	21.6092646467922	17.6471697590516	20.5080346970191	22.5690613693336	21.2972050407282	21.0220416456221	20.5139770506998	19.0548962993636	20.3618494888436	20.6008542850786	19.8316639149769	11.8081691759603	21.7027443858809	20.650043585773	20.4569945525598	20.599940086836	19.9215477419287	20.101088151765	21.4692094112632	20.1987417475931	20.3110193717695	20.0609699744841	20.4693575891516	20.0481661913185	18.3618643182953	20.662523290334
17.2	4.27193634016678	4.28660526608251	4.30273779603338	3.7350306159733	3.6304147021486	3.8931133041481	4.24638323770553	3.83614391903141	4.31557519083918	3.61052564408662	15.0962681917021	3.7538345473341	4.11848147652376	3.78009349548365	4.00544142423949	3.54256472341821	4.1153446051244	3.28876585906964	3.79195188934692	3.46618129642167	4.10337390289833	3.56310011765113	3.49285638055732	3.98760747444021	3.64208995168342	3.6992011386522	3.51170821624153	3.84430872254761	3.51802989203482	3.68282486324776	3.49331444904631	3.67984794970619	3.88138111263674	3.5709411142684	3.91980693956416	4.34019394632823	3.90079448909233	3.91565246796342	3.64912215060625	3.68816049378539	3.98931134601818	3.22465319820049	3.82083150345285	5.40109130770926	3.51635010328848	3.81992541506249	3.91498097202735	2.79854341254004	3.63017460090075	3.7653214807294	4.13744860954258	3.85284096049471	3.35935056055219	3.90513984095942	3.40941377842513	4.3107962365447	3.83440249818736	4.36770200189334	3.38362031361175	3.5594377044288	3.93116617204002	4.51222911860915	3.67034751822034	4.01767167299806	3.41762580890064	3.61110716501344	3.2142482169597	2.41824770896741	4.32305754506594	3.97288617812243	3.51644140129084	13.9096740420542	1.97347511465449	3.59183856080652	4.36744701899878	4.12990828518131	4.01264745413527	3.57634726646828	4.01789222820392	4.22427469437043	4.34782010718099	4.05508577742151	3.87805864948337	3.92293846554448	3.07762234540881	3.61857387171882
18.1	19.8733980587362	19.6193723234712	20.9438972755053	20.5425069916637	20.6406794842963	20.8033996071792	20.0762376051431	21.0347239187326	20.287143163331	20.8922544497426	16.2590797138574	18.8948572971541	19.492924007351	19.7332108464728	19.8176200699291	20.3392078085908	21.2602908872183	19.4425881623704	19.3150989762443	19.7905259487593	18.3860123769029	21.0537749839744	21.9734946359888	19.1104369416222	20.708584920179	21.0465220506221	19.9839268201377	20.2011570569407	20.0031909528367	19.5342395884781	19.0783261578279	18.4689879512771	20.2990952235576	19.9243702176552	19.7833691675056	19.2674268812436	19.3719336058453	20.3564625512924	20.18061412612	19.8055926876772	20.3630912845817	19.1205397970222	19.4994159486559	20.4734020834456	20.6722962901611	19.3108786434844	19.1608342919978	20.3291298727394	19.4753219043109	20.410024578057	18.8597618280121	20.5208649378944	19.2248873391627	20.5051562469746	19.1632567545964	20.046511555659	20.476093207089	20.6642805315344	22.4039116722319	19.8413811939403	21.0091610735708	19.9221876375615	19.5659001186356	21.8255251309283	20.6821564468796	21.5358042971556	21.7190421449636	22.9687205767441	21.8342678102522	20.5619196034429	18.9248482687653	18.2077820084749	21.1921738605282	20.5418659353035	19.5384343903139	20.4371602543744	20.6518839749359	21.077993166218	19.6724105386522	20.2885682784504	19.1274382626747	20.3264006357064	21.1751975060189	19.098758780879	22.7744053560252	20.762851565713
18.2	5.07854614133855	4.96208826752408	5.19619388448021	5.81276095209009	6.30486311773817	5.78107794997244	5.77773842806053	5.72578415826691	6.17106404100675	4.82390046040558	4.41550927346227	5.36347318539619	5.67960180277198	5.3886266079613	5.1448389847579	5.09505061718226	5.33469117727549	5.27716119260384	5.64996216901475	5.55466667859012	4.81983601292821	4.66516526273622	5.78607040467975	5.26552008717295	5.64673114437118	4.780322610554	4.9236754607455	5.35741705213791	4.71619949294523	5.44747429495377	5.03482621556429	4.91352765873045	5.33887300710671	4.91201288749081	5.12138186343932	5.07553671261699	5.46265544965324	5.2739294932026	5.27907098734873	4.78192385891188	5.68835322297591	4.45591710052342	5.64602123028283	5.03693455287316	4.93678876161291	5.56537123638309	4.34540314372211	5.37336035310982	5.71640219586167	4.49216640424555	5.55666434800689	5.54924693336242	5.31672648165063	5.27015832640116	5.07294417272917	6.15077134896393	5.66264525080019	6.36234310303339	6.3191349884893	5.41929917576465	6.2682084284577	4.71185481569483	5.59501338936441	6.14341666030783	5.81814949301052	5.94544867140854	4.70220046598143	9.36535545904447	5.98725106178972	5.79836103703035	5.10833766675004	3.09976549327917	9.87690926947849	6.58007485966056	5.52857156503337	5.92263745479801	4.37635831401637	5.60059746776441	6.02609937882684	5.84680132787094	5.5646628415807	5.59408784864354	5.37507883313925	5.99701666940309	5.07473162824474	5.08147558348984
19.1	15.0108857437181	12.7554857229884	15.8755356440761	16.9021836596526	15.9621254678558	16.8733099697734	16.0052930819312	17.1726640128492	17.2891374449276	15.2930682163669	5.80324075940756	17.1449329282326	17.6735844333316	16.6636002703548	13.6712857294004	14.6989065212735	18.6029498615869	16.7199852071785	15.3511334757022	17.7549935423857	15.0218222402929	14.6116797324677	16.6216974712922	16.4754648818955	17.0399665022058	16.6330712372353	14.5429824661599	15.2150644280717	11.1302308033508	16.1782220303494	16.4538798815714	14.8477396964083	15.740128030108	14.8081925240966	17.7377321729283	17.3639467032645	17.8044136916839	17.6874119963663	15.0882887579743	16.4750068093869	16.4971945035187	11.6252881965895	16.2092864824006	15.8327642778646	15.6351234549336	13.5114846127745	13.2393711365871	16.9236646797045	16.2490156770074	15.7178035144294	19.3908424833896	17.9902888498047	15.2855886347455	18.4455541424041	16.8955393908623	16.5922777221066	16.1704587074095	17.1841633902113	16.9803290680792	17.4553695044965	16.6644997796213	17.866844071405	16.2849549005483	18.3107479034216	14.1271460103497	16.2403289828177	15.0872026339105	13.2555800343399	16.5101045968231	15.6796574496565	16.0861210284505	40.1032160692991	35.6979720739723	16.8923561886958	16.3655956420479	16.4485467296508	11.2399469364987	16.6777587285387	15.7969109669283	17.5119408534163	16.0363465525553	16.8758020398167	15.6458852067575	16.7513566398572	15.5625103266172	16.1749585661803
