mouse_id	MCP_1_CCL2-Bacillus_S	MCP_1_CCL2-Bacteroides_V	MCP_1_CCL2-Candida_A	MCP_1_CCL2-CD3_CD28	MCP_1_CCL2-Clostridium_P	MCP_1_CCL2-PBS	MCP_1_CCL2-Pseudomonas_A	MCP_1_CCL2-Staph_A	IL_1a-Bacillus_S	IL_1a-Bacteroides_V	IL_1a-Candida_A	IL_1a-CD3_CD28	IL_1a-Clostridium_P	IL_1a-PBS	IL_1a-Pseudomonas_A	IL_1a-Staph_A	IL_5-Bacillus_S	IL_5-Bacteroides_V	IL_5-Candida_A	IL_5-CD3_CD28	IL_5-Clostridium_P	IL_5-PBS	IL_5-Pseudomonas_A	IL_5-Staph_A	IFN_y-Bacillus_S	IFN_y-Bacteroides_V	IFN_y-Candida_A	IFN_y-CD3_CD28	IFN_y-Clostridium_P	IFN_y-PBS	IFN_y-Pseudomonas_A	IFN_y-Staph_A	TNF_a-Bacillus_S	TNF_a-Bacteroides_V	TNF_a-Candida_A	TNF_a-CD3_CD28	TNF_a-Clostridium_P	TNF_a-PBS	TNF_a-Pseudomonas_A	TNF_a-Staph_A	KC_CXCL1-Bacillus_S	KC_CXCL1-Bacteroides_V	KC_CXCL1-Candida_A	KC_CXCL1-CD3_CD28	KC_CXCL1-Clostridium_P	KC_CXCL1-PBS	KC_CXCL1-Pseudomonas_A	KC_CXCL1-Staph_A	IL_1b-Bacillus_S	IL_1b-Bacteroides_V	IL_1b-Candida_A	IL_1b-CD3_CD28	IL_1b-Clostridium_P	IL_1b-PBS	IL_1b-Pseudomonas_A	IL_1b-Staph_A	IL_10-Bacillus_S	IL_10-Bacteroides_V	IL_10-Candida_A	IL_10-CD3_CD28	IL_10-Clostridium_P	IL_10-PBS	IL_10-Pseudomonas_A	IL_10-Staph_A	MIP_1a_CCL3-Bacillus_S	MIP_1a_CCL3-Bacteroides_V	MIP_1a_CCL3-Candida_A	MIP_1a_CCL3-CD3_CD28	MIP_1a_CCL3-Clostridium_P	MIP_1a_CCL3-PBS	MIP_1a_CCL3-Pseudomonas_A	MIP_1a_CCL3-Staph_A	MIP_1b_CCL4-Bacillus_S	MIP_1b_CCL4-Bacteroides_V	MIP_1b_CCL4-Candida_A	MIP_1b_CCL4-CD3_CD28	MIP_1b_CCL4-Clostridium_P	MIP_1b_CCL4-PBS	MIP_1b_CCL4-Pseudomonas_A	MIP_1b_CCL4-Staph_A	IL_17-Bacillus_S	IL_17-Bacteroides_V	IL_17-Candida_A	IL_17-CD3_CD28	IL_17-Clostridium_P	IL_17-PBS	IL_17-Pseudomonas_A	IL_17-Staph_A	IL_6-Bacillus_S	IL_6-Bacteroides_V	IL_6-Candida_A	IL_6-CD3_CD28	IL_6-Clostridium_P	IL_6-PBS	IL_6-Pseudomonas_A	IL_6-Staph_A	IL_13-Bacillus_S	IL_13-Bacteroides_V	IL_13-Candida_A	IL_13-CD3_CD28	IL_13-Clostridium_P	IL_13-PBS	IL_13-Pseudomonas_A	IL_13-Staph_A
504949	10.21025005	7.082144082	6.810563122	0	9.831518874	7.743044814	8.079797676	4.733794674	3.595483654	3.192120714	2.721383205	0	3.720340662	1.739472747	3.001652382	1.481762243	7.234832354	6.071865603	4.675660662	0	10.17033375	1.421782803	3.947039137	2.016609797	13.0873892	22.48136048	51.84791937	0	19.97883566	34.95530076	25.27089651	6.647155956	6.675943121	11.86220466	6.141543495	0	5.403309064	4.585551434	4.715735641	8.577889044	150.0146208	51.30505602	54.39168901	0	28.53902429	36.7397664	30.36399236	25.80666419	11.36137934	14.37779295	8.671708573	0	14.7958465	6.11523207	7.875047031	0	191.4367872	194.5001971	113.7556884	1	215.1561028	1	27.98176047	1	58.33729872	39.58393776	70.9942994	3.765617055	19.78521676	107.2553866	33.01201943	45.66704879	46.74485441	43.47879954	70.08148518	0	52.38242621	53.04986934	23.21159986	7.146939889	12.56893262	9.39514642	7.277538389	0	14.01635962	3.981343792	4.086753378	10.10544845	86.66493715	79.50287601	97.68581706	1	36.49711149	73.44715299	99.57902582	146.7848282	10.46658488	7.018489756	9.121491159	0	10.29343825	0	4.03497873	5.377946172
504954	3.935580021	12.73498121	1.622737635	18.36883709	11.46364846	0	11.00699457	7.029663261	1.780643108	2.963744921	2.113271665	2.949208685	2.537076635	0	3.786448	3.091226467	4.701105027	5.241694785	34.05203858	4.18100179	4.764922011	0	87.49155561	7.489423104	3.424555539	104.0867544	2412.095789	544.7446856	214.8123939	0	5848.999128	15.61920265	1.949700384	34.15093235	93.71293568	21.40408781	54.41079833	0	251.1523587	5.065905544	7.815258333	348.8215396	4.743016424	538.1420894	918.2936385	0	30.80945035	37.52954162	4.835915689	4.76435036	2.995671004	4.501679317	5.292712015	0	8.681335226	11.21084193	1	45.85106137	1	1	1	1	137.0324952	149.9495127	13.55249259	69.28312528	358.6635804	214.0937541	332.4136786	2.447162044	596.4639435	41.83721207	5.071242489	35.79985566	180.9605969	63.30834006	79.58882246	0	442.945855	50.7266181	5.724967356	5.241001734	112.4271815	5.283063058	13.10743393	0	181.656236	7.235580984	61.02702004	246.4055995	98.73073123	86.45309284	73.28788565	1	132.2326178	104.0493564	2.602238656	5.573635475	6.426347964	4.105372202	4.997489871	0	12.87561331	5.088599202
505048	18.39244406	5.669782729	10.40454511	6.308184157	12.25495099	2.230636064	3.54236635	3.447487785	4.637029945	2.564713993	3.400184138	2.40858374	3.578425737	1.051305817	3.472039197	2.150899508	10.02077922	5.272545382	6.374284324	4.679898106	7.283590623	0	3.338682153	3.256477522	887.2700718	10.53730428	227.5035298	493.3744726	1097.032968	2344.637162	19.64349752	3.145396728	18.7390742	2.604272218	25.34657089	14.76068904	32.92245701	14.03115424	6.298477727	1.939718429	252.4030868	12.61263146	52.16475892	9.994041718	31.08311759	103.8887706	9.920488832	9.690555244	15.84237872	11.27102441	10.70609399	7.475408333	11.78932498	0	3.240402691	4.398586822	260.6562966	70.89164081	141.7916305	1	253.2950928	1	1	9.761886981	260.6243807	5.639662441	102.9970706	80.5201007	118.3463242	184.7931245	42.93062842	4.689353988	96.68259864	28.04176365	42.82932882	82.96711507	86.33897339	17.53562709	18.59623693	11.47335588	14.98695434	6.743781199	9.224369433	22.57767911	40.17903363	0	3.190428234	5.619247988	173.5494588	39.1537401	83.45137854	68.1659252	86.45309284	154.9790474	68.08366833	23.88764486	15.25493499	5.648677874	11.63613316	1.47285446	6.697572212	0	5.331877521	4.6811755
505049	11.50250527	4.336095625	11.13817342	0	9.11380144	6.260989985	6.962917168	4.998794036	3.776980788	2.566098584	3.24297444	0	3.313713654	4.280975583	2.357304641	2.234770292	7.064945714	3.75709992	5.746878967	0	8.313826777	4.863341863	3.520686754	4.966764487	179.7584977	1.549112307	37.818634	0	11.43662025	304.0419981	3.450513923	3.824009801	7.797531311	7.300269469	11.53285066	1.054489039	3.733745994	2.645729581	4.914446276	4.056869705	84.10397078	26.11184981	69.38603018	1.017425307	19.58030636	1	22.56001544	12.41981757	12.24966223	6.240812549	10.8257365	0	10.77087669	2.643982155	6.11523207	5.662969269	185.7458945	32.67249644	151.4291449	1	100.016908	1	16.67940961	1	82.22759313	13.68575411	149.4182533	1.209258306	11.62260427	97.46437437	47.63968906	6.909759127	33.17021336	6.998826433	55.27620099	0	46.62454173	41.32197787	28.82725737	21.98558128	8.673496311	6.636702097	10.50489382	0	7.981585444	11.32962678	6.565651284	4.505991712	106.3332793	65.55241276	100.6648935	1	73.99268933	82.19126972	78.43929772	1	10.16273384	7.583924641	6.937139373	0	6.109705888	5.92168587	5.385040051	5.243489141
505050	31.14041214	14.7684777	12.80281928	9.278544158	8.417367299	10.99727739	9.045995545	28.74161427	10.28325121	4.28919058	3.999881935	4.033673638	3.080902354	2.835230679	3.253477701	7.591422401	20.94794653	11.04646786	13.38453989	8.773567251	3.975020094	4.18100179	6.210872526	11.98462001	273.4571066	20.65578189	25.04759196	23.72239353	23.82189915	8.76672945	18.23308956	313.0292212	20.77419451	8.668308221	15.78257291	5.515535629	5.410983808	6.606205218	6.620460916	15.52206438	1846.880148	69.35394457	63.73858357	37.51461361	75.41634596	225.3850775	29.77688026	500.3694932	41.04362515	6.621036478	16.50799686	11.32622982	3.913310525	6.643828299	10.16520789	10.7908211	612.3168874	54.63154258	144.8682921	74.91597865	1	80.64273445	127.1459019	105.3413087	411.0804885	28.75943355	187.7449758	81.35535017	99.51266385	199.5120104	29.01111647	79.00307193	125.9626346	44.22797307	69.69420267	46.50417888	43.86374843	37.33440066	38.77916918	64.55239004	17.89827485	18.99693779	11.73047881	9.17332958	7.272289174	13.90744837	8.325185534	39.38496998	361.3885659	73.89273326	91.957654	82.78551294	111.7338001	121.7549114	78.14333134	90.11522098	13.24394318	9.3962628	10.61677933	6.411735441	7.14446662	6.554421464	8.305542505	7.654990739
505054	6.383770717	7.805516256	2.547047101	1	14.35432172	0	5.488226784	2.530980088	2.981220381	2.86681752	1.851680479	0	5.812980399	1.030450063	3.254979095	1.174603295	5.383211882	5.396542545	1.274899628	0	11.73450404	0	4.532374725	1.217692629	23.56349104	19.55072247	25.3319171	0	26.56294284	0	2.480833057	1.469505014	4.79836026	16.43923162	5.326660009	0	4.282858675	2.279297449	3.950541694	2.98234692	33.94802978	86.67655197	53.38673414	1	37.20136016	24.06130327	12.09312075	16.05207048	10.05162275	6.281303539	0	0	9.034003831	1.020070945	3.058120672	0	61.23244102	1	1	1	199.3594078	1	1	210.2260528	89.18782539	54.84727099	125.0500639	0	8.320699147	19.4760587	63.69429137	4.961881506	53.83306375	22.91073091	8.316063134	0	169.9318684	6.408185172	19.9797881	0	11.19089477	6.774485386	0	0	26.30053207	0	1.512448027	1.285689381	85.88658889	57.96216559	145.807557	1	74.41836855	24.08223694	51.91147549	1	6.937139373	6.499486194	0	0	12.50738374	0	6.353336457	0
505057	30.19261401	0	8.499456194	11.87155567	9.831518874	5.866102204	11.13817342	31.04070498	4.531272211	1.36535542	3.205555766	3.356097701	3.022131587	2.901411702	4.015961742	1.801359672	9.45462137	2.0908929	5.365454494	186.9623017	58.3323393	6.397736255	6.910679661	5.901796757	28.34069003	0	19.99752719	3904.876621	1323.571159	16.49628797	15.61920265	5.233961386	35.77420999	1.33178925	24.59724658	170.1877528	55.03909456	6.396078547	17.46813004	4.478300036	745.5248611	1.904874576	38.39707425	43.51413348	41.5191475	28.17126178	168.5774645	39.23780161	12.61536109	3.013995536	9.374451285	10.95056455	11.09561522	12.51365337	12.58992537	3.637993857	172.09857	1	1	159.217305	245.0501452	131.2394556	139.1769466	1	336.6417435	1.018526734	244.2141678	601.6866103	284.2518203	87.49328646	178.8354098	333.7938306	97.21733978	0	68.10241925	617.8340948	170.6523965	38.47013853	71.79000445	162.8125124	17.15194647	1.460828285	6.596068647	221.5271618	99.11535477	7.771300136	18.94164931	4.831941714	177.8872406	1	73.97842462	171.1100604	90.65793605	198.8331165	105.8856982	77.01781828	12.30977142	1.086406222	6.367928494	13.82554274	7.099969593	6.712279876	10.55899809	4.854469302
505149	7.15376053	9.676218638	8.799150419	5.362979545	13.07888816	12.39077008	7.949802686	22.76027521	1.485172852	3.8339	3.492001787	1.613399966	3.887911406	4.299055235	4.280975583	4.76903215	13.95292197	7.617679808	8.696470705	2.153648566	9.765738648	284.7902099	8.116764015	9.8877327	1412.568119	40.72546293	100.6828238	0	24.40191789	7703.298636	13.80862322	1167.034358	9.175245305	19.99822509	23.19201964	1.382961703	4.658795435	369.8527777	8.720972872	111.5821999	26.16742531	302.3405656	69.03313873	3.161461662	51.36752393	33.88938347	166.6519536	315.2204809	2.442843337	10.97555429	7.084730939	0	10.29879612	13.59109396	10.84569536	15.65549322	1	230.8243326	240.7617325	1	86.44756873	322.5438166	160.8641223	234.5898604	114.2988045	183.9781164	303.865341	2.514867844	15.77051227	726.4190776	179.8745156	469.6056051	170.5084165	52.53961471	81.85741452	0	42.07660348	468.8107488	42.4633757	225.121368	272.2985668	5.236336037	10.28109447	0	12.11683393	291.9262323	9.463732603	15.27484098	178.6094762	81.49327273	198.4520474	1	81.40969204	175.81979	185.1846541	116.5542525	3.124814009	5.634370578	10.16657658	2.409478455	8.676547814	15.89667932	6.996290321	6.701248689
505150	7.618202728	5.697779074	2.571193983	0	8.920119749	5.660454362	3.64644616	2.960521488	3.026526115	2.070742218	1.129157347	0	3.819644148	2.465707893	1.36535542	1.891303409	5.584297713	9.871798113	1.116347891	0	9.031889945	2.637888564	2.081546184	4.769186901	245.3813722	1663.783008	0	33.78492551	609.149912	335.584357	0	233.4283351	13.87284606	33.18741215	1.355604232	2.420190296	12.40196178	23.69438279	4.908404181	14.25588867	22.53318281	15.31047191	4.830364809	10.120569	43.62112366	20.26925136	1	0	8.908110694	6.421232328	2.070309517	1	11.01555443	3.069184041	2.940914403	3.653564145	114.413105	86.21379431	1	1	176.2486506	1	1	1	60.08428757	492.7428058	5.544521719	29.80648748	227.4884607	120.7676588	8.105455293	103.0277476	36.92038668	181.6325122	0	0	61.27937593	72.24746171	0	29.20880998	6.708021396	443.0236991	1.595687447	0	11.31150291	6.954559875	0	11.96308969	79.50287601	78.58011398	1	131.0209279	202.9572099	51.78636574	1	54.86283848	8.710700096	5.342502328	0	0	6.981496077	3.687221975	0	1.624021688
505153	12.44896609	9.715038681	13.90568116	7.954615055	6.105517798	5.753821765	8.509116263	4.97586615	3.720340662	3.262489535	4.417994572	2.191382493	3.207049718	1.93373399	3.211532972	2.476641542	10.76869757	6.463543107	7.322666736	4.76065842	5.970559089	8.537733002	5.517002354	2.748471737	558.4516867	250.0758572	337.3506903	5.05535824	16.13287454	309.0745564	12.80330794	10.42167228	45.33764508	15.0041172	22.4793609	3.171850639	2.99334601	17.48414245	6.366144421	2.566950988	67.97514554	69.46624816	189.7353709	9.75307801	15.79560216	5.747967312	34.65324439	5.03133079	13.42709553	13.59109396	13.514195	5.950214141	7.228397148	2.861200386	9.174784418	5.994707836	218.8193278	168.5570662	236.3775805	73.87345174	124.9423198	1	71.86110316	1	129.873224	74.83758628	331.3023247	8.672199453	7.725231571	125.246027	84.52901919	6.326146436	76.45641495	50.44970205	82.98469315	41.32197787	25.26977671	100.2228512	47.78546352	0	61.25477289	7.776668603	15.60367539	5.227009323	7.183251266	25.88736918	7.943704258	4.197539881	89.038904	87.53308443	138.3973184	70.48191737	47.59146694	72.42301499	174.8658496	1	12.18968485	8.426505356	11.56651136	4.250340806	6.937139373	1.422719007	8.28288243	2.674443469
505248	8.552593053	5.007969433	9.656809947	6.587352727	3.425996898	7.973866301	8.243666735	7.206316209	2.027247849	2.150899508	3.922990799	2.274473858	1.393010836	2.628672168	3.051469177	3.873590323	25.21035678	2.304126922	9.042265058	4.654493178	2.783394974	129.0564954	9.866488067	7.548539764	499.436431	3.74239693	12.1965859	4.808199252	0	4236.116527	18.35967165	72.85732519	40.94031913	13.27960281	17.53396773	2.980972628	4.116816035	162.9213302	6.725141737	14.92876886	26.76653212	43.52941545	112.6826055	37.90306852	67.99116791	37.63406591	64.44063612	38.44203678	13.10992928	2.135234985	9.913614987	5.579665368	1.821015804	15.16825695	15.99822867	16.83619064	145.6171554	1	154.6406133	64.53290451	1	272.5696233	168.2337347	223.1427219	124.5968693	159.4570371	329.1569278	10.81866237	27.77842702	799.2096093	157.06314	108.0162657	91.46540019	32.12097507	56.16952518	11.77564745	0	682.9334762	59.7716628	40.7905658	43.80970896	4.253372667	11.28131535	5.171180335	1.415369804	301.4944524	11.25718233	11.80990848	90.95546535	72.87969219	133.2938753	67.08335458	1	147.1213417	191.6527821	89.4072764	6.397128008	0	6.37157731	4.206397431	1.452731465	49.3186759	7.159307237	10.57055294
505349	10.04027851	16.81313929	9.588886807	8.359446243	28.17658437	11.50736226	11.80844163	29.15955135	3.487391673	3.743906662	2.952113991	4.024009476	5.161478754	3.663981745	4.017570871	6.841577334	7.215356179	9.744562629	8.593966908	6.234136019	8.871489487	6.248107146	8.278358829	9.79752515	8.147568606	51.3163341	27.33199203	24.30156504	51.16471885	15.87522661	99.16304603	19649.36995	7.034222279	14.99360117	11.94941063	10.31901378	48.71628243	6.604621534	7.724595641	40.06563617	65.22314386	712.3182519	52.13346826	28.07242389	508.118464	32.09548689	226.4930755	657.4207341	5.865895293	11.04056479	12.77319118	10.73598671	12.76300199	11.43172182	12.02681151	11.47697228	87.45909366	149.4776956	134.6685719	30.15521956	155.6395112	124.0149508	121.1491965	222.3387556	44.39094615	304.3078392	224.0331571	14.60189836	195.8969223	29.15589859	132.1665789	777.2367803	29.56881171	70.98300853	78.94737234	0	58.77471175	29.9918988	70.54181894	293.3262226	4.813854947	14.40254794	9.762732734	47.3675885	11.35380513	9.412278285	17.41568721	15.07840185	70.69874247	145.7859392	112.7529691	1	95.21581961	56.59862665	124.9488087	209.2043793	6.815363278	7.330265147	6.859610325	3.482146502	11.98056772	7.516674252	11.64386979	9.304596786
505350	17.68280595	8.997573966	2.510931383	7.877638732	0	33.70508421	14.54704115	2.355924618	4.20073662	3.058818527	2.192692847	0	1.135313797	4.891911112	3.932575672	1.692682953	19.86841156	7.312891933	3.671186692	38.68722933	17.11854122	10.02077922	9.344529259	2.946250217	95.35198727	15.99526092	18.0348456	425.6552056	1122.800545	2560.222547	51.69589044	1.30110221	39.24390609	3.022258679	12.61860404	89.88208819	40.34621052	16.74549527	60.38900181	1.982227382	670.8235845	19.52856725	17.48995626	4.009390827	0	865.9993799	489.3720955	4.415653361	11.8650543	8.710226764	4.247242438	0	0	9.810307798	10.08123458	5.043766078	150.5554065	111.1896068	1	1	1	153.0377478	110.6009452	1	377.8738831	8.880823817	58.83763293	317.8852167	229.3137033	275.546173	340.5501478	7.257310944	0	23.81280767	28.65755593	148.3917796	113.4516769	47.16555378	101.1133117	2.87671692	0	8.041233806	4.339836437	137.5026356	88.49269185	42.12852729	9.463732603	2.128881966	229.6291421	67.18450463	37.85442524	123.2749102	111.4694094	626	75.32599587	27.59858945	0	5.648677874	1.518462434	0	0	22.88949783	7.71115217	3.478914162
505452	9.346406619	8.949162087	5.53005826	0	10.69118242	8.436678792	2.246200128	3.733622015	3.3470003	3.356097701	2.289093512	1.098569513	3.96618248	2.418071942	1.501127652	2.066891217	5.59329041	10.77412714	3.999060155	1.493855386	8.62468288	2.974938826	2.637888564	8.136914214	151.460445	709.9803598	8.408604418	659.4364169	94.7145161	521.1707622	1.311639526	503.9319462	15.16194698	34.91463439	2.163394681	8.124446856	12.72707907	21.71965158	1.667906755	27.56843644	195.9272935	25.9036803	10.55697846	60.96834499	129.6435156	62.86185979	4.648485039	5.47680401	12.13817507	11.12065061	7.677055803	0	14.27472829	3.032355985	6.016984236	5.51411586	270.8639988	277.6495375	14.11117241	1	247.2885419	1	33.47754452	23.12695102	67.45435688	142.8068729	5.450005041	125.680792	192.9622144	120.6512104	7.888462647	220.5780146	36.04920092	101.0639157	6.63986181	0	53.89171491	38.14016697	9.81495348	131.9426332	18.90711262	71.65360202	4.982143712	2.45388143	12.28350309	3.251954912	3.205763714	52.08662188	66.60794587	91.11776256	41.0580029	157.0615168	129.5449424	65.60497672	25.02969099	66.0922881	13.8953262	7.677449373	2.243963885	0	8.972951493	1.998124377	5.127239608	3.456308216
505551	8.504286162	7.829552382	6.072593515	2.923100984	8.094249205	4.67015775	1.073872584	5.409323517	3.174236788	2.776684211	1.934987084	2.339850728	3.262489535	1.911228415	0	1.880128788	10.40648726	4.662956221	3.215665753	2.797412651	6.90107203	4.071490817	0	0	838.0807726	43.98509656	1048.930079	2.079766646	14.66132729	125.3705788	0	211.4932474	36.00307917	11.30310927	7.346891676	1.546596255	3.187169553	4.861621037	2.114886354	5.894850195	19.38647319	18.06971376	51.4456213	7.999064292	17.81699818	3.208086389	5.260394888	29.29181072	6.299318963	4.933190297	5.288393809	0	8.772884332	1.720390608	0	3.161872408	100.6954864	44.81453417	1	1	105.415833	1	1	1	258.3281926	47.55824699	88.48419183	0	8.780164151	58.13490195	45.19298229	26.05269866	114.4745208	28.63633798	13.0080814	0	14.63232237	23.14714257	0	11.19283661	69.39290952	4.581110541	6.550461203	26.94473988	5.320556475	19.40581082	0	2.144961817	102.7964602	81.6599414	192.9928601	1	60.15275214	1	149.1802089	1	7.25958796	7.460689387	2.848058007	0	6.422694357	2.229608573	0	0
505556	4.602124175	1	5.59986623	21.85317076	6.393225489	5.99741237	2.704973067	14.18074652	4.119365014	0	2.93179726	2.653847113	2.773838992	2.588287204	2.749695027	0	7.040774496	0	7.361804341	44.49231027	15.12812049	4.423846778	3.471038921	2.078434492	15.48332456	0	108.4557509	1302.309523	4756.243097	8.84719951	4.027107676	0	5.510916212	0	87.79514832	39.05154004	151.089294	5.767449962	3.285002158	0	23.28744304	0	94.09271227	390.4403493	32.99740112	35.30200946	6.637532309	1	10.25918672	0	8.676521658	5.193622164	4.676343893	5.309993816	7.181986562	0	143.2300425	1	142.9564162	89.08798666	23.31160073	26.98053778	11.12523629	1	117.0280299	2.727812731	191.8039229	147.5143158	448.9800622	86.27046402	8.838189421	1.403832563	54.49705563	0	63.83681043	109.5951953	229.4770806	14.95735031	10.78319495	0	7.409188257	0	9.884298554	96.60371956	196.6109616	7.760566928	6.05625987	1.245470548	211.8953292	1	80.02477014	104.4874309	119.1337101	226.7439555	26.46623576	1	5.734653135	0	6.375226447	5.000988224	6.514128817	3.657755152	2.713779242	1.410275255
505748	10.05970175	3.75547718	5.753821765	1.694323017	10.42397654	3.361688939	2.423187906	7.983492979	3.889503699	2.141795318	2.315759057	1.497703418	3.723479978	1.087435565	1.244054997	0	9.850562384	3.772798279	3.772798279	2.330154076	25.17191223	0	0	4.633358659	1586.256605	4.51740347	264.2889479	84.33966466	1107.231958	28.19282328	5.233961386	32.20742165	15.04618879	2.768241808	28.87640533	6.392926585	49.68824592	9.336178569	4.899343414	2.606942549	53.01040568	7.661707577	162.5731429	4.19539967	26.30648057	64.39275038	8.391138618	24.55314494	9.913614987	5.210820634	5.932438846	2.62292622	9.800478034	0	0	12.33081991	184.4368796	1	15.73147155	1	155.7725303	1	1	90.78773986	374.3328615	13.91764264	87.07746065	83.24673419	228.5039852	159.5478998	14.55206365	6.977348896	103.7352728	13.46265263	36.85823793	30.73113027	126.4907184	5.737179947	4.514033556	0	12.24023061	5.1063322	4.85458667	4.04445756	302.7087115	1.839881754	0	16.89590317	626	55.06988957	90.21263536	1	90.75413691	125.0393969	1	40.19062713	9.3962628	3.194235982	3.822154735	0	9.484177186	0	0	2.181002869
505749	6.091404996	6.658514653	3.799259546	16.1737228	4.394489569	5.781867756	8.654078907	3.746732213	2.460247391	3.336397067	1.645181387	5.936271497	1.540138587	2.040006021	3.406280025	2.618904298	5.73780731	41.48814897	2.985724713	6.206223091	1.83883381	2.804431828	9.266102582	6.695488743	34.61641168	4606.920877	2.729451621	58.30905285	0	46.96905572	22.69633238	8.018415628	9.60906901	242.0046563	2.01991943	7.250478769	2.618966467	9.351128487	4.476813599	3.70071106	21.21503774	23.96594206	3.487247727	88.08478747	8.669640626	18.31070296	29.7340136	5.202738118	9.682644872	6.525503039	2.636957237	1.221556979	0	2.872028375	8.269179053	5.954659951	5.60231239	125.5120404	1	84.26059897	1	1	73.95374023	53.5344755	128.9310436	786.6278701	8.135546519	1	90.57109763	85.25598747	21.79573819	11.82639048	33.27496034	416.2061507	0	0	0	24.09169266	38.28457252	29.37826556	10.10544845	138.7211472	2.014728216	17.46312696	1.220651173	2.923412187	10.9867369	9.139352893	73.49048351	128.8745731	1	257.0643152	161.3567675	60.39313444	70.2795483	1	4.812764457	7.170440397	1.480424056	0	1.162308105	1.180975947	7.936280107	5.749004027
505750	13.78011953	4.547810767	41.72722355	8.992732337	12.68167154	12.91908463	73.61888201	9.44337825	3.642140794	1.991677817	8.797153592	3.377356912	3.846586404	3.232482553	13.10142705	4.276049008	7.361804341	4.549152059	11.67355604	7.464831219	6.978045428	7.901047978	12.07384993	6.600514713	18.75964862	24.00137926	808.5493472	9.879857307	7.536013678	61.91407603	3227.314445	21.30268859	6.547646764	8.737439131	34.65803136	5.521695824	12.39680869	8.333570559	50.47122376	10.77423514	674.1279164	45.30729131	820.4206159	88.4571363	136.2047603	176.1596166	2570.326854	38.95221934	9.962869048	1.926880444	13.95051139	7.936531299	9.663028469	8.724679027	14.62024513	13.33493469	158.1601768	1	288.0467173	124.0863562	102.724823	63.54563906	265.080825	116.669999	139.2821778	29.17199437	520.0084193	17.29522465	51.92759126	114.2497327	535.2971666	28.11353273	35.2797687	3.657656078	217.6243546	29.06047394	28.02051212	46.72480578	209.5658561	43.33684957	7.932892075	4.154790504	14.08695215	11.11270353	10.07626409	12.17231851	23.05222432	9.252763589	99.39805332	1	236.9052129	101.8442997	78.46493576	109.3416006	246.9329815	70.31074709	10.13199527	2.430035896	7.267023458	8.528707013	3.981528681	13.08884956	15.20850524	6.859610325
505751	19.7184315	9.797542505	3.464699998	21.33964011	18.45380668	13.42244966	5.483581346	22.08853276	1.923719783	3.075008092	2.16132108	4.685971017	4.611779455	3.504305272	2.30107956	3.764369901	0	15.57533892	3.524516639	8.136914214	13.33312849	6.929906982	4.407231408	260.1870238	193.3254792	1829.513426	5.458602282	1283.827382	111.2747126	33.18220423	3.971211975	3711.550945	55.50532666	58.56159831	3.095483632	61.50912596	16.17236796	46.67861139	3.001600865	117.8405784	1034.496151	9.545216672	9.483164838	714.8831989	482.202826	125.8246437	15.78341961	72.82409642	3.893448831	0	7.284172634	13.54494939	14.3262525	10.48725315	9.150485112	11.95095404	1	1	88.31310725	190.8831875	179.0365747	179.6047328	111.7040334	323.9800417	580.4741453	249.4618835	7.740020977	589.7558077	306.762836	196.7610543	7.355142735	424.7648263	182.5558172	132.0018318	32.85577871	260.6874158	89.85860466	95.1394759	8.55089087	587.010209	9.618621033	50.63570525	4.313825409	11.84049938	11.78545215	9.178996246	5.358148884	360.3644776	104.7398424	82.62321303	61.10553926	201.1467974	195.8401401	99.27172033	79.07560954	135.3362302	0	2.765452622	7.864907881	16.21327088	8.203624258	7.793610751	5.75977122	15.41353324
505756	13.1030944	3.829963662	10.3511103	24.71660644	11.7793101	16.36959259	7.800709602	18.05218509	5.019220028	1.857851526	4.011135606	2.498559309	3.902249679	5.206842749	3.441401655	6.199929054	4.262782192	6.178349369	6.505957032	5.294618091	6.421214816	7.841144651	6.929906982	19.70793528	2872.654928	7.486011987	14.49576223	27.37377435	208.491907	1526.453593	26.33575396	3333.970813	30.51581605	3.387655614	17.26542743	10.75733356	6.276470518	27.86855064	12.76325994	57.44628339	824.9759699	24.90981365	30.80945035	357.5296687	244.1645013	337.6415601	113.3929162	151.7563289	2.640468913	11.21585546	22.3129969	4.663807837	11.57257789	9.682644872	11.51721463	8.618796675	57.48613982	122.512757	245.4877527	108.4603407	115.6521988	154.3071539	140.898857	64.94354557	612.8577207	4.411057718	80.70906388	326.6836969	104.3898558	330.1175094	82.78897028	730.9535357	132.8589006	24.9273708	48.12484601	107.9125728	50.41012046	104.4357856	26.67939134	452.0458833	39.47921559	8.210122186	13.94586172	8.863384537	9.463732603	10.8432972	14.91520354	47.99245336	223.2368957	42.26730183	138.0987398	114.1043026	101.7771026	203.0388849	93.08317379	100.3033172	6.81167786	7.18157586	6.302305213	7.928763753	6.609425474	12.60039642	5.716723175	13.12762224
