mouse_id	MCP_1_CCL2-Bacillus_S	MCP_1_CCL2-Bacteroides_V	MCP_1_CCL2-Candida_A	MCP_1_CCL2-CD3_CD28	MCP_1_CCL2-Clostridium_P	MCP_1_CCL2-PBS	MCP_1_CCL2-Pseudomonas_A	MCP_1_CCL2-Staph_A	IL_1a-Bacillus_S	IL_1a-Bacteroides_V	IL_1a-Candida_A	IL_1a-CD3_CD28	IL_1a-Clostridium_P	IL_1a-PBS	IL_1a-Pseudomonas_A	IL_1a-Staph_A	IL_5-Bacillus_S	IL_5-Bacteroides_V	IL_5-Candida_A	IL_5-CD3_CD28	IL_5-Clostridium_P	IL_5-PBS	IL_5-Pseudomonas_A	IL_5-Staph_A	IFN_y-Bacillus_S	IFN_y-Bacteroides_V	IFN_y-Candida_A	IFN_y-CD3_CD28	IFN_y-Clostridium_P	IFN_y-PBS	IFN_y-Pseudomonas_A	IFN_y-Staph_A	TNF_a-Bacillus_S	TNF_a-Bacteroides_V	TNF_a-Candida_A	TNF_a-CD3_CD28	TNF_a-Clostridium_P	TNF_a-PBS	TNF_a-Pseudomonas_A	TNF_a-Staph_A	KC_CXCL1-Bacillus_S	KC_CXCL1-Bacteroides_V	KC_CXCL1-Candida_A	KC_CXCL1-CD3_CD28	KC_CXCL1-Clostridium_P	KC_CXCL1-PBS	KC_CXCL1-Pseudomonas_A	KC_CXCL1-Staph_A	IL_1b-Bacillus_S	IL_1b-Bacteroides_V	IL_1b-Candida_A	IL_1b-CD3_CD28	IL_1b-Clostridium_P	IL_1b-PBS	IL_1b-Pseudomonas_A	IL_1b-Staph_A	IL_10-Bacillus_S	IL_10-Bacteroides_V	IL_10-Candida_A	IL_10-CD3_CD28	IL_10-Clostridium_P	IL_10-PBS	IL_10-Pseudomonas_A	IL_10-Staph_A	MIP_1a_CCL3-Bacillus_S	MIP_1a_CCL3-Bacteroides_V	MIP_1a_CCL3-Candida_A	MIP_1a_CCL3-CD3_CD28	MIP_1a_CCL3-Clostridium_P	MIP_1a_CCL3-PBS	MIP_1a_CCL3-Pseudomonas_A	MIP_1a_CCL3-Staph_A	MIP_1b_CCL4-Bacillus_S	MIP_1b_CCL4-Bacteroides_V	MIP_1b_CCL4-Candida_A	MIP_1b_CCL4-CD3_CD28	MIP_1b_CCL4-Clostridium_P	MIP_1b_CCL4-PBS	MIP_1b_CCL4-Pseudomonas_A	MIP_1b_CCL4-Staph_A	IL_17-Bacillus_S	IL_17-Bacteroides_V	IL_17-Candida_A	IL_17-CD3_CD28	IL_17-Clostridium_P	IL_17-PBS	IL_17-Pseudomonas_A	IL_17-Staph_A	IL_6-Bacillus_S	IL_6-Bacteroides_V	IL_6-Candida_A	IL_6-CD3_CD28	IL_6-Clostridium_P	IL_6-PBS	IL_6-Pseudomonas_A	IL_6-Staph_A	IL_13-Bacillus_S	IL_13-Bacteroides_V	IL_13-Candida_A	IL_13-CD3_CD28	IL_13-Clostridium_P	IL_13-PBS	IL_13-Pseudomonas_A	IL_13-Staph_A
514851	31.58177492	10.90010459	8.557424455	9.865497564	9.045995545	7.954615055	11.84242686	54.22234242	4.874785939	2.808047451	3.294096497	3.791184509	3.864052501	1.995478085	3.312203262	8.666796183	10.9427803	8.840534639	6.067249097	8.476503674	12.15205354	2.262087951	8.121800241	34.10515721	470.9269248	11.42162874	1492.620788	21.97617341	15.0114404	13.92221615	506.1628204	0	11.61807403	4.34487481	30.88568091	6.309485733	3.581971508	5.149535852	12.22860539	128.1237132	522.9988296	25.3642247	66.00633673	56.02892669	62.55921605	16.74181283	189.6737656	848.357268	11.76409548	4.651280922	10.42768522	10.9805532	11.73382914	3.403070969	9.834889102	14.53250991	183.8747209	69.91986274	125.7966251	142.7510864	113.9749373	14.01550115	187.0511641	270.0866552	115.2311251	22.28534549	405.0935048	43.91299308	19.4662642	44.56387849	203.8633408	1485.68342	67.45192889	22.65270676	97.66773171	35.38385271	34.86310073	16.49589508	67.80524483	703.3854974	24.61873457	4.545700386	8.024951463	12.68736261	11.63293179	3.918628328	12.04296681	330.8781127	89.860911	48.31658886	177.9539978	86.39996783	76.09241167	93.3645827	185.2889696	152.2396371	10.88664421	2.937497981	7.27074158	7.70740654	9.18249197	3.563189625	8.72967916	11.28817764
514855	10.11797484	98.93530426	12.63804922	24.10378676	9.14771101	10.8223657	9.744155974	162.3228944	4.859389406	4.996780948	4.101532208	3.707792081	3.698389772	3.445991545	3.623454183	7.991621186	9.245218636	8.850849645	9.813428493	6.944338008	3.784587668	6.16442725	8.553059396	10.47113104	18.61382671	311.2577287	24.82497786	168.2550454	866.3010314	10.9168289	15.29725505	839.0254416	14.48273764	18.72116676	4.302036971	16.81284016	9.420934671	27.93713252	3.451246306	27.94640141	495.4532723	646.3312617	37.39522604	996.0099706	257.0286233	151.9936827	23.54472007	2601.360789	16.12817827	11.33627105	14.46544847	13.14569882	1.213639398	12.40696243	13.63725395	10.09604557	145.8891589	152.0330463	144.3228756	160.0085277	91.86586142	117.3955527	132.7823379	172.4191575	112.225338	455.8324737	17.89157535	298.0316586	195.8432749	156.0988854	15.64558918	425.4428476	28.65755593	160.5393484	51.43744303	95.9288789	21.16676621	50.82545095	47.88532365	182.6947291	9.878499175	23.05222432	13.67756645	11.82826029	16.98339216	10.58771208	10.86119652	28.65330465	89.78235961	160.4646689	75.92935999	169.8573939	172.6871484	94.7975509	58.25870157	159.8722623	11.06802559	13.46883568	10.63989665	8.007725805	5.566497774	8.706904759	6.492166743	13.39516393
514857	5.45571934	2.559113615	13.94430395	6.478381506	4.466534587	6.577869986	12.35196862	3.703065616	2.981220381	1.278274563	3.972594293	1.283653242	2.447976702	1.560941634	2.759627896	1.533227283	65.49625887	0	12.87243347	1.628661147	4.940840068	132.4444004	6.468251544	1.161691171	1710.979073	0	24.9868104	0	7.213673556	1411.999693	144.3414997	2.925749656	35.51143798	2.45834629	8.029925353	2.107250939	2.856473506	37.48498442	21.79225207	9.060985484	11.62503362	3.016921718	79.94992363	140.9109971	18.27259358	8.549879114	498.0626373	18.91057203	9.184507237	1.166568353	14.39841363	2.577499614	6.813025312	2.21408014	9.252616232	2.41893628	127.3585693	1	207.6817507	1	1	1	137.5176297	1	190.8720587	19.94271418	114.3417422	13.10229709	11.58874706	157.0146327	300.4702081	107.0897109	124.1600504	0	75.04857925	0	18.16345263	122.0098205	74.21489468	16.10587227	83.94035716	1.490609107	19.21152468	1.228071289	4.647791271	87.70544635	6.85660103	7.351163154	106.9565028	1	217.348333	27.59858945	1	110.5072247	171.7270835	38.71440488	8.418939872	0	11.98443942	3.033903421	1.833686421	4.785000955	6.451932064	3.841994905
514957	11.87641035	6.64427648	7.944990495	3.616028794	9.191315294	4.268880849	4.050582096	5.880155121	3.750199155	2.669272492	3.230984642	2.240049833	3.283549532	1.283653242	3.047062434	1.779427206	8.701604664	5.140751779	6.515393937	4.51561883	13.08810825	0	3.694545514	3.812148169	30.82809273	9.908065534	83.80147699	416.7941973	681.9593808	1236.748795	1.583906187	6.837656478	6.210519726	2.834700229	14.02071055	15.03391667	42.83417106	14.97958095	3.978165489	2.468895624	155.0285587	12.66952256	76.91561056	9.022355753	33.87472485	123.7679201	14.23567615	11.27250419	10.83571527	10.38800141	10.58167142	1.0797189	18.15726177	0	6.385054046	8.546739464	126.294207	59.98764065	164.9876523	1	296.5550464	1	72.90876027	1	87.8908285	6.478065342	48.75840262	115.8076467	133.1691145	172.7713895	26.19954675	6.814123624	46.18296597	17.47066254	4.596283277	106.914331	96.2473649	7.231651962	14.95735031	11.08499442	7.64283089	6.394227569	6.209517774	4.963844181	69.72862374	1.275576209	4.863655989	2.741374253	132.9231207	26.23302656	81.23003355	33.53442457	103.0948682	150.5510683	32.82177441	51.81142193	6.254976619	5.31417812	10.08589875	1.890745804	8.000201793	0	4.502319243	4.708817442
515050	15.54180277	22.14846805	11.50736226	7.359376177	10.73490985	28.03055407	10.64259703	65.13204468	4.346836531	6.005510701	3.631236428	5.336626894	3.590828843	3.859286462	3.701523005	9.737327703	3.4862873	10.53587577	8.819914477	8.146994604	8.116764015	5.66991699	5.89264759	11.84551208	190.494214	45.44576052	42.32224745	10.30658242	14.87767774	20.599053	387.1808929	1744.564479	9.130513112	44.66739575	19.46922851	4.546770183	2.834700229	11.76140965	6.036741067	112.3811169	239.2993329	563.516069	131.9825741	21.61235941	25.61288136	942.0198221	184.132955	1763.420891	2.378141274	7.512841329	12.35619464	15.20450149	14.70802429	12.65607032	11.33627105	15.96185481	37.38590059	236.1544921	201.4692186	90.71062619	37.38590059	124.7997746	296.9470645	215.5062382	124.0578818	1	435.4827221	15.16700413	18.7740599	236.5871234	150.0566639	470.8654834	39.56066698	88.6559496	88.67316737	3.155224103	31.27929587	69.23243296	62.58949345	146.4502028	3.566880981	21.24427266	12.33301018	14.745966	16.50022597	10.33984745	6.846317715	13.60753084	105.0255889	109.2910626	112.6297388	87.26301777	69.04386142	138.3412372	161.4188937	106.1303853	2.377274524	10.50508479	8.24890466	6.019191673	7.520408434	18.75571736	7.524142847	10.23576166
515055	14.33504149	12.50715446	11.29849165	8.137612669	11.2644861	6.322349581	5.978633517	8.079797676	3.786448	3.934173889	3.783291402	1.520586587	3.276022906	2.874012979	3.256480719	3.214522974	6.572103488	10.35269501	7.08430048	1.821146299	6.676460843	3.01817256	4.988403002	6.090342684	22.30602081	20.27867418	13.77623692	6.193121165	606.9074388	12.0276562	5.567123987	13.71155624	8.139127398	5.263942638	18.64776285	2.500604105	8.52041482	7.826732031	4.13439182	3.794214726	263.8921475	33.17251704	89.1533218	7.863474863	75.14242764	98.95139529	12.97814231	17.27704317	13.43733959	17.02909953	18.49730234	5.557794143	12.10272768	7.88922737	6.918670623	12.95674901	152.6361367	260.3916049	298.4630611	1	80.56373567	1	19.96927823	184.5617097	55.20235951	15.87714486	77.80996222	175.0172123	101.3160753	316.9315018	11.13471481	10.25634742	24.09169266	50.35073769	78.1971039	102.7548968	66.65062441	57.73558375	17.03749566	0	7.240821116	13.07595506	12.53781853	0	7.41975495	1.008390522	9.258445728	14.06127122	89.47661603	76.53755167	91.61045974	48.03946168	93.16506084	124.0659534	37.96797656	50.43310113	7.122213435	10.65916316	10.14352153	2.894228758	16.33673578	2.647303116	6.499486194	10.68999344
515056	0	6.682251287	6.601579291	9.007257516	41.64228332	8.760454572	8.90076023	16.92743236	0	4.711348981	2.171760518	2.475273915	5.870901727	3.042657844	3.69995628	5.825635748	0	8.604202206	47.77438944	3.871450052	11.18874463	7.891055034	68.41854357	52.95448935	0	19.16285752	2219.815825	33.6506909	97.55986031	16.61812266	2076.90328	3603.863794	1.471718878	6.803015793	87.49656004	8.595962889	73.77548792	4.497631665	226.7044601	48.33452689	4.210435809	57.4338922	8.689659345	19.41228786	641.7408483	26.07018572	32.24062935	629.0243554	0	5.422672739	10.20970769	14.46544847	14.95092925	13.86828016	13.45783007	11.68340735	1	1	153.6394922	1	177.137573	123.6577501	126.3652443	510.448573	11.15560862	70.08091015	432.9662958	53.97245398	477.471705	25.99505679	478.453857	1289.289945	0	0	239.4021611	0	136.0732363	49.25984246	310.5170099	720.9067096	0	0	184.2007298	3.020044622	32.04462889	12.12915761	77.50799267	31.25963908	1	166.881881	87.71906438	74.53115053	116.7536285	67.55324094	147.3687926	626	0	2.777649235	7.27074158	35.72034772	13.30210476	9.614254606	12.27103106	10.34728761
515057	8.494626358	9.268850766	5.409323517	4.543289274	8.402885135	2.363813077	0	1	3.263992318	4.658948957	2.584121801	1.827070852	3.202568564	1.607539642	0	0	8.242933443	7.259199396	5.246098349	3.804266333	8.451027586	0	0	0	17.46283464	18.5774382	116.9145187	7.573612606	13.5182518	85.24759201	7.042733723	0	6.868276729	9.710820668	2.821109965	2.213446344	4.857097704	4.265169388	2.539038371	1.218902516	26.61298355	29.51987245	12.17172005	5.03133079	26.08407208	10.89109036	22.92302322	0	15.39100329	8.623604413	3.806411752	4.485140105	9.589524836	1.291031618	0	0	93.78429834	81.8259214	1	1	125.2272721	1	1	193.7056819	147.5690795	28.74873342	11.42834684	4.858967929	20.84928193	81.71517662	47.45937737	3.44143094	76.11414996	29.63230551	0	4.349869195	38.88211098	0	0	0	9.780070778	13.4994855	7.356431739	2.645179718	12.09835509	1.635254071	0	1.460828285	107.1623439	68.19878139	49.85616199	12.9729064	85.57341383	43.75021753	49.723738	31.3857342	8.01148811	6.335103689	6.327812854	1.515916726	9.652538407	1.790578596	0	0
515149	9.73930296	3.642097797	11.09444787	13.48047952	6.157295139	7.168090835	9.792688933	11.56078754	3.706224486	1.911228415	3.538213546	4.205635184	3.862463608	3.135604254	3.160846	4.876497608	8.131875341	3.043502967	8.359490714	6.939526664	7.405907325	6.64320177	6.510674959	8.897307691	16.39213491	74.98177171	17.85533841	77.64834679	13.82482786	10.5228207	21.66735214	30.91508604	3.966530042	8.073908065	11.32180897	30.96605244	8.372860285	3.889606823	5.750393292	7.289022165	58.12972499	103.1767239	49.38863131	618.7986596	101.8494967	19.93049307	49.32645816	55.41437386	9.893924175	1.226846788	11.66828624	11.44680268	5.103571769	8.845281264	10.57669894	19.73859723	55.80951456	1	164.9224924	143.2300425	2.015835648	1	120.7177183	254.3155187	23.97996524	238.5680158	208.6145319	190.3282844	49.63466091	11.37783959	107.6358268	156.8327221	36.04920092	11.40860464	58.08239491	67.91672321	32.98158738	15.26073085	58.06313905	66.27712093	11.90787927	4.107966986	10.94484255	20.02623946	2.934493716	7.110209183	12.34539574	15.68285926	63.66781285	176.209718	94.51646242	105.6739227	87.74998296	36.3778516	106.3872302	125.936261	9.205376246	5.057025732	12.67791478	9.514771262	7.576448724	5.623644258	7.97387405	8.064181149
515152	12.41986903	10.71061678	10.47741444	2.943876967	15.25872755	3.387382248	6.091404996	7.872829261	4.24816614	4.261280201	3.618787474	1.45119879	4.993331571	1.647544645	2.508169439	2.869694966	7.906045805	8.011208004	8.400139467	4.283314366	9.983479863	1.765619751	5.91095044	4.448810603	17.35636725	92.72010777	20.09108172	2333.092819	68.35035944	13.02404048	6.765932281	875.9547152	17.07182747	8.477752832	4.658795435	6.389774859	11.64024383	7.44187314	3.229024463	4.463439607	198.9128517	100.2467632	22.41253381	23.49049978	148.4771364	47.38857708	14.05886918	20.13878237	15.77487504	13.56032919	12.57975271	1.218915499	18.46067257	2.290579257	8.570746232	7.960204001	220.0339656	239.4342135	185.1853481	1	235.1492639	1	40.55108155	53.87236855	52.86346154	63.44825284	11.97567385	197.6307904	140.1545695	27.67221739	10.70295439	27.15830124	71.25838952	57.15659551	38.14016697	9.364235838	88.62151082	0	16.04086444	25.82562735	13.34734973	9.230046057	10.86119652	9.39514642	14.73946689	1.391583157	13.36634102	6.525172018	87.89397646	102.2453621	58.21647888	114.6137214	109.1644712	1	49.75026194	99.39805332	17.21491702	11.69803099	7.085145585	4.823183988	14.54642103	2.533557499	5.541528536	5.882037172
515155	11.29849165	8.074980832	27.36046671	6.213833125	13.09341211	0	6.810563122	9.297931889	4.303990285	3.067645623	6.5343032	2.610541841	4.879921513	1.163177153	3.307673466	2.914420901	9.042265058	5.975152224	11.8621847	3.149304666	8.758133028	0	4.637582921	2.438768167	20.18479751	14.66132729	116.8845729	60.19710575	317.7726479	0	6.308138013	652.9232951	5.137357222	7.906298753	26.26370133	10.46207017	19.36142907	1.354467573	4.769789211	7.135024741	39.50866602	66.13426809	201.5558263	45.153632	84.86425062	0	17.47741167	35.64199785	17.94288991	9.972724473	29.02525539	10.90060908	16.8153425	2.703945618	9.325684947	3.399259967	180.8018536	195.2933355	557.3899962	481.8415583	315.2495726	1	98.88355612	1	11.58451707	74.11525741	352.9740273	53.13457149	59.85743859	2.930781539	43.91299308	65.14211627	74.68642112	38.34644015	224.0528889	9.342793516	80.77863661	0	30.83661187	0	16.9362691	6.012024609	23.31189806	7.288040706	14.20267018	1.789153781	10.36337705	0	86.20817081	70.9297912	112.7060631	114.899931	103.6212854	1	78.58011398	89.00889761	15.12337191	6.120582249	32.65972546	0	8.72967916	1.054752005	6.488507483	0
515157	12.94330193	6.820076499	28.14119663	65.22490876	8.412539772	4.802122284	9.598589402	8.480137648	4.414676725	2.184834885	7.914275914	4.867941148	3.259484664	2.478009433	2.71008668	2.748277049	7.896051054	4.616474839	20.71759721	4.675660662	5.316721178	4.197313114	8.237876157	5.647344805	24.16131511	6.494180066	113.1799042	2711.203255	707.2554604	10.9021271	16.27094681	6.227524186	7.72783521	10.17116022	11.18928857	20.62420933	13.832864	4.447103274	4.276960776	4.097791141	22.41253381	119.552205	76.39959193	1583.722811	611.5410757	19.94349443	24.51206856	2.939367184	15.10613872	5.505390518	44.75097498	11.5272781	4.755949752	3.165598131	11.58264765	12.52890352	185.1230226	1	431.5963289	141.9974018	1	1	111.1160676	134.0407172	29.31693595	135.8147433	38.20537001	384.3161385	294.3151033	16.39920843	19.65257112	39.57260668	48.72277553	26.25272329	106.1552532	115.3684978	78.16132534	0	91.41426353	102.9021708	13.423359	4.188976137	38.82006811	63.34271208	6.274195422	3.570893394	9.264128969	27.03381398	75.73832502	94.20693407	114.4727761	250.4361931	149.2680043	1	1	91.63871441	8.505984755	5.190587972	22.65451134	2.659356138	4.199645729	3.055783979	11.85669154	5.27527756
515249	5.312062158	1	9.681070951	2.455004914	12.87064518	6.039688925	2.745828032	7.182423445	2.152201226	0	3.138570338	2.43572743	3.97580146	3.590828843	2.197937039	2.397756061	4.16064425	0	8.727286929	3.686753215	6.76698982	7.489423104	10.81215321	4.511433212	8.044173137	0	564.3699351	28.361835	171.156813	9.781400133	1184.053871	4.717028824	2.339071515	1	25.82873873	2.172358567	22.96397949	3.499446733	53.79679479	4.959802208	30.72313035	1	27.74820007	6.574271451	64.61624002	36.29401941	6.385903589	28.7091032	6.969321192	1	11.03556209	3.587529242	15.83199229	6.2498053	3.700394655	8.140561608	121.3647768	1	233.5812293	1	228.2211994	8.190746795	37.65076267	66.09110429	5.646246747	1	145.7126153	4.652667276	93.27193853	11.37363382	290.4558399	57.42706589	5.112697228	0	87.81095764	0	73.5788559	36.25684125	88.08715855	15.88917623	5.476259267	0	81.29844076	4.656710183	9.099764023	7.685573986	216.6132608	5.92390676	36.8520455	1	86.52735744	1	77.59743249	50.43310113	1	197.153245	5.438297965	0	11.62452854	2.255467449	9.98607075	7.415939515	5.47385554	5.328336779
515250	9.307626222	1.503192802	49.72546223	13.39826731	14.05531359	14.59519711	138.3313546	5.474291985	3.270005762	1.194440214	4.529599766	3.626566422	3.701523005	3.141537365	8.932158835	2.778107196	7.381396122	0	8.232819743	146.6493828	9.208702093	3.867486297	15.41026457	5.642833857	45.00615002	0	83.65996036	8737.431146	10630.89785	29.83345321	2636.007317	6.07907773	12.46038002	1.291234841	79.54605888	149.1538628	146.8166148	15.33575136	139.6599413	2.743913735	816.5826132	1.588239547	615.8362776	116.9579948	111.697589	172.2489297	2004.945816	10.11000408	13.77069035	0	8.55634069	7.898683716	2.60542284	12.89043123	13.73475283	9.467224517	205.3618874	1	146.0930531	341.8656072	88.08036586	22.20191388	257.0435594	122.7276702	231.8288721	5.888574921	456.8333868	432.993595	326.7624254	100.6351558	606.4665026	10.52193489	56.38272054	0	197.9833078	395.3280346	234.0373081	31.95280078	321.7601277	11.06342945	8.139156937	0	12.74981849	368.0613544	325.6144732	6.309120993	46.33579975	5.821701237	153.0604047	1	118.1834983	160.6002087	170.2650519	152.189243	154.2046274	46.35820203	7.651248408	0	10.16657658	7.572711107	1.081864015	7.02589171	12.68954309	3.379076311
515251	18.55759988	7.848784682	9.331863401	8.089431863	3.781735144	16.46983916	9.870351847	20.83367078	5.245323759	2.064325305	3.776980788	2.952113991	2.221590713	4.241613975	2.997270117	4.22851939	12.11293692	4.361651691	7.856108242	62.14257391	12.34807743	6.786095667	5.965967074	11.50220396	22.38388868	5.512738554	23.34561842	1170.852173	2044.118251	1007.324814	11.78368351	29.53287103	23.38006952	3.544931205	23.246778	59.63339932	83.37229658	22.38290879	7.800775091	7.059803264	309.2241877	33.94802978	70.41323945	29.876952	5.44328036	1103.364086	31.31394893	312.2256442	10.44257247	6.59370943	11.86000379	17.42568309	0	8.777707483	10.03188907	14.33655929	266.2850301	56.81635797	200.4456655	264.0837008	1	121.0054175	65.2717551	165.8989052	250.9140725	16.37580371	202.1108124	257.6452314	281.5960616	453.4982884	70.64941531	27.49715558	0	11.32228439	57.56201465	151.1009843	174.7362541	104.1753327	37.47917755	58.12090259	27.01896468	4.440112619	13.00677495	46.04025171	69.45841137	13.93945753	17.58525574	13.8562747	206.3875061	68.50959817	80.69859564	98.86660213	127.5539897	201.9641438	62.64388497	94.1358752	6.649804818	5.385040051	9.403904927	9.579809068	1.795949564	6.822734964	3.911620268	13.3370019
515255	7.699814779	7.575020638	2.14939301	4.742896423	5.187361654	5.758494965	4.394489569	1	3.157872853	3.848173165	1.716619368	2.953567008	2.776684211	1.408588849	2.778107196	0	6.131980636	6.543729856	13.91832789	3.149304666	4.646035409	2.882095232	6.978045428	0	10.81409169	267.3980621	3421.65946	10.23492744	75.67430819	0	317.1087158	77.17472722	3.601947242	15.88478107	68.17136431	4.153447722	11.15194381	1.70523811	14.27855687	2.316939792	19.45102705	137.0831524	3.5638904	10.38592217	28.90779891	2.352372836	17.95586952	14.15308181	8.772884332	9.169923671	0	2.750101222	8.763239456	2.190979391	7.010821793	0	80.80068705	83.47676663	1	1	1	1	39.32356449	1	10.60409359	219.8179395	413.191304	66.12284156	33.68349124	1.967485153	124.9643276	28.33739197	34.59198263	69.69420267	152.8481283	49.77606128	16.7342159	5.883560167	71.77169016	0	7.277538389	8.595693581	124.1202225	4.01495507	4.550120819	5.845977111	16.52697896	0	62.16956794	193.9884112	115.6821804	1	63.0192869	21.24899892	27.03921602	120.2903876	6.05537103	6.273173315	0	2.045490256	5.064038819	0	1.290282015	0
515353	5.31668834	5.362979545	9.477324966	7.048743428	3.065018898	2.226749458	8.852368723	7.603806801	3.086800421	2.183526197	3.171259414	3.032388843	1.586507792	1.937494148	3.143021232	2.997270117	3.979023162	5.454433315	6.067249097	3.083471818	1.230026846	1.998215104	7.079460308	6.534280353	1859.367807	7.423719498	11.46662791	166.9146931	0	204.0721091	14.84431122	8.874094155	6.607788958	3.586250206	9.291347028	3.713631075	2.691362586	4.089015893	50.08058004	3.934565425	13.08153884	12.40850537	36.62080777	45.55329642	7.873131359	11.32734919	413.5370173	11.9587653	10.37312583	7.898683716	8.912946985	1.762820588	1.645589266	0	9.174784418	12.55432518	264.8186302	9.664113943	1	77.15248641	1	1	75.79605541	20.24935375	124.4621278	11.17233256	27.14243897	94.55870535	28.27339528	123.7883668	212.4917112	8.98187233	88.20790938	14.13402563	26.97780011	95.47566585	0	15.15237909	55.00374831	13.1595805	7.889692414	4.872731777	6.580853771	6.254269071	1.444705427	1.900400457	8.171884895	4.877272095	133.2977236	50.53701424	51.58529558	97.31539125	32.68607809	159.9860272	74.23444277	59.748792	1.256665164	5.296489528	6.164118674	1.188002888	0	1.603245098	5.774132823	5.713138342
515357	12.07541893	6.020895241	1.406873957	4.985035481	4.15725561	0	3.348857371	7.139432544	4.745253462	2.370761652	1.135313797	2.13270486	2.60775641	0	2.423499621	1.349959848	8.293554175	3.772798279	0	2.339944966	11.56293659	0	4.336859876	2.265310461	4497.194274	9.350484579	14.34739506	101.9717834	2017.421894	0	6.837656478	0	24.52021824	2.616293436	8.456432497	6.210519726	34.75801313	1.511375371	2.435962692	1.695584071	99.6476781	9.878543291	13.47447388	3.972623563	11.5807712	4.609331663	5.911443701	2.220771348	15.14237199	7.260921926	0	2.044540442	7.988629385	0	3.57204463	3.802469349	158.4246914	100.0923586	1	1	54.88426808	1	1	1	236.0550621	7.810406883	100.0585577	102.6289518	216.3676057	17.77187979	4.670996226	2.50313503	90.47507784	26.31675098	0	60.03945652	104.7285085	0	0	0	19.09378048	5.241001734	0	8.160970763	227.7701973	4.019164426	4.696926929	12.4818677	190.2062499	54.44527909	1	1	90.93633151	123.5275738	17.6465242	1	13.16251812	4.885794425	0	0	6.624104683	0	2.281412878	0
515450	15.9728724	13.40310393	5.238117031	10.33168009	6.497320249	12.07056587	6.78678491	35.77753836	3.889503699	3.77067362	2.698806318	5.038231447	2.353272777	3.366721722	2.745441845	5.060728381	5.105794353	91.29802573	5.66991699	11.91780023	5.162640451	4.011099645	6.920291313	141.8929263	36.13802334	4955.816146	11.22748782	56.9028385	148.6210245	48.38165599	18.54107653	3851.171992	30.82588047	231.710601	2.673894622	7.393555908	8.477752832	29.69333112	3.342579131	207.1482897	906.8388762	60.73001331	13.25444147	75.51303375	90.99930919	117.5382938	13.56745789	240.543276	11.56250927	10.27403753	7.470731904	15.82679924	7.747651654	5.146402085	8.58515621	16.12817827	144.2546518	155.2402182	8.978158696	181.2421058	1	58.9889569	111.1896068	253.3488552	301.0042028	460.4225233	9.524605519	138.2264546	177.0443703	123.1757808	13.20781933	371.1151375	43.45852515	336.1496316	22.54516021	43.11364756	43.13394561	71.68010026	15.06569881	461.5362789	12.25877067	211.1796192	7.340629847	14.55131826	6.535283546	5.171180335	12.12915761	292.9651881	145.2212049	157.8124948	38.86154296	157.153169	626	66.07498536	61.785968	144.6889719	7.692426203	7.125921652	4.352122314	8.101842546	4.588129212	5.413432491	4.795408523	15.83487134
515455	10.62316311	5.875470381	4.412482836	6.162004517	4.354049181	40.30158141	13.22893867	7.220654894	5.327826582	2.354616462	2.521920422	3.103039704	1.604027228	3.424589433	4.009527312	2.066891217	10.06345092	3.983027675	4.140321931	4.549152059	3.127301427	6.118091411	8.563281215	6.824356255	52.71162518	6.193121165	114.2835146	8.303754688	2.272273175	615.9904508	45.76400061	14.47924693	5.628133066	34.06050913	5.758145329	4.116816035	1.735496322	8.117923322	12.49131958	5.849743851	325.5956073	78.2869626	15.81997554	23.93871258	3.81258596	969.6878178	472.0240167	21.33403731	16.47675923	4.166061152	3.587529242	8.845281264	1.681338123	4.882374128	6.461988506	11.44680268	111.1160676	19.31462863	1	124.9423198	1	134.9473339	41.07586255	92.86452876	103.5799422	82.29470566	107.4885597	17.02980713	4.431990853	148.0679894	201.9325074	20.99883545	77.94655534	22.95372277	28.46655235	12.44562536	0	67.11678561	59.21611632	39.56066698	21.76991368	4.85458667	7.578867029	10.13465861	2.365655204	12.61876004	7.099795589	8.617899773	123.4294712	53.42847815	139.5485383	42.72571989	1	123.9272844	113.9560895	84.64205167	13.97285944	4.781532767	2.959195774	2.548444717	0	5.702386163	7.490541459	10.30112997
515550	9.02662577	2.80326413	9.545228165	16.66540644	12.59442221	6.539952211	5.145885205	2.774511531	2.846702984	1.960110267	4.117742819	4.161614291	4.755439742	2.456154785	2.495815915	4.120987415	7.464831219	1.264864574	6.709770482	6.9539637	11.82329059	2.860832312	6.285411126	2.818490815	4.993019655	0	898.3673726	4.487814983	40.29955055	64.89925997	9.336723666	10.66803588	5.07805567	2.938435514	23.30519912	4.011652665	6.991084933	3.463992427	6.741023647	5.807797508	19.76167937	3.501128272	319.0454186	466.3492308	50.77444034	20.19094348	9.680148442	24.77249106	12.70188585	1.494072303	7.667652823	10.00229992	20.06358667	2.750101222	10.47732166	4.81062473	194.8664317	1	140.1420355	37.12083583	242.9658637	1	175.8035366	1	92.64708031	7.747419426	215.8894168	43.78642942	28.35339574	25.9845794	83.13686124	55.64063838	48.12484601	0	56.44083627	37.78918977	60.59334328	0	41.50571013	218.1737734	10.52262411	4.04445756	6.021844538	9.469455177	20.34156812	7.499167989	4.809337317	4.665635699	108.5968212	1	138.4673408	97.34018373	81.94414414	79.80189088	129.4248419	12.58569985	5.053519885	0	5.303563664	10.57825657	12.85235294	3.759484603	3.411204329	10.38960967
