sample	A4.RANTES.	A5.MIP.3a.	A6.KC.	A7.TNF.a.	A8.MCP.1.	A10.IP.10.	B4.MIP.1a.	B5.MIP.1b.	B6.IL.1a.	B7.IL.6.
64-5	29.4282896412656	99.869930570187	543.319397643789	1.00000000000001	4.3948686457386	53.3206327307397	12.0864932275622	16.0923644601881	9.66761921662152	90.4553379846538
31-90	26.4217694154442	265.337412642306	0	18.4244654278716	783.036403833893	1049.01941231228	21.1259496444356	22.5277946963737	10.4276694015056	2311.34226006204
02-9	35.006719674884	152.998358089584	1769.5022841619	25.6105897884876	221.521269992521	158.925263320185	26.3200242863722	20.4699143013624	34.714404746552	565.364126775783
82-8	19.1579652879985	277.621555232448	814.997061578428	6.54311907762652	95.8387906856168	85.9084819751725	1.00000000000012	22.2044447221042	19.6735251447009	538.807848763187
515450	69.553996884866	165.522540616944	492.003784618916	168.933844447269	19.2606264187545	1.00000000000002	95.009999070492	4.85605340681799	10.4415876393626	168.645707686132
505750	57.2508564308856	195.133053856487	387.611828124987	28.8534446599376	16.8497864547363	90.7527894351518	9.09725663146224	9.21861904491927	2.92825650443744	0
505554	63.1274413732524	91.5790681708908	168.123587833667	8.46970669840525	1.0494118572074	30.5449533531289	1.00000000000012	3.87848012372901	2.80685656431328	12.7658486962335
505756	38.8758810799955	152.317709377893	228.353219383061	29.3953611096474	53.9889710903163	208.147830392604	20.9038742011456	14.9252965426163	8.71687639193621	78.3815445842092
505452	1.00000000000008	0	0	1.00000000000001	1.00000000000003	1.00000000000002	1.00000000000012	0	0	0
515652	25.9030386567486	209.316667510161	468.344436161616	1.19291314654266	232.336049619395	128.168969734723	1.00000000000012	6.48985899616632	15.3126212020111	384.539868308175
515656	9.836535524284	331.71647175396	250.581882148281	32.6136070125542	28.8483701722149	1.00000000000002	12.6096514573374	17.2720965076841	3.39683640196846	0
515056	22.51128065912	410.708259413994	295.675932628588	65.8336510257572	23.814290535602	188.728417323419	13.8827932289043	25.7988608244476	2.59822522135427	0
505152	64.9449346457674	140.748635767452	315.583261947433	26.5429237678609	51.1329782702742	433.583754189684	28.4083770232154	20.1082521225861	14.3876791516191	119.191249865529
505553	36.2172850706177	331.71647175396	395.971065830125	22.5265423369023	37.5924006305806	129.244228423202	22.7277880035258	16.6197295022647	7.66017379397759	80.0183084487829
505350	35.5224335266379	152.706729575488	663.217749967922	26.7119381459502	84.3213882108414	189.479708654609	17.6527922057019	11.6184994953797	8.53805492656406	213.84715794237
505550	28.6353354173389	243.567373565385	765.42071904249	13.5186782493926	101.356956511772	165.027230410447	39.0837842618307	14.8053481503447	22.0380358685845	128.369731977829
505749	21.2356065916447	106.360509039802	198.140050576374	1.00000000000001	31.5006155280707	100.947009351515	1.00000000000012	6.41106714975525	12.7284951418052	42.53007326018
505748	34.4281594681698	140.056736616293	444.735786355397	13.5186782493926	71.5333736351274	119.619626159938	19.3416328272085	14.3536115344946	10.2747970058538	443.756702793882
515357	82.4035572615828	193.578327647852	1043.61518126579	31.4236881512139	37.747077689738	299.682902059419	49.6828071694881	19.4425920972338	11.0245022672897	297.02076347869
515057	56.6928047996934	195.863401309524	188.72780374804	17.0531059221212	47.0960985432853	95.8223145457655	29.6282052440935	13.2476081603463	20.3386954777471	303.000489327863
505449	61.3965396564908	75.7167724160744	418.190782353629	15.1361686682676	18.3322434447538	150.099944695736	1.00000000000012	23.5994996826715	8.21812133769954	0
505349	13.2179864377443	169.616320671909	415.868743255799	43.411430810009	11.8175218629935	78.6729423526169	1.00000000000012	8.49284609111829	11.4523976430207	0
505556	39.1716932463742	148.904920345567	157.89509071482	13.5186782493926	28.6865134779157	85.7424699932035	2.29557927684222	6.9559046949528	10.8747296410192	0
505655	56.1597361996209	163.705915453828	195.511134063407	2.70569858203915	43.4575215942245	35.5029242736882	19.1173519134594	3.72147438983502	8.12529041066913	0
504852	71.0673473412961	325.83057207465	518.330233003414	37.9336710446756	73.2698540333396	741.089875963702	12.0282819669395	12.2087894128579	5.47778954482887	190.49372113349
515651	55.1425686780364	367.966836350714	412.112983775759	40.379829829098	107.17515552528	90.2490242745823	17.426439355831	21.9938238424828	25.96477540561	186.261198998914
515550	43.5137593685595	322.345988848483	226.528756650212	1.00000000000001	10.9627199974337	164.841937492487	1.00000000000012	7.48762954152244	4.86188269533192	0
514856	47.993153344183	120.944512599338	121.379397940381	27.8067898134343	31.6602387156471	125.308586136344	8.56557792765361	5.67995721468114	2.4138224069894	54.3433371001195
515150	93.6481803585862	185.377820179201	438.68775775681	33.185283305178	42.5931536504212	68.8953693205475	12.9576763756024	9.23082142325974	1.27985474317182	0
515749	29.3017315618232	140.946207237521	102.828326930635	2.34556607229623	28.4434909822456	100.603723663372	10.6263273982656	12.8823305462182	12.9883023499603	0
515756	31.9971731412979	532.664283224698	311.077709636965	14.8673658138341	38.9799619818645	57.6394508343424	1.00000000000012	13.9437297976813	15.6393023762897	106.34830817776
59-5	24.6624871922116	68.4933263040274	280.109544000612	2.34556607229623	24.5582037627204	253.231198220512	62.4420247643039	10.8443214845324	10.7906456372314	75.5796689897222
65-2	50.7948440071276	599.027625004717	608.433293706286	14.238935881029	98.6579250218796	84.4169280051345	20.2917474858689	22.823436283289	22.462526106897	0
65-3	27.292417487502	95.5234884886794	474.518439508825	1.00000000000001	12.8434481228215	56.1397496811141	1.00000000000012	1.70157849037467	4.32618473722311	79.433563666863
66-1	30.843987614243	61.0669386391445	778.286487816737	5.76287604141692	110.202984074733	188.165118086174	20.0686393544146	26.2977031011195	10.2794233171015	1657.28197208783
66-4	35.8551638686191	338.05376273602	0	28.6863791566481	965.924463926952	554.508052547178	37.9807626231729	27.3976424350877	29.249149225431	1911.20016892707
66-5	42.8801351140513	349.184475112385	283.469391685181	5.9923199513386	65.6966883511999	83.5907951988108	1.00000000000012	17.8731206558147	51.1882457017747	387.059944515909
59-1	41.2849155578682	368.518804569086	189.564627315107	11.1182125782849	45.8417950406973	197.194597436145	20.0128192396284	6.91010185161053	16.3354440274626	0
59-2	54.3084961294477	176.698447805526	346.917921688516	31.0115662408717	43.8320858476542	209.661839526302	66.553998950085	31.0601953250325	18.3309611342306	270.52917444976
59-3	32.9869001731712	137.183711991632	562.753789884124	15.2256988944794	54.0952227578502	121.215222082618	0	13.627761313183	44.6345874060622	92.3361961309785
59-4	43.1972613488261	110.768638011299	183.724624147146	29.5201919507754	29.1313141657545	164.841937492487	1.21989441599101	14.1814890860476	3.24537239179724	4.79854898915124
78-84	70.6219402711525	209.316667510161	277.36103925795	31.670515681578	31.7400022376649	188.916216075458	38.4830371746554	27.81272494738	19.8830332344136	40.4273384346104
86-7	18.8481569090326	63.1570946328803	152.069970763217	2.03214445889503	5.21555418917272	70.3180153324261	1.00000000000012	12.5059076137379	43.6092363147349	12.0290313502243
86-8	49.7184543448549	32.0602078552739	108.453988080678	2.12151068116564	13.0998638889104	100.432166781934	1.6970759912153	1.4084424137295	17.1762025624521	0
76-2	34.8242659042904	0	117.200214416159	5.9923199513386	1.00000000000003	60.2133045835221	1.00000000000012	4.46210359323925	17.4526588189822	0
76-3	34.6720455774813	35.8473561808437	153.125010828679	1.00000000000001	3.58708595917797	74.1462257662023	2.65526249419542	0	1.78793745206692	8.81891918297183
76-4	46.3912006369657	110.052311432358	216.09352622928	32.4499410426523	111.648504053112	119.619626159938	26.4815647940813	29.0173024347866	40.8469637975681	2281.09756083577
71-8	18.8481569090326	256.70525645663	196.261857488048	16.5198458366515	12.4587555070625	59.9089368319903	1.00000000000012	9.84515870194808	5.9627753458844	57.310044289528
71-9	47.0675867468708	122.6633031689	172.79507165751	21.877691799779	29.8570963771694	51.2696772403586	20.1244422342298	12.7003632369914	24.6648077739419	10.1341211231225
30-10	26.4541204992564	185.933898699853	961.292659931843	17.0974839948951	99.6176708957612	151.383010636207	7.2610745039991	27.4119484850632	11.4854312909798	576.576206672982
30-33	62.2768582725581	145.967062502676	97.4222906589543	48.0926208345283	28.0784240123738	48.6668448710155	7.73620880215317	40.5121962567522	9.19886562246717	218.338516919742
505248	47.4047500483761	105.846744182605	107.128597203582	23.7318760329116	45.8417950406973	160.956286408462	23.9333929723455	6.50113383478508	11.0385623041437	0
514949	21.5726511781772	250.380548537195	1119.90227597455	7.46102333469518	33.0910768681947	93.1114518693454	1.00000000000012	8.39705365834024	11.9163615288654	592.803693930233
515249	51.3442415869947	132.704767344775	114.325741651464	13.3833917304418	21.5266728936662	75.7556313700753	0	10.0310252926023	7.46452320191905	0
32-1	39.7910432891891	49.7292270898755	448.132209472663	23.0009755083857	24.7231898589766	157.450088228464	1.00000000000012	13.7987609290861	11.0010760209663	158.088562701828
32-2	55.1694098111367	480.409388544212	569.296124089431	30.2259659858691	94.2852826132302	21.9784553009915	1.00000000000012	6.59150096555224	5.72513967212894	300.171909539662
32-5	46.5323423286816	130.305788781476	257.45724677041	13.6538902739704	7.47406968011865	0	1.00000000000012	15.1121840313092	27.6927843955161	59.6012577513703
32-8	32.8018552015906	133.203666011004	386.50894961281	18.0272617954424	11.8175218629935	183.102185226596	13.3050995860878	19.5810483392162	40.5116611873216	19.7034606492036
505148	54.5241127864416	144.10043238604	222.011111068187	41.2009864279801	43.5324947777347	334.056923457764	68.4464375891102	16.3489763107231	41.3934294248416	0
504849	47.7412336587177	96.8703634386177	318.152280599277	1.00000000000001	44.9140756641322	140.251672475583	53.8946857091127	14.7520869567592	12.7669309088151	26.3375698439715
505551	40.466531706647	173.497044161277	232.855325318632	10.0702446408303	48.7068272671339	100.603723663372	27.6081496040171	9.13329750161447	42.3788861005862	35.2830130553796
504851	38.8166496930005	92.8258200380275	157.087292541564	1.00000000000001	6.04605207505267	86.0745643452546	7.97345150277104	21.7553744502787	3.14090596699709	24.3684103220214
505352	34.7025024420347	46.5309611444358	335.911132794295	4.52551542373257	24.5994615320527	286.107050794711	1.00000000000012	10.9200156458221	8.32892130628138	0
505055	92.3694488086384	104.509829122231	235.426628565694	30.7638462683819	32.5358742470041	103.356342342395	25.3476157617045	17.2584697525808	33.6744434800305	0
505050	28.3168299151712	358.997522720145	353.445172613404	15.3151935831786	47.7567244562429	106.643396269927	33.3397322044132	14.3403593736065	3.91814195569149	0
505057	65.0213593641162	139.166241688273	105.179093454953	39.1213957704202	44.3552120245612	257.241684206234	38.3325128975135	29.6207444971813	9.53062061725217	0
515055	56.2397961086597	182.031485294548	251.365460151566	8.05724917219605	3.74742739811564	99.2328859690555	1.00000000000012	7.85095113382517	6.55833264525203	0
505155	57.5424925955111	189.260530412013	783.959039480607	59.1466511337502	46.3223832857062	245.978457819564	49.7765426134246	11.9001418728091	0	214.971351678517
515356	33.2640152595009	102.037503412696	479.163741213531	4.89173329458671	18.5012482635235	67.4800114477147	12.6096514573374	6.72760735344007	55.3976470083512	37.2429420233753
515453	35.4921478028611	22.779026325198	269.806603585194	1.00000000000001	1.00000000000003	26.9055734025918	1.00000000000012	0	3.08215819241605	0
505154	62.6381704729129	26.2990605430021	186.576859868342	1.00000000000001	1.00000000000003	16.0307055934677	1.00000000000012	26.2977031011195	38.7074781479321	0
515757	80.3295914854677	342.674176196158	145.940450556877	9.70497050177333	4.19157118576617	50.9785548549798	1.00000000000012	16.4978109744007	26.8908385186559	0
514957	43.2260597859244	137.382190942124	163.323704422955	1.00000000000001	20.9828818625896	87.4057375845152	1.00000000000012	9.19422445480809	6.43648291636395	0
505548	37.9551856393292	314.564005744259	263.052488729151	1.00000000000001	1.00000000000003	22.3105127927812	1.00000000000012	11.8103932825064	17.5482953322235	0
515149	27.5492710358304	543.997622134079	312.526674945187	1.00000000000001	11.475551656799	38.404909278022	3.01515802231783	9.74631966504757	18.7975138374554	0
515054	45.8254231545767	324.27608628561	26.7554709474272	1.00000000000001	1.76789527744552	24.3403454967107	1.00000000000012	11.0084535152402	16.096291598754	0
505149	42.7357778945162	116.582324887131	150.405020961475	1.00000000000001	1.08412558362658	24.3403454967107	1.00000000000012	12.9083628378307	24.7851125240126	0
504951	50.2712918186729	157.068834145141	214.649967822632	1.00000000000001	1.00000000000003	12.2133595567236	1.00000000000012	13.4177955052641	130.740307888077	0
505355	48.8580008377068	75.1934863014526	141.513429770196	1.00000000000001	5.67127717890449	11.0909807833669	1.00000000000012	1.20918455038723	6.26929595958328	0
514951	52.6557597601743	49.3157033199783	180.620747655532	1.00000000000001	1.87936964921965	88.0729834568779	1.00000000000012	2.20151445118512	4.96388055994109	0
515254	40.0557168231979	39.8846720939372	135.940485727207	1.00000000000001	9.59686130390041	40.6961856066456	1.00000000000012	8.42097954659753	25.9700291870666	0
515649	66.6194850480676	218.188798118875	174.317596576698	1.00000000000001	36.6228039720967	86.2407169386864	1.00000000000012	34.9175111083816	10.9121381609322	0
505253	62.4575992452556	299.082065985677	157.38776016401	6.54311907762652	14.5942772296819	109.25194219978	3.07515156586501	0	8.82902179000256	0
515155	52.4923567621516	91.6830029368614	74.9529935423911	1.00000000000001	3.90841097871857	42.4759044117081	1.00000000000012	10.5425745885499	59.3008813291257	0
505656	56.9853297853525	68.2839568042083	202.239366547983	1.00000000000001	7.43184338957216	40.2888364925391	1.00000000000012	15.9844970110394	38.955735252928	0
515350	27.9016242715353	104.509829122231	269.770841557321	1.00000000000001	1.00000000000003	24.3403454967107	1.00000000000012	3.62426472299208	30.8383851046028	0
505648	42.3598340039514	37.3558096974058	191.421664044516	1.00000000000001	1.00000000000003	15.5434900803943	1.00000000000012	10.3798296388737	52.6215523410037	0
505357	43.7722482372557	55.6440854147337	230.956727037235	1.00000000000001	1.00000000000003	202.099360728972	32.7699839014255	10.0310252926023	52.8941357228736	0
515653	25.1209553447105	0	246.406966551464	1.00000000000001	8.40566458747116	45.2587805143214	1.00000000000012	0	3.06150240562328	0
505651	30.02782628728	51.3855666024722	100.220898985576	1.00000000000001	1.00000000000003	25.962304918233	1.00000000000012	3.2709614495959	4.00331591068262	0
505652	60.8247479021621	397.749899371884	227.567786107809	1.00000000000001	27.6720457055513	90.2490242745823	1.00000000000012	25.9555594756222	10.7253290661013	0
505654	57.6219495017081	109.54034155254	256.098776860865	1.00000000000001	20.1020866489592	57.6394508343424	1.00000000000012	11.1096926053635	47.6825725476959	0
505049	171.293330906956	705.301231664129	1286.60497285268	137.882671673409	203.136046708433	1010.56681788274	221.940728845513	174.672541626796	347.661975311862	851.184593311746
505454	52.9549380677758	151.831141512077	260.727969422236	1.00000000000001	61.8289785431037	122.280902733393	1.00000000000012	22.2044447221042	27.1438744658869	0
505356	29.3017315618232	69.9590222995013	289.149524220633	1.00000000000001	5.67127717890449	69.8429996277411	7.02319249230296	16.8775334784839	71.6072475391188	8.04679993583577
505252	41.7797088375848	11.1799074907424	153.928020932984	1.00000000000001	7.60081673384009	1.00000000000002	1.00000000000012	0	3.06150240562328	0
515748	36.247421706697	0	144.86094950112	11.1636972679299	8.10874885747178	0	1.00000000000012	15.3797901657003	0	0
515455	47.7412336587177	24.2911735144612	303.12263748806	1.00000000000001	1.00000000000003	23.8837933023085	0	12.2345746580683	32.582979495505	0
514857	60.0683751317788	92.7219632705001	165.56501624642	11.8451203945403	17.9939663288704	90.4168799787042	12.2028663349216	6.12046869190032	2.40423540696597	0
514849	66.7962632165509	55.6440854147337	185.112653003788	49.1792547548992	63.1832148931248	58.8469081960212	6.18904737910965	22.4996585106516	7.0209545126498	0
505650	48.6352383561956	67.6558809608453	183.595588111899	1.00000000000001	6.92608789173119	16.6230175620274	1.00000000000012	3.63395342729097	17.6893563404886	205.387286377394
505048	31.3126524853286	60.9624832474801	236.001112225549	1.00000000000001	27.509274449514	24.2259179627774	14.975743462037	14.738776418499	31.8299394654753	404.43671216461
504949	64.71548191744	40.2908696541795	206.613636211553	1.00000000000001	6.75793047340229	18.9688046052935	1.00000000000012	19.7750863474805	34.0119566139754	0
