alpha	lambda	MSE	num	Log2_MSE	combo
0.114	1.71723737373737	10.9166157999955	1	3.57490267785436	0.114;1.717
0.114	1.61622929292929	10.9170427064027	1	3.57495436070923	0.114;1.616
0.114	1.76774141414141	10.9175838906028	1	3.57501987579154	0.114;1.768
0.114	1.66673333333333	10.9180227913869	1	3.57507300638672	0.114;1.667
0.114	1.81824545454545	10.9180807939339	1	3.57508002766742	0.114;1.818
0.114	1.56572525252525	10.9182155047974	1	3.5750963344537	0.114;1.566
0.114	1.86874949494949	10.918841640863	1	3.57517212597372	0.114;1.869
0.114	1.51522121212121	10.9191286131556	1	3.57520686160758	0.114;1.515
0.114	1.91925353535354	10.9206079444811	1	3.5753859092212	0.114;1.919
0.114	1.46471717171717	10.9214693641139	1	3.57549015901595	0.114;1.465
0.114	1.96975757575758	10.923187258214	1	3.57569803764825	0.114;1.97
0.114	1.41421313131313	10.923761156452	1	3.57576747715286	0.114;1.414
0.114	1.36370909090909	10.926087208213	1	3.57604888635092	0.114;1.364
0.114	2.02026161616162	10.9260962834905	1	3.57604998418398	0.114;2.02
0.114	2.07076565656566	10.9309386374496	1	3.57663564289321	0.114;2.071
0.114	1.31320505050505	10.9328248131422	1	3.57686370217056	0.114;1.313
0.114	2.1212696969697	10.9356383473266	1	3.57720382225342	0.114;2.121
0.114	1.26270101010101	10.9381915736261	1	3.57751240507795	0.114;1.263
0.114	2.17177373737374	10.9444877604673	1	3.57827308001025	0.114;2.172
0.114	1.21219696969697	10.9449064666148	1	3.57832365184784	0.114;1.212
0.114	2.22227777777778	10.9522389322029	1	3.57920898872778	0.114;2.222
0.114	1.16169292929293	10.952836388778	1	3.57928110292333	0.114;1.162
0.218	0.959676767676768	10.957393466112	6	3.57983103263879	0.218;0.96
0.218	1.01018080808081	10.9582038137298	6	3.57992880017321	0.218;1.01
0.114	2.27278181818182	10.9596589735047	1	3.58010434694444	0.114;2.273
0.114	1.11118888888889	10.961499405882	1	3.58032634143375	0.114;1.111
0.218	1.06068484848485	10.9632378272787	6	3.58053599990632	0.218;1.061
0.218	0.909172727272727	10.9639153166206	6	3.58061769876186	0.218;0.909
0.114	2.32328585858586	10.9686000094566	1	3.5811825021782	0.114;2.323
0.114	1.06068484848485	10.9698966110773	1	3.58133878607185	0.114;1.061
