sample	RANTES	MIP_3a	KC	TNF_a	MCP_1	IP_10	MIP_1a	MIP_1b	IL_1a	IL_6
65-3	31.142916592904	96.680144315823	453.87733200193	0	12.5292934749421	64.0561600974657	0	1.00000000000005	4.232355445074	59.8009027549739
66-1	34.4529346606133	61.0824501217079	758.79867702857	4.22996543677226	107.495458250038	198.712675708853	16.0614987173022	38.8849918064254	10.5428315402225	1012.09471514339
66-4	39.0544542824181	368.476531303275	0	28.7740386181124	983.269161855719	567.839337638712	28.4522355445664	40.0821356060052	31.2504747815225	1197.603243694
66-5	45.414912619281	381.447956385303	267.515171518374	4.48982944356807	65.8071421611927	92.3649146616721	0	29.1533860816594	54.6754506044893	236.097609997665
59-1	43.9775398126639	404.035800217666	178.381772212438	10.1698117412902	46.8014776749503	207.847437106654	16.0249670083511	13.1967329015194	17.1440373534471	1.96645595900313
59-2	55.6383720672976	184.491105251201	328.750603482083	31.1841782464948	44.8443643693491	220.453490483304	50.3586634890079	43.9809389290576	19.3294194969942	171.225844514968
59-3	36.4290516721056	141.17521689247	541.620475624026	14.6062767829198	54.7636611475669	130.795848139251	4.10587803356814	23.6732943898259	47.76495336994	67.8441850829455
59-4	45.7002605599718	112.801294838413	172.903993073832	29.6392715211083	30.1946334325687	175.095377392762	4.71436639448924	24.4207297761511	3.13594348669802	6.70903074290397
78-84	70.1359250874263	220.889565315693	261.660175960989	31.8657410417495	32.8490522155433	199.472696198236	28.8167474860024	40.5305184133203	21.0293755442506	34.2483736743459
86-7	23.0016513603575	63.2037750317564	143.353085999865	0	2.47031573247321	78.7183375701218	0	22.1212518771371	46.6769591564512	13.1342589636365
86-8	51.5444643939186	32.2735430534012	103.014647774644	0	12.8321399313003	109.604169476687	4.9740784611338	1.00000000000005	18.0646320865253	0
76-2	38.1131627592337	0	111.070703965465	4.48982944356807	0	68.2797630804015	0	7.92843208911457	18.3674039566704	0
76-3	37.9739628985702	35.960875919868	144.334188384716	0	0	82.6610048131031	5.49912197542	1.00000000000005	1.70659298606602	10.3972237574827
76-4	48.5677035647002	112.03935996372	203.365177061961	32.6711280431789	108.843443119469	129.171423353653	20.351326275022	41.8218697111896	43.7367497990692	1494.1778715354
71-8	23.0016513603575	274.594225533719	184.673456257777	15.9896733379024	12.0723945714648	67.9645233300485	0	18.1857158672348	5.93161688763543	45.5955432492858
71-9	49.1736047874377	125.513230344695	162.673972284173	21.6619333902836	30.9361939709459	58.9925608510411	16.0980337738794	22.3941592685505	26.2589009554479	11.5356272804556
30-10	30.3540139708585	194.74344670372	945.144973133257	16.6052775625732	97.6217854538226	161.448971672991	8.10995894004974	40.0976194147894	11.8502018645985	341.46811573364
30-33	62.7247334330133	150.720024640337	92.8737917715797	48.6912320540838	29.1143361958676	56.2791218808244	8.38761532212177	53.5728929827263	9.3767812544535	141.793662060662
505248	49.4754773516193	107.574640844918	101.795139810981	23.6079045873881	46.8014776749503	171.157101815868	18.6253570289753	12.4154046870894	11.3651448965983	0
514949	25.6835737238986	267.377473214344	1107.3256314208	6.13957585016429	34.2125994607975	102.119290493528	3.417903095428	15.8370796638142	12.3185721312489	350.556447448293
515249	52.9959491627938	136.328102373935	108.421378317506	12.6258398452545	22.2461569530144	84.316815471964	4.42461233906048	18.474869576949	7.51963138951123	0
32-1	42.6281648531616	49.6750292570096	427.814579301486	22.841730516369	25.6317771843895	167.602401856632	0	23.9053489200861	11.3244869107549	107.166605860484
32-2	56.4050016675081	535.733849056172	548.158715992596	30.3707950441231	92.6437928185477	27.9788324696078	1.10892364548236	12.5905179918321	5.68255760448435	187.803108032367
32-5	48.6941724016999	133.737711498834	242.634472682483	12.917503859788	5.76616746877862	0	0	25.65239900232	29.5588906804161	47.0965662290326
32-8	36.2589447885383	136.867318980114	367.315471343434	17.5939108971138	11.3035724135276	193.588772803465	11.747940879978	31.2255899049094	43.3789398029	19.2541429715089
505148	55.8304058696242	148.687302857883	208.960001096836	41.6629470366008	44.5518918868978	345.969410018454	51.8838775389091	27.2465927190812	44.3194768617193	0
504849	49.7766420230318	98.0961384161146	300.896687170752	0	45.8990619459484	150.150358987833	40.3784534426426	25.1793334170776	13.2445725633589	24.2373252392277
505551	43.238738991598	180.947752177012	219.233085521374	9.02423153146675	49.5780954429933	109.779429819514	21.122933339046	17.0538118394672	45.3690048394464	30.6648527388837
504851	41.7460965698777	93.8490895216121	148.021134846463	0	3.74054640101569	94.9120975540905	8.52681468798198	33.7810468838523	3.03137699999465	22.7809180822321
505352	38.0018190455227	46.4893297795311	318.075465661622	2.8163778647239	25.5020640866829	297.630384408701	0	19.8254521329263	8.44267317031043	0
505055	89.4945690580764	106.158476109812	221.672783464948	30.9277956164298	33.6531358990033	112.590631040628	19.5799059091021	28.3914956440636	36.0407098001158	0
505050	32.1027303961597	392.903832436323	335.090967856915	14.7021388997621	48.6589566548133	115.94565357505	25.1247417856834	24.633091931056	3.81553745550376	0
505057	65.1624113259754	143.325114650731	100.001969233041	39.5337447008371	45.3546006621435	268.508406947051	28.7074209432324	42.4635292942484	9.73416341990262	0
515055	57.3577349828883	190.405926393011	236.827880987623	6.80340075784515	0	108.378823197376	3.08157859345252	14.8991447851788	6.55867017788967	0
505155	58.5166780896261	198.447103191745	764.554524284169	59.8932778262319	47.2682940559451	257.13931709196	37.2213572933736	21.2597002006803	1	139.880348488156
515356	36.683619117303	103.543658453101	458.474717355867	3.23708040575994	18.963757576875	75.7915004040738	11.3181834761286	12.8515661242271	59.0747207679987	32.0385798930232
515453	38.7232693489529	23.345268260925	254.429455447761	0	0	33.2991541884074	0	1.00000000000005	2.97269633150222	0
505154	63.0457011773392	26.7127948489079	175.578317529715	0	0	21.4475295995249	0	38.8849918064254	41.4502963111038	0
515757	78.7635185309286	373.857993416544	137.658293113098	8.62334853337589	0	58.6893304683577	0	27.435457167473	28.6859981639125	0
514957	45.7261669725124	141.390331237603	153.831703845708	0	21.6623512729576	96.2765181248634	1.99650827095162	17.1523001982887	6.43006188942538	0
505548	40.9648776077979	341.189722087806	247.974625878273	0	0	28.3395555743549	0	21.1305174386124	18.4721491646103	0
515149	31.3839970485392	610.939838148306	295.466742585215	0	10.8896026781349	45.5203693314703	5.69781405688893	18.0309204608034	19.8404608903301	0
515054	48.060550182166	352.456547714902	27.8403614810703	0	0	30.5374128391505	0	19.9570863146868	16.8822484017154	0
505149	45.2849788928067	119.000528018173	141.805349124194	0	0	30.5374128391505	0	22.6842071228628	26.3902165148597	0
504951	52.0382304443988	162.855256736747	202.0015555744	0	0	17.1596899744043	0	23.3867974429216	133.566636025206	0
505355	50.7755119289729	75.5213590174795	133.550703039881	0	3.17842046631486	15.8782039424791	0	1.00000000000005	6.25385847554846	0
514951	54.1656573516402	49.2622966763009	169.995903939765	0	0	96.9602414578934	0	1.00000000000005	4.88972001235284	0
515254	42.8674893186295	39.9182861867609	128.386300881965	0	8.55778899357178	47.9322071692137	0	15.8774411983182	27.6827237705841	0
515649	66.5816131037199	230.87565142249	164.097354642128	0	37.7456741258373	95.0824275828152	0	47.9656569559374	11.2280446373097	0
505253	62.8852949661246	323.277391963139	148.300874471278	5.11116243370771	14.5725819812183	118.606681389391	5.73101994217455	1.00000000000005	8.97909262943065	0
515155	54.0199760415954	92.6518270674713	72.2711174425413	0	0	49.801424890639	0	19.2582925051051	63.1271166768633	0
505656	58.021069135084	68.4297235336319	190.297829293476	0	5.70835453883902	47.5038771890892	0	26.781474030317	41.7160137052209	0
515350	31.7142455956477	106.158476109812	254.395253430658	0	0	30.5374128391505	0	5.54686361259755	32.9742149085722	0
505648	44.9464710822091	37.4363397318855	180.125305855915	0	0	20.905356078451	0	19.010957555809	56.1768272761888	0
505357	46.2173141635134	55.60475668046	217.432595906597	0	0	212.807669067665	24.7214587191069	18.474869576949	56.4619549096307	0
515653	29.092331457838	0	232.107339979004	0	7.01667117089282	52.7176424919289	0	1.00000000000005	2.95208565812946	0
505651	33.6964522904737	51.3306362268331	95.4444264328267	0	0	32.2855167284833	0	4.32009565789931	3.90227503763476	0
505652	61.4345614317627	438.303077701186	214.220757550316	0	28.6958808415813	99.1891747788085	0	38.509841800041	11.0255696755541	0
505654	58.5873486993495	111.495052462365	241.338923511192	0	20.7112695940648	65.6122709636682	0	20.1072085257227	50.988248515952	0
505049	161.396130364759	801.125211536517	1277.95201249895	138.521662445668	194.734526424394	1025.27527657937	194.460981160985	172.86688866301	329.03672751181	497.978971352882
505454	54.4323511974964	157.120410802582	245.75528975661	0	62.140510327317	131.880577216809	0	34.2987423150476	28.9615096912363	0
505356	33.0214778496441	70.1439288586153	272.966345280046	0	3.17842046631486	78.2286985563343	7.9715146034109	27.9146002476283	75.7416034616337	9.7158966649402
505252	44.4237449236915	12.4089234233183	145.081098858676	0	5.93906399340035	0	0	1.00000000000005	2.95208565812946	0
515748	39.4119902975265	0	136.656263583201	10.2193887828577	6.62297774366655	0	0	26.0012522676617	0	0
515455	49.7766420230318	24.7890521299353	286.402912270924	0	0	30.0440998342529	4.16934248641104	21.7375330146981	34.8620614737032	0
514857	60.7623848643087	93.7402338138909	155.922222983666	10.9607762403555	18.404421467751	99.3610579973558	11.0680870883155	11.6608263498146	2.30259850064685	0
514849	66.7385940739486	55.60475668046	174.205202782441	49.7959589659619	63.4258324823194	66.8641419045976	7.48908842661188	34.6373412226901	7.04830557730375	0
505650	50.5763465672851	67.7878183089055	172.783051124054	0	5.00707532764417	22.1049463668273	0	5.57795535365488	18.6266492092969	134.42251540112
505048	34.8863268001519	60.9765808031609	222.218061978308	0	28.5280297027791	30.413825537196	12.7913135396458	25.1617649160285	34.0477671453343	245.732204153701
504949	64.8907642252292	40.3179105966671	194.418918169137	0	4.76999248577172	24.6920559478064	3.35634760640903	31.4571769185342	36.4047941031141	0
