Name	RANTES	MIP.3a	KC	TNF.a	MCP.1	IP.10	IL.1b	IL.10	MIP.1a	MIP.1b	IL.1a	IL.6	GM.CSF
02-4	-0.716227189029848	-0.855201568939823	-0.340825081892792	-0.373123975499121	-0.0965305895035139	0.464241132099948	-0.426817568774468	0	0.676952799587636	0.392279909938892	0.95070230356629	-0.303790451729507	0.841309680307876
02-8	0.410148694753908	-0.657186123911301	-0.259227402507427	-0.735618119675451	-0.451299964147714	-0.766781434321975	-0.492303922342465	0	-1.10871627028254	0.84383170471522	0.0917143683697841	-0.303790451729507	0.663817220336149
02-9	0.824746460094976	-0.245106036825692	-0.412978313843905	-0.0101082570146243	0.134217148820359	-0.267591960374899	0.0505684579603451	0	1.00215258097498	0.955064404894726	5.81810726789382	-0.0710317220758439	1.2227152336059
31-27	-0.36085767588036	-0.878258161854102	-0.33850796590737	-0.587491016155915	-0.657580849047849	-0.645787585345122	-2.42652404656821	0	-1.33869989946188	-2.36999881118551	-0.550351562935099	-0.303790451729507	-1.18020749738538
31-29	-0.580106118203582	-0.51342148573991	-0.205053817379904	4.09103052810549	1.03063203719007	0.182960382201284	-0.0785060939997638	0	-0.162414203722955	-0.920001112416948	1.4622670293214	-0.178788359069824	0.336607838021858
31-31	1.32558887336414	0.418562167059853	-0.384527649212775	-0.951549883256747	0.0152576201049442	-0.174151166115547	0.418810562081831	0	-1.46174846539223	1.20666217911028	1.87987088708067	-0.0423625250774456	-1.18020749738538
31-80	1.12296590534031	-0.566089977397039	-0.326937051271307	-0.281848471569829	0.172604798157604	-0.0215312021586057	0.000267345799420316	0	-0.0305764545118673	0.2704536192661	1.19140452713587	-0.184939604402814	-1.18020749738538
31-90	1.84201766878898	-0.0599751584257392	-0.356839579716088	-0.15041174591165	0.394493848172882	0.946778977326447	0.237536742784914	0	-0.201965528486281	-0.019545920487613	-0.280069066107569	-0.130457145739191	-1.18020749738538
504848	-1.15888044225114	-0.00753271179718123	-0.320484323210638	-0.571322212602726	-0.452565491048942	-0.566961889675053	0.434944881076845	0	0.463082673089649	-0.140048012348745	-0.517871262887156	-0.179776952069769	1.11635524805032
504852	-0.421125020215654	1.42694903951674	7.64791623245386	0.462438066185023	3.49883133688474	0.50616969362658	1.07747040811356	0	0.713574396590716	1.05173091814596	-0.443630577063285	0.281895978904439	-1.18020749738538
504857	-1.18901411441879	3.07233080248775	-0.380172057771824	-0.145717577138143	0.362011991041368	0.929648165045566	1.01483128730939	0	0.208196357948214	0.341960355095782	-0.606612082661001	-0.179337577403127	0.844019488857063
504948	0.43820418263413	-0.668036285282727	0.447522303628355	-0.32357441622322	-0.320528851020839	-0.112096895056131	-0.0291540594267808	0	0.413277301165461	-0.644567759591505	-0.870514520550542	-0.137706827738786	0.316961726040254
505152	0.845528302969215	0.252645116088467	-0.0304928580477699	-0.712668850116086	-0.190601422494782	-0.0952056745554025	0.846844554243662	0	0.287299007474866	1.99191207442512	-0.736533282852776	-0.146164790071647	0.509358133032508
505349	2.8000606252914	0.13284125094564	-0.288689972220798	0.472347978040203	-0.217177487420566	0.110963052265552	0.92751614921873	0	0.542185322616302	0.822644523728648	1.31842570053765	-0.1738453940701	1.08519244973468
505350	0.430930537628146	1.6972988936881	0.650783237539418	0.899517336429288	0.313921968794711	0.460886847177818	0.935108769922266	0	0.851271601322296	0.968306393011334	-0.759153491814736	-0.0519189240769117	-1.18020749738538
505449	1.01697850668169	0.0171061963170983	0.304125087771041	4.97666370337371	-0.285515940086869	-1.2767525383759	0.497584001881015	0	3.37230233901431	-0.538631854658642	0.00703358610193129	0.128114845579697	2.04446467614676
505452	0.340529521125207	0.243377269917041	0.0763584525204843	0.332044489143178	-0.350057812049488	-0.229377071440626	0.592491760675212	0	0.241888227191047	-0.14931740403037	-0.643732425572937	-0.303790451729507	0.695657470789092
505453	0.65641353281364	-0.486748172368488	-0.320924281942048	-0.218737980281577	-0.791726700577999	-0.592119026591033	0.776612812735956	0	-0.672186834005826	-0.633974169098218	-0.657072548806914	-0.0768534364088521	0.371835349161285
