item1	CCL2_BacillusS	CCL2_BacteroidesV	CCL2_CandidaA	CCL2_CD3.CD28	CCL2_ClostridiumP	CCL2_PBS	CCL2_PseudomonasA	CCL2_StaphA	IL.1a_BacillusS	IL.1a_BacteroidesV	IL.1a_CandidaA	IL.1a_CD3.CD28	IL.1a_ClostridiumP	IL.1a_PBS	IL.1a_PseudomonasA	IL.1a_StaphA	IL.5_BacillusS	IL.5_BacteroidesV	IL.5_CandidaA	IL.5_CD3.CD28	IL.5_ClostridiumP	IL.5_PBS	IL.5_PseudomonasA	IL.5_StaphA	IFN.y_BacillusS	IFN.y_BacteroidesV	IFN.y_CandidaA	IFN.y_CD3.CD28	IFN.y_ClostridiumP	IFN.y_PBS	IFN.y_PseudomonasA	IFN.y_StaphA	TNF.a_BacillusS	TNF.a_BacteroidesV	TNF.a_CandidaA	TNF.a_CD3.CD28	TNF.a_ClostridiumP	TNF.a_PBS	TNF.a_PseudomonasA	TNF.a_StaphA	CXCL1_BacillusS	CXCL1_BacteroidesV	CXCL1_CandidaA	CXCL1_CD3.CD28	CXCL1_ClostridiumP	CXCL1_PBS	CXCL1_PseudomonasA	CXCL1_StaphA	IL.1b_BacillusS	IL.1b_BacteroidesV	IL.1b_CandidaA	IL.1b_CD3.CD28	IL.1b_ClostridiumP	IL.1b_PBS	IL.1b_PseudomonasA	IL.1b_StaphA	IL.10_BacillusS	IL.10_BacteroidesV	IL.10_CandidaA	IL.10_CD3.CD28	IL.10_ClostridiumP	IL.10_PBS	IL.10_PseudomonasA	IL.10_StaphA	CCL3_BacillusS	CCL3_BacteroidesV	CCL3_CandidaA	CCL3_CD3.CD28	CCL3_ClostridiumP	CCL3_PBS	CCL3_PseudomonasA	CCL3_StaphA	CCL4_BacillusS	CCL4_BacteroidesV	CCL4_CandidaA	CCL4_CD3.CD28	CCL4_ClostridiumP	CCL4_PBS	CCL4_PseudomonasA	CCL4_StaphA	IL.17_BacillusS	IL.17_BacteroidesV	IL.17_CandidaA	IL.17_CD3.CD28	IL.17_ClostridiumP	IL.17_PBS	IL.17_PseudomonasA	IL.17_StaphA	IL.6_BacillusS	IL.6_BacteroidesV	IL.6_CandidaA	IL.6_CD3.CD28	IL.6_ClostridiumP	IL.6_PBS	IL.6_PseudomonasA	IL.6_StaphA	IL.13_BacillusS	IL.13_BacteroidesV	IL.13_CandidaA	IL.13_CD3.CD28	IL.13_ClostridiumP	IL.13_PBS	IL.13_PseudomonasA	IL.13_StaphA
CCL2_BacillusS	0.962296259668122	0.857061639402968	0.603550299907709	0.754358387010203	0.867287709784999	0.479072257584117	0.769298675291441	0.936901594311279	0.597291105872864	0.504442320506364	0.472446566567337	0.345960747239357	0.591529043093419	0.304379160905465	0.725648512764577	0.700679378842402	0.414980578433105	0.434861618597796	0.352187003339751	0.333989559591692	0.462264930999998	0.211243845576765	0.514647679448449	0.475451567123323	0.460455119637056	0.116237294979583	0.270018609593184	0.33001832488725	0.636107251729645	0.182975910270439	0.11648902295375	0.539384078629856	0.674952423026165	0.657197749270835	0.409648883019738	0.331937969006543	0.727828473001076	0.511078026785115	0.570037430021635	0.661308746919826	0.893825358787001	0.863610379854767	0.828596353812382	0.77750412952919	0.88926280911054	0.776430361425242	0.777886606628553	0.807961659243684	0.29140528568939	0.25725392838192	0.147075639340815	0.339334226644763	0.300240378837462	0.154473012744433	0.337757707505087	0.327788111220729	0.261069249354916	0.404984185478337	0.1267633561657	0.358891188252678	0.193237042106114	0.15245556785546	0.408054412155483	0.390267531561149	0.417811700501559	0.600151174567991	0.322129681954857	0.21924959553244	0.498755665661965	0.271840834140572	0.36659902959347	0.0840006385315671	0.36083458294896	0.51069312984128	0.280378718213281	0.412130798010703	0.362904735295219	0.298931506142602	0.502733600355096	0.744566797477291	0.509654117317057	0.419213789266161	0.613767919086808	0.438565913438035	0.258034063816999	0.113376736596836	0.393173538646818	0.555200480620968	0.545671394424297	0.309498487887996	0.260821587124575	0.409201206675807	0.376005931561594	0.298700760454717	0.357314688567751	0.182063361089662	0.463756599554919	0.410994120774116	0.350059263435799	0.426675402589227	0.400165914766945	0.327761799548328	0.370926455341818	0.24597488764076
CCL2_BacteroidesV	0.85706163940296	0.955769615549193	0.660874693457989	0.832205510833046	0.824074073276057	0.455554152816027	0.723352942651415	0.869629680448156	0.683097960304299	0.693286251359777	0.57895411012655	0.486117407605051	0.6294061556974	0.401702959028824	0.703029762453544	0.750889497519577	0.452670523400787	0.488040082276067	0.478242695526995	0.417217389379618	0.527127693120095	0.296861693128787	0.518131923428928	0.538716114494137	0.482156516761843	0.236770265098873	0.153531656433544	0.487365034268078	0.666961368157816	0.278309052292362	0.163058196262448	0.480103815831343	0.683729544865695	0.733214004574114	0.418638399752546	0.444895332438994	0.658770857152714	0.550348599141295	0.574088656053742	0.681064129393546	0.812887407719983	0.83387711706489	0.79998409665116	0.811654577883441	0.787792283700676	0.728402680965811	0.720308861862613	0.754275542563832	0.355012454258691	0.468346134992841	0.290765436911005	0.464002066449743	0.403754012212807	0.222760396742454	0.432310083932077	0.523913650033851	0.329417827758296	0.543771887843653	0.278091880643665	0.511250277024233	0.151446279559459	0.245762753204627	0.442399541168589	0.547594834652753	0.327960112695508	0.587670062099202	0.251430900998961	0.356629342585148	0.405673420485345	0.186781370158124	0.367738136888281	0.117970698712626	0.297666656924906	0.498302526106768	0.246103193467739	0.506233675340542	0.311213177585428	0.257983209188408	0.406652052851145	0.715794127821733	0.525222546961983	0.550557056982533	0.653578671418903	0.538356328234724	0.17071106922512	0.180457619345998	0.436126356136389	0.535770760411815	0.58468142958664	0.349420076383255	0.417289324997772	0.533755810335391	0.427274868108265	0.342525053359518	0.263788793389117	0.252374581471768	0.517591333282053	0.566287280529314	0.471965720218432	0.541155298840862	0.545485688866608	0.398227764333425	0.528207452958633	0.335420832298052
CCL2_CandidaA	0.603550299907687	0.660874693457985	0.952716139796908	0.555212658511445	0.629470402220676	0.253662383410447	0.530850190195828	0.538314951065661	0.621739139493681	0.676508727482107	0.88231126221523	0.34826131535337	0.656016687221622	0.213240015662518	0.575335498720845	0.569996815532294	0.554894722859639	0.570463859532628	0.820165765510874	0.33001103899106	0.589090879157133	0.126667250388309	0.479618189296528	0.481941624954058	0.230807572028919	0.159165453082122	0.272489466329009	0.329401193100043	0.373952700101628	0.0260957448489399	0.162390665088661	0.355173184585039	0.535973613788061	0.494119530875802	0.520983152456008	0.326991410610998	0.500233782395354	0.260430729024682	0.435681075172096	0.403296304565813	0.566402529442294	0.564402420699901	0.681505598286844	0.533843991735168	0.559872706392852	0.445523400808311	0.497360511813956	0.50517425123738	0.471177157878415	0.567036955342649	0.748219183761269	0.429108750171675	0.46094138912074	0.0996325577687243	0.376119749587218	0.395749591208453	0.341786403399561	0.59622035307404	0.685544652174927	0.443494313552135	0.0429838575540671	0.0925917973254957	0.422212780821358	0.40341145513845	0.360106204538451	0.505563731281428	0.347401493916684	0.27872576678385	0.383657270260226	0.266788393650623	0.289438602833821	0.0726374266298582	0.334338263674732	0.493376277416883	0.535128745285605	0.4531134507269	0.37363168302533	0.208502458901753	0.404651115860589	0.530405968196068	0.379174850377677	0.533383862369812	0.793040791727575	0.437374954782847	0.282722639285371	0.0233765828634847	0.335839982973935	0.436377197403891	0.580114411263529	0.296127808199669	0.737288869796434	0.438119197176118	0.295322381495404	0.230031735110229	0.367618064082111	0.210929271551692	0.504540397583887	0.610122604277415	0.789949433578046	0.519368427508529	0.480285070348195	0.242494185590977	0.471648039739871	0.291435344079449
CCL2_CD3.CD28	0.754358387010195	0.832205510833038	0.555212658511426	0.934718810425376	0.829917560086962	0.619869816669032	0.761253031977997	0.764101843034141	0.671204755741671	0.589715488740939	0.457134874488559	0.672321375305522	0.703461661528204	0.483894207451942	0.721592660250435	0.826907552013257	0.5980561493267	0.592943762498112	0.380750750986231	0.483196803118629	0.659984609579396	0.464376932515991	0.6472826077827	0.723227209011454	0.329072845690906	0.168018186092002	0.353556437994937	0.432641091552001	0.499877849156445	0.2978995631463	0.168404451248842	0.482316693947693	0.677342572539869	0.645406714618991	0.492316311377418	0.500963511873514	0.729096498449916	0.537588675382236	0.61998061986639	0.586549541295715	0.755510321730027	0.759527110211781	0.7553089800005	0.880005590033064	0.770462692188054	0.736679923391231	0.684318786550565	0.658852116669567	0.412930193938446	0.458820259596099	0.166882687243371	0.631645957155896	0.507456306256324	0.406443418395423	0.506255792729305	0.610563567684198	0.420745410016669	0.617505651853806	0.218709457106764	0.68306968483425	0.311242163382025	0.3532645941634	0.578318402074647	0.655054025838579	0.46719696354771	0.600200625860595	0.418157749904137	0.405873657698902	0.55746550662642	0.399434553662578	0.381991637400998	0.108202348072215	0.435041485155561	0.578257165102084	0.396832546141295	0.547794217516739	0.487920647174356	0.478941563101972	0.544005480978565	0.720414839853397	0.455648196219139	0.472589245551582	0.603151414706015	0.537404471700736	0.353333405709847	0.302160772862575	0.407866407218218	0.661763221020402	0.548320156064712	0.209596535586122	0.453360380714758	0.513078771940245	0.498806023860551	0.514222785274065	0.382797066697289	0.28018020635213	0.442997843790464	0.477722689691626	0.37595029547869	0.683940414904288	0.571931571132834	0.553298334889237	0.679062358604003	0.408418832237491
CCL2_ClostridiumP	0.867287709784997	0.824074073276058	0.629470402220673	0.829917560086966	0.97830936858379	0.634082764293238	0.704462908154182	0.838780324055069	0.635969024360706	0.624168336186839	0.565996057281248	0.433740198329995	0.71498830280263	0.334502139344596	0.814467336446408	0.753663524266143	0.660261647008504	0.711147225027301	0.510165318368805	0.420764365386651	0.74133591392272	0.254951374705644	0.743397222875842	0.6800125657937	0.47713243870844	0.175129732397423	0.554752913874968	0.282138821514606	0.585897896911397	0.18353100935181	0.21039155270969	0.71249032314555	0.725611712125555	0.651505424239791	0.601796323383101	0.366848224967651	0.859744814010671	0.521399251102776	0.622452174186093	0.642180338986355	0.834073941246194	0.814180371320079	0.777410974104368	0.769229052912824	0.887907626558848	0.694560713199557	0.750930622338087	0.736672940542974	0.327718372310323	0.376920569277591	0.220955567131259	0.439601021575174	0.446346397802102	0.156574096167552	0.433222002791565	0.449187538992517	0.349345930175886	0.577579381141872	0.171435132306272	0.510534619066829	0.276596285922667	0.161931555011561	0.508814475286232	0.509118148169659	0.646860886080144	0.717027440547993	0.59056046565219	0.249413596900775	0.750908050403438	0.548661997905982	0.488913014726466	0.132647614111561	0.584756584540498	0.728886643829151	0.542904417566082	0.541165878014444	0.637409900973591	0.493416279200242	0.698939534290809	0.854346218279864	0.549501265566321	0.518640038915263	0.723637979688935	0.484111793263437	0.572040399981627	0.11723659571024	0.480391830777285	0.778077630512341	0.601897578998293	0.323286724218456	0.37149910887765	0.398748781792581	0.481185389342253	0.344141872202971	0.473406567335512	0.245825682220033	0.433833912674429	0.484338533867735	0.469016388545071	0.551739994194938	0.538627993121199	0.352207133633137	0.447412630549233	0.31441552119979
CCL2_PBS	0.47907225758411	0.455554152816027	0.253662383410471	0.619869816669038	0.634082764293242	0.936759179244528	0.435374225931353	0.447460174810624	0.412308687770689	0.287003402616455	0.184700924042812	0.387682516353154	0.450587036963141	0.581215815440839	0.597625421304672	0.472955573335819	0.591759762214295	0.571304839328054	0.169358558168089	0.357086169706553	0.568952937986351	0.651651182187261	0.634275019572329	0.609578687600619	0.293315195650074	0.211104481072261	0.614526825571953	0.152090825089117	0.34732158618758	0.591911621161215	0.210663792682957	0.619787475527178	0.547565423564121	0.445045306909698	0.526376814049091	0.254448956993586	0.694305373243218	0.583891562711229	0.514708493854154	0.474834364384419	0.451952145048783	0.43159285276853	0.447446107519925	0.507359908254486	0.531938741488812	0.55552896886853	0.400295890361044	0.322003987780898	0.15058935054917	0.17477644563593	-0.0736726246913169	0.373971098909803	0.236421344884196	0.512664694786995	0.295865394178148	0.338961170166856	0.315234930178562	0.453658475390891	0.0584946175556582	0.463759200265597	0.30528812181854	0.499765739762156	0.390065970274788	0.45075714816744	0.655898009685331	0.527728144555234	0.615825982743878	0.22835608784996	0.691792672252727	0.678604488129103	0.45635184369316	0.187695462797846	0.634753880731608	0.658504560991328	0.533997376317549	0.387720370558062	0.65147804555908	0.835889328490009	0.67018903504499	0.634737806415218	0.387766158003356	0.232668541101493	0.448552642723877	0.392677576279886	0.600569461085431	0.508030516567902	0.376206079922309	0.648615056845119	0.396510168609801	0.217746275151461	0.178916864293417	0.269073383354802	0.329817010477481	0.592193711251069	0.421143667365686	0.269750300386452	0.157331847636418	0.209165211839286	0.164606278307927	0.442256188339226	0.253392904757534	0.613113191553575	0.328005122206283	0.231962944303988
CCL2_PseudomonasA	0.769298675291444	0.723352942651415	0.530850190195828	0.761253031978	0.704462908154183	0.435374225931351	0.965796930843052	0.763817849559364	0.52439112485297	0.474563550632176	0.417739726621103	0.48299138133705	0.738896326478006	0.340680323831852	0.682643451662703	0.771213596838788	0.367653103436944	0.300875032255661	0.275407274009764	0.382068946758106	0.431783914766959	0.414638052354538	0.43920694728545	0.595410561454095	0.0034291395413377	-0.00597566991936188	0.154887464388028	0.258645442066849	0.375078389013835	0.228437790670518	0.133772389004643	0.178754681644137	0.512128483735775	0.59968474195922	0.288548155348642	0.397834712973156	0.694736950834652	0.277804939108747	0.685154371576682	0.544584857573107	0.834734192796395	0.836645213671288	0.790642901842076	0.808033743915788	0.832505454732623	0.791913121323437	0.830103670122936	0.762113701640018	0.319524604319086	0.406479084912861	0.118900945371784	0.590265042580734	0.49234343439417	0.398480055692125	0.503345548974778	0.483046508941643	0.322078793916831	0.466363440348838	0.162406159438471	0.508793146435842	0.322627697375751	0.427650255256961	0.613167151888299	0.524647554021195	0.29462280737558	0.491546111769438	0.191790747882919	0.271603178562301	0.371374489367037	0.174265761706692	0.347525003119602	0.0962751623766392	0.2368870973068	0.385799941014635	0.220809554739653	0.436183970261056	0.319708065574309	0.352024503623851	0.401574350170332	0.548042356633253	0.196662376900009	0.331590228276295	0.418973281201775	0.333517740477227	0.128318998861204	0.258651896500362	0.205139059439349	0.386886821104017	0.426365437838205	0.0146329945925877	0.410993303117071	0.421750476911553	0.369460462326228	0.465058054253012	0.431067650671079	0.297684120422692	0.330754255817512	0.449899374344574	0.231772915977486	0.568198999791149	0.415526777832643	0.540002399207151	0.65594134826429	0.324557500170966
CCL2_StaphA	0.936901594311279	0.86962968044816	0.538314951065672	0.764101843034143	0.83878032405507	0.447460174810628	0.763817849559363	0.980762587607795	0.561261199142239	0.462324860613144	0.402638951533081	0.351080939142044	0.527865837903268	0.341149740281562	0.673184514726729	0.724874695345601	0.322242777651427	0.34459288128054	0.269414500192202	0.253925168716223	0.384125328255189	0.233954691183775	0.441757987372094	0.439492338267856	0.443779448461706	0.0585072746494902	0.164819008609052	0.277638729959097	0.656906323807409	0.213001133828709	0.0881689346370272	0.472358906292428	0.59161873619198	0.612429027284482	0.287579298591379	0.305323122443715	0.685719899882661	0.52354315030271	0.496478202028317	0.642217193133884	0.918785986997646	0.898345139845736	0.812718895668187	0.80576574744454	0.899778144739816	0.805474930330082	0.805850462426515	0.867276961552335	0.235522881317994	0.223368172239752	0.094498485703501	0.305927358342426	0.246508788076584	0.172436772650556	0.329603365341883	0.351352270261422	0.200895929813186	0.293180939959991	0.0909293075023621	0.308080441417722	0.13209621051576	0.202537611239061	0.345082405851044	0.396443358559133	0.301879974719503	0.519960704877728	0.207085273199209	0.182968557386289	0.427589775991033	0.161734019015137	0.312187890549017	0.0856562516437571	0.25583921475528	0.400389329493502	0.165046896665922	0.359030178566403	0.254031498169902	0.228560156027917	0.399187110678082	0.707488385718208	0.432934917449677	0.386352011230413	0.524902840501554	0.381169349765822	0.153179361010028	0.177347145616154	0.309551238154128	0.513436877841013	0.488309510914339	0.281375785426866	0.235187010661552	0.356655136545413	0.33140705011322	0.267490453105235	0.239779229248523	0.178639267259138	0.473139136142797	0.397373472359821	0.278880894281447	0.378870083670691	0.379411521651142	0.319995669111521	0.361824547736309	0.257967300238932
IL.1a_BacillusS	0.597291105872862	0.683097960304296	0.621739139493699	0.671204755741669	0.63596902436071	0.412308687770696	0.524391124852966	0.561261199142238	0.926940900997456	0.660352719953578	0.608599080884409	0.435832699034518	0.633917495309181	0.466304487898097	0.6198104537039	0.513910350662651	0.72180127268809	0.493344161296446	0.551214179479678	0.297583022561303	0.571509351710464	0.249880747293617	0.513868197944483	0.634315305494648	0.326738956965388	0.184095339557848	0.203145724494996	0.326389476236339	0.4004773072022	0.199168781223005	0.125930926953526	0.361262279324824	0.792240722224063	0.489722094397143	0.398684867628297	0.360057736513229	0.451551481468788	0.415455190727968	0.504876458783792	0.592701498825373	0.602506701536376	0.572311491093273	0.547670284381697	0.58781482935057	0.530583509083365	0.528788488428871	0.549049666550204	0.538467048316262	0.513530776398109	0.509031981195903	0.462974544174261	0.491435565907922	0.551240575176555	0.291182866834334	0.567585801809853	0.498560414974932	0.749413512911598	0.593691868537235	0.443099853419797	0.595687873392154	0.216137167850017	0.320413350441569	0.430842054009494	0.659945265597265	0.455509947893439	0.450255402484823	0.273619620969788	0.264616653715022	0.336977472056042	0.257023278241691	0.595207891717495	0.507906004925038	0.565268299536538	0.442924879925784	0.334163560592736	0.407942427950194	0.343521820222068	0.387841943058348	0.34435208765487	0.55456104501818	0.455521187132731	0.405360899851461	0.583409475543779	0.340520342868353	0.231266018737983	0.134180471475432	0.351530977265812	0.433219768631713	0.757225231789254	0.267022424203456	0.508229802481395	0.390058702248657	0.394125342947597	0.301409309716581	0.20938535012702	0.596527646032852	0.538707143424366	0.540598380685216	0.594801248891476	0.554799221205179	0.567669230019108	0.388547725380767	0.479957191630247	0.325681984513947
IL.1a_BacteroidesV	0.504442320506358	0.693286251359775	0.676508727482111	0.589715488740946	0.624168336186839	0.287003402616451	0.47456355063218	0.46232486061314	0.660352719953582	0.936716904134062	0.789752790618169	0.377716086954066	0.719983331509104	0.270837143348864	0.573016199888485	0.599372083876941	0.575402161705849	0.599145793219717	0.750539009554781	0.320445862978176	0.666867355814291	0.197672300608781	0.485970214225673	0.557323827315797	0.279464930064354	0.302298863568984	0.206639636492357	0.386457728387301	0.381755237502033	0.114651720238298	0.220517268429805	0.344248605649867	0.560005461727784	0.567928436737122	0.450129208972376	0.423337083275509	0.486334443362823	0.265860025613178	0.510757238693295	0.465472573082389	0.453793371111479	0.488745309755357	0.491172545689272	0.49643550983816	0.456864090177127	0.34633482969772	0.442437003843925	0.411216712838519	0.442138603709998	0.674755338797006	0.579931222632921	0.408439987293615	0.595195793997126	0.0882041225765777	0.469650624492511	0.539328835911833	0.377605516121062	0.700073638124615	0.393840422715701	0.481140850116169	0.105208192363358	0.143553737110896	0.473408512989195	0.43975812702896	0.344309538302259	0.504685566421528	0.295258289887313	0.346558148664884	0.337326423836383	0.231496727342548	0.359423514752282	0.0965656440413546	0.314064048150252	0.506258084306745	0.367564348954677	0.573973725925774	0.390291290774771	0.233718686843039	0.366103184926772	0.519098354495781	0.442520050932875	0.569582530276989	0.624501866814481	0.455222002880994	0.288449592328842	-0.0514038684805449	0.404183499072698	0.480514168549228	0.625856153644432	0.331309351313506	0.550503190081007	0.445317557671239	0.334844492092292	0.285945243041329	0.333117256302666	0.253317072756091	0.438585423800383	0.735314459029137	0.619439315616827	0.533379357000206	0.56462260986316	0.311878847147841	0.547561923411508	0.357142513940205
