condition	cor	iteration
IL_10_Bacillus.S.	0.404270720186164	1
IL_10_Bacteroides.V.	0.406666572529139	1
IL_10_Candida.A.	0.362063229334344	1
IL_10_CD3_CD28	0.0719670212356786	1
IL_10_Clostridium.P.	0.439803101225241	1
IL_10_PBS	0.727134828403352	1
IL_10_Pseudomonas.A.	0.597013662695642	1
IL_10_Staph.A.	0.258061823181692	1
IL_10_Bacillus.S.	0.216692858880597	2
IL_10_Bacteroides.V.	0.674661813986654	2
IL_10_Candida.A.	0.464563293023023	2
IL_10_CD3_CD28	0.71820984674417	2
IL_10_Clostridium.P.	0.681268128822667	2
IL_10_PBS	0.745492561637525	2
IL_10_Pseudomonas.A.	0.655402280313042	2
IL_10_Staph.A.	0.276313366854313	2
IL_10_Bacillus.S.	0.437809109394433	3
IL_10_Bacteroides.V.	0.761353647879712	3
IL_10_Candida.A.	0.39611886173067	3
IL_10_CD3_CD28	0.665827284524964	3
IL_10_Clostridium.P.	0.715550487590645	3
IL_10_PBS	0.538766146375398	3
IL_10_Pseudomonas.A.	0.663258548557251	3
IL_10_Staph.A.	0.376246969093406	3
IL_10_Bacillus.S.	0.379982302875706	4
IL_10_Bacteroides.V.	0.796725697095975	4
IL_10_Candida.A.	0.572649408110013	4
IL_10_CD3_CD28	0.209887663220506	4
IL_10_Clostridium.P.	0.70096071521788	4
IL_10_PBS	0.661145275524169	4
IL_10_Pseudomonas.A.	0.829985344622295	4
IL_10_Staph.A.	0.146428321095862	4
IL_10_Bacillus.S.	0.450087133625914	5
IL_10_Bacteroides.V.	0.82007837333109	5
IL_10_Candida.A.	0.590223789020417	5
IL_10_CD3_CD28	0.508310614096754	5
IL_10_Clostridium.P.	0.835954922225517	5
IL_10_PBS	0.673699792417679	5
IL_10_Pseudomonas.A.	0.493083458673979	5
IL_10_Staph.A.	0.488957898426929	5
IL_10_Bacillus.S.	0.193294854462456	6
IL_10_Bacteroides.V.	0.643173469925718	6
IL_10_Candida.A.	0.330649467211053	6
IL_10_CD3_CD28	0.141938016759272	6
IL_10_Clostridium.P.	0.539035179597881	6
IL_10_PBS	0.757950337204063	6
IL_10_Pseudomonas.A.	0.267289030591084	6
IL_10_Staph.A.	0.12821807497702	6
IL_10_Bacillus.S.	0.611559689643093	7
IL_10_Bacteroides.V.	0.537106105987183	7
IL_10_Candida.A.	0.602572319627201	7
IL_10_CD3_CD28	0.346232023592715	7
IL_10_Clostridium.P.	0.342468699208266	7
IL_10_PBS	0.412829534722792	7
IL_10_Pseudomonas.A.	0.551157701054141	7
IL_10_Staph.A.	0.295530713486256	7
IL_10_Bacillus.S.	0.353184309228473	8
IL_10_Bacteroides.V.	0.504019071368289	8
IL_10_Candida.A.	0.664027198562642	8
IL_10_CD3_CD28	0.480475451408194	8
IL_10_Clostridium.P.	0.561850025083379	8
IL_10_PBS	0.565877862438054	8
IL_10_Pseudomonas.A.	0.749548488075943	8
IL_10_Staph.A.	0.444798038616247	8
IL_10_Bacillus.S.	0.643270730500152	9
IL_10_Bacteroides.V.	0.725314381010281	9
IL_10_Candida.A.	0.299429924690826	9
IL_10_CD3_CD28	0.507398385589764	9
IL_10_Clostridium.P.	0.357818401161752	9
IL_10_PBS	0.272719175574991	9
IL_10_Pseudomonas.A.	0.687733202062433	9
IL_10_Staph.A.	0.241298970181657	9
IL_10_Bacillus.S.	0.594763465322843	10
IL_10_Bacteroides.V.	0.717830465409428	10
IL_10_Candida.A.	0.62501034803586	10
IL_10_CD3_CD28	0.628861043603672	10
IL_10_Clostridium.P.	0.83487745202477	10
IL_10_PBS	0.635342056313255	10
IL_10_Pseudomonas.A.	0.712140776523082	10
IL_10_Staph.A.	0.533220903992903	10
