alpha	lambda	MSE	num	Log2_MSE	combo
1	0.454636363636364	28.1290070290481	3	4.86438461755736	1;0.455
1	0.505140404040404	28.1371004963359	3	4.86478541334382	1;0.505
0.114	1.81824545454545	28.1854133858609	9	4.867175597766	0.114;1.818
0.114	1.76774141414141	28.1871770631643	9	4.86726277733026	0.114;1.768
0.114	1.86874949494949	28.1896018530039	9	4.86738262746053	0.114;1.869
0.114	1.71723737373737	28.1917957117793	9	4.86749105477844	0.114;1.717
0.114	1.91925353535354	28.1928904763261	9	4.86754515839657	0.114;1.919
0.114	1.96975757575758	28.1935784369733	9	4.86757915659623	0.114;1.97
0.218	1.56572525252525	28.194517036884	3	4.86762553979903	0.218;1.566
0.218	1.51522121212121	28.1947528383728	3	4.86763719227009	0.218;1.515
0.114	2.02026161616162	28.1952777937116	9	4.86766313335817	0.114;2.02
0.114	1.66673333333333	28.1956141191632	9	4.86767975290431	0.114;1.667
0.635	0.656652525252525	28.1963107972596	2	4.86771417869302	0.635;0.657
0.114	1.61622929292929	28.1968978342162	9	4.86774318601514	0.114;1.616
0.114	2.07076565656566	28.2001331533058	9	4.86790304273156	0.114;2.071
0.114	1.56572525252525	28.2040582932804	9	4.86809695963528	0.114;1.566
0.218	1.46471717171717	28.2063547517262	3	4.86821040136733	0.218;1.465
0.114	2.1212696969697	28.2066676885453	9	4.86822585930387	0.114;2.121
0.218	1.61622929292929	28.2069697374633	3	4.86824077926076	0.218;1.616
0.114	2.17177373737374	28.2095579315045	9	4.86836861892737	0.114;2.172
0.114	1.51522121212121	28.2120212021021	9	4.8684902776819	0.114;1.515
0.114	1.46471717171717	28.2132921239011	9	4.86855304337275	0.114;1.465
0.635	0.707156565656566	28.2152793483468	2	4.86865117888357	0.635;0.707
0.114	2.22227777777778	28.2175802735002	9	4.86876479760193	0.114;2.222
0.218	1.41421313131313	28.2200902952357	3	4.86888873121794	0.218;1.414
0.114	1.41421313131313	28.2200942014409	9	4.86888892408054	0.114;1.414
0.114	2.27278181818182	28.2245635077174	9	4.8691095719983	0.114;2.273
0.114	1.36370909090909	28.2272021741847	9	4.86923982609704	0.114;1.364
0.635	0.606148484848485	28.2272679208748	2	4.86924307144077	0.635;0.606
0.218	1.66673333333333	28.2274577165252	3	4.86925243996455	0.218;1.667
0.114	2.32328585858586	28.2311487171042	9	4.86943461975169	0.114;2.323
0.114	1.31320505050505	28.2335396266692	9	4.86955261758841	0.114;1.313
0.114	2.3737898989899	28.2402010146661	9	4.86988132416216	0.114;2.374
0.218	1.71723737373737	28.2429188698345	3	4.87001541537288	0.218;1.717
0.218	1.36370909090909	28.2437000423167	3	4.87005395388603	0.218;1.364
0.114	1.26270101010101	28.2438637361969	9	4.87006202946087	0.114;1.263
0.114	2.42429393939394	28.2482794679302	9	4.87027985544353	0.114;2.424
0.114	1.21219696969697	28.2520274435904	9	4.8704647155303	0.114;1.212
0.218	1.76774141414141	28.2569090096579	3	4.87070545178704	0.218;1.768
0.114	2.47479797979798	28.2591987306577	9	4.87081835639606	0.114;2.475
0.218	1.31320505050505	28.2650901335047	3	4.87110881691647	0.218;1.313
0.114	1.16169292929293	28.2651992490236	9	4.87111419602597	0.114;1.162
0.218	1.81824545454545	28.2740263674153	3	4.87154928343588	0.218;1.818
0.114	2.52530202020202	28.2749451518207	9	4.87159456264988	0.114;2.525
0.635	0.757660606060606	28.2792643314284	2	4.87180739991869	0.635;0.758
0.114	1.11118888888889	28.2819763469963	9	4.87194102452664	0.114;1.111
0.114	2.57580606060606	28.2836754880859	9	4.87202473715845	0.114;2.576
0.218	1.26270101010101	28.2843827060678	3	4.87205957867128	0.218;1.263
0.218	1.86874949494949	28.289401581203	3	4.87230681235694	0.218;1.869
1	0.555644444444444	28.2896537110934	3	4.87231923135348	1;0.556
0.114	1.06068484848485	28.295636656889	9	4.8726138980251	0.114;1.061
0.114	2.6263101010101	28.2990250999887	9	4.87278075588945	0.114;2.626
0.218	1.21219696969697	28.3097256368452	3	4.87330755816506	0.218;1.212
0.218	1.91925353535354	28.3098197525147	3	4.87331219075676	0.218;1.919
0.114	1.01018080808081	28.3117928658347	9	4.87340930854918	0.114;1.01
0.114	2.67681414141414	28.3133178917743	9	4.87348436673951	0.114;2.677
1	0.404132323232323	28.3228106827605	3	4.87395149180157	1;0.404
0.114	0.959676767676768	28.3295698785147	9	4.87428400885015	0.114;0.96
0.114	2.72731818181818	28.3306810835507	9	4.87433866698641	0.114;2.727
0.635	0.555644444444444	28.3353015658476	2	4.87456591782613	0.635;0.556
0.218	1.96975757575758	28.33589526389	3	4.874595115295	0.218;1.97
0.635	0.808164646464646	28.3366331249656	2	4.87463140173242	0.635;0.808
0.218	1.16169292929293	28.3458619466039	3	4.87508517846104	0.218;1.162
0.114	2.77782222222222	28.348126008034	9	4.87519647947544	0.114;2.778
0.114	0.909172727272727	28.3500133545864	9	4.87528925466532	0.114;0.909
0.114	2.82832626262626	28.3626684657804	9	4.87591118048707	0.114;2.828
0.218	2.02026161616162	28.3648444855134	3	4.87601809231498	0.218;2.02
