	15549X45	15549X11	15549X16	15549X15	15549X25	15549X20	15549X1	15549X17	15549X43	15549X29	15549X24	15549X12	15549X34	15549X39	15549X40	15549X33	15549X8	15549X46	15549X23	15549X13	15549X7	15549X10	15549X37	15549X9	15549X2	15549X41	15549X26	15549X47	15549X19	15549X32	15549X36	15549X30	15549X3	15549X5	15549X44	15549X42	15549X4	15549X38	15549X31	15549X18	15549X48	15549X21	15549X27	15549X14	15549X6	15549X28	15549X49	15549X35	15549X22
15549X7	0.6799116997792495	0.4867549668874172	0.7350993377483444	0.7185430463576159	0.7373068432671082	0.7483443708609272	0.5309050772626932	0.8311258278145696	0.6236203090507726	0.6975717439293598	0.8852097130242825	0.6247240618101545	0.5717439293598234	0.7373068432671082	0.6909492273730684	0.7317880794701986	0.7019867549668874	0.6964679911699779	0.7549668874172185	0.6832229580573952	0.0	0.7339955849889624	0.6633554083885209	0.9094922737306843	0.6622516556291391	0.7251655629139073	0.7196467991169978	0.6567328918322296	0.6821192052980133	0.5883002207505519	0.6401766004415012	0.7108167770419426	0.5794701986754967	0.58719646799117	0.6136865342163356	0.6434878587196468	0.6280353200883002	0.7240618101545254	0.6357615894039735	0.6766004415011038	0.6931567328918322	0.9116997792494481	0.7317880794701986	0.6854304635761589	0.8532008830022075	0.6390728476821192	0.67439293598234	0.6037527593818984	0.8642384105960265
15549X10	0.8399558498896247	0.7792494481236203	0.8465783664459161	0.826710816777042	0.890728476821192	0.8344370860927153	0.8035320088300221	0.8741721854304636	0.8123620309050773	0.8874172185430463	0.9072847682119205	0.8101545253863135	0.8509933774834437	0.8929359823399559	0.7637969094922737	0.891832229580574	0.7350993377483444	0.8498896247240618	0.8311258278145696	0.8145695364238411	0.7339955849889624	0.0	0.826710816777042	0.37748344370860926	0.8311258278145696	0.8763796909492274	0.8807947019867549	0.8222958057395143	0.7406181015452539	0.782560706401766	0.8035320088300221	0.8807947019867549	0.7240618101545254	0.7902869757174393	0.8233995584988962	0.8278145695364238	0.8189845474613686	0.8863134657836644	0.7814569536423841	0.8675496688741722	0.8377483443708609	0.9403973509933775	0.891832229580574	0.8167770419426048	0.8388520971302428	0.7891832229580574	0.8565121412803532	0.8200883002207505	0.48233995584988965
15549X37	0.6136865342163356	0.6975717439293598	0.7858719646799117	0.8509933774834437	0.6512141280353201	0.8830022075055187	0.6136865342163356	0.9216335540838853	0.5562913907284768	0.6423841059602649	0.8807947019867549	0.7902869757174393	0.5938189845474614	0.6545253863134658	0.4922737306843267	0.6479028697571744	0.8532008830022075	0.6015452538631346	0.8708609271523179	0.8598233995584988	0.6633554083885209	0.826710816777042	0.0	0.9415011037527594	0.7549668874172185	0.5783664459161147	0.5794701986754967	0.5375275938189845	0.8300220750551877	0.46688741721854304	0.5408388520971302	0.5971302428256071	0.6534216335540839	0.6158940397350994	0.3852097130242826	0.5253863134657837	0.7770419426048565	0.6335540838852097	0.5253863134657837	0.6236203090507726	0.5750551876379691	0.9735099337748344	0.5916114790286976	0.9116997792494481	0.9050772626931567	0.5331125827814569	0.5684326710816777	0.5938189845474614	0.9326710816777042
15549X9	0.9359823399558499	0.9183222958057395	0.8841059602649006	0.8962472406181016	0.9646799116997793	0.9017660044150111	0.9392935982339956	0.9050772626931567	0.9492273730684326	0.9525386313465783	0.9194260485651214	0.9050772626931567	0.9028697571743929	0.9657836644591612	0.9481236203090507	0.9646799116997793	0.9017660044150111	0.9293598233995585	0.9116997792494481	0.9050772626931567	0.9094922737306843	0.37748344370860926	0.9415011037527594	0.0	0.9205298013245033	0.9525386313465783	0.9514348785871964	0.9183222958057395	0.8940397350993378	0.9216335540838853	0.9403973509933775	0.9481236203090507	0.8951434878587197	0.8598233995584988	0.9260485651214128	0.9426048565121413	0.8785871964679912	0.9602649006622517	0.9271523178807947	0.8984547461368654	0.9083885209713024	0.9437086092715232	0.9657836644591612	0.9260485651214128	0.8211920529801324	0.9359823399558499	0.934878587196468	0.8984547461368654	0.4757174392935982
15549X2	0.7284768211920529	0.5397350993377483	0.5949227373068433	0.7924944812362031	0.7902869757174393	0.7350993377483444	0.6655629139072847	0.8554083885209713	0.7505518763796909	0.7582781456953642	0.6920529801324503	0.7251655629139073	0.7207505518763797	0.7902869757174393	0.7924944812362031	0.7880794701986755	0.7737306843267108	0.7538631346578366	0.8123620309050773	0.7362030905077263	0.6622516556291391	0.8311258278145696	0.7549668874172185	0.9205298013245033	0.0	0.7660044150110376	0.7781456953642384	0.7428256070640177	0.8123620309050773	0.7649006622516556	0.7207505518763797	0.7626931567328918	0.7030905077262694	0.5607064017660044	0.7119205298013245	0.6203090507726269	0.5816777041942605	0.7770419426048565	0.7262693156732892	0.6423841059602649	0.7439293598233996	0.9713024282560706	0.7891832229580574	0.8675496688741722	0.91280353200883	0.6964679911699779	0.7284768211920529	0.7130242825607064	0.8432671081677704
15549X41	0.5794701986754967	0.7527593818984547	0.7858719646799117	0.8432671081677704	0.16777041942604856	0.9337748344370861	0.6677704194260485	0.9017660044150111	0.6754966887417219	0.18653421633554085	0.9426048565121413	0.7980132450331126	0.5033112582781457	0.19426048565121412	0.7306843267108167	0.19757174392935983	0.8664459161147903	0.36644591611479027	0.8973509933774835	0.8664459161147903	0.7251655629139073	0.8763796909492274	0.5783664459161147	0.9525386313465783	0.7660044150110376	0.0	0.1445916114790287	0.4602649006622517	0.8807947019867549	0.6401766004415012	0.45584988962472406	0.16777041942604856	0.7284768211920529	0.5673289183222958	0.47130242825607066	0.6048565121412803	0.7803532008830022	0.17549668874172186	0.4746136865342163	0.7052980132450332	0.5286975717439294	0.9690949227373068	0.20198675496688742	0.9536423841059603	0.9426048565121413	0.5309050772626932	0.4503311258278146	0.30022075055187636	0.9216335540838853
15549X26	0.6026490066225165	0.7494481236203091	0.7969094922737306	0.8487858719646799	0.13245033112582782	0.9558498896247241	0.6799116997792495	0.9161147902869757	0.7052980132450332	0.18543046357615894	0.9701986754966887	0.8035320088300221	0.488962472406181	0.15121412803532008	0.7549668874172185	0.152317880794702	0.8587196467991169	0.37748344370860926	0.9293598233995585	0.8785871964679912	0.7196467991169978	0.8807947019867549	0.5794701986754967	0.9514348785871964	0.7781456953642384	0.1445916114790287	0.0	0.46357615894039733	0.8951434878587197	0.6225165562913907	0.4470198675496689	0.11258278145695365	0.7582781456953642	0.5573951434878587	0.5033112582781457	0.608167770419426	0.7913907284768212	0.13024282560706402	0.4624724061810154	0.6865342163355408	0.5253863134657837	0.9768211920529801	0.16666666666666666	0.9690949227373068	0.9492273730684326	0.5298013245033113	0.4624724061810154	0.30353200883002207	0.9370860927152318
15549X47	0.5055187637969095	0.5960264900662252	0.6821192052980133	0.8289183222958058	0.4955849889624724	0.8123620309050773	0.6390728476821192	0.8995584988962473	0.6479028697571744	0.4624724061810154	0.8686534216335541	0.7682119205298014	0.445916114790287	0.5121412803532008	0.6997792494481236	0.5066225165562914	0.8498896247240618	0.46799116997792495	0.8222958057395143	0.8300220750551877	0.6567328918322296	0.8222958057395143	0.5375275938189845	0.9183222958057395	0.7428256070640177	0.4602649006622517	0.46357615894039733	0.0	0.8245033112582781	0.5860927152317881	0.33002207505518766	0.4878587196467991	0.6810154525386314	0.47240618101545256	0.40066225165562913	0.5088300220750552	0.7251655629139073	0.4735099337748344	0.31456953642384106	0.6368653421633554	0.36423841059602646	0.9492273730684326	0.4845474613686534	0.9006622516556292	0.8631346578366446	0.3189845474613687	0.41501103752759383	0.4337748344370861	0.8730684326710817
15549X19	0.7660044150110376	0.760485651214128	0.7858719646799117	0.7373068432671082	0.9083885209713024	0.6887417218543046	0.7869757174392936	0.7152317880794702	0.8222958057395143	0.8973509933774835	0.7770419426048565	0.6920529801324503	0.7649006622516556	0.91280353200883	0.7439293598233996	0.9139072847682119	0.7461368653421634	0.8818984547461368	0.7273730684326711	0.7682119205298014	0.6821192052980133	0.7406181015452539	0.8300220750551877	0.8940397350993378	0.8123620309050773	0.8807947019867549	0.8951434878587197	0.8245033112582781	0.0	0.7339955849889624	0.8167770419426048	0.8973509933774835	0.6070640176600441	0.7814569536423841	0.8123620309050773	0.8443708609271523	0.760485651214128	0.9050772626931567	0.7880794701986755	0.7781456953642384	0.8774834437086093	0.8686534216335541	0.8962472406181016	0.782560706401766	0.804635761589404	0.8013245033112583	0.8366445916114791	0.7693156732891833	0.8565121412803532
15549X32	0.6456953642384106	0.6699779249448123	0.7571743929359823	0.7660044150110376	0.6942604856512141	0.7958057395143487	0.6766004415011038	0.8178807947019867	0.6026490066225165	0.6821192052980133	0.8951434878587197	0.7339955849889624	0.5529801324503312	0.6799116997792495	0.5640176600441501	0.6810154525386314	0.7582781456953642	0.6467991169977925	0.8543046357615894	0.8366445916114791	0.5883002207505519	0.782560706401766	0.46688741721854304	0.9216335540838853	0.7649006622516556	0.6401766004415012	0.6225165562913907	0.5860927152317881	0.7339955849889624	0.0	0.5529801324503312	0.6158940397350994	0.5883002207505519	0.6280353200883002	0.5209713024282561	0.5827814569536424	0.7141280353200883	0.6644591611479028	0.5584988962472406	0.5883002207505519	0.6479028697571744	0.8841059602649006	0.6269315673289183	0.8719646799116998	0.8763796909492274	0.5573951434878587	0.6346578366445916	0.5949227373068433	0.9172185430463576
