plate	well	analyte	sample	mfi	est_c
Plate-1	NA	Analyte.B2.IL.1b.	505749	50432	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	59-5	424704	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	65-2	445696	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	65-3	384256	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	66-1	423168	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	66-4	365312	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	66-5	416512	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	59-1	380672	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	59-2	479488	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	59-3	408320	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	59-4	471040	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	78-84	449536	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	86-7	503808	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	86-8	519936	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	76-2	2179584	350.297747887479
Plate-2	NA	Analyte.B2.IL.1b.	76-3	546048	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	76-4	458496	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	71-8	511744	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	71-9	473856	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	30-10	496896	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	30-33	438528	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	505248	534784	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	514949	440576	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	515249	549120	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	32-1	656384	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	32-2	499712	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	32-5	593664	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	32-8	561408	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	505148	490240	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	504849	606464	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	505551	478976	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	504851	531456	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	505352	561920	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	505055	524800	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	505050	602880	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	505057	523008	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	515055	457728	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	505155	555264	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	515356	540160	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	515453	506624	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	505154	588800	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	515757	624640	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	504853	518656	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	514957	721152	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	505548	191744	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	515149	578304	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	515054	623360	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	505149	702208	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	504951	636416	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	505355	510208	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	514951	542208	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	515254	743680	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	515649	578560	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	505253	599808	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	515155	619520	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	505656	486656	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	515350	689152	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	505648	598272	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	505357	454656	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	515653	653824	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	505651	576512	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	505652	534528	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	505654	559616	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	505049	509952	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	505454	645120	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	505356	616960	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	505252	580608	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	515748	617472	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	515455	619776	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	514857	589824	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	514849	558080	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	505650	601088	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	505048	610816	3.43999999999912
Plate-2	NA	Analyte.B2.IL.1b.	504949	782592	18.3461603062434
