plate	well	analyte	sample	mfi	est_c
Plate-1	NA	Analyte.B3.IL.10.	515250	568064	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	505453	741120	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	57-1	449792	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	61-3	461824	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	31-27	375552	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	70-1	433408	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	77-78	457472	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	515251	631808	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	515253	545024	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	504848	763392	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	57-2	638208	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	61-4	491520	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	31-29	609792	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	70-2	493312	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	77-79	526848	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	515553	564480	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	515050	558080	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	515753	699136	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	505752	623872	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	57-3	590080	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	64-1	492544	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	31-31	815616	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	31-31	585216	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	82-92	475904	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	515654	517120	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	515048	623616	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	514851	715264	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	515555	627968	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	57-4	448000	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	64-2	578560	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	31-80	755200	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	31-80	648960	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	82-7	584960	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	515255	730368	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	504857	714240	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	514855	607232	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	515750	742912	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	57-5	562176	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	64-5	667904	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	31-90	677376	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	31-90	723456	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	82-8	772864	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	515450	760576	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	505750	568320	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	505554	783872	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	505756	802304	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	505452	637952	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	504948	622848	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	515652	660992	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	515656	508672	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	515056	710656	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	505152	604416	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	505553	725760	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	505350	659456	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	505550	666624	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	505749	1014016	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	505748	747264	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	515357	668416	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	515057	960768	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	505449	680448	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	505349	802048	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	505556	885248	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	505655	699648	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	504852	631040	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	515651	708864	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	515550	607232	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	514856	744960	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	515150	693248	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	515749	881664	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	515756	857600	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	515353	141312	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	505452	77056	1.00000000002673
Plate-1	NA	Analyte.B3.IL.10.	505749	230912	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	59-5	689152	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	65-2	547840	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	65-3	660480	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	66-1	700928	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	66-4	691968	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	66-5	693760	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	59-1	714496	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	59-2	683776	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	59-3	595200	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	59-4	713472	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	78-84	785664	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	86-7	820480	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	86-8	783104	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	76-2	3448832	1363.53045863765
Plate-2	NA	Analyte.B3.IL.10.	76-3	651264	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	76-4	754176	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	71-8	586496	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	71-9	780288	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	30-10	785152	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	30-33	747008	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	505248	946944	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	514949	695040	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	515249	863232	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	32-1	994304	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	32-2	646144	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	32-5	1057536	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	32-8	740352	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	505148	779264	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	504849	698112	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	505551	746752	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	504851	763648	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	505352	855296	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	505055	774912	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	505050	817664	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	505057	1094400	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	515055	713728	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	505155	731392	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	515356	896768	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	515453	750848	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	505154	770816	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	515757	840704	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	504853	837632	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	514957	820992	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	505548	216576	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	515149	865792	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	515054	751104	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	505149	931072	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	504951	921856	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	505355	768000	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	514951	804608	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	515254	910080	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	515649	866304	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	505253	603392	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	515155	804608	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	505656	782592	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	515350	996864	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	505648	795392	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	505357	655872	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	515653	1099776	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	505651	878848	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	505652	787200	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	505654	729856	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	505049	676608	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	505454	953856	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	505356	955136	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	505252	833792	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	515748	872448	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	515455	819712	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	514857	763136	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	514849	814848	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	505650	821504	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	505048	780288	1.00000000002673
Plate-2	NA	Analyte.B3.IL.10.	504949	1038592	1.00000000002673
