Site	Genetics	Location	PCoA_1	PCoA_2	PCoA_3	PCoA_4	PCoA_5	PCoA_6	PCoA_7	PCoA_8	PCoA_9	PCoA_10	PCoA_11	PCoA_12	PCoA_13	PCoA_14	PCoA_15	PCoA_16	PCoA_17	PCoA_18	PCoA_19	PCoA_20	PCoA_21	PCoA_22	PCoA_23	PCoA_24	PCoA_25	PCoA_26	PCoA_27	PCoA_28	PCoA_29	PCoA_30	PCoA_31	PCoA_32	PCoA_33	PCoA_34	PCoA_35	PCoA_36	PCoA_37	PCoA_38	PCoA_39	PCoA_40	PCoA_41	PCoA_42	PCoA_43	PCoA_44	PCoA_45	PCoA_46	PCoA_47	PCoA_48	PCoA_49	PCoA_50	PCoA_51	PCoA_52	PCoA_53	PCoA_54	PCoA_55	PCoA_56	PCoA_57	PCoA_58	PCoA_59	PCoA_60	PCoA_61	PCoA_62	PCoA_63	PCoA_64	PCoA_65	PCoA_66	PCoA_67	PCoA_68	PCoA_69	PCoA_70	PCoA_71	PCoA_72	PCoA_73	PCoA_74	PCoA_75	PCoA_76	PCoA_77	PCoA_78	PCoA_79	PCoA_80	PCoA_81	PCoA_82	PCoA_83	PCoA_84	PCoA_85	PCoA_86
51_51_50_AtgE_SF	AtgE	SF	-0.112909092	0.036292586	-0.038866489	-0.039815095	0.016251405	0.013340786	0.026737779	0.014724913	0.041572335	-0.014006746	-0.02159597	0.006670831	0.024127316	0.009988935	-0.025135574	0.044391961	-0.014655497	0.013770578	0.017766546	0.017703643	0.036638479	-0.006178502	-0.00907075	-0.021241181	0.021673102	0.003080045	0.020940533	0.01147133	-0.000753356	0.012156735	-0.004770704	-0.000814962	0.000953273	0.001060762	0.008741764	-0.016531127	0.002011264	-0.010630332	-0.006163202	0.016556373	-0.005558475	-0.007055211	-0.001491451	-0.00123874	0.008315614	0.003384669	0.005963995	-0.00384551	-0.003198543	-0.010805062	0.012717888	0.000322868	0.009983355	-0.004952167	-0.000855082	-0.00247948	-0.006464539	0.005376537	-0.006199346	0.000126072	-0.003383093	-0.004709777	0.004965895	-0.001259722	-0.001245731	0.000707124	-0.000460375	-0.003844311	0.006458364	0.001504218	0.003964285	-0.000970977	-0.001126053	-0.001186354	-0.005113918	-0.001604962	0.001406986	0.00604606	-0.001865993	-0.001551541	0.000647082	0.001274571	-0.000897948	-0.000196302	-0.000569363	0.000361117
51_51_52_NOD2_SF	NOD2	SF	0.000195506	0.073388529	-0.009516603	-0.020499686	0.023634273	-0.028714543	-0.004298709	0.014281956	-0.038945537	0.031897646	0.044806182	0.038105219	0.005569242	-0.001803191	0.003771954	0.019190209	-0.016571666	-0.01547056	-0.032474742	-0.004153734	-0.013917843	-0.000749491	-0.017661788	0.001490612	0.000309327	-0.011283363	0.014971807	-0.021881651	0.002745081	-0.014296374	0.024181134	0.001863673	0.022917568	0.005094159	0.001703408	-0.002874562	0.003090134	0.001746078	-0.009189855	0.001485473	0.006877501	-0.013148886	-0.00200841	0.011598856	0.000722621	-0.002473015	0.002983049	-0.007801786	0.001243226	0.004740562	0.001253232	0.007207811	-0.005973506	-0.002739095	0.015244382	0.002235015	-0.006278737	-0.004645452	0.002524657	-0.00309758	0.000717094	-0.009164898	0.008037267	-0.000512323	0.001948256	-0.00011594	0.008576779	0.006276623	0.001266653	0.003014314	-2.47E-05	0.000949149	-0.00411131	0.000166412	0.002946109	0.00380968	0.004928047	0.001104565	-0.000656543	0.001443826	-0.00213631	0.000517493	-0.000417642	-0.000973554	-0.000478533	-0.000643911
51_51_55_AtgH_SF	AtgH	SF	0.015384336	0.14991401	0.0321022	0.041729555	-0.040834745	0.034952443	0.05006847	-0.001758754	0.000170733	0.01344515	0.029951919	-0.011418862	0.025939359	-0.0006102	-0.005358985	0.002052005	-0.007948323	0.004980918	-0.015761454	0.028581448	-0.015277716	-0.036421831	0.014668594	-0.017288189	0.000952901	0.017194957	-0.003032234	0.015062935	0.014479783	-0.010626469	-0.000217174	-0.002585158	-0.007207431	0.010073174	0.012151625	-0.012023942	-0.016804861	-0.015299782	0.000321256	-0.010136453	0.004037611	-2.26E-05	0.004762961	-0.00602607	0.007602852	0.01153078	-0.001523655	0.003376396	0.001485043	-0.003506872	-0.010982143	0.002282099	-0.002142077	-0.003270843	0.001582238	0.012796283	0.015249943	-0.000706847	-0.000709698	0.000773743	-0.004792898	-0.004751696	0.002820188	-0.002019325	-6.97E-05	0.000568905	0.001495539	0.002851997	-0.004129768	-0.000179442	0.003813956	-0.00313151	-0.00173223	-0.002302641	-0.00296788	0.003785478	-3.17E-05	0.000958672	-4.88E-05	-0.000829689	-0.002394335	0.000933043	-0.002050038	-0.000804362	-5.75E-05	0.000226855
51_51_57_AtgW_SF	AtgW	SF	-0.004783068	-0.011119904	0.060002212	0.025602787	0.028882603	-0.051301202	-0.007393394	-0.002204595	-0.02223611	-0.023386024	0.006118506	-0.053153842	-0.009270969	0.020918691	-0.006038606	0.002742474	0.013007637	-0.000685401	-0.029308568	-0.034424323	-0.016799038	0.011027949	-0.027308427	0.006693481	-0.007440239	0.011288693	-0.015543994	0.000706151	-0.006720565	-0.002401768	0.008090643	-0.004999534	-0.003152212	-0.004358014	-0.015410665	-0.01477704	0.004145687	-0.00483597	0.002100938	-0.006729052	0.001416741	-0.008686317	0.005113397	0.00806984	0.013004323	-0.003724998	0.003200072	-0.006955039	0.000856043	0.000564023	-0.008667767	-0.007953837	-0.004805416	-0.002050791	-0.007318936	0.009861988	-0.010195771	0.002205384	-0.001569195	0.011258965	-0.00956477	-0.004516547	-0.00963018	0.002516322	0.000259815	0.001374259	-0.005042749	-0.000387573	0.007858096	0.002486547	-0.001850621	-0.003052641	0.000777736	-0.004905651	-0.002602202	0.000525356	0.003210356	-0.004727861	0.000848512	0.00134695	-0.002474365	-0.000636917	0.000658611	-0.001697396	0.000236412	7.45E-05
51_52_49_NOD2_SF	NOD2	SF	0.129298592	0.075140675	0.028084887	0.028598084	0.003211058	-0.02174435	0.045589931	-0.076616859	-0.013085978	-0.009501287	-0.035825818	-0.005754427	0.036667932	-0.032908262	-0.017040771	0.005902835	0.013705121	0.002107456	-0.008119353	0.017486869	0.012258039	-0.000414445	-0.012038213	0.014790183	0.011913554	-0.013630968	-0.001947457	0.000178426	-0.003708775	0.01818462	0.004338531	-0.011060247	0.016625225	-0.007047532	-0.010620117	0.011443544	-0.012397938	0.002203895	-0.001937277	0.009452738	0.00846376	-0.006262993	-0.008368101	0.002770871	0.008630531	-0.006553475	0.008500361	0.01385955	0.002898846	-0.007880939	-0.010776161	-0.005985922	0.001080082	-0.003577957	0.000832479	-0.004083249	-0.000640567	0.002641887	-0.001374971	-0.003760871	0.001525217	-0.009249741	-0.003098817	-0.005330645	0.004169818	0.001974931	-0.003000323	-0.004986895	0.002045938	-0.002349745	0.005399663	-0.002600841	0.002458047	-0.004079254	-0.000212055	-0.002392471	0.00205682	0.003149618	0.001221611	-0.000673261	0.001136489	-0.000911116	-0.000151341	0.001370177	0.000172319	0.000201872
51_52_50_NOD2_SF	NOD2	SF	-0.008795529	-0.192813271	0.044226587	0.117158448	0.011206674	-0.050671614	0.003878558	-0.047803544	-0.019984438	0.024417527	-0.014190104	-0.016365837	-0.022566957	0.00063348	0.024610556	-0.002751086	0.024747194	-0.01765172	-0.002007139	0.009784303	0.005494746	-0.018843764	-0.00955129	0.018900548	-0.001598496	-0.011272008	0.000226816	-0.020499884	0.005741389	0.023958854	-0.004194589	-0.005893391	0.008407554	-0.001859962	0.013619238	0.003613681	-0.006864025	-0.012891225	0.008622975	0.007145136	-0.003743952	-0.004217093	-0.009019641	0.017641769	-0.004026798	0.010489	-0.010964725	0.007772918	-0.003470858	0.006991008	0.001242463	0.005096905	-0.005755366	6.16E-05	0.004212329	0.007040228	0.008634631	0.001572277	-0.003913284	0.001260432	-0.004997226	-0.003647482	0.001605913	0.005182855	0.000109174	0.000627973	-0.000616205	0.004070777	0.004754207	-0.000253934	-0.002683225	0.000552436	0.000847233	0.000963579	0.001983271	-0.000824729	0.000613738	-0.000816855	0.000135398	0.000754083	0.000251846	2.19E-05	-0.001356579	0.000933496	-0.000488939	7.74E-05
51_52_51_NOD2_SF	NOD2	SF	0.09323614	0.008063115	0.02234524	0.011638241	-0.056192695	-0.004361878	-0.025034882	-0.00830172	-0.005110304	0.00420449	-0.014560247	0.003851186	-0.010072324	-0.006769732	0.0034023	-0.014102141	0.012875498	0.001925478	-0.004690217	0.006813855	-0.005129731	0.004052858	0.007497378	-0.002934626	-0.006557143	-0.004967896	-0.005291824	0.018058312	-0.011239013	-0.008574738	-0.017280645	0.006391074	-0.002855186	0.007178296	0.005350196	-0.004653328	-0.004182654	0.00473686	0.004058568	-0.00370727	-0.010901917	0.004232445	0.000474595	0.002446025	-0.005754474	-0.011583246	-0.000467939	-0.004641359	-0.004173067	0.00117803	0.002843931	-0.007396727	-0.000703594	-0.004545955	0.003954286	0.004970483	0.005101055	-0.000184286	-0.007514263	-0.002699184	0.005562925	-0.012749615	0.00722019	0.003519987	0.001765542	0.012196814	0.002260345	-0.009228491	0.004806789	0.000755836	0.000333405	0.000501542	-0.005624327	-0.006863791	-0.001993045	0.009469133	-0.004049468	-0.001504931	-0.004440478	-0.000137162	0.003056563	-0.009173227	-0.001303998	-0.003031674	0.000691692	-5.05E-05
51_52_53_NOD2_SF	NOD2	SF	0.079101571	0.020204501	-0.111271436	0.007427116	0.034294504	-0.013121091	-0.026518223	0.033055527	-0.024369143	0.017783207	-0.014321027	0.009761937	-0.011121873	0.025325189	0.004306799	0.021305538	0.025316942	0.016022059	-0.008729252	-0.024128135	0.008907639	0.016283103	-0.001767012	0.002470756	-0.012670964	0.019910266	0.016265817	0.019807006	0.008155745	0.006613268	0.007099439	-0.016353656	-0.005216527	-0.022714567	-0.000772838	-0.001040003	-0.008094733	-0.009753559	0.008310545	0.003923635	-0.009752932	0.009966082	-0.002576176	-0.013703137	0.003365622	-0.01210296	0.001137573	0.002676187	-0.011326284	0.007918816	0.003982187	0.001419026	0.005190455	-0.002579059	0.002533201	0.006309643	0.002742546	0.007916238	0.008971046	-0.003481347	0.002857726	0.003337545	-0.003118246	0.010428741	-0.000717637	0.001937636	0.003097411	-0.003080542	-0.001114786	-0.004350532	-0.008310318	-0.003608218	0.001378724	0.001139093	-0.005211033	-0.002502786	0.002215206	0.003447294	0.002411527	-0.000361579	0.000454936	-0.001137519	4.14E-05	3.01E-05	-0.000654593	-0.000282295
51_52_54_AtgE_SF	AtgE	SF	0.151965839	-0.121223093	-0.013094851	-0.024184179	-0.032647397	0.031431958	-0.094162476	0.001618394	0.017549545	0.025817793	0.044757672	-0.031681004	0.025987181	-0.009492317	0.002369584	0.020806793	-0.009015309	-0.00994809	0.011928697	-0.038178776	0.015247458	-0.021987806	0.001497805	0.006174963	-0.00742783	0.007457562	0.00259119	-0.001645496	-0.00232293	-0.014128669	0.018456573	-0.009804504	0.018881777	0.009395979	-0.00319829	-0.004971876	0.000225168	-0.013550135	-0.003119351	-0.003687249	0.010146923	0.013182446	0.013999348	-0.000547051	-0.00869811	0.002462028	0.001546105	0.008068792	-0.012741176	0.005238157	-0.007479194	-0.006399035	-0.005894626	0.005153162	-0.00733862	-0.005592938	-0.003126787	0.002811154	0.002741227	-0.006199366	0.001710006	0.004432691	0.001825774	-0.006039105	-0.005226904	0.002628414	0.004320458	-1.90E-06	0.000955423	0.003018608	0.002409925	-0.002088965	-0.001491913	-0.003067062	-0.000653616	-0.00144284	5.61E-05	-0.001715238	0.000777794	0.000453579	0.000759376	0.001662787	-0.001573353	-0.000399723	-0.000195422	0.000258236
51_52_55_B6_SF	B6	SF	0.023630035	-0.056086394	-0.07552568	-0.029244564	0.097365622	-0.106531175	0.098904158	-0.000640074	0.083374844	0.023948271	0.007383149	0.01928555	-0.068636353	0.005309822	-0.016284966	-0.016621159	-0.024156374	0.033066722	0.019335459	-0.006346309	-0.034178982	-0.022160351	0.013173627	-0.015021697	-0.027253886	0.000359586	0.011100986	0.003742863	-0.010869618	-0.006537278	0.012412421	0.021842043	0.007209112	-0.006161207	0.003879858	0.007549664	-0.020609428	0.008539694	-0.0132831	-0.004458251	0.018023749	0.000266341	-0.003794116	0.003752413	0.009164376	0.003161122	0.001777223	-0.001163237	-0.006805579	0.000467203	-0.003214842	-0.00257882	-0.001778905	-0.005049695	0.000224346	0.002983892	-0.004091085	-0.001205274	-0.002538037	-0.001559523	-0.004369085	0.003128284	0.001295746	0.001549204	0.003597972	0.002654379	0.002209488	0.005499888	0.002418448	0.001188249	0.003718947	0.002618118	0.001395762	0.000634452	-0.000192163	0.000191346	0.002042582	2.96E-05	0.001413135	0.002182443	-0.000446502	0.000746787	-0.00012868	-2.99E-05	-0.000600527	-6.35E-05
51_52_56_AtgE_SF	AtgE	SF	0.087047987	0.115536062	0.002885698	0.017676419	-0.027424558	0.007875741	0.078215345	-0.016899389	0.000203162	-0.035533817	0.002932475	0.022101286	0.012614733	-0.004481237	0.014935984	0.020794359	0.004292336	-0.011104425	0.016233273	0.00149304	-0.011056662	-0.002711423	-0.019593282	0.006546996	0.000717557	0.011757993	-0.014854512	-0.007605144	0.013074298	-0.013757122	-0.006916945	-0.016753527	-0.000217337	-0.002465508	0.001546578	-0.004412771	0.003302517	-0.008019031	-0.008619206	-0.004954758	0.005111882	0.005047885	-0.010821255	0.003304957	0.00782817	-0.001942829	0.009851196	0.002139803	0.010559561	0.000859335	0.003816017	-0.007458555	0.008551123	0.013638481	-0.003597203	0.001611061	0.008613514	-0.003379458	-0.003846035	-0.003900952	0.000199444	0.00213589	0.000933885	0.005580003	0.002624553	-0.001312779	0.00261543	-0.004256901	0.007465182	-0.000338811	0.00231303	0.006824959	0.003949748	0.000506309	0.006224507	-0.00404972	-0.003167634	0.00374609	0.00262512	-0.001567465	-0.001473771	-0.001238097	0.001688431	0.000837667	-0.001277945	-0.000572935
51_53_50_AtgH_SF	AtgH	SF	0.03106968	0.086463145	-0.085057411	0.01504118	0.017181198	0.022526282	-0.020154911	0.001565208	-0.046893466	0.002544168	-0.001398901	-0.011346665	0.000123795	0.003542325	0.004415906	-0.031625794	-0.00809099	-0.00121628	0.003295671	0.007963102	0.003893615	0.014784199	0.014314347	0.003935277	0.002445217	-0.02190154	-0.003803457	-0.004759452	-0.01150893	0.005888557	0.007503642	0.008983592	-0.006993014	-0.007548312	-0.013191347	-0.002516227	-0.002451793	0.009426831	-0.004125123	0.001114831	0.007989511	0.00273331	0.010040434	-0.005327527	0.007467249	-0.006633447	0.007740794	0.015980595	0.002809159	0.000970153	0.000106826	0.010619123	-0.006037264	0.009923787	0.003049538	0.010328583	0.004172305	0.000788032	0.001293178	-0.002773928	0.005705753	-0.006443375	0.004463445	0.007384426	-0.001561642	0.001933636	0.000324379	0.000767572	0.002294582	-0.00228491	0.004343209	0.002174679	-0.001187001	0.000506787	-0.002078425	-5.81E-05	-0.002849214	-0.002241823	0.000791576	-0.000730762	-0.001415242	0.001580764	-0.001568478	-0.003110275	-0.002334118	-0.000606766
51_53_53_AtgW_SF	AtgW	SF	0.068339457	-0.039922673	-0.068064257	-0.028931671	-0.00859564	-0.000814784	-0.025001296	-0.001334195	-0.005051127	0.011567206	0.006895061	0.024193274	-0.011411972	0.00102293	-0.030311117	0.031428266	0.016706289	0.002422861	-0.012457664	-0.003311327	0.005322463	-0.017388697	-0.011499451	0.00238559	-0.020319896	0.001857634	-0.000915559	0.006693102	0.005875754	0.01901319	-0.007053717	0.014426903	-0.005849675	-0.016026071	0.009998338	-0.009628689	-0.003347942	0.015332883	-0.011430797	-0.008324043	-0.009813314	0.008214983	0.019116978	0.009190853	0.008197981	0.014037119	0.011062457	-0.003307115	0.013338562	-0.000777013	0.00248672	-0.00481815	-0.002460529	-0.010081232	0.003110167	-0.001321477	-0.007114251	-0.00054923	-0.001279693	0.004560411	0.001427934	0.000837618	0.004940498	0.010648345	-0.002732953	0.005381356	0.001444372	-0.00746933	0.000718607	0.002115377	-0.003941136	-0.006365247	-0.003836581	0.00154885	0.001675186	-0.003649849	0.001268315	-0.003244693	-0.000859835	-0.002115548	0.000262472	-0.002474055	4.83E-05	-0.000837148	5.04E-05	-9.97E-05
51_53_56_NOD2_SF	NOD2	SF	-0.07224265	0.030728527	0.006600602	-0.016644915	0.02679672	0.020951725	0.022292323	0.03788804	0.053014803	0.012091395	0.020233683	0.002949596	0.032118062	-0.035482901	-0.013678075	0.031552559	0.007929841	-0.006452905	-0.002399623	0.027615151	0.016664139	0.017875725	0.014667438	0.019809506	0.016812098	0.025470681	0.010423836	0.007025419	-0.001112296	-0.013328901	-0.019522523	-0.007006191	-0.001189417	-0.004082843	-0.009441156	-0.007718062	-0.010003342	0.004181182	-0.004428111	-0.010802652	0.01156759	-0.00791643	0.001483008	-9.76E-06	0.007152852	-0.005307353	-0.004169444	-0.010221352	-0.002213445	0.008690442	0.003971032	-0.003742732	-0.000506285	-0.006492926	-0.007341204	-0.000839891	0.012290028	-0.004736709	0.005930884	-0.00012887	-0.002052305	-0.000657781	1.30E-05	0.008477383	0.014825397	-0.007526276	0.004573581	0.00221495	-0.00358428	-0.005177944	-0.003687727	0.004651274	0.000106688	-0.003425992	0.001105794	-0.00217808	0.002835791	-0.005387975	-0.003234018	0.002909126	0.002757136	-0.00069804	0.001749821	-7.73E-05	0.000234128	-0.000206619
51_53_57_AtgE_SF	AtgE	SF	-0.056273164	-0.06428144	-0.100731469	-0.053876871	-0.027314163	0.001179574	-0.003607867	0.006475209	-0.033510427	0.016424285	-0.00928002	0.021181138	0.007754342	0.031755537	0.011018586	-0.037320391	-0.011250994	0.012160792	-0.022850976	0.013767938	0.022472366	-0.005879871	-0.013836287	0.022241883	-0.013916902	0.021247265	-0.018277009	0.017060404	-0.017273893	-0.017037391	-0.009291002	-0.001854339	0.009643296	-0.007111941	0.004504208	-0.009605801	0.006321354	0.005649335	0.00932876	0.016152004	-0.003993474	-0.003915677	-0.00122572	-0.000357294	0.001904791	0.008532031	0.010190261	-0.016278515	0.003883127	-0.004181461	0.002350499	0.008138804	-0.004141964	0.003974713	0.001559476	0.000326471	0.001782376	0.004729787	-0.003068978	-0.003118331	0.00042076	-0.003903428	-0.002782594	-0.002303735	0.006997479	0.003165674	-0.002615415	0.00501026	-0.010309333	0.003584083	-0.00137115	0.001006789	-0.006563959	-0.0047554	0.002757927	-0.002005167	-0.001210876	0.003971296	0.000920236	-0.002491841	0.001743262	0.000176264	0.000343684	-3.00E-05	-0.000835955	0.000600431
51_54_50_NOD2_SF	NOD2	SF	0.124484629	0.030583665	0.083260415	-0.002820606	-0.022837216	-0.049528401	-0.03006256	-0.020458616	0.014194836	0.013285722	-0.057823834	0.017767614	0.017755103	0.00671535	0.00778076	-0.021905446	-0.01513364	-0.011794468	-0.009052773	0.007108003	0.005925624	0.001298296	-0.006853326	0.014038909	0.006189284	0.006651438	-0.01411711	0.004706542	-0.012388261	0.00764653	-0.001037423	-0.010954313	-0.031984231	0.012504363	-0.009544554	0.005994172	0.011620222	0.005610591	0.00492459	0.005625099	-0.004868899	-0.00796834	0.007595061	0.007664015	-0.006012222	-0.001962518	-0.014380656	0.007668121	-0.000106872	0.011518869	0.000590542	0.003789386	-0.007051682	-0.001030139	-0.002585892	0.008252195	-0.001697347	-0.00754734	-0.000107592	-0.012587257	-0.007823937	0.007002873	0.008190756	-0.000384331	-0.00481698	0.000131029	0.003079955	-0.00309929	0.001083784	0.002850049	0.00408076	-0.001595258	0.002282548	-0.002567782	0.000751928	0.000426763	0.000871953	-0.000679225	-0.001980813	-0.001436521	-6.78E-05	-0.000595035	-0.001657516	-0.00060261	-0.000295109	4.57E-05
51_54_53_NOD2_SF	NOD2	SF	-0.139126256	0.036553899	-0.047731573	-0.017897544	-0.020524444	0.024562292	-0.012547463	-0.021605159	0.00893644	-0.018173028	0.024435354	0.006973379	0.000565822	0.008448508	-0.035233322	-0.026891461	-0.017401946	-0.000738572	-0.026310424	-0.015262384	0.019244988	-0.02396358	-0.011436841	-0.008875855	0.002770713	-0.015285379	0.010413683	0.010163087	0.004077864	0.020586621	0.008407873	0.006142112	0.015062711	4.58E-05	0.004924047	0.003357994	0.008213797	-0.005714065	-0.011892964	-0.007247604	-0.01309092	0.002512783	0.007138905	-0.011222913	-0.003342776	-0.007812867	-0.008342037	0.001923597	-0.011911516	-0.001339251	-0.020039179	0.002503732	0.00770481	-0.002920213	-0.016735095	0.004019266	-0.001495886	0.001073142	0.005184786	0.011379137	0.004128334	-0.015094816	0.00170094	-0.002466351	0.002963237	0.005305041	-0.003798664	7.83E-05	-0.002668069	0.000646165	-0.008594565	0.000549163	0.001882861	-0.004336615	-0.001741893	-0.002488727	0.000116534	0.001049498	0.003630354	0.003275013	-0.00127153	-0.001928506	-8.20E-05	0.000682136	-0.001024246	-0.000143643
51_54_55_AtgW_SF	AtgW	SF	-0.138645042	0.019782219	-0.139143122	-0.004469559	0.029285715	0.002352733	0.012664035	0.001512372	-0.020539984	-0.019729381	-0.056041773	-0.007849203	0.005359599	-0.002581971	0.024273918	0.002761737	0.02935366	-0.013413112	0.023910949	-0.019692278	-0.021208166	0.025187328	0.000822046	-0.003152582	0.014861185	-0.000685769	0.020243062	0.009772371	-0.006323426	-0.01490698	0.001239383	-0.016115081	0.017559541	0.019311517	0.017161932	0.002411262	0.000388033	0.010832523	0.005971107	-0.013163899	0.004787363	0.004946127	-0.01050747	-0.002284682	-0.001364155	9.59E-05	-0.000601231	-0.004719078	-0.008668654	-0.009530707	-0.004016056	-0.001012265	0.001097371	3.87E-05	-0.00189347	0.002125429	-0.00630339	0.003936997	-0.003762503	-0.000872549	-0.001496956	-0.006340025	0.00830598	0.000815995	-0.003860925	-0.001278114	-0.007835927	0.006152701	-0.004717208	0.001582086	-0.002255985	0.003352992	0.004213269	-0.007469266	-0.003082773	-0.002015692	0.000383777	-0.004149861	-0.001985004	-0.001192411	-0.001184331	0.000958544	-0.00119199	-0.000594647	7.08E-05	7.07E-05
51_55_50_AtgE_SF	AtgE	SF	-0.037626058	-0.115495223	-0.065456522	0.029135899	-0.028462204	-0.011265511	0.023008454	0.011225363	-0.043421632	-0.014531482	0.010856204	0.005578115	-0.032817542	0.023892132	-0.047422426	0.003082972	-0.026861987	-0.00894429	0.000790078	0.014867966	-0.034282797	-0.010385159	-0.003810172	-0.013324075	0.045084906	-0.015895644	0.0083694	-0.000968044	0.02022972	0.004499078	0.007540353	-0.010382774	-0.002451421	0.014921003	-0.021643755	0.00522838	0.007207541	0.01323472	-0.019860558	0.019858965	0.008506146	0.002960661	0.003777919	0.00787102	-0.002932866	0.002181973	-0.00467109	0.010109277	0.01106574	0.003547443	-0.006155981	0.007169379	-0.007104368	-0.016197439	0.002423879	-0.002981593	0.005654985	-0.002580888	-0.0031268	0.002031534	-0.002179252	-0.000324994	-0.001827805	-0.00227167	0.003188711	-0.001155692	-0.003113532	-0.003547398	-0.004510913	-0.000851475	0.001679316	-0.003339937	-0.001451495	-0.002950063	-0.002867713	-0.000328654	-0.001107307	-0.001888002	-0.002869578	-0.004296082	0.000434475	0.001115418	0.001451377	0.00053752	-0.000632681	8.63E-05
51_55_53_B6_SF	B6	SF	-0.214339386	0.03602651	0.027200553	0.053492426	-0.06118831	0.012315846	0.000486268	-0.020928448	0.045243554	-0.026948586	0.017599047	-0.023689217	-0.017313918	0.022242235	-0.015673293	0.02537292	-0.020266558	-0.00873548	-0.007246736	-0.009743007	-0.020776237	-0.008357182	0.014920548	0.014041895	-0.03944444	0.006193185	-0.002475336	-0.009298685	0.007241444	0.009284924	-0.004397611	-0.014963069	0.001311257	0.017734613	0.002427385	-0.024497564	-0.003522834	-0.010346818	-0.004870761	0.011297436	-0.000482224	-0.00562167	-0.002882776	0.003132519	0.008886371	-0.00451877	-0.005482886	0.007275686	-0.005657929	0.003124971	0.008825294	0.014080957	-0.011509371	8.33E-05	-0.00032604	-0.011249751	0.009171196	-0.002383644	-0.002647522	-0.004695441	0.003298208	-0.000736565	0.001767858	0.000789904	-0.004228559	0.00184993	-0.006909576	2.14E-05	0.000125576	-0.002691226	-0.005382462	-0.004409488	-0.002596435	0.001533649	-0.003533149	-0.001170988	5.78E-05	-0.000673767	0.002311454	-0.001120312	0.001313193	0.000105679	0.001271612	-0.001067238	0.000203431	-0.000264127
51_55_55_NOD2_SF	NOD2	SF	0.031039247	-0.192515603	-0.178162868	0.10643729	-0.000112179	-0.029353997	0.013404459	0.006802891	0.02463095	0.063108325	-0.023959088	-0.016235487	0.012854	0.045504165	-0.002012027	0.037227409	0.007701365	0.006720011	0.023962149	-0.023931293	0.021792327	0.009549288	-0.0127335	-0.010038273	-0.002304196	-0.016456698	0.010585378	-0.004095391	0.019484347	0.008072433	0.002322259	-0.01036198	0.005810737	0.026482107	0.019219136	0.002564529	-0.001763139	-0.000585276	0.012434132	0.004755916	-0.006702496	-0.016087139	0.007993887	0.003640231	-0.007057932	0.000497244	0.001952441	-0.005568752	0.005895662	-0.003486929	-0.001417167	-0.002291114	0.004674009	0.00098372	-0.008071077	0.002065281	-0.000989117	0.000174688	-0.000899475	0.005429304	0.00107466	0.003051896	0.00279013	-0.000104604	0.000903884	0.000374856	-0.001933586	0.000843366	-0.003903378	-0.002156419	0.003005493	-0.001994922	0.000962839	-0.000319569	-0.000456439	6.30E-05	-0.000527021	0.003564617	-0.000594421	0.001451273	0.000497731	-0.000498989	0.000751972	-0.000536247	0.000212365	-0.000139644
51_56_49_AtgE_SF	AtgE	SF	-0.113339984	0.053266716	-0.173965534	-0.012935377	0.04707483	-0.023015198	0.007604466	-0.018413003	0.052933894	-0.017561012	0.012581615	-0.038941195	-0.046079903	-0.029417221	0.012443542	-0.034244885	-0.002948555	-0.011566689	-0.005255002	0.010021735	0.005108393	-0.010486212	0.014744097	0.004403368	-0.00625023	0.000285719	-0.013465751	-0.002234176	-0.016290298	0.006413684	0.020015984	-0.000825509	-0.008621611	-0.016216818	-0.001246001	-0.003137451	0.004601551	7.48E-05	0.00397095	0.001451485	0.005992413	-9.87E-05	0.008869703	0.012600962	0.000340711	0.002047678	-0.001655996	0.007550929	0.013399701	-0.003415036	0.00624042	0.003782662	0.011958234	-0.000366179	0.003702478	-0.007112709	-0.011367662	0.000497578	0.004596659	-0.007585772	0.004503739	-0.00709252	-0.000639162	-0.003030938	-0.003630308	-0.002225308	-0.003531316	-0.006262076	-0.001381755	0.001762529	0.001839472	0.002881405	-0.002539201	-0.002499407	0.001318582	-0.003580193	0.000484874	-0.00138885	-0.003736856	0.000271126	0.000188138	-0.00167172	-0.000332466	-0.000428431	0.001061419	0.000374334
