Site	Genetics	Location	PCoA_1	PCoA_2	PCoA_3	PCoA_4	PCoA_5	PCoA_6	PCoA_7	PCoA_8	PCoA_9	PCoA_10	PCoA_11	PCoA_12	PCoA_13	PCoA_14	PCoA_15	PCoA_16	PCoA_17	PCoA_18	PCoA_19	PCoA_20	PCoA_21	PCoA_22	PCoA_23	PCoA_24	PCoA_25	PCoA_26	PCoA_27	PCoA_28	PCoA_29	PCoA_30	PCoA_31	PCoA_32	PCoA_33	PCoA_34	PCoA_35	PCoA_36	PCoA_37	PCoA_38	PCoA_39	PCoA_40	PCoA_41	PCoA_42	PCoA_43	PCoA_44	PCoA_45	PCoA_46	PCoA_47	PCoA_48	PCoA_49	PCoA_50	PCoA_51	PCoA_52	PCoA_53	PCoA_54	PCoA_55	PCoA_56	PCoA_57	PCoA_58	PCoA_59	PCoA_60	PCoA_61	PCoA_62	PCoA_63	PCoA_64	PCoA_65	PCoA_66	PCoA_67	PCoA_68	PCoA_69	PCoA_70	PCoA_71	PCoA_72	PCoA_73	PCoA_74	PCoA_75	PCoA_76	PCoA_77	PCoA_78	PCoA_79	PCoA_80	PCoA_81	PCoA_82	PCoA_83	PCoA_84	PCoA_85	PCoA_86
50_52_53_AtgE_SF	AtgE	SF	0.094224817	0.139401102	-0.006866821	0.038511495	-0.045738621	0.0389218	0.09450921	-0.014068743	-0.029920407	-0.072664913	0.000852269	0.003970705	0.014702377	-0.006228577	-0.014395947	0.013007986	0.015433595	0.020509605	-0.007642828	0.002837079	-0.002827287	-0.005713507	-0.006711378	0.010207442	-0.032578853	0.019955897	-0.017435077	-0.008347785	0.002451373	-0.00400164	0.009844299	-0.013456886	0.005670447	-0.001838135	0.000589844	0.007990818	-0.012917029	0.000683891	-0.001868812	0.008065644	0.005446904	0.010438248	-0.005928119	0.003918125	-0.004349979	-0.002779708	-0.007828515	0.011995997	-0.005402991	-0.002795563	0.007832974	0.006042213	0.001393528	0.009215649	0.001409496	-0.001979604	-0.009268272	-0.003781232	-0.00713593	0.008650659	0.002728237	0.000114127	0.00017374	-0.003796413	-0.002640316	0.008068111	-0.000142017	0.001188605	-0.004810529	-0.00168948	0.002759138	-0.002003269	-0.003006725	-0.000176539	-0.004193235	-0.000821805	0.005148369	-0.002209481	-0.002509439	-0.000216126	-0.002271978	0.002005119	0.00156317	-0.000807884	0.002119756	8.05E-05
50_53_49_AtgE_SF	AtgE	SF	-0.11144506	0.031696861	-0.107793538	-0.048275978	0.003973791	0.002795151	0.018792108	0.009945593	0.02639737	-0.003667255	-0.016484992	0.00727636	-0.012418064	-0.025697962	-0.007736147	-0.01817557	0.012225165	0.007960483	-0.027611026	-0.016044897	0.018726109	0.004293769	0.001864092	-0.010653379	0.004471175	-0.006943201	0.001315516	0.000635175	-0.003360156	0.021116248	0.00702069	0.000524112	0.020565124	0.001279119	-0.001187439	0.009238453	-0.001566182	-0.008232968	0.000479537	-0.015630718	0.000624433	-0.018755595	-0.001980251	-0.015708212	-0.003736752	0.002769253	0.008886917	0.003653634	0.003924545	-0.001271069	0.010779375	0.008183972	-0.008549627	0.007915956	0.003258206	-0.001059737	0.002258624	-0.000817698	-0.010144093	-0.004116544	0.002562279	0.009158121	-0.001572209	0.011418374	0.004031185	-0.007558993	0.002389535	-0.001580526	-0.00411898	0.00089448	0.00014461	-0.007208337	0.001570608	-0.003376316	-0.004189077	-0.002706464	0.000760149	-0.001328493	0.001582902	-0.000748805	0.000504585	-0.000898231	0.000638966	0.00133956	-0.00029369	-0.000802599
50_53_50_AtgE_SF	AtgE	SF	0.072487259	0.115375329	-0.053328112	0.030758828	-0.024388175	0.010990541	0.039008648	-0.026040625	-0.032258819	-0.018725037	-0.010762939	0.010217584	0.006004672	0.014357318	0.002840644	-0.012772075	-0.004994125	0.020568705	0.00480633	0.002432909	-0.002160301	-0.006631739	-0.000763031	0.004067927	0.024528651	-0.019330149	-0.006174062	0.000908836	0.011289876	-0.015715356	0.005244798	-0.018833285	-0.007587917	-0.005492282	-0.000471636	0.025341555	0.006719805	0.003673341	-0.014245624	0.013337371	0.004767505	-0.015656631	0.015397963	-0.005006814	-0.004662547	0.004003537	-0.004252873	-0.011699479	-0.000225887	0.001720356	-0.005491218	0.002243442	0.00133565	-0.001904467	-0.005068803	-0.004859502	-0.000622064	0.002071012	0.005975534	-0.009725402	-0.005837626	0.000141286	-0.006944519	-0.0038637	-0.002806311	-0.005845552	0.000718349	-0.009446371	0.001853529	0.007538581	-0.003016095	0.003995738	-0.004730148	-0.000834058	-0.003643516	7.82E-05	-0.00449979	0.004005954	0.001635911	0.002679673	-0.001202254	-0.000870756	-0.003542736	-0.001302602	0.000790046	0.000285893
50_53_52_NOD2_SF	NOD2	SF	-0.022833128	0.088866455	0.033836857	-0.029685371	0.026037315	0.027747239	0.033830798	0.04861587	0.03191746	0.042755852	0.01968315	-0.016771628	-0.001188024	-0.058921263	0.012702229	0.009492973	0.001178312	0.000108506	0.024968499	0.020983061	-0.014310202	-0.001024236	-0.013511756	0.015403736	-0.008360899	0.002639326	-0.004076518	0.000404292	-0.000417761	-0.000643446	0.015616372	-0.004038151	0.005819546	-4.50E-05	-0.006731898	-0.004379487	0.014927911	0.006161476	0.004318174	0.005202288	-0.014921348	0.004158422	0.009034157	0.00028763	0.012130496	-0.010742251	-0.000939115	0.005054386	-0.006906453	-0.003251803	-0.002283645	0.009220641	0.000781787	-0.003813753	0.009058107	0.001992134	-0.004926336	0.000569081	0.002576978	-0.004503536	0.00597247	0.002541333	0.000684884	-0.003665594	-0.001408958	0.002698571	-0.00359067	0.002336195	0.004848131	-0.003615892	0.007914145	-0.00541441	0.001823313	0.000736901	-0.002329754	-0.001555349	-0.002884862	0.003868762	0.00181559	-0.004051198	-0.000700806	-0.001407844	-0.000829204	0.001176663	0.000357691	0.000269574
50_53_55_AtgH_SF	AtgH	SF	0.01448298	-0.090186576	0.053852508	-0.139401115	0.00446141	-0.045439621	0.044477882	-0.033997508	-0.05053417	-0.038686703	0.0465136	-0.039953592	0.033591908	-0.042712484	0.006115758	-0.009954395	-0.00235944	0.030489617	0.014663686	-0.003133283	0.003241161	0.026140003	0.010560407	-0.016622872	0.004869671	0.009565203	0.017276721	0.004590052	0.01976714	0.018059248	-0.013415282	0.016841747	-0.006827038	-0.006993899	-0.021123196	-0.004051038	0.001545909	-0.002669763	-0.011312421	-0.005743931	-0.005605441	-0.008025725	-0.004691125	0.023437842	-0.012995148	0.003535554	-0.001015051	-0.005587753	4.48E-05	-0.007312063	0.003962686	-0.00266746	-0.007109008	0.000213357	-0.001742573	0.001026597	0.005177647	0.006151773	0.003876242	0.000244529	-0.001231763	0.003192448	0.004600565	-0.000139204	-0.008341024	-0.000889562	-0.007201607	0.001063302	-0.002546217	-0.001096678	0.000823454	-0.000418726	-0.003217771	0.00197153	0.002744454	9.54E-05	-0.000181699	0.001363107	0.000506791	7.49E-05	0.002355405	0.000977841	-0.000104788	-0.000183458	2.47E-05	-0.000332134
50_53_56_AtgE_SF	AtgE	SF	0.079170255	-0.069228214	-0.014452015	-0.003806292	0.015615922	0.055461197	-0.01687928	0.002403685	-0.017579137	-0.026111721	-0.00522668	-0.007161741	-0.015203436	-0.025554841	-0.018465401	-0.001685347	-0.017373713	-0.027514165	-0.012225598	-0.000816059	0.008597887	-0.003032594	-0.011400811	0.018854818	-0.025196144	0.007551826	0.005465971	-0.007718381	0.012140663	-0.008230349	0.00992239	0.009661473	0.002078244	0.002783589	0.001452427	0.009187864	-0.01336509	0.013517172	0.014892333	-0.000933327	-0.016187972	-0.010590867	0.009759368	-0.002750964	0.010819958	0.003032158	-0.003204804	0.005938442	-0.009529622	-0.007210761	0.010312466	-0.001638849	-0.014374634	-0.011973384	-0.004637688	0.000301973	0.004100337	-0.010712659	-0.001810989	-0.000713479	-0.007445192	-0.006302856	-0.004466505	-0.003973017	-0.001933416	-0.002956924	0.005972399	-0.007537261	0.003705983	0.000815912	-0.001009171	0.002623273	-0.002387327	-0.007295281	0.001982537	-0.004374487	0.000551603	0.002012699	0.001772191	0.001984707	-0.002056227	0.002513567	0.000361598	0.001381176	-0.000806297	0.000298435
50_53_57_AtgE_SF	AtgE	SF	0.083285186	-0.162113087	-0.051559833	0.028195741	0.016357144	0.028607531	-0.035188884	-0.004284168	0.061134251	0.000235884	-0.001924877	0.017271648	0.044553448	-0.019803044	-0.01240153	-0.007002973	0.005884741	0.013657623	-0.023187972	-0.02946033	0.014076846	-0.01105291	0.005049196	0.007721471	0.017388823	0.007338752	0.006378207	-0.006159246	-0.01084361	0.011862226	-0.004422914	-0.01102061	0.007384006	-0.004045565	0.007172083	0.012595029	0.010975251	-0.006416726	-0.016483414	0.000339384	-0.012633861	0.021459994	-0.010841915	0.010258268	-0.000575299	0.000115453	-1.90E-05	-0.000522512	-0.01036003	0.000171193	0.005041675	-0.008092784	-0.012726926	0.000392288	0.006338377	0.002051433	1.88E-05	0.01250905	0.005203552	-0.009079133	-0.002016115	0.003615471	-0.002746379	-0.007258639	-0.008199275	-0.005659847	0.001452894	0.000121957	-0.002601006	-0.003827139	0.000653723	0.002366122	-0.001105864	-7.31E-06	0.006746987	0.004513091	0.003719889	-0.001189564	-0.001453637	5.46E-06	0.000844155	-0.001593369	0.002565708	-5.92E-05	-0.000976854	2.64E-06
50_54_49_AtgE_SF	AtgE	SF	0.041184268	0.035721168	0.048604546	-0.050164821	-0.003329597	0.0067794	0.017381822	0.046014201	0.020028799	0.016615576	-0.020133311	-0.035591204	-0.055787612	-0.05446637	0.020168141	-0.010929234	-0.00825112	-0.001258241	0.002684973	-0.011066569	0.015544332	-0.019327599	-0.022976838	-0.016622825	0.001757653	0.001762441	-0.008958151	-0.01248984	0.018546957	0.020489977	0.013381874	-0.010604903	0.002131936	0.001133405	0.007764728	0.001912056	0.00212735	-0.010216738	0.005177994	0.002442861	0.012097102	0.010086904	0.001095699	0.008292762	-0.008907776	-0.005849335	-0.003486117	-0.006534733	0.003846358	0.009376223	0.021578297	-0.001285528	0.015662517	0.004683516	-0.004326364	0.002298829	-0.00370841	0.005324354	0.000925874	-0.000735384	-0.001059459	-0.005392117	-0.003927955	-0.000284504	-0.000621461	0.002757649	0.00848184	0.000349598	0.00276626	0.003998919	0.000356506	0.000578933	-0.003639007	-0.001479248	-2.80E-05	-0.004287291	-8.84E-05	-0.000257893	-0.001185163	0.000332968	-0.000215899	-0.001442276	-0.001313518	-0.000602139	-0.000951331	-2.48E-05
50_54_52_AtgW_SF	AtgW	SF	-0.067808806	-0.084707724	-0.027779497	-0.022732725	-0.04226387	0.012250115	0.03358066	0.035503605	-0.018146522	-0.009114685	-0.017824474	-0.015244798	0.007602454	0.006763757	-0.039087889	-0.010364564	-0.015307071	-0.029219961	-0.030062582	0.005337858	-0.018281993	-0.007953768	-0.000757364	-0.013443323	-0.010982682	0.004062721	0.007071155	-0.023694977	-0.001891216	0.012982911	0.003356449	-0.01641181	-0.001286832	-0.004554319	0.018585869	-0.013192413	0.004607608	0.009284851	0.010369849	-0.001069621	0.001118811	0.010408602	0.005622872	-0.011003892	-0.007058326	-0.013086578	0.020068915	0.006701468	-0.008169314	0.002014019	-0.003556309	-0.011618337	0.006411395	0.00877815	0.005042444	-0.002708043	0.009497758	0.001362955	0.003485826	-0.004599887	-0.007782342	0.001133882	0.002512412	-0.004008252	0.003062015	-0.000964322	-0.003206141	-0.003388663	-0.004708928	0.005984222	-0.002216211	0.001679154	0.001823318	0.011130464	-0.003878572	-0.000700792	0.003930024	0.001070762	-0.005556642	0.004075123	0.002606252	-0.000211843	0.000382651	0.000503591	0.001879174	0.00027156
50_54_53_AtgW_SF	AtgW	SF	-0.062694359	-0.071226404	-0.142985507	0.003869312	0.010528553	-0.011287399	0.009032327	0.034058821	-0.035615576	0.023772264	-0.037137319	0.006827032	0.012899705	0.032267969	-0.003421109	-0.016358114	-0.016186079	-0.00643076	0.019276785	0.039161014	0.004080427	-0.001041765	-0.014758255	0.01181795	-0.003782444	0.000466471	-0.009492368	0.002375306	0.025352916	-0.005453108	0.001911451	0.005631877	0.008645753	-0.017085059	-0.009756458	0.008287097	0.003630621	-0.008668733	0.020987807	-0.001860241	0.029109699	0.004305325	-0.000956997	-0.008338639	0.003202375	-0.005035385	-0.004019665	0.000868481	-0.009467907	0.004001911	9.37E-06	-0.002086682	-0.007982639	-0.001694114	0.012580298	0.00658729	0.007664135	-0.002513728	0.006044381	-0.002337027	-0.004490725	0.000279339	0.003875116	0.003547631	-0.005064183	3.94E-05	-0.002255813	-0.005433129	0.001176703	-0.001873473	-0.003680117	0.000318316	-0.00250743	0.000659237	0.004039366	-0.00376237	0.006650792	-0.00215515	0.002164952	-9.87E-05	-0.000856963	-0.001405293	-0.002472609	-0.002550931	0.00072274	-4.88E-05
50_54_54_AtgE_SF	AtgE	SF	0.013804082	0.110618974	-0.055934758	0.011729589	-0.01415879	0.041292305	0.020769949	0.005745992	-0.03772465	0.006270775	-0.013284806	-0.0043877	0.014063744	0.007352714	0.004103922	-0.020818816	-0.013318596	0.014617236	0.006621425	0.004495735	0.011008576	0.012868889	-0.007553157	0.007947984	-0.021798053	0.004681196	0.020230124	-0.026828147	-0.006221722	0.000435439	-0.002691992	0.001743213	0.00964845	0.007902881	-0.001984804	-0.005398262	0.007181848	-0.004530911	-0.003333987	-0.007809312	-0.006471574	0.008209385	0.010968982	0.002480124	0.007263134	-0.001867378	-0.008007726	-0.016219569	0.008155464	-0.002664849	-0.008402368	-0.007960331	-0.002317637	-0.001610959	-0.005586771	-0.004619969	0.007114595	0.00038664	-0.000859106	-0.005442221	0.000321769	0.006981081	-0.014126487	0.000124685	-0.006602119	0.008019922	-4.75E-05	-0.003022193	-0.001440028	0.00656612	0.003931593	-0.001667266	0.006179766	0.004308482	0.004216207	-0.001970265	0.003292457	-0.00185149	-1.70E-05	-0.000547101	0.004594454	-0.004434619	0.001714979	0.000211962	-0.000692835	-7.59E-05
50_55_48_AtgH_SF	AtgH	SF	0.12657745	-0.013292153	-0.011232243	0.052295819	0.004610887	0.025814584	0.009186569	0.018847178	-0.002701267	-0.003337199	-0.008673485	-0.025984373	0.002011821	-0.002523968	0.005942913	-0.014190212	-0.031047756	-0.025414772	0.022924156	0.015638562	0.005978159	0.025065636	0.011855071	0.020208335	0.001555264	0.030724062	0.002317634	-0.008551653	0.003200801	-0.008143363	-0.001937753	0.015530133	-0.01708081	0.000498321	0.016300292	0.012083302	-0.006740333	0.002335301	0.002763498	1.69E-05	0.002141102	-0.004974867	0.00770131	0.001104436	-0.008525492	0.01495874	-0.006528232	-0.006967085	0.00963902	0.004678676	0.007702855	-0.00145049	0.003830621	-0.007149849	0.005266942	-0.008757344	-0.002304877	0.008848249	0.003694205	-0.001594749	0.005576189	-0.005010487	-7.61E-05	0.004812813	-0.002786177	-0.003313749	0.003271298	-0.000364522	-0.002036272	-0.003070575	0.003198019	-0.001170104	-0.000614479	0.003781581	-0.002200557	0.000384167	0.000738659	-0.001265308	0.000618597	-0.003244589	-0.000464852	-0.000121387	-0.001357394	-0.000653465	-0.000408058	-0.000555479
50_55_50_AtgE_SF	AtgE	SF	-0.083626832	-0.105919423	-0.003830051	-0.089315402	-0.067293429	0.001100045	0.035836116	0.005092526	-0.037317361	0.026705974	0.031572351	-0.046132346	0.027424679	0.010893482	-0.012342647	0.009671024	0.002606303	-0.019713198	0.018894518	0.027032267	2.30E-05	-0.021317443	-0.004089414	-0.031217202	0.009995435	-0.000921706	-0.002277097	-0.018387575	-0.010161468	0.017741506	-0.008430871	-0.00736455	-0.009761538	0.009087194	0.011281803	0.020257482	-0.007902497	-0.005100797	-0.001065509	0.000514834	-0.003447362	-9.71E-05	-0.002680225	0.004322802	0.012351938	0.015746315	0.01004523	-0.002044518	0.004422105	-0.005761994	-0.007887755	0.005545974	0.006474914	0.007906818	0.010098307	0.008917405	0.007965986	-0.011445946	-0.001315967	-0.00590514	0.003387911	0.001085547	-0.003475254	-0.011031409	-0.001865061	0.001400185	0.000533426	0.000684331	9.42E-05	-0.003418796	-0.004854413	0.001883213	-0.001226439	-0.001358593	1.31E-05	-0.000528865	0.000449223	-0.002869474	0.000796234	-0.0006259	-0.00105784	0.00067647	0.001789264	-0.00108328	0.00024223	-0.00014184
50_55_51_B6_SF	B6	SF	0.067222792	-0.059516808	0.067066648	-0.05875497	0.026219134	0.063315618	-0.010250075	-0.035254554	-0.026552031	0.010183009	0.015826604	0.001079231	-0.014591434	0.016060893	0.030600803	0.013985386	0.044205594	0.002664358	0.021483884	0.001013409	-0.013428775	0.004493914	-0.007705943	-0.01863476	-0.022153791	0.008367302	0.017286835	-0.012774355	-0.014314525	-0.002775613	0.005432046	-0.001126612	-0.002778418	0.007030255	-0.001546352	0.014288826	-0.009568043	0.006331633	0.008932384	-0.003869079	0.00252253	8.23E-05	0.007114271	-0.012062905	0.001927485	-0.003799054	0.010302045	0.00780826	0.0071602	-0.006630035	-0.00888179	-0.007202863	-0.004105414	-0.004556964	0.002109897	-5.82E-05	-0.002800351	-0.009957611	0.003216344	-0.004553754	-0.006819608	-0.004453564	-0.008139637	-0.004003552	0.002562105	-0.005293454	-0.002155013	2.24E-05	0.000933815	-0.002248782	-0.004612257	-0.000864094	-0.00524527	0.003214754	0.001304371	-0.003127551	0.002302098	-0.003494931	-0.000894952	-0.003185239	0.001244283	-0.000920753	0.000290192	0.001548867	-0.000313927	0.000181466
50_55_53_AtgH_SF	AtgH	SF	0.052146346	0.014486682	-0.066179059	-0.01575524	0.014713398	-0.006795533	-0.006008011	0.028964448	-0.014027308	0.006295997	-0.003611447	0.011696397	-0.013565357	0.008795445	-0.039609723	0.023958681	0.016838532	-0.009051085	0.001509181	-0.000800605	0.000146315	0.004367989	-0.014013577	-0.008734103	0.010541766	0.003257699	0.019027856	0.013173938	0.015601241	0.00296888	0.008443336	0.001963798	-0.008069697	-0.024250989	0.006708286	-0.013083367	-0.003571115	0.007936468	0.005889019	0.012170039	0.00611991	0.000325132	0.001887737	0.003079303	-0.007591913	0.001431811	-0.01611256	-0.010408316	0.003165761	0.001281043	-0.006049193	-0.012669551	-0.000850958	0.004889545	0.003287221	-0.002178875	-0.008129938	0.000712586	-0.004707396	-0.010784263	0.004241542	0.000450145	0.005926902	-0.013184993	-0.000148224	0.005793486	-0.001225085	0.002394708	-0.000834333	-0.003483811	0.003143982	0.003723318	0.001115808	-0.003282009	0.000262626	-0.003511068	-0.005550151	-0.004778585	0.00121429	-0.001112902	0.00107618	0.000207476	-0.001690517	0.002487416	-0.00175611	-0.000838731
50_55_54_AtgH_SF	AtgH	SF	0.157594202	-0.077811518	-0.01613612	0.062830552	0.005548151	0.038821607	-0.049788987	0.038277678	-0.001717928	0.021907116	0.010735493	0.005824533	0.013615463	-0.026045232	0.008523113	0.00535314	-0.030600891	0.022017985	0.036711696	0.000226548	-0.010937122	-0.001477092	-0.009146658	-0.007255136	0.036185191	-0.000564641	0.003649193	0.005984418	-0.007455357	-0.000602271	-0.003858735	-0.006533948	0.010507203	-0.001216938	-0.024201417	-0.006182298	0.008915286	-0.018759722	0.005875959	0.015697745	0.015361757	-0.003688351	-0.005097968	-0.007455957	0.004995267	-0.003147809	0.005212173	-0.001589049	-0.009075509	0.001760582	0.00616162	0.002796123	0.004747165	-0.016183168	0.001607419	-0.005773553	0.000276226	-0.007899882	-0.004408685	0.007408339	-0.001624202	0.004267615	0.00121775	0.000730115	-0.003703624	0.009895157	-0.000829036	0.004135234	-0.004768249	-0.003763906	-0.001150614	-0.001398343	0.00067341	0.003440966	0.00105386	-0.000434939	0.000896671	-0.002903562	-0.001176505	0.001740043	0.000224558	-0.001860187	0.001261947	0.001033597	-0.000501798	-9.27E-05
50_55_56_AtgE_SF	AtgE	SF	0.016389931	-0.140736308	0.016168927	-0.0229898	-0.015504051	-0.025517925	-0.002151494	-0.050746254	-0.006745077	-0.008006428	0.007088732	0.005427478	-0.00228769	-0.021370565	0.024294222	-0.018412471	-0.010973058	-0.00209324	0.005105823	-0.011735874	0.00895299	-0.029541276	-0.010927522	0.019936689	0.003338079	0.006561599	-0.0014155	0.030871992	-0.03966213	-0.004856581	0.001534019	0.000160984	0.019162098	0.017872644	-0.008207791	0.014859608	-0.016207176	-0.000169973	0.014801695	0.013832785	0.001027611	-0.006735592	-0.006690756	0.000121119	0.010078614	0.00916175	-0.008277719	-0.01010789	0.010593142	0.003387744	-0.002023002	0.004938803	0.008874309	-0.00885747	0.000259583	-0.003883888	-0.002054472	0.005651215	0.008970367	0.007391685	0.004452662	0.004581384	0.000182208	0.001405212	0.000116882	-0.000115759	0.005949779	-0.00769492	0.001926684	-0.000668096	-0.005851803	0.000573629	-0.000192757	0.000329078	-0.004244754	0.001288633	-0.002680417	-0.004541448	-0.005771522	-0.001025808	0.002039426	0.000701594	0.003288194	0.000533522	0.000870428	0.000108591
50_55_57_AtgE_SF	AtgE	SF	-0.040672718	-0.050840339	0.049354051	0.040579772	0.014276734	-0.023343558	0.003280363	0.011158315	-0.012256492	-0.035711577	0.009705466	-0.049925186	-0.014073869	0.036301407	0.003530229	-0.008637472	0.034041895	0.001912017	-0.039703708	-0.014683892	-0.016623112	0.003646128	-0.025681073	-0.009271063	0.004958444	0.00967833	-0.000112228	-0.012806657	-0.001172792	-0.002571234	-0.016475859	0.004059343	-0.011555617	0.020297324	-0.026727298	-0.000390208	0.009258094	0.01692295	0.009759297	0.009396476	0.010427303	0.005144124	0.008738714	-0.007301215	0.014073668	-0.003559785	-0.002772136	-0.017813982	-0.007715422	0.008705328	0.001837561	0.005701334	-0.008762529	0.007485206	-0.005178709	0.009115852	-0.009222062	-0.002615812	-0.003241902	-0.001187519	0.003476599	-0.008971746	9.85E-05	-0.001287958	0.003107657	-0.001438165	0.002735928	-0.006258341	-0.004815372	-0.002036608	0.003163003	0.002663291	-0.001819316	0.00645143	0.002651045	0.001559963	-0.000117209	0.005045481	0.000253078	-0.000421598	0.004301295	-0.000337836	-0.001542287	0.000742352	-0.002232799	-0.000178204
50_56_48_AtgH_SF	AtgH	SF	0.073839308	0.030495046	-0.04848875	0.004728494	0.015293503	-0.001981716	0.037558056	0.039294253	0.021902395	-0.00243031	-0.020556746	-0.046619845	-0.067585802	-0.015807803	-0.015682527	0.019696166	0.009225722	0.00382013	0.004953807	-0.002321842	0.002824997	0.002202881	0.010172636	0.006445931	-0.002354864	0.003865057	-0.020243377	0.008793624	-0.021991932	-0.000587911	-0.006009193	-0.017454221	0.003887002	0.002903895	0.008545611	-0.007882314	0.016137548	-0.002593119	0.004386944	0.012824852	-0.007064921	0.004255856	-0.003851196	-0.00298562	0.006833847	0.001460661	0.000511098	0.003639538	-0.002227976	-0.000915437	-0.011911281	-0.005877925	-0.01146795	-0.016236435	-0.002351876	-0.001559299	0.007745376	0.006771083	-0.009824141	-0.014485551	6.75E-05	-0.000453254	0.002472997	0.000290038	0.004589667	-0.002088419	-0.001609428	0.004629681	0.002614952	0.001241912	-0.001530265	0.001839868	0.000669223	-0.002189586	0.001283804	0.001908464	0.003053135	-0.001597182	-0.00060786	0.002792215	-0.002547448	-0.001886822	0.000904314	-0.002435544	8.07E-05	0.000235027
50_56_50_AtgW_SF	AtgW	SF	0.11725606	0.067092403	-0.028437778	-0.052177732	-0.058352786	0.014312818	0.027323358	-0.048625053	0.015958972	-0.019089552	-0.003617372	-0.005915593	0.00282493	0.018762708	-0.011949398	0.020160519	-0.028606938	-0.041485727	0.018692415	-0.018858376	-0.006345639	-0.016081936	0.003322806	-0.000544413	0.01778629	-0.001069735	-0.007545967	-0.007591828	-0.020272151	-0.020637414	-0.005437671	0.037118671	-0.006613557	0.002462641	0.005872555	0.005569466	-0.003200463	-0.013065771	-0.009249227	0.009257523	0.011942545	-0.001313971	0.017467496	0.000361054	0.01263131	-0.005182571	-0.004660889	8.40E-05	0.008172487	0.0029189	0.002800737	0.0018035	0.001644128	-0.008538186	-0.003757346	0.008801211	0.003202852	0.001652306	0.005246127	-0.00640858	0.002751106	0.004722974	-0.000977933	0.003510113	-0.001182447	-0.00132439	0.002324056	0.004252055	-0.001322543	-0.002576953	-0.005075908	-0.005035967	0.000835441	0.000289494	0.001448674	-0.000478985	-0.001063467	0.000399352	-0.000926145	0.001411185	0.000860311	-0.000870426	0.00199174	0.000346766	0.00084313	8.07E-05
50_56_51_AtgE_SF	AtgE	SF	-0.053860145	0.085438771	-0.132334228	-0.017551314	0.077336215	-0.031635271	-0.044120461	0.001484413	2.82E-05	-0.016304421	-0.015644642	-0.012034346	0.018549604	-0.007527145	0.01733637	0.034256523	0.031932009	0.006999022	-0.004456596	0.023904948	0.017934456	-0.003994932	0.009007661	-0.012209187	0.004369283	-0.013249901	-0.003930392	-0.011762958	0.005352206	-1.34E-05	-0.011348841	0.025350774	-0.006758202	0.015337831	-0.001896433	0.004492714	-0.01116211	0.02817456	0.016217203	-0.002705307	0.010716401	-0.00306512	-0.006154473	-0.004076029	-0.001606833	-0.001695736	-0.009881548	0.001451828	0.009926115	0.008711533	0.005067277	0.006073458	0.006658839	0.004796084	-0.016777828	0.005752311	-0.007376701	0.001358221	0.007437381	-0.006006391	-0.006901326	0.004193434	-0.005725045	-0.003142047	-0.004092025	0.00512574	-0.003884076	0.00295557	0.005650158	-1.12E-05	-0.001862216	-0.005993552	6.62E-05	0.000575898	-0.001347121	0.004352536	0.002926403	0.001237805	0.001139201	-0.000650293	-0.000804249	0.000138938	0.001489041	-0.000607456	0.000200348	0.000345429
50_56_52_AtgW_SF	AtgW	SF	-0.145444246	0.026950488	-0.186837767	-0.020460132	-0.005298697	-0.016233897	-0.044714165	-0.047474856	0.006556096	-0.01525179	-0.057433364	0.017775961	-0.001644135	0.003560859	-0.005139413	-0.005293907	0.001120746	-0.042236726	0.00756095	-0.002888588	-0.003593441	-0.023236146	0.010225255	-0.004365422	-0.001673184	0.008522401	-0.01005451	0.001410043	0.008705766	0.018430632	-0.006470752	-0.000463859	-0.003912463	-0.016850279	-0.019868666	-0.008066235	0.016969268	0.010955202	-0.002333327	0.010565566	0.006982855	0.000492413	-0.003079921	0.013424861	0.018497861	0.010847813	0.011252172	0.002030344	-0.009196728	0.004417321	-0.005287685	-0.010553847	0.008053905	-0.00036312	0.003414532	-0.006830232	0.001612815	0.003879505	-0.004038124	0.002217606	0.003333055	-0.000610439	-0.005962851	0.002261812	-0.000994664	-0.002475544	0.005832586	0.000953417	-0.001688692	-0.000922986	0.002033297	0.00023021	-0.000513976	0.004515261	-0.001323894	0.005393742	-0.001645935	0.000788707	0.003842507	0.000743547	-0.001280759	0.001901714	0.000365587	-9.44E-05	-0.000744668	-0.000368164
