	02-3_AtgE_NYU	02-4_AtgE_NYU	02-7_AtgE_NYU	02-8_AtgE_NYU	02-9_AtgE_NYU	30-10_AtgH_NYU	30-21_AtgH_NYU	30-33_AtgH_NYU	30-36_AtgH_NYU	30-9_AtgH_NYU	31-27_AtgW_NYU	31-29_AtgW_NYU	31-31_AtgW_NYU	31-80_AtgW_NYU	31-90_AtgW_NYU	32-1_AtgW_NYU	32-2_AtgW_NYU	32-5_AtgW_NYU	32-8_AtgW_NYU	50_48_48_NOD2_SF	50_48_49_B6_SF	50_48_51_NOD2_SF	50_48_52_AtgE_SF	50_48_53_AtgH_SF	50_48_57_NOD2_SF	50_49_48_AtgH_SF	50_49_49_AtgW_SF	50_49_50_AtgE_SF	50_49_51_AtgH_SF	50_49_54_AtgW_SF	50_50_48_AtgW_SF	50_50_49_AtgW_SF	50_50_50_NOD2_SF	50_50_54_AtgE_SF	50_50_55_AtgH_SF	50_50_57_NOD2_SF	50_51_48_B6_SF	50_51_49_AtgH_SF	50_51_50_B6_SF	50_51_52_AtgH_SF	50_51_53_NOD2_SF	50_51_54_NOD2_SF	50_51_55_NOD2_SF	50_52_48_NOD2_SF	50_52_52_AtgE_SF	50_52_53_AtgE_SF	50_53_49_AtgE_SF	50_53_50_AtgE_SF	50_53_52_NOD2_SF	50_53_55_AtgH_SF	50_53_56_AtgE_SF	50_53_57_AtgE_SF	50_54_49_AtgE_SF	50_54_52_AtgW_SF	50_54_53_AtgW_SF	50_54_54_AtgE_SF	50_55_48_AtgH_SF	50_55_50_AtgE_SF	50_55_51_B6_SF	50_55_53_AtgH_SF	50_55_54_AtgH_SF	50_55_56_AtgE_SF	50_55_57_AtgE_SF	50_56_48_AtgH_SF	50_56_50_AtgW_SF	50_56_51_AtgE_SF	50_56_52_AtgW_SF	50_56_54_AtgW_SF	50_56_56_AtgH_SF	50_57_48_AtgE_SF	50_57_49_AtgW_SF	50_57_50_NOD2_SF	50_57_51_AtgH_SF	50_57_52_NOD2_SF	50_57_56_AtgH_SF	51_48_49_AtgW_SF	51_48_51_NOD2_SF	51_48_55_NOD2_SF	51_48_56_AtgE_SF	51_48_57_AtgW_SF	51_49_49_NOD2_SF	51_49_51_AtgH_SF	51_49_57_AtgH_SF	51_50_48_NOD2_SF	51_50_50_NOD2_SF	51_50_54_AtgH_SF	51_50_55_NOD2_SF	51_50_56_AtgH_SF	51_50_57_AtgE_SF	51_51_49_AtgH_SF	51_51_50_AtgE_SF	51_51_52_NOD2_SF	51_51_55_AtgH_SF	51_51_57_AtgW_SF	51_52_49_NOD2_SF	51_52_50_NOD2_SF	51_52_51_NOD2_SF	51_52_53_NOD2_SF	51_52_54_AtgE_SF	51_52_55_B6_SF	51_52_56_AtgE_SF	51_53_50_AtgH_SF	51_53_53_AtgW_SF	51_53_56_NOD2_SF	51_53_57_AtgE_SF	51_54_50_NOD2_SF	51_54_53_NOD2_SF	51_54_55_AtgW_SF	51_55_50_AtgE_SF	51_55_53_B6_SF	51_55_55_NOD2_SF	51_56_49_AtgE_SF	51_56_51_AtgW_SF	51_56_52_AtgH_SF	51_56_53_AtgE_SF	51_56_54_B6_SF	51_56_56_AtgH_SF	51_57_48_AtgW_SF	51_57_49_AtgE_SF	51_57_50_AtgW_SF	51_57_53_NOD2_SF	51_57_56_AtgE_SF	51_57_57_AtgH_SF	57-1_B6_NYU	57-2_B6_NYU	57-3_B6_NYU	57-4_B6_NYU	57-5_B6_NYU	59-1_B6_NYU	59-2_B6_NYU	59-3_B6_NYU	59-4_B6_NYU	59-5_B6_NYU	61-1_NOD2_NYU	61-2_NOD2_NYU	61-3_NOD2_NYU	61-4_NOD2_NYU	64-1_NOD2_NYU	64-2_NOD2_NYU	64-3_NOD2_NYU	64-4_NOD2_NYU	64-5_NOD2_NYU	65-1_NOD2_NYU	65-2_NOD2_NYU	65-3_NOD2_NYU	65-4_NOD2_NYU	65-5_NOD2_NYU	66-1_NOD2_NYU	66-2_NOD2_NYU	66-3_NOD2_NYU	66-4_NOD2_NYU	66-5_NOD2_NYU	70-1_AtgE_NYU	70-2_AtgE_NYU	70-3_AtgE_NYU	70-7_AtgE_NYU	70-9_AtgE_NYU	71-3_AtgE_NYU	71-6_AtgE_NYU	71-7_AtgE_NYU	71-8_AtgE_NYU	71-9_AtgE_NYU	76-1_AtgE_NYU	76-2_AtgE_NYU	76-3_AtgE_NYU	76-4_AtgE_NYU	76-5_AtgE_NYU	77-76_AtgH_NYU	77-77_AtgH_NYU	77-78_AtgH_NYU	77-79_AtgH_NYU	77-80_AtgH_NYU	78-84_AtgH_NYU	78-85_AtgH_NYU	82-5_AtgH_NYU	82-7_AtgH_NYU	82-8_AtgH_NYU	82-92_AtgH_NYU	82-94_AtgH_NYU	86-3_AtgH_NYU	86-6_AtgH_NYU	86-7_AtgH_NYU	86-8_AtgH_NYU	86-9_AtgH_NYU
66-3_NOD2_NYU	0.68337486	0.708534858	0.74605501	0.884459426	0.914016317	0.853290341	0.831745566	0.769358542	0.737603205	0.757144951	0.741511554	0.778494308	0.712540916	0.705408178	0.752454932	0.820509062	0.843861449	0.721236993	0.6183497	0.828814305	0.417997948	0.774390542	0.769456251	0.898138649	0.702916606	0.805461918	0.857100982	0.808686306	0.804680248	0.810933607	0.850896478	0.879818262	0.795544482	0.825980751	0.823196053	0.732522351	0.760857883	0.8522644	0.827592945	0.723435439	0.801651278	0.796033026	0.89032195	0.860862768	0.842737799	0.844936245	0.848600322	0.853778885	0.793052909	0.726220138	0.842249255	0.848893449	0.756900679	0.786555279	0.84879574	0.858713176	0.825785334	0.715521032	0.558209976	0.829009722	0.849675118	0.766769261	0.798964287	0.812692364	0.799452831	0.884215155	0.837021838	0.794323123	0.829009722	0.855781914	0.790121647	0.883922028	0.909472861	0.886657873	0.809712248	0.868190923	0.845082808	0.842151546	0.863549758	0.760125067	0.795788754	0.711563828	0.811471005	0.713615712	0.779422541	0.844105721	0.84645073	0.868288632	0.818066344	0.789193414	0.771654697	0.856270458	0.805364209	0.78723924	0.798329181	0.728662856	0.80839318	0.872880942	0.888954028	0.808344326	0.813474034	0.859690263	0.841467585	0.761395281	0.831208168	0.821583859	0.788949143	0.800234501	0.866578729	0.711710391	0.861839855	0.879964825	0.898724901	0.76183497	0.833504324	0.868630612	0.760662465	0.835214226	0.816503005	0.83067077	0.800283355	0.808148908	0.835995896	0.664223948	0.750940447	0.476525478	0.648639406	0.808784015	0.807562656	0.805119937	0.793443744	0.739997069	0.857589526	0.767892911	0.858908593	0.724070546	0.752112951	0.385998339	0.509893009	0.750891592	0.743026039	0.834188285	0.775660755	0.707850896	0.731740681	0.838096634	0.811666422	0.732326933	0.57447848	0	0.604768186	0.809907665	0.649323367	0.5271386	0.760955591	0.76339831	0.828912013	0.741706972	0.799306268	0.701304412	0.797791783	0.787190385	0.744882505	0.591137818	0.608529972	0.448483072	0.811568714	0.795886462	0.886218184	0.769847086	0.518686795	0.604279642	0.45864478	0.457276858	0.758024329	0.783233182	0.690361034	0.803703161	0.755777029	0.777859202	0.717719478	0.744051981	0.810982461	0.718843129
66-4_NOD2_NYU	0.760857883	0.792662074	0.717035517	0.722507206	0.739361962	0.633543407	0.634862475	0.693634276	0.661732376	0.778152328	0.657921735	0.662904881	0.793150618	0.783379745	0.727734623	0.619717622	0.660315599	0.62753432	0.409204162	0.58600811	0.411891152	0.586887488	0.616542088	0.752943475	0.792271239	0.606526943	0.678294006	0.572866286	0.622404612	0.759734232	0.675118472	0.689335092	0.608187992	0.60213005	0.671942938	0.641946358	0.659485075	0.647222629	0.656944648	0.611656652	0.717817187	0.677414627	0.717084371	0.726317846	0.67565587	0.661976648	0.712198935	0.689481655	0.582783722	0.616151253	0.601592652	0.561776345	0.580047877	0.682104646	0.729249108	0.636621232	0.638038009	0.672920025	0.334066149	0.634862475	0.63637696	0.637891446	0.751282427	0.656944648	0.632517465	0.719038546	0.746152719	0.676046705	0.67062387	0.664663638	0.580878401	0.724559089	0.747032097	0.707264644	0.697249499	0.69524647	0.690458742	0.666471249	0.725194196	0.628755679	0.621720651	0.552298598	0.695441888	0.664321657	0.59138209	0.65909424	0.747764913	0.691093849	0.653085153	0.537642288	0.648395134	0.679368802	0.656602667	0.693829694	0.694611364	0.726610973	0.639210513	0.655772143	0.627241194	0.679222239	0.640871562	0.67331086	0.603253701	0.637891446	0.690165616	0.664419366	0.677414627	0.6748742	0.785089648	0.802677219	0.772680639	0.742537496	0.736284137	0.611656652	0.667057502	0.706629537	0.631149543	0.665152181	0.662074356	0.599491915	0.715227906	0.729981924	0.665445308	0.676681812	0.636621232	0.380380087	0.279593532	0.711221848	0.6379403	0.628853388	0.691533539	0.710635595	0.69759148	0.655918706	0.667106356	0.643070008	0.645610435	0.376129757	0.327177683	0.632175485	0.651912648	0.680541306	0.672138356	0.73296204	0.804582539	0.691680102	0.618203136	0.665054473	0.39283795	0.604768186	0	0.80917485	0.255606038	0.277248522	0.803556598	0.654013386	0.648639406	0.641213542	0.635546436	0.78298891	0.611119254	0.730763594	0.597146905	0.571254092	0.374322146	0.382676242	0.798622307	0.593531682	0.730128487	0.6748742	0.48136206	0.281498852	0.451756314	0.352337681	0.605745273	0.631833504	0.788265181	0.71874542	0.776198153	0.694953344	0.671210123	0.682984025	0.653475988	0.756900679
66-5_NOD2_NYU	0.656358396	0.672040647	0.733987982	0.842004983	0.804582539	0.789339978	0.728272021	0.771263862	0.620841272	0.675265035	0.700669305	0.706678392	0.636132688	0.684107675	0.795202501	0.748302311	0.778152328	0.581024965	0.789486541	0.774341687	0.791343006	0.780253066	0.731740681	0.795007084	0.667692608	0.785822463	0.765743319	0.743807709	0.757731203	0.747667204	0.830768479	0.807758073	0.763300601	0.823000635	0.768821144	0.533245395	0.561776345	0.829791392	0.686794665	0.479065905	0.692510626	0.751184718	0.82148615	0.860178807	0.79530021	0.818506034	0.738678001	0.840392789	0.720699595	0.756851825	0.825638771	0.795104793	0.71718208	0.69871513	0.811519859	0.812106112	0.792320094	0.724754507	0.820997606	0.748253456	0.84645073	0.812692364	0.52445161	0.785040793	0.811226733	0.824466266	0.785920172	0.672236064	0.77067761	0.773657726	0.82842347	0.864966535	0.834872246	0.732717768	0.686941228	0.757682349	0.794371977	0.78723924	0.848160633	0.745517612	0.785285065	0.692070937	0.786115589	0.667399482	0.660706434	0.811812985	0.744589379	0.817870927	0.785285065	0.772338658	0.750940447	0.773755435	0.762665494	0.516292931	0.79642386	0.763447164	0.725340759	0.833504324	0.81879916	0.788411745	0.776735551	0.831940984	0.78992623	0.714104255	0.767746348	0.711905809	0.673359715	0.824270849	0.831208168	0.683912258	0.848649177	0.800381064	0.902975231	0.754653378	0.816747276	0.846548439	0.726317846	0.768381455	0.768234892	0.76955396	0.744735942	0.776882114	0.761688407	0.605110167	0.516781474	0.794420832	0.826908984	0.696272412	0.751868679	0.703600567	0.743856564	0.734671943	0.82573648	0.757731203	0.797498657	0.5271386	0.545019297	0.795935317	0.79955054	0.599785041	0.701304412	0.713273731	0.709072256	0.68449851	0.736821535	0.759783087	0.81645415	0.55332454	0.804289413	0.809907665	0.80917485	0	0.838829449	0.791538424	0.297571938	0.698080023	0.701011285	0.67677952	0.679368802	0.678440569	0.710440178	0.740925302	0.56754116	0.804338268	0.795788754	0.795349064	0.329864673	0.772192095	0.782793493	0.544677317	0.807367238	0.817724364	0.774048561	0.80604817	0.692168645	0.664614783	0.657775172	0.703405149	0.262689921	0.634764766	0.691484684	0.657824027	0.676193268	0.678294006
70-1_AtgE_NYU	0.789584249	0.802432947	0.730323904	0.687136646	0.68181152	0.569251063	0.604377351	0.659191949	0.658849968	0.779959939	0.624749621	0.638624261	0.822805218	0.797107822	0.735942156	0.632957155	0.619668767	0.615955836	0.398749328	0.556939763	0.41746055	0.591430944	0.598417119	0.694513655	0.80033221	0.582637159	0.686648102	0.554301627	0.595583565	0.772338658	0.66793688	0.639943329	0.642483756	0.592310323	0.629146514	0.668181152	0.659191949	0.641115834	0.679613073	0.659680492	0.719282818	0.63872197	0.678831404	0.684596219	0.633787679	0.634080805	0.707166935	0.640383018	0.583467683	0.65103327	0.566270946	0.569397626	0.562313743	0.690019053	0.714397381	0.607748302	0.583125702	0.683130588	0.299868093	0.5959744	0.602374322	0.633494553	0.767111241	0.626703796	0.597635449	0.680150471	0.750989301	0.66021789	0.616884069	0.606184963	0.585666129	0.705554741	0.705847868	0.692852606	0.697102936	0.661048415	0.630172456	0.641457814	0.730128487	0.617079486	0.643656261	0.599247643	0.70027847	0.692168645	0.594997313	0.679319947	0.767844057	0.647369192	0.665591871	0.547413161	0.653231716	0.656700376	0.622209194	0.728027749	0.660852997	0.71718208	0.601055254	0.609262788	0.588597391	0.702770043	0.609311642	0.609213933	0.556646636	0.64253261	0.68259319	0.644828765	0.672040647	0.710195906	0.777810347	0.823880014	0.766524989	0.749230544	0.696467829	0.603351409	0.62675265	0.667448337	0.620890127	0.619424496	0.680883287	0.56060384	0.72490107	0.751917534	0.62831599	0.718012604	0.640334164	0.378572475	0.3200938	0.726268992	0.59294543	0.600078167	0.654111095	0.730128487	0.67912453	0.642581465	0.619961894	0.64868826	0.639112805	0.393033368	0.332453955	0.678000879	0.622355757	0.639943329	0.679661928	0.734085691	0.825834188	0.647808882	0.587424886	0.644437931	0.374859544	0.649323367	0.255606038	0.838829449	0	0.352875079	0.862572671	0.641555523	0.618496263	0.637354048	0.641262397	0.805755044	0.593629391	0.743856564	0.600762128	0.599980458	0.376960281	0.392691387	0.81220382	0.596951488	0.705847868	0.669988763	0.468415653	0.238409302	0.494161903	0.402559969	0.598123992	0.64253261	0.823049489	0.750745029	0.825931897	0.713176022	0.664028531	0.707655479	0.649714202	0.777321804
70-2_AtgE_NYU	0.697835752	0.728907128	0.724705652	0.693878548	0.70643412	0.650593581	0.641555523	0.611265817	0.509990718	0.73105672	0.605647565	0.617616884	0.741853535	0.716791245	0.763105183	0.648639406	0.65562558	0.558356539	0.429039035	0.579999023	0.336508867	0.627680883	0.551907763	0.724265963	0.728516293	0.625970981	0.693487713	0.621916068	0.605305584	0.768234892	0.681078704	0.6994968	0.635937271	0.671503249	0.666617812	0.55825883	0.563046558	0.685475597	0.663784259	0.561336655	0.715521032	0.651228687	0.718696566	0.707606625	0.680003908	0.635986125	0.716449265	0.676535248	0.53485759	0.580145586	0.618154282	0.6698422	0.564756461	0.683472568	0.757291514	0.616395525	0.634129659	0.664272803	0.326347159	0.626361815	0.657872881	0.636523523	0.765254776	0.650935561	0.628120573	0.70408911	0.757535786	0.643509698	0.661732376	0.663002589	0.542234599	0.745224486	0.734036836	0.708583712	0.697982315	0.696663247	0.668669696	0.659827056	0.743661146	0.57750745	0.631344961	0.567834286	0.703502858	0.6082857	0.605159021	0.653182862	0.748937418	0.683423714	0.649030241	0.516146368	0.617714593	0.645415018	0.62103669	0.694025111	0.618740534	0.686452685	0.622990864	0.665054473	0.680639015	0.695002198	0.613219991	0.6575309	0.642337193	0.571156383	0.726317846	0.647955445	0.676046705	0.629928184	0.797449802	0.75455567	0.810249646	0.751282427	0.736772681	0.598514827	0.64175094	0.693096878	0.580096732	0.642092921	0.677805462	0.624945039	0.717719478	0.760418193	0.6429723	0.571156383	0.548439103	0.398407348	0.374859544	0.727978895	0.61947335	0.625433582	0.609165079	0.699252528	0.713859983	0.577312033	0.656211833	0.565147296	0.536030094	0.318677024	0.284234696	0.615711564	0.604768186	0.653427134	0.600762128	0.710049343	0.762860912	0.652205775	0.601592652	0.568957936	0.351409448	0.5271386	0.277248522	0.791538424	0.352875079	0	0.756607553	0.605305584	0.628462553	0.575162441	0.633396844	0.749377107	0.622795447	0.740290195	0.569788461	0.493429088	0.362450535	0.245786311	0.794811666	0.646147833	0.713322585	0.565782403	0.419219307	0.343983585	0.352239973	0.29434755	0.577360887	0.604572769	0.746299282	0.739606234	0.702916606	0.66334457	0.622746592	0.659631638	0.634618203	0.711319556
70-3_AtgE_NYU	0.627827446	0.656944648	0.756021301	0.884019737	0.857247545	0.841125605	0.764131125	0.752796912	0.618642826	0.663784259	0.692754898	0.703454004	0.599980458	0.663881968	0.803947433	0.795788754	0.816307587	0.589427915	0.791196443	0.828667741	0.761102154	0.80917485	0.768576872	0.863500904	0.654599638	0.835311935	0.803165763	0.802921491	0.780888172	0.765499047	0.871024476	0.854462846	0.823635742	0.876838145	0.799599394	0.555913821	0.566466364	0.860520788	0.717768333	0.510088426	0.736186428	0.771947824	0.893546338	0.895598222	0.835751624	0.859885681	0.809614539	0.883970883	0.795104793	0.798329181	0.855781914	0.849186575	0.753774	0.742146661	0.8472324	0.849968245	0.848649177	0.75030534	0.81186184	0.803507743	0.852752943	0.850456788	0.556793199	0.862279545	0.86032537	0.859055157	0.83111046	0.736968098	0.800087938	0.801016171	0.839708828	0.929698569	0.870633641	0.814304558	0.748106893	0.790610191	0.844301138	0.850310225	0.883140359	0.758170893	0.841663003	0.748888563	0.837852362	0.663393424	0.687918316	0.860862768	0.77683326	0.876007621	0.843226342	0.819825101	0.768869999	0.81376716	0.772387513	0.535639259	0.811177879	0.783282036	0.744735942	0.861742147	0.857882652	0.835653916	0.810005374	0.870877913	0.825883043	0.726415555	0.804729103	0.735209341	0.70721579	0.854804827	0.85651473	0.668181152	0.881772436	0.869851971	0.92803752	0.789046851	0.854267429	0.903219503	0.739215399	0.822707509	0.784454541	0.805168792	0.780057648	0.815428209	0.797010113	0.627583175	0.522741707	0.799013142	0.845424789	0.730665885	0.772143241	0.724510235	0.765499047	0.723484293	0.892178416	0.806243588	0.838096634	0.528897357	0.545996385	0.786701842	0.759099126	0.618007719	0.679417656	0.728174312	0.709218819	0.693292296	0.743758855	0.834188285	0.855146807	0.559675607	0.79339489	0.760955591	0.803556598	0.297571938	0.862572671	0.756607553	0	0.685426743	0.750403049	0.675704724	0.695197616	0.659631638	0.74527334	0.758512873	0.627387757	0.766720406	0.783086619	0.75680297	0.390639504	0.818896868	0.823440324	0.536909473	0.760320485	0.843617177	0.751673262	0.784210269	0.695393033	0.67028189	0.641066979	0.745761884	0.252088524	0.638428844	0.69837315	0.688016024	0.688944257	0.681616102
70-7_AtgE_NYU	0.499242757	0.464556158	0.561434364	0.609555914	0.481850603	0.518979921	0.36396502	0.304997802	0.469099614	0.467292003	0.212907323	0.217548488	0.467780546	0.462211149	0.646538668	0.582344032	0.576432654	0.426694025	0.513703649	0.470369828	0.554155064	0.633054863	0.526601202	0.493135962	0.47598808	0.626996922	0.60906737	0.58410279	0.430211539	0.641946358	0.661097269	0.56329083	0.594117934	0.674141385	0.458302799	0.522057746	0.402901949	0.679710782	0.436269481	0.533049978	0.645317309	0.439738141	0.53363623	0.607992574	0.429283306	0.468317944	0.609995603	0.484439885	0.459279887	0.562704578	0.583272265	0.651717231	0.445160975	0.640773853	0.699350237	0.430016122	0.47173775	0.615320729	0.54985588	0.523523377	0.500806097	0.616248962	0.646880649	0.533343104	0.486882603	0.614197079	0.678391714	0.451756314	0.471982022	0.426547462	0.536372075	0.576432654	0.561141238	0.521960037	0.603839953	0.457911964	0.481899458	0.633787679	0.709023401	0.334554692	0.654257658	0.541990327	0.7067761	0.336460013	0.288680444	0.661243832	0.60984904	0.482681128	0.72524305	0.551907763	0.587424886	0.475597245	0.361815428	0.551468074	0.422443695	0.617372612	0.260002931	0.556890908	0.555620695	0.659289658	0.437002296	0.489129904	0.559968733	0.528017978	0.611021545	0.288924715	0.597733157	0.72030876	0.730519322	0.537837706	0.757877766	0.691191558	0.635741854	0.55948019	0.552982559	0.534808735	0.306609996	0.423420783	0.635057892	0.585959255	0.566319801	0.74527334	0.462064585	0.570667839	0.438077092	0.608139137	0.698519713	0.501245786	0.287214813	0.231862817	0.32165714	0.512970834	0.517953979	0.553226831	0.445600664	0.477062876	0.44711515	0.614050515	0.481606332	0.390004397	0.203673848	0.226928526	0.358151351	0.484293322	0.636914358	0.471200352	0.481899458	0.455615809	0.519321901	0.76339831	0.654013386	0.698080023	0.641555523	0.605305584	0.685426743	0	0.280326347	0.264986077	0.3301578	0.514436465	0.364502418	0.545410132	0.542283453	0.631931213	0.559919879	0.63022131	0.728565147	0.651424105	0.560848112	0.505251844	0.556304656	0.632859446	0.617714593	0.674678783	0.211539401	0.322047975	0.515902096	0.497484	0.628951097	0.357760516	0.347989643	0.3570277	0.360740632	0.486833749
70-9_AtgE_NYU	0.589085935	0.51751429	0.56485417	0.624114515	0.496506913	0.486638331	0.299526113	0.409546143	0.496897748	0.516976892	0.24857101	0.216180566	0.570618985	0.52401192	0.674629928	0.576530363	0.550539841	0.438419073	0.52132493	0.463188236	0.603644536	0.582930285	0.525428697	0.516097513	0.523914212	0.581953198	0.581953198	0.532072891	0.435341248	0.619668767	0.637549465	0.527773707	0.569641898	0.631833504	0.449313596	0.570423567	0.426987151	0.635448727	0.367775661	0.581855489	0.623039719	0.455371537	0.549465045	0.581806634	0.455322683	0.503199961	0.600371293	0.499926718	0.474375885	0.569251063	0.533831648	0.605794128	0.435829791	0.602765157	0.68449851	0.463383653	0.464165323	0.612291758	0.58410279	0.508183106	0.514680737	0.59485075	0.691728956	0.51785627	0.484097904	0.594557624	0.665201036	0.46636377	0.450095266	0.470369828	0.529337046	0.602374322	0.55097953	0.457667693	0.59250574	0.451658606	0.493380234	0.617665738	0.69568616	0.41321022	0.622746592	0.530314134	0.680345889	0.361082613	0.325321217	0.638575407	0.620303874	0.512824271	0.684938199	0.556793199	0.611803215	0.463627925	0.434071034	0.604181934	0.473838487	0.612780302	0.232839904	0.54023157	0.498998486	0.644731057	0.474229322	0.486247496	0.527529435	0.554887879	0.582392887	0.275489765	0.605891836	0.702379208	0.688016024	0.574087645	0.723093458	0.694367092	0.62484733	0.536518638	0.548878792	0.552200889	0.39205628	0.428061947	0.568713665	0.581366945	0.582392887	0.704821926	0.466266061	0.605794128	0.449167033	0.638624261	0.690898432	0.449655577	0.265230348	0.219307245	0.308857296	0.532317163	0.521666911	0.549709317	0.479163613	0.489813865	0.45786311	0.656749231	0.523816503	0.389466999	0.2635693	0.211783673	0.368068787	0.51751429	0.666520104	0.452440276	0.51170062	0.448092237	0.575260149	0.828912013	0.648639406	0.701011285	0.618496263	0.628462553	0.750403049	0.280326347	0	0.319654111	0.261712834	0.587229469	0.319507548	0.551614637	0.503981631	0.65797059	0.581562363	0.662465191	0.724754507	0.620059602	0.539743026	0.504665592	0.591479799	0.629048806	0.640676144	0.708779129	0.286775123	0.357907079	0.562069471	0.46670575	0.674581074	0.385851776	0.360300943	0.394987542	0.319312131	0.530314134
71-3_AtgE_NYU	0.467536274	0.457960819	0.557574869	0.615125311	0.601543798	0.563730519	0.394840979	0.438907616	0.436318335	0.474327031	0.312081684	0.321608286	0.468806488	0.477062876	0.611363525	0.571986907	0.52748058	0.441790024	0.530362988	0.558845083	0.573159412	0.625140456	0.448287655	0.607210904	0.467096585	0.618056573	0.621232107	0.550539841	0.462601983	0.62484733	0.661683521	0.583174557	0.538472813	0.683472568	0.522985979	0.478333089	0.444623577	0.665640725	0.379354145	0.485856661	0.575650984	0.47520641	0.647760027	0.649665348	0.52982559	0.58444477	0.583711955	0.617177195	0.495676389	0.482974254	0.604621623	0.624896184	0.440812937	0.631980067	0.693438859	0.554790171	0.571205237	0.58678978	0.582002052	0.589281352	0.569544189	0.551907763	0.633152572	0.592994284	0.579315062	0.617372612	0.677365773	0.44789682	0.553813083	0.547901705	0.545703259	0.675753579	0.605842982	0.478137672	0.563535102	0.526650056	0.591235527	0.613024574	0.700229616	0.429381015	0.615565001	0.518979921	0.704773071	0.258928135	0.290781181	0.662660609	0.591284381	0.607748302	0.737456642	0.528017978	0.573452538	0.496800039	0.471884313	0.523327959	0.502467145	0.584053935	0.320484635	0.621622942	0.521080659	0.661683521	0.548145977	0.595534711	0.565440422	0.514973863	0.555669549	0.355806341	0.585763838	0.718354585	0.728858273	0.527040891	0.763544873	0.703795984	0.663149152	0.558796228	0.594362206	0.654795056	0.414382725	0.525086716	0.603986516	0.582783722	0.553422248	0.751282427	0.502418291	0.508036543	0.425326103	0.622893156	0.699643363	0.454980703	0.381064048	0.342957643	0.373491621	0.486833749	0.591479799	0.498900777	0.576481509	0.447310567	0.437930529	0.59519273	0.551126093	0.329473838	0.281498852	0.33128145	0.316380869	0.492940544	0.594557624	0.553275685	0.606526943	0.461185207	0.471346915	0.741706972	0.641213542	0.67677952	0.637354048	0.575162441	0.675704724	0.264986077	0.319654111	0	0.296985686	0.526698911	0.365284088	0.556255801	0.526552347	0.629781621	0.598368264	0.590942401	0.70565245	0.635839562	0.559577898	0.460305828	0.560310714	0.620645855	0.62831599	0.642679173	0.230494895	0.307098539	0.533196541	0.459084469	0.613024574	0.335580634	0.346426303	0.353852167	0.341296595	0.485416972
71-6_AtgE_NYU	0.525135571	0.475597245	0.5590405	0.590746983	0.58981875	0.522741707	0.387415116	0.453368508	0.529190483	0.463090527	0.297523084	0.304362695	0.489032195	0.480336118	0.646929503	0.538717084	0.502760272	0.466998876	0.581904343	0.537739997	0.613366554	0.560701549	0.493331379	0.590405003	0.439542723	0.56788314	0.566222092	0.469197323	0.500903806	0.574673897	0.622355757	0.575846402	0.506082368	0.617030632	0.510088426	0.55522986	0.490009282	0.598612536	0.312765646	0.562216034	0.545312424	0.466950022	0.631247252	0.622648884	0.523474522	0.575015878	0.54907421	0.582637159	0.526503493	0.479212468	0.567345742	0.590942401	0.492354292	0.569593043	0.648785969	0.525135571	0.567394597	0.551321511	0.621280961	0.555132151	0.573941082	0.566075529	0.670330744	0.604328497	0.561141238	0.581953198	0.629195369	0.532854561	0.533147687	0.53485759	0.545263569	0.673066588	0.594557624	0.414431579	0.544335336	0.521471493	0.563095413	0.586985197	0.678831404	0.492745127	0.534320192	0.498851922	0.675607015	0.304216132	0.30162685	0.597488886	0.569739606	0.600615565	0.655918706	0.529776736	0.544091065	0.483218526	0.496213787	0.593824808	0.536274366	0.626117544	0.327324246	0.594459915	0.499145049	0.63178465	0.539547609	0.547706288	0.532268308	0.481606332	0.533733939	0.37515267	0.546680346	0.692852606	0.687576335	0.517025746	0.706092139	0.654355367	0.658214861	0.510918951	0.565831257	0.649860765	0.457814256	0.497630563	0.535101861	0.574380771	0.534808735	0.679075675	0.522692853	0.588108848	0.457325712	0.636083834	0.69680981	0.405002687	0.384972397	0.294640676	0.414968977	0.453368508	0.570863257	0.520640969	0.558503102	0.483462797	0.466950022	0.655332454	0.592554595	0.375396942	0.317113684	0.27934926	0.325174654	0.489471884	0.61791001	0.550246715	0.575699839	0.493917632	0.59485075	0.799306268	0.635546436	0.679368802	0.641262397	0.633396844	0.695197616	0.3301578	0.261712834	0.296985686	0	0.514436465	0.308271044	0.528359959	0.505593825	0.663588842	0.621329816	0.646440959	0.716009575	0.584298207	0.547217744	0.525819532	0.601250672	0.632224339	0.641115834	0.695148762	0.284820949	0.317357956	0.505691534	0.425130685	0.640871562	0.354975817	0.3547804	0.349650691	0.344081294	0.495187845
